# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_forward         -                3     900       3     900       1     900    1491    +           0 1141.7  18.0  -
Moraxellaceae_Moraxella                          -          A1d2_forward         -                1     886       9     900       9     900    1446    +    6.2e-304 1009.3  18.1  -
Anaerolineaceae_Longilinea                       -          A1d2_forward         -                4     875       4     900       2     900    1422    +    4.1e-128  427.1  19.3  -
Selenomonadaceae_Centipeda                       -          A1d2_forward         -                1     916       6     899       6     900    1494    +    4.4e-128  426.5  18.1  -
Erysipelotrichaceae_Solobacterium                -          A1d2_forward         -               23     913       3     900       1     900    1487    +      5e-128  426.7  17.6  -
Eggerthellaceae_Parvibacter                      -          A1d2_forward         -               12     881       4     900       2     900    1442    +    6.1e-128  426.4  18.3  -
Chrysiogenaceae_Desulfurispira                   -          A1d2_forward         -               54     877      74     900      51     900    1408    +    7.4e-128  425.9  17.8  -
Cyclobacteriaceae_Shivajiella                    -          A1d2_forward         -                6     863      35     899      30     900    1385    +    8.3e-128  425.9  18.0  -
Mooreiaceae_Mooreia                              -          A1d2_forward         -               20     880      33     899      13     900    1424    +    9.3e-128  425.7  18.5  -
Chitinophagaceae_Vibrionimonas                   -          A1d2_forward         -                3     872      28     899      26     900    1409    +    1.2e-127  425.3  17.5  -
Brevinemataceae_Brevinema                        -          A1d2_forward         -               22     910       3     900       1     900    1490    +    1.5e-127  424.9  18.5  -
Streptosporangineae_Allonocardiopsis             -          A1d2_forward         -                5     870      27     900      23     900    1476    +    1.6e-127  424.9  17.5  -
Streptococcaceae_Lactovum                        -          A1d2_forward         -                1     909       5     899       5     900    1456    +    1.6e-127  424.7  18.1  -
Blastocatellaceae_Blastocatella                  -          A1d2_forward         -                5     881       5     899       2     900    1445    +    1.6e-127  424.6  18.1  -
Pseudonocardiaceae_Longimycelium                 -          A1d2_forward         -               24     841       3     900       1     900    1454    +    1.7e-127  424.8  18.3  -
Flavobacteriaceae_Aureivirga                     -          A1d2_forward         -                2     862      37     900      36     900    1308    +    1.7e-127  424.7  18.0  -
Synergistaceae_Jonquetella                       -          A1d2_forward         -               59     856      71     900      47     900    1394    +    2.1e-127  424.6  18.7  -
Cytophagaceae_Rhodocytophaga                     -          A1d2_forward         -               22     849      68     899      54     900    1416    +    3.2e-127  423.9  18.1  -
Chitinophagaceae_Thermoflavifilum                -          A1d2_forward         -                5     864      34     899      30     900    1396    +    3.6e-127  423.6  17.2  -
Verrucomicrobiaceae_Roseimicrobium               -          A1d2_forward         -                3     893       3     899       1     900    1457    +    4.9e-127  423.3  18.1  -
Pseudonocardiaceae_Actinorectispora              -          A1d2_forward         -                7     863      10     900       5     900    1445    +    5.4e-127  423.1  18.8  -
Trueperaceae_Truepera                            -          A1d2_forward         -                6     859      16     899      11     900    1461    +    5.7e-127  422.9  17.9  -
Prolixibacteraceae_Roseimarinus                  -          A1d2_forward         -                4     890       4     899       2     900    1442    +    6.3e-127  422.9  18.1  -
Sphingobacteriaceae_Nubsella                     -          A1d2_forward         -               17     881      27     900       8     900    1422    +    6.8e-127  422.8  18.2  -
Saprospiraceae_Membranicola                      -          A1d2_forward         -                1     866      28     899      28     900    1396    +    7.4e-127  422.6  18.5  -
Chitinophagaceae_Haoranjiania                    -          A1d2_forward         -               24     915       4     898       2     900    1489    +    8.5e-127  422.4  18.2  -
Balneicellaceae_Balneicella                      -          A1d2_forward         -                8     907       4     900       2     900    1505    +    8.9e-127  422.3  18.1  -
Balneolaceae_Fodinibius                          -          A1d2_forward         -                2     886      12     900      11     900    1466    +    9.1e-127  422.3  17.8  -
Glycomycetaceae_Salilacibacter                   -          A1d2_forward         -               23     911       3     900       1     900    1494    +    1.1e-126  422.2  18.0  -
Cytophagaceae_Rhodonellum                        -          A1d2_forward         -                2     825      74     899      73     900    1350    +    1.5e-126  421.7  16.9  -
Eggerthellaceae_Paraeggerthella                  -          A1d2_forward         -                4     875       4     900       2     900    1427    +    2.3e-126  421.1  18.4  -
Coriobacteriaceae_Coriobacterium                 -          A1d2_forward         -                6     872       4     900       2     900    1435    +    2.4e-126  421.5  18.5  -
Eggerthellaceae_Denitrobacterium                 -          A1d2_forward         -                1     868       7     900       7     900    1413    +    2.4e-126  421.1  18.0  -
Victivallaceae_Victivallis                       -          A1d2_forward         -               19     882       3     900       1     900    1456    +    2.4e-126  420.9  18.1  -
Microscillaceae_Microscilla                      -          A1d2_forward         -                4     876       4     899       2     900    1455    +    3.1e-126  420.5  17.9  -
Sphaerobacteraceae_Sphaerobacter                 -          A1d2_forward         -                2     866      12     900      11     900    1500    +    4.1e-126  420.4  18.5  -
Thermoanaerobacteraceae_Gelria                   -          A1d2_forward         -              150     961      69     900      49     900    1725    +    4.3e-126  420.0  18.0  -
Sphingobacteriaceae_Pelobium                     -          A1d2_forward         -               24     911       4     900       2     900    1481    +    5.1e-126  420.1  18.9  -
Synergistaceae_Fretibacterium                    -          A1d2_forward         -                4     872       4     900       2     900    1440    +    6.9e-126  419.5  19.2  -
Thermaceae_Vulcanithermus                        -          A1d2_forward         -               11     883       4     900       2     900    1481    +    8.1e-126  419.3  16.8  -
Halobacteroidaceae_Halonatronum                  -          A1d2_forward         -                2     879      19     900      18     900    1414    +    8.5e-126  419.0  17.1  -
Mesoaciditogaceae_Athalassotoga                  -          A1d2_forward         -                6     901       4     900       2     900    1500    +    8.8e-126  419.3  18.5  -
Natranaerobiaceae_Natronovirga                   -          A1d2_forward         -               41     716     204     900     183     900    1225    +    9.2e-126  419.0  14.2  -
Blastocatellaceae_Tellurimicrobium               -          A1d2_forward         -               25     902       5     899       2     900    1485    +    9.8e-126  418.9  18.2  -
Bernardetiaceae_Bernardetia                      -          A1d2_forward         -                4     896       4     899       2     900    1483    +    1.3e-125  418.3  17.9  -
Flavobacteriaceae_Eudoraea                       -          A1d2_forward         -                1     873      29     900      29     900    1393    +    1.3e-125  418.5  17.4  -
Desulfurobacteriaceae_Phorcysia                  -          A1d2_forward         -                3     846      85     900      80     900    1349    +    1.4e-125  418.9  16.1  -
Puniceicoccaceae_Cerasicoccus                    -          A1d2_forward         -               16     904       5     900       2     900    1469    +    1.4e-125  418.2  18.0  -
Flavobacteriaceae_Ornithobacterium               -          A1d2_forward         -               18     904       4     900       2     900    1462    +    1.5e-125  418.1  18.3  -
Cytophagaceae_Arcticibacterium                   -          A1d2_forward         -                4     890       4     899       2     900    1439    +    1.5e-125  418.2  18.1  -
Flavobacteriaceae_Kriegella                      -          A1d2_forward         -               18     863      54     900      35     900    1382    +    1.8e-125  418.0  17.5  -
Eubacteriaceae_Faecalitalea                      -          A1d2_forward         -               31     933       4     899       2     900    1490    +    2.4e-125  417.6  18.6  -
Cyclobacteriaceae_Mongoliitalea                  -          A1d2_forward         -                2     860      36     899      26     900    1386    +    2.6e-125  417.6  17.5  -
Actinospicaceae_Actinocrinis                     -          A1d2_forward         -                2     885      30     900      29     900    1433    +    2.7e-125  417.6  17.6  -
Glycomycetaceae_Salininema                       -          A1d2_forward         -               23     910       3     900       1     900    1492    +    3.1e-125  417.4  17.9  -
Thermaceae_Rhabdothermus                         -          A1d2_forward         -                4     876       4     899       2     900    1472    +    3.2e-125  417.5  18.3  -
Chroococcales_Chalicogloea                       -          A1d2_forward         -               16     862       4     900       2     900    1442    +    3.3e-125  417.0  17.5  -
Prochlorotrichaceae_Prochlorothrix               -          A1d2_forward         -                3     836      16     900      14     900    1448    +    3.4e-125  417.0  17.6  -
Propionibacteriaceae_Raineyella                  -          A1d2_forward         -                5     849      34     900      30     900    1376    +    3.7e-125  417.0  18.1  -
Balneolaceae_Rhodohalobacter                     -          A1d2_forward         -                3     888       3     900       1     900    1456    +    3.9e-125  417.1  18.2  -
Cytophagaceae_Meniscus                           -          A1d2_forward         -                8     893       4     900       2     900    1418    +    5.5e-125  416.4  18.0  -
Filobacteriaceae_Filobacterium                   -          A1d2_forward         -               23     914       4     899       2     900    1521    +    7.9e-125  415.8  18.3  -
Petrotogaceae_Petrotoga                          -          A1d2_forward         -               15     888       5     899       2     900    1487    +    1.2e-124  415.5  19.5  -
Deferribacteraceae_Seleniivibrio                 -          A1d2_forward         -               35     876      70     900      45     900    1474    +    1.5e-124  414.7  18.2  -
Rikenellaceae_Acetobacteroides                   -          A1d2_forward         -                4     889       4     900       2     900    1440    +    1.7e-124  415.0  17.4  -
Fusobacteriaceae_Psychrilyobacter                -          A1d2_forward         -               12     830      62     899      49     900    1266    +      2e-124  414.6  18.5  -
Flavobacteriaceae_Aurantiacicella                -          A1d2_forward         -                1     865      33     900      33     900    1381    +    4.1e-124  413.4  18.4  -
Sporolactobacillaceae_Sinobaca                   -          A1d2_forward         -               30     968       5     900       2     900    1531    +    4.3e-124  413.4  18.0  -
Cytophagaceae_Lacihabitans                       -          A1d2_forward         -                5     827      74     899      70     900    1337    +    7.8e-124  412.5  17.8  -
Oligosphaeraceae_Oligosphaera                    -          A1d2_forward         -                4     872       4     900       2     900    1434    +    8.2e-124  412.5  18.2  -
Flavobacteriaceae_Pustulibacterium               -          A1d2_forward         -                6     864      33     900      27     900    1421    +      1e-123  412.2  17.8  -
Cytophagaceae_Taeseokella                        -          A1d2_forward         -                1     863      29     899      29     900    1385    +    1.6e-123  411.6  18.0  -
Oscillatoriales_Planktothricoides                -          A1d2_forward         -               16     809      72     900      60     900    1369    +    1.9e-123  411.3  17.3  -
Flavobacteriaceae_Soonwooa                       -          A1d2_forward         -               14     900       4     900       2     900    1449    +    2.6e-123  410.9  18.1  -
Porphyromonadaceae_Tannerella                    -          A1d2_forward         -               28     921       4     900       2     900    1466    +    3.6e-123  410.5  18.4  -
Cytophagaceae_Fluviimonas                        -          A1d2_forward         -               24     850      71     899      54     900    1401    +    5.3e-123  409.8  17.3  -
Sporomusaceae_Sporolituus                        -          A1d2_forward         -                2     803     119     900     118     900    1410    +    7.3e-123  409.3  15.1  -
Rikenellaceae_Mucinivorans                       -          A1d2_forward         -               25     911       4     900       2     900    1511    +    7.6e-123  409.3  17.9  -
Erysipelotrichaceae_Kandleria                    -          A1d2_forward         -                4     895       4     900       2     900    1450    +    8.3e-123  409.3  18.0  -
Synergistaceae_Aminiphilus                       -          A1d2_forward         -               25     887       5     900       2     900    1416    +    9.6e-123  409.2  18.6  -
Verrucomicrobiales_Limisphaera                   -          A1d2_forward         -               43     891      72     900      51     900    1410    +    1.2e-122  409.1  17.5  -
Flavobacteriaceae_Fulvibacter                    -          A1d2_forward         -               20     852      65     900      46     900    1408    +    1.3e-122  408.5  18.1  -
Erysipelotrichaceae_Dubosiella                   -          A1d2_forward         -                7     897       4     900       2     900    1460    +    1.4e-122  408.5  18.8  -
Isosphaeraceae_Singulisphaera                    -          A1d2_forward         -               20     891       4     899       2     900    1432    +    1.7e-122  408.1  18.4  -
Erysipelotrichaceae_Allobaculum                  -          A1d2_forward         -                4     892       4     900       2     900    1479    +    2.1e-122  407.8  18.2  -
Veillonellaceae_Anaeroglobus                     -          A1d2_forward         -                9     862      70     900      62     900    1408    +    3.2e-122  407.2  18.1  -
Cytophagaceae_Pseudarcicella                     -          A1d2_forward         -               23     846      72     899      51     900    1345    +    4.4e-122  406.9  17.8  -
Parachlamydiaceae_Parachlamydia                  -          A1d2_forward         -               23     925       3     899       1     900    1541    +    6.3e-122  406.3  17.9  -
Flavobacteriaceae_Flagellimonas                  -          A1d2_forward         -               25     914       4     900       2     900    1484    +    6.6e-122  406.2  18.1  -
Rikenellaceae_Anaerocella                        -          A1d2_forward         -               12     905       4     900       2     900    1451    +    7.6e-122  405.9  17.3  -
Flavobacteriaceae_Pseudozobellia                 -          A1d2_forward         -                1     878      23     900      23     900    1401    +    8.5e-122  405.9  17.6  -
Sphingobacteriaceae_Pseudosphingobacterium       -          A1d2_forward         -               23     914       4     900       2     900    1481    +    1.2e-121  405.3  18.3  -
Leptotrichiaceae_Sneathia                        -          A1d2_forward         -               13     884       5     899       2     900    1362    +    2.2e-121  404.5  19.2  -
Planctomycetaceae_Rubinisphaera                  -          A1d2_forward         -               24     880       4     899       2     900    1488    +    2.6e-121  404.4  18.2  -
Eggerthellaceae_Cryptobacterium                  -          A1d2_forward         -               19     891       5     900       2     900    1429    +    3.4e-121  404.0  18.0  -
Chlorobiaceae_Chloroherpeton                     -          A1d2_forward         -               19     856       3     897       1     900    1403    +    3.6e-121  403.8  18.2  -
Erysipelotrichaceae_Faecalibaculum               -          A1d2_forward         -               24     917       4     900       2     900    1487    +      4e-121  403.8  18.4  -
Bifidobacteriaceae_Neoscardovia                  -          A1d2_forward         -                6     820      71     900      65     900    1342    +    4.7e-121  403.5  17.8  -
Erysipelotrichaceae_Longibaculum                 -          A1d2_forward         -               13     903       4     900       2     900    1465    +      6e-121  403.2  18.5  -
Anaerolineaceae_Flexilinea                       -          A1d2_forward         -                4     869       4     900       2     900    1418    +    9.8e-121  402.8  19.1  -
Porphyromonadaceae_Fermentimonas                 -          A1d2_forward         -               24     924       4     900       2     900    1523    +    1.2e-120  401.9  18.2  -
Anaeroplasmataceae_Asteroleplasma                -          A1d2_forward         -               32     918       5     900       2     900    1470    +    1.4e-120  402.0  17.9  -
Petrotogaceae_Oceanotoga                         -          A1d2_forward         -               19     897       4     899       2     900    1469    +    1.4e-120  402.0  18.5  -
Sphaerobacteraceae_Nitrolancea                   -          A1d2_forward         -               25     896       5     900       2     900    1470    +    1.7e-120  401.7  18.4  -
Thermoflexaceae_Thermoflexus                     -          A1d2_forward         -               57     885      70     900      49     900    1466    +    2.2e-120  401.6  18.0  -
Planctomycetaceae_Pirellula                      -          A1d2_forward         -               24     898       4     899       2     900    1510    +    2.6e-120  401.2  18.4  -
Leptotrichiaceae_Caviibacter                     -          A1d2_forward         -               25     902       5     900       2     900    1499    +    2.8e-120  400.9  19.4  -
Flavobacteriaceae_Bergeyella                     -          A1d2_forward         -                1     876      26     900      26     900    1446    +    3.1e-120  400.6  17.6  -
Flavobacteriaceae_Cruoricaptor                   -          A1d2_forward         -                2     867      17     900      16     900    1535    +    4.3e-120  400.2  17.4  -
Porphyromonadaceae_Muribaculum                   -          A1d2_forward         -               25     866      65     900      45     900    1460    +    4.5e-120  400.5  17.2  -
Clostridiales_Gallicola                          -          A1d2_forward         -                1     883       3     889       3     900    1357    +    5.3e-120  400.0  17.9  -
Cytophagaceae_Fibrisoma                          -          A1d2_forward         -               26     900       4     899       2     900    1430    +    5.9e-120  399.9  17.9  -
Aquificaceae_Aquifex                             -          A1d2_forward         -               31     951       3     900       1     900    1564    +    1.3e-119  399.0  17.9  -
Erysipelotrichaceae_Ileibacterium                -          A1d2_forward         -                9     896       4     900       2     900    1459    +    1.4e-119  398.7  18.2  -
Cytophagaceae_Fibrella                           -          A1d2_forward         -               19     895       4     899       2     900    1319    +    3.2e-119  397.6  19.2  -
Glycomycetaceae_Haloglycomyces                   -          A1d2_forward         -               12     856      50     900      37     900    1421    +    4.3e-119  397.1  17.5  -
Phycisphaeraceae_Phycisphaera                    -          A1d2_forward         -                2     870       2     899       1     900    1461    +    4.9e-119  397.0  18.0  -
Parachlamydiaceae_Neochlamydia                   -          A1d2_forward         -               16     919       3     899       1     900    1529    +    6.1e-119  396.5  17.8  -
Flammeovirgaceae_Rapidithrix                     -          A1d2_forward         -                4     901      24     899      21     900    1465    +    8.7e-119  395.9  17.6  -
Anaerolineaceae_Leptolinea                       -          A1d2_forward         -                4     877       4     900       2     900    1426    +    1.1e-118  395.7  18.8  -
Synergistaceae_Rarimicrobium                     -          A1d2_forward         -               42     847      62     900      40     900    1392    +    1.4e-118  395.3  18.7  -
Leptotrichiaceae_Oceanivirga                     -          A1d2_forward         -               25     901       5     900       2     900    1500    +    3.5e-118  393.9  18.8  -
Deinococcaceae_Deinobacterium                    -          A1d2_forward         -                4     876       4     900       2     900    1461    +    4.5e-118  393.7  18.5  -
Chthonomonadaceae_Chthonomonas                   -          A1d2_forward         -                1     865      28     900      28     900    1411    +    4.5e-118  393.7  18.5  -
Prevotellaceae_Hallella                          -          A1d2_forward         -                2     903       4     900       3     900    1463    +    5.1e-118  393.4  18.1  -
Planctomycetaceae_Rubripirellula                 -          A1d2_forward         -                9     899       4     899       2     900    1452    +    8.1e-118  392.6  18.3  -
Propionibacteriaceae_Granulicoccus               -          A1d2_forward         -                2     805      80     900      79     900    1315    +    8.7e-118  392.8  16.7  -
Bifidobacteriaceae_Bombiscardovia                -          A1d2_forward         -               11     853      34     900      24     900    1420    +    9.8e-118  392.5  18.6  -
Anaerolineaceae_Bellilinea                       -          A1d2_forward         -                4     873       4     898       2     900    1425    +    1.5e-117  392.1  18.5  -
Aquificaceae_Hydrogenobaculum                    -          A1d2_forward         -                4     907       3     900       1     900    1436    +    1.9e-117  391.8  17.9  -
Lactobacillaceae_Sharpea                         -          A1d2_forward         -                4     895       4     900       2     900    1460    +    2.8e-117  391.1  18.5  -
Planctomycetaceae_Roseimaritima                  -          A1d2_forward         -                3     882       4     899       2     900    1449    +    8.6e-117  389.2  18.2  -
Cytophagaceae_Siphonobacter                      -          A1d2_forward         -               13     840      69     899      57     900    1351    +    9.7e-117  389.3  18.1  -
Petrotogaceae_Defluviitoga                       -          A1d2_forward         -               25     897       5     899       2     900    1475    +    1.3e-116  388.9  18.4  -
Erysipelotrichaceae_Coprobacillus                -          A1d2_forward         -               24     913       4     900       1     900    1485    +    1.9e-116  388.2  18.4  -
Chloroflexales_Kallotenue                        -          A1d2_forward         -                1     864       6     900       6     900    1355    +    3.2e-116  387.9  18.3  -
Planctomycetaceae_Gimesia                        -          A1d2_forward         -                9     901       4     899       2     900    1504    +    3.8e-116  387.1  18.2  -
Cytophagaceae_Rudanella                          -          A1d2_forward         -                5     859      24     899      19     900    1387    +      1e-115  385.9  18.4  -
Leptotrichiaceae_Sebaldella                      -          A1d2_forward         -               24     894       4     899       2     900    1502    +    1.4e-115  385.4  18.7  -
Tepidisphaeraceae_Tepidisphaera                  -          A1d2_forward         -               24     885       4     899       1     900    1491    +    3.7e-115  384.1  18.1  -
Erysipelotrichaceae_Eggerthia                    -          A1d2_forward         -                1     873      27     900      27     900    1506    +    4.7e-115  383.9  18.3  -
Simkaniaceae_Simkania                            -          A1d2_forward         -               23     934       3     900       1     900    1545    +    5.9e-115  383.2  17.9  -
Planctomycetaceae_Thermostilla                   -          A1d2_forward         -               21     897       4     899       2     900    1490    +    1.9e-114  381.7  18.5  -
Porphyromonadaceae_Gabonibacter                  -          A1d2_forward         -               24     915       4     900       2     900    1487    +    2.6e-114  381.3  18.1  -
Hydrogenothermaceae_Venenivibrio                 -          A1d2_forward         -               23     883       3     899       1     900    1506    +    3.7e-114  380.8  17.7  -
Erysipelotrichaceae_Catenibacterium              -          A1d2_forward         -               24     912       4     900       2     900    1485    +    4.6e-114  380.1  18.7  -
Leptotrichiaceae_Hypnocyclicus                   -          A1d2_forward         -                5     784     100     899      95     900    1213    +    8.9e-114  379.4  15.6  -
Planctomycetaceae_Mariniblastus                  -          A1d2_forward         -                3     876       4     899       2     900    1439    +    9.3e-114  379.3  17.3  -
Planctomycetaceae_Planctopirus                   -          A1d2_forward         -               23     908       4     899       2     900    1528    +    1.4e-112  375.4  18.3  -
Waddliaceae_Waddlia                              -          A1d2_forward         -               29     944       4     899       1     900    1557    +    3.6e-112  374.1  17.5  -
Planctomycetaceae_Planctomicrobium               -          A1d2_forward         -               21     880       4     899       2     900    1426    +    4.2e-112  374.0  18.3  -
Gemmataceae_Zavarzinella                         -          A1d2_forward         -               16     874       3     899       1     900    1426    +    2.4e-111  371.3  17.6  -
Gemmataceae_Fimbriiglobus                        -          A1d2_forward         -               12     869       3     899       1     900    1390    +    1.1e-109  366.1  17.9  -
Isosphaeraceae_Isosphaera                        -          A1d2_forward         -               24     903       4     899       2     900    1511    +    1.1e-109  366.1  18.9  -
Gemmataceae_Gemmata                              -          A1d2_forward         -               22     875       3     899       1     900    1491    +    5.5e-109  363.5  18.6  -
Parvularculaceae_Amphiplicatus                   -          A1d2_forward         -               36     631       3     651       1     671    1284    +    8.3e-109  363.3  15.5  -
Eggerthellaceae_Senegalimassilia                 -          A1d2_forward         -                3     762     119     900     116     900    1341    +    2.4e-108  361.6  14.9  -
Bacteroidales_Phocaeicola                        -          A1d2_forward         -               26     922       4     900       2     900    1497    +    3.1e-108  361.1  17.6  -
Planctomycetaceae_Schlesneria                    -          A1d2_forward         -               20     907       4     899       2     900    1446    +    1.2e-105  352.4  18.6  -
Cytophagaceae_Huanghella                         -          A1d2_forward         -                2     861      23     899      22     900    1425    +    1.8e-105  351.9  18.2  -
Isosphaeraceae_Paludisphaera                     -          A1d2_forward         -               17     894       4     899       2     900    1503    +    3.9e-105  350.8  18.1  -
Isosphaeraceae_Aquisphaera                       -          A1d2_forward         -               24     896       4     899       2     900    1480    +    9.6e-104  346.5  18.6  -
Gemmataceae_Telmatocola                          -          A1d2_forward         -               11     880       3     899       1     900    1422    +    8.1e-101  336.5  17.9  -
Methanocaldococcaceae_Methanotorris              -          A1d2_forward         -               78     868      75     898      54     899    1476    +     1.3e-82  276.2  17.8  -
Methanocaldococcaceae_Methanocaldococcus         -          A1d2_forward         -               43     876      20     898       6     899    1428    +     4.7e-82  274.6  17.4  -
Methanococcaceae_Methanothermococcus             -          A1d2_forward         -               70     860      75     898      65     899    1392    +       2e-81  272.1  18.1  -
Methanobacteriaceae_Methanobacterium             -          A1d2_forward         -               13     846      19     898       9     899    1401    +     2.3e-80  268.5  16.6  -
Methanococcaceae_Methanococcus                   -          A1d2_forward         -               53     845      74     898      54     899    1395    +       4e-80  267.7  17.6  -
Methanobacteriaceae_Methanobrevibacter           -          A1d2_forward         -               31     826      73     898      51     899    1306    +     8.8e-79  263.3  16.6  -
Desulfurococcaceae_Desulfurococcus               -          A1d2_forward         -               82     893      73     898      52     899    1496    +     4.8e-78  260.9  16.8  -
Methanoregulaceae_Methanolinea                   -          A1d2_forward         -               41     864      19     898       6     899    1433    +     4.8e-78  260.7  18.1  -
Sulfolobaceae_Sulfolobus                         -          A1d2_forward         -               38     892      15     898       2     899    1496    +     4.6e-77  257.6  17.2  -
Methanomicrobiaceae_Methanomicrobium             -          A1d2_forward         -               20     844      19     898       7     899    1397    +     2.7e-75  251.7  18.0  -
Methanothermaceae_Methanothermus                 -          A1d2_forward         -               42     876      19     898       6     899    1482    +     2.7e-75  252.0  17.2  -
Desulfurococcaceae_Staphylothermus               -          A1d2_forward         -               81     894      73     898      51     899    1459    +     3.5e-74  248.2  16.9  -
Methanoregulaceae_Methanoregula                  -          A1d2_forward         -               22     844      20     898       7     899    1447    +     7.2e-74  246.8  17.5  -
Methanobacteriaceae_Methanothermobacter          -          A1d2_forward         -               29     865      17     898       5     899    1442    +     8.5e-74  246.9  16.6  -
Thermococcaceae_Thermococcus                     -          A1d2_forward         -               29     864      20     898       6     899    1447    +     7.6e-73  243.8  17.9  -
Archaeoglobaceae_Archaeoglobus                   -          A1d2_forward         -               36     883      18     898       5     899    1470    +     8.8e-72  240.1  17.5  -
Desulfurococcaceae_Ignicoccus                    -          A1d2_forward         -               63     874      73     898      52     899    1368    +     1.8e-71  239.5  16.6  -
Pyrodictiaceae_Pyrodictium                       -          A1d2_forward         -               38     890      15     897       2     899    1497    +     2.9e-71  238.5  18.7  -
Thermococcaceae_Palaeococcus                     -          A1d2_forward         -               28     856      20     898       5     899    1431    +       3e-71  238.5  17.9  -
Thermoproteaceae_Thermoproteus                   -          A1d2_forward         -               35     890      14     898       2     900    1500    +     7.2e-71  237.1  18.2  -
Thermofilaceae_Thermofilum                       -          A1d2_forward         -               49     905      16     898       2     899    1513    +     2.6e-70  235.2  17.5  -
Archaeoglobaceae_Geoglobus                       -          A1d2_forward         -                3     841      30     898      28     899    1417    +     4.5e-70  234.4  17.6  -
Thermoproteaceae_Pyrobaculum                     -          A1d2_forward         -               27     893       7     898       2     899    1498    +     5.8e-70  232.3  18.2  -
Methanospirillaceae_Methanospirillum             -          A1d2_forward         -               27     816      74     898      53     899    1378    +     8.8e-70  233.2  18.4  -
Methanomicrobiaceae_Methanoculleus               -          A1d2_forward         -               22     845      19     898       6     899    1417    +     1.5e-69  232.8  17.9  -
Desulfurococcaceae_Sulfophobococcus              -          A1d2_forward         -               62     877      71     898      48     900    1463    +     2.5e-69  232.6  17.1  -
Desulfurococcaceae_Aeropyrum                     -          A1d2_forward         -               34     898      14     898       2     899    1358    +     2.7e-69  232.5  16.5  -
Methanomicrobiales_Methanocalculus               -          A1d2_forward         -               37     858      21     898       7     899    1425    +     4.3e-69  230.9  17.9  -
Thermococcaceae_Pyrococcus                       -          A1d2_forward         -               38     885      18     898       5     899    1468    +     7.2e-69  230.8  17.6  -
Desulfurococcaceae_Stetteria                     -          A1d2_forward         -               35     850      70     898      50     900    1316    +     1.4e-68  230.4  16.7  -
Methanomicrobiaceae_Methanofollis                -          A1d2_forward         -               20     844      19     898       6     899    1397    +     2.5e-68  228.7  17.3  -
Thermoproteaceae_Vulcanisaeta                    -          A1d2_forward         -               63     875      73     898      51     899    1476    +     2.7e-68  228.5  17.7  -
Sulfolobaceae_Acidianus                          -          A1d2_forward         -               28     888       9     898       2     899    1476    +     7.3e-68  226.9  17.8  -
Halobacteriaceae_Halarchaeum                     -          A1d2_forward         -               71     873      68     898      48     899    1474    +     3.3e-67  224.8  17.3  -
Natrialbaceae_Haloterrigena                      -          A1d2_forward         -               76     873      73     898      49     899    1475    +     1.5e-66  222.4  16.3  -
Methanomicrobiaceae_Methanoplanus                -          A1d2_forward         -               38     861      20     898       7     899    1464    +     1.6e-66  222.6  17.4  -
Acidilobaceae_Acidilobus                         -          A1d2_forward         -               78     892      72     898      51     899    1451    +     1.9e-66  222.4  17.3  -
Pyrodictiaceae_Hyperthermus                      -          A1d2_forward         -               20     874      14     898       2     900    1316    +     2.4e-66  223.0  18.3  -
Natrialbaceae_Halovivax                          -          A1d2_forward         -               47     847      70     898      48     899    1403    +     5.2e-66  220.7  16.2  -
Methanomicrobiaceae_Methanolacinia               -          A1d2_forward         -                5     781      87     898      83     899    1255    +     6.7e-66  220.7  16.3  -
Methanobacteriaceae_Methanosphaera               -          A1d2_forward         -               53     882      19     898       5     900    1490    +     1.2e-65  220.1  16.4  -
Desulfurococcaceae_Thermogladius                 -          A1d2_forward         -               38     895      14     898       2     900    1499    +     1.2e-65  220.3  17.5  -
Haloarculaceae_Halomicroarcula                   -          A1d2_forward         -               73     872      70     898      48     899    1471    +     1.8e-65  219.0  17.2  -
Methanoregulaceae_Methanosphaerula               -          A1d2_forward         -               40     863      19     898       4     900    1465    +       2e-65  219.3  17.4  -
Haloarculaceae_Halosimplex                       -          A1d2_forward         -               49     872      26     898       8     899    1473    +     2.7e-65  218.4  17.6  -
Halobacteriaceae_Halobacterium                   -          A1d2_forward         -               47     871      25     898       6     899    1473    +     5.5e-65  217.3  17.3  -
Natrialbaceae_Natrinema                          -          A1d2_forward         -               71     867      73     898      49     899    1463    +     8.4e-65  216.6  16.0  -
Haloferacaceae_Halolamina                        -          A1d2_forward         -               44     871      21     898       7     899    1472    +     1.1e-64  216.2  16.6  -
Methanomicrobiaceae_Methanogenium                -          A1d2_forward         -               41     864      20     898       7     899    1436    +     2.3e-64  215.4  17.8  -
Haloarculaceae_Halomicrobium                     -          A1d2_forward         -               47     872      24     898       8     899    1473    +     3.9e-64  214.5  17.5  -
Natrialbaceae_Natronococcus                      -          A1d2_forward         -               72     873      69     898      48     899    1473    +     4.5e-64  214.2  16.3  -
