# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     928      18     917       8     918    1491    +           0 1137.8  17.8  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_E06_040_2018_2 -               19     913      18     916       8     918    1446    +    2.5e-304 1010.7  18.0  -
Micromonosporaceae_Krasilnikovia                 -          LKAP-TSAKG2_E06_040_2018_2 -               39     925      13     916       5     918    1511    +    1.4e-140  468.1  18.7  -
Lachnospiraceae_Murimonas                        -          LKAP-TSAKG2_E06_040_2018_2 -               48     889      57     916      36     918    1433    +    1.7e-140  467.8  18.2  -
Microbacteriaceae_Phycicola                      -          LKAP-TSAKG2_E06_040_2018_2 -               10     902      13     916       7     918    1416    +    1.8e-140  467.7  18.5  -
Prevotellaceae_Paraprevotella                    -          LKAP-TSAKG2_E06_040_2018_2 -               27     927      18     916      10     918    1481    +    1.8e-140  467.5  18.0  -
Microbacteriaceae_Rudaibacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               28     914      13     911       5     918    1466    +    1.9e-140  467.7  18.1  -
Bacillaceae_Alkalilactibacillus                  -          LKAP-TSAKG2_E06_040_2018_2 -               48     980      19     916       7     918    1567    +    1.9e-140  467.6  17.8  -
Microbacteriaceae_Pontimonas                     -          LKAP-TSAKG2_E06_040_2018_2 -               23     914      13     916       5     918    1439    +      2e-140  467.8  18.4  -
Bacillaceae_Compostibacillus                     -          LKAP-TSAKG2_E06_040_2018_2 -              155    1023      63     916      42     918    1555    +      2e-140  467.5  17.8  -
Nitriliruptoraceae_Nitriliruptor                 -          LKAP-TSAKG2_E06_040_2018_2 -               36     918      18     916       6     918    1425    +    2.2e-140  467.4  18.4  -
Syntrophomonadaceae_Dethiobacter                 -          LKAP-TSAKG2_E06_040_2018_2 -                8     899      15     916       9     918    1441    +    2.3e-140  467.2  17.7  -
Ruminococcaceae_Fournierella                     -          LKAP-TSAKG2_E06_040_2018_2 -               47     943      18     916       6     918    1491    +    2.6e-140  467.2  18.5  -
Nautiliaceae_Nitratifractor                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     909      18     916       6     918    1439    +    3.2e-140  466.8  17.9  -
Intrasporangiaceae_Fodinibacter                  -          LKAP-TSAKG2_E06_040_2018_2 -                5     892      19     916      16     918    1444    +    3.4e-140  466.7  18.9  -
Mycoplasmataceae_Ureaplasma                      -          LKAP-TSAKG2_E06_040_2018_2 -               47     938      19     912      12     918    1476    +    3.5e-140  466.7  17.1  -
Clostridiaceae_Cellulosibacter                   -          LKAP-TSAKG2_E06_040_2018_2 -              223    1062      65     916      45     918    1570    +      4e-140  466.4  17.9  -
Cytophagaceae_Nibrella                           -          LKAP-TSAKG2_E06_040_2018_2 -               31     886      62     917      42     918    1358    +    4.2e-140  466.4  17.6  -
Verrucomicrobiaceae_Brevifollis                  -          LKAP-TSAKG2_E06_040_2018_2 -               27     932      18     916       7     918    1469    +    4.2e-140  466.5  18.2  -
Petrotogaceae_Geotoga                            -          LKAP-TSAKG2_E06_040_2018_2 -               57     936      18     916       9     918    1613    +    4.3e-140  466.4  19.2  -
Jiangellaceae_Haloactinopolyspora                -          LKAP-TSAKG2_E06_040_2018_2 -                2     888      11     916      10     918    1432    +    4.8e-140  466.3  17.6  -
Clostridiales_Acidaminobacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               26     918      18     916       6     918    1468    +    5.1e-140  466.3  18.8  -
Bacillaceae_Paucisalibacillus                    -          LKAP-TSAKG2_E06_040_2018_2 -               42     967      18     916       6     918    1441    +    5.3e-140  466.1  17.9  -
Microbacteriaceae_Klugiella                      -          LKAP-TSAKG2_E06_040_2018_2 -               43     934      13     916       5     918    1501    +    5.6e-140  466.0  18.3  -
Cellulomonadaceae_Sediminihabitans               -          LKAP-TSAKG2_E06_040_2018_2 -               20     910      13     916       5     918    1475    +    5.7e-140  466.0  18.7  -
Chloroflexaceae_Chloroflexus                     -          LKAP-TSAKG2_E06_040_2018_2 -               48     905      19     916       9     918    1473    +    6.3e-140  466.2  17.5  -
Microbacteriaceae_Microterricola                 -          LKAP-TSAKG2_E06_040_2018_2 -               41     934      13     916       5     918    1442    +    6.7e-140  465.9  18.5  -
Microbacteriaceae_Conyzicola                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     916      13     916       5     918    1457    +    6.9e-140  465.7  18.5  -
Flammeovirgaceae_Fabivirga                       -          LKAP-TSAKG2_E06_040_2018_2 -                1     891      20     916      20     918    1375    +    7.2e-140  465.9  17.9  -
Coriobacteriaceae_Enorma                         -          LKAP-TSAKG2_E06_040_2018_2 -               40     914      18     916       8     918    1465    +    9.2e-140  465.8  18.2  -
Geodermatophilaceae_Antricoccus                  -          LKAP-TSAKG2_E06_040_2018_2 -               10     885      13     902       7     918    1415    +    9.8e-140  465.3  18.3  -
Clostridiales_Pseudoflavonifractor               -          LKAP-TSAKG2_E06_040_2018_2 -               28     925      19     916       6     918    1483    +      1e-139  465.3  18.1  -
Carnobacteriaceae_Desemzia                       -          LKAP-TSAKG2_E06_040_2018_2 -               33     947      18     916       6     918    1505    +      1e-139  465.0  17.8  -
Natranaerobiaceae_Natranaerobaculum              -          LKAP-TSAKG2_E06_040_2018_2 -               46     943      18     916       6     918    1499    +    1.1e-139  464.9  17.9  -
Micrococcaceae_Renibacterium                     -          LKAP-TSAKG2_E06_040_2018_2 -               48     951      13     916       5     918    1471    +    1.3e-139  464.9  18.4  -
Microbacteriaceae_Parafrigoribacterium           -          LKAP-TSAKG2_E06_040_2018_2 -               77     966      13     916       5     918    1476    +    1.3e-139  464.9  18.5  -
Sporolactobacillaceae_Terrilactibacillus         -          LKAP-TSAKG2_E06_040_2018_2 -               37     905      60     916      40     918    1456    +    1.3e-139  464.8  17.9  -
Desulfurobacteriaceae_Balnearium                 -          LKAP-TSAKG2_E06_040_2018_2 -               28     954      18     916       6     918    1481    +    1.4e-139  465.0  17.9  -
Promicromonosporaceae_Xylanimicrobium            -          LKAP-TSAKG2_E06_040_2018_2 -               20     904      13     916       5     918    1467    +    1.4e-139  464.8  18.7  -
Ruminococcaceae_Subdoligranulum                  -          LKAP-TSAKG2_E06_040_2018_2 -                2     896      21     916      20     918    1428    +    1.5e-139  464.7  17.7  -
Lachnospiraceae_Acetatifactor                    -          LKAP-TSAKG2_E06_040_2018_2 -               13     878      33     916      21     918    1376    +    1.7e-139  464.7  18.6  -
Kineosporiaceae_Thalassiella                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     918      13     916       5     918    1466    +    1.7e-139  464.6  18.7  -
Clostridiales_Proteocatella                      -          LKAP-TSAKG2_E06_040_2018_2 -               21     915      14     916       5     918    1450    +    1.7e-139  464.6  18.0  -
Ruminococcaceae_Intestinimonas                   -          LKAP-TSAKG2_E06_040_2018_2 -               27     925      18     916       6     918    1475    +    1.8e-139  464.5  18.3  -
Flavobacteriaceae_Spongiimonas                   -          LKAP-TSAKG2_E06_040_2018_2 -               28     925      18     916       6     918    1426    +    1.8e-139  464.4  17.6  -
Ruminococcaceae_Faecalibacterium                 -          LKAP-TSAKG2_E06_040_2018_2 -               39     919      18     916       6     918    1462    +    1.8e-139  464.5  18.1  -
Sporolactobacillaceae_Tuberibacillus             -          LKAP-TSAKG2_E06_040_2018_2 -               27     951      18     916       6     918    1486    +    1.9e-139  464.3  17.9  -
Hyphomicrobiaceae_Gemmiger                       -          LKAP-TSAKG2_E06_040_2018_2 -               25     880      45     916      25     918    1426    +      2e-139  464.2  17.7  -
Sporomusaceae_Thermosinus                        -          LKAP-TSAKG2_E06_040_2018_2 -               47     961      18     916       6     918    1554    +      2e-139  464.1  18.0  -
Lachnospiraceae_Cuneatibacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               48     942      19     916       6     918    1485    +    2.1e-139  464.3  18.5  -
Clostridiaceae_Thermotalea                       -          LKAP-TSAKG2_E06_040_2018_2 -              201    1041      58     916      37     918    1627    +    2.2e-139  464.1  18.5  -
Pseudonocardiaceae_Actinocrispum                 -          LKAP-TSAKG2_E06_040_2018_2 -               22     907      13     916       5     918    1480    +    2.2e-139  464.2  18.9  -
Clostridiaceae_Serpentinicella                   -          LKAP-TSAKG2_E06_040_2018_2 -               14     888      15     916       5     918    1417    +    2.3e-139  464.0  18.1  -
Bacillaceae_Hydrogenibacillus                    -          LKAP-TSAKG2_E06_040_2018_2 -               39     945      18     916       6     918    1515    +    2.3e-139  464.2  18.9  -
Brevibacteriaceae_Sediminivirga                  -          LKAP-TSAKG2_E06_040_2018_2 -               40     940      13     916       5     918    1498    +    2.4e-139  464.1  18.1  -
Carnobacteriaceae_Isobaculum                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     951      18     916       6     918    1515    +    2.4e-139  463.7  17.8  -
Peptococcaceae_Desulfurispora                    -          LKAP-TSAKG2_E06_040_2018_2 -              163    1001      63     916      42     918    1567    +    2.5e-139  463.8  18.0  -
Clostridiaceae_Caloranaerobacter                 -          LKAP-TSAKG2_E06_040_2018_2 -               52     888      62     916      42     918    1443    +      3e-139  463.8  18.4  -
Microbacteriaceae_Lysinibacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               40     931      13     916       5     918    1482    +    3.1e-139  463.6  18.6  -
Staphylococcaceae_Auricoccus                     -          LKAP-TSAKG2_E06_040_2018_2 -               52     968      18     916       6     918    1507    +    3.5e-139  463.4  17.7  -
Microbacteriaceae_Chryseoglobus                  -          LKAP-TSAKG2_E06_040_2018_2 -               17     907      13     916       5     918    1420    +    3.7e-139  463.3  18.5  -
Eubacteriaceae_Anaerofustis                      -          LKAP-TSAKG2_E06_040_2018_2 -               12     903      14     916       6     918    1462    +    3.7e-139  463.4  18.1  -
Acidobacteriaceae_Bryocella                      -          LKAP-TSAKG2_E06_040_2018_2 -               46     908      18     916       6     918    1416    +    4.2e-139  463.0  18.4  -
Micrococcaceae_Acaricomes                        -          LKAP-TSAKG2_E06_040_2018_2 -               33     931      13     916       5     918    1478    +    4.5e-139  463.1  18.0  -
Thermonemataceae_Thermonema                      -          LKAP-TSAKG2_E06_040_2018_2 -               18     917      18     916       7     918    1465    +    4.7e-139  463.1  17.3  -
Dermatophilaceae_Mobilicoccus                    -          LKAP-TSAKG2_E06_040_2018_2 -               20     908      13     916       5     918    1474    +    5.5e-139  462.8  18.5  -
Acidimicrobiaceae_Acidimicrobium                 -          LKAP-TSAKG2_E06_040_2018_2 -               48     916      19     916       6     918    1465    +    6.1e-139  462.8  17.9  -
Planctomycetaceae_Blastopirellula                -          LKAP-TSAKG2_E06_040_2018_2 -               55     926      19     915      11     918    1520    +    6.4e-139  462.4  17.3  -
Thermogemmatisporaceae_Thermogemmatispora        -          LKAP-TSAKG2_E06_040_2018_2 -               27     914      18     916       7     918    1443    +      7e-139  462.5  18.6  -
Microbacteriaceae_Canibacter                     -          LKAP-TSAKG2_E06_040_2018_2 -                9     897      14     916       8     918    1486    +    8.2e-139  462.2  18.4  -
Bacillaceae_Aquisalibacillus                     -          LKAP-TSAKG2_E06_040_2018_2 -               50     973      18     916       6     918    1484    +    9.2e-139  462.0  17.7  -
Carnobacteriaceae_Lacticigenium                  -          LKAP-TSAKG2_E06_040_2018_2 -               30     943      18     916       8     918    1446    +    9.4e-139  462.0  17.9  -
Clostridiales_Sporanaerobacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               47     938      18     916       6     918    1523    +    9.4e-139  461.9  18.0  -
Microbacteriaceae_Glaciibacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               20     921      13     916       5     918    1498    +    9.4e-139  461.9  17.5  -
Peptococcaceae_Dehalobacter                      -          LKAP-TSAKG2_E06_040_2018_2 -               47     970      18     916       6     918    1525    +      1e-138  461.9  18.0  -
Clostridiales_Marinisporobacter                  -          LKAP-TSAKG2_E06_040_2018_2 -               27     906      18     916       6     918    1435    +    1.1e-138  461.8  18.3  -
Microbacteriaceae_Schumannella                   -          LKAP-TSAKG2_E06_040_2018_2 -               32     923      13     916       5     918    1466    +    1.1e-138  461.9  18.5  -
Kineosporiaceae_Quadrisphaera                    -          LKAP-TSAKG2_E06_040_2018_2 -               41     924      13     916       5     918    1483    +    1.1e-138  462.0  18.6  -
Staphylococcaceae_Abyssicoccus                   -          LKAP-TSAKG2_E06_040_2018_2 -               75     991      18     916       6     918    1576    +    1.1e-138  461.7  17.7  -
Micrococcaceae_Auritidibacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               12     902      13     916       6     918    1466    +    1.2e-138  461.7  18.3  -
Nocardiopsaceae_Marinactinospora                 -          LKAP-TSAKG2_E06_040_2018_2 -               18     914      13     914       5     918    1443    +    1.2e-138  461.9  18.2  -
Pyrinomonadaceae_Pyrinomonas                     -          LKAP-TSAKG2_E06_040_2018_2 -               35     917      61     916      41     918    1432    +    1.2e-138  461.6  17.7  -
Microbacteriaceae_Cnuibacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               40     934      13     916       5     918    1490    +    1.2e-138  461.7  18.4  -
Dermabacteraceae_Devriesea                       -          LKAP-TSAKG2_E06_040_2018_2 -               39     927      13     916       5     918    1476    +    1.3e-138  461.5  18.8  -
Streptosporangiaceae_Thermocatellispora          -          LKAP-TSAKG2_E06_040_2018_2 -               47     926      13     914       5     918    1526    +    1.3e-138  461.5  18.2  -
Bacillaceae_Salirhabdus                          -          LKAP-TSAKG2_E06_040_2018_2 -               41     966      18     916       7     918    1546    +    1.4e-138  461.5  17.9  -
Aquificales_Thermosulfidibacter                  -          LKAP-TSAKG2_E06_040_2018_2 -               17     944      18     916       7     918    1450    +    1.4e-138  461.6  17.9  -
Acidimicrobiaceae_Ferrimicrobium                 -          LKAP-TSAKG2_E06_040_2018_2 -               40     932      13     916       5     918    1466    +    1.5e-138  461.3  18.4  -
Ruaniaceae_Ruania                                -          LKAP-TSAKG2_E06_040_2018_2 -               20     919      13     916       5     918    1454    +    1.5e-138  461.2  18.0  -
Lactobacillaceae_Paralactobacillus               -          LKAP-TSAKG2_E06_040_2018_2 -               32     947      18     916       6     918    1495    +    1.6e-138  461.1  18.3  -
Acetobacteraceae_Neoasaia                        -          LKAP-TSAKG2_E06_040_2018_2 -               27     751      18     793       7     808    1457    +    1.6e-138  461.4  17.4  -
Clostridiales_Flavonifractor                     -          LKAP-TSAKG2_E06_040_2018_2 -               22     918      19     916       7     918    1465    +    1.7e-138  461.3  18.1  -
Clostridiaceae_Anaerosolibacter                  -          LKAP-TSAKG2_E06_040_2018_2 -               11     900      13     916       6     918    1412    +    1.9e-138  461.0  18.4  -
Micromonosporaceae_Polymorphospora               -          LKAP-TSAKG2_E06_040_2018_2 -               20     904      13     916       5     918    1471    +    2.1e-138  461.0  18.6  -
Microbacteriaceae_Yonghaparkia                   -          LKAP-TSAKG2_E06_040_2018_2 -               20     911      13     916       5     918    1476    +    2.1e-138  460.8  18.4  -
Cyclobacteriaceae_Indibacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               48     941      18     916       7     918    1502    +    2.2e-138  460.9  17.7  -
Hymenobacteraceae_Nibribacter                    -          LKAP-TSAKG2_E06_040_2018_2 -                7     858      63     916      57     918    1350    +    2.5e-138  460.8  18.4  -
Microbacteriaceae_Glaciihabitans                 -          LKAP-TSAKG2_E06_040_2018_2 -               40     927      13     916       5     918    1480    +    2.5e-138  460.6  18.6  -
Clostridiales_Parvimonas                         -          LKAP-TSAKG2_E06_040_2018_2 -               27     915      18     916       6     918    1481    +    2.5e-138  460.5  18.2  -
Clostridiaceae_Caminicella                       -          LKAP-TSAKG2_E06_040_2018_2 -               41     931      18     916       6     918    1456    +    2.8e-138  460.4  18.3  -
Bacillaceae_Texcoconibacillus                    -          LKAP-TSAKG2_E06_040_2018_2 -               25     900      59     916      39     918    1374    +    3.1e-138  460.2  17.8  -
Propionibacteriaceae_Propionicicella             -          LKAP-TSAKG2_E06_040_2018_2 -                9     899      11     916       6     918    1469    +    3.1e-138  460.4  18.0  -
Lachnospiraceae_Johnsonella                      -          LKAP-TSAKG2_E06_040_2018_2 -               18     916      13     916       5     918    1478    +    3.3e-138  460.5  18.5  -
Cyclobacteriaceae_Mongoliibacter                 -          LKAP-TSAKG2_E06_040_2018_2 -               46     939      18     916       7     918    1511    +    3.4e-138  460.3  17.8  -
Persicobacteraceae_Fulvitalea                    -          LKAP-TSAKG2_E06_040_2018_2 -                6     863      57     916      52     918    1244    +    3.4e-138  460.3  18.2  -
Bacillaceae_Natronobacillus                      -          LKAP-TSAKG2_E06_040_2018_2 -               54     981      18     916       6     918    1473    +    3.6e-138  460.2  17.8  -
Ruminococcaceae_Sporobacter                      -          LKAP-TSAKG2_E06_040_2018_2 -               47     926      18     916       6     918    1506    +    3.6e-138  460.1  17.9  -
Flavobacteriaceae_Spongiimicrobium               -          LKAP-TSAKG2_E06_040_2018_2 -               27     925      18     916       6     918    1447    +    4.3e-138  459.9  17.6  -
Beutenbergiaceae_Salana                          -          LKAP-TSAKG2_E06_040_2018_2 -               18     904      17     916       6     918    1447    +    4.3e-138  459.9  18.0  -
Thermoactinomycetaceae_Lihuaxuella               -          LKAP-TSAKG2_E06_040_2018_2 -               54     928      18     916       6     918    1516    +    4.5e-138  459.8  17.6  -
Flavobacteriaceae_Meridianimaribacter            -          LKAP-TSAKG2_E06_040_2018_2 -               35     934      18     916       6     918    1470    +    6.2e-138  459.2  18.1  -
Enterococcaceae_Catellicoccus                    -          LKAP-TSAKG2_E06_040_2018_2 -                7     928      19     916      14     918    1480    +    6.2e-138  459.1  17.7  -
Nannocystaceae_Enhygromyxa                       -          LKAP-TSAKG2_E06_040_2018_2 -               33     937      13     916       5     918    1480    +    6.7e-138  459.2  18.0  -
Thermoanaerobacteraceae_Desulfovirgula           -          LKAP-TSAKG2_E06_040_2018_2 -               27     922      18     916       6     918    1436    +    6.9e-138  459.3  18.4  -
Ruminococcaceae_Anaerotruncus                    -          LKAP-TSAKG2_E06_040_2018_2 -               18     911      18     916       7     918    1393    +    7.4e-138  458.9  17.9  -
Nocardiaceae_Skermania                           -          LKAP-TSAKG2_E06_040_2018_2 -               20     907      13     916       5     918    1477    +    7.5e-138  459.1  18.4  -
Brevibacteriaceae_Spelaeicoccus                  -          LKAP-TSAKG2_E06_040_2018_2 -               10     905      18     916      11     918    1397    +    8.6e-138  458.9  17.7  -
Flavobacteriaceae_Taeania                        -          LKAP-TSAKG2_E06_040_2018_2 -               27     927      18     916       6     918    1449    +    8.7e-138  458.9  17.5  -
Flavobacteriaceae_Jejuia                         -          LKAP-TSAKG2_E06_040_2018_2 -               47     939      18     916       6     918    1480    +    9.4e-138  458.6  17.7  -
Euzebyaceae_Euzebya                              -          LKAP-TSAKG2_E06_040_2018_2 -               26     910      17     916       6     918    1476    +    9.6e-138  458.8  18.8  -
Cyclobacteriaceae_Nitritalea                     -          LKAP-TSAKG2_E06_040_2018_2 -               31     925      18     916       7     918    1499    +    9.8e-138  458.6  18.1  -
Promicromonosporaceae_Xylanibacterium            -          LKAP-TSAKG2_E06_040_2018_2 -               41     925      13     916       5     918    1513    +    9.9e-138  458.8  18.7  -
Bacillaceae_Aureibacillus                        -          LKAP-TSAKG2_E06_040_2018_2 -               47     965      18     916       6     918    1517    +    1.2e-137  458.5  17.5  -
Thermomicrobiaceae_Thermorudis                   -          LKAP-TSAKG2_E06_040_2018_2 -               19     876      58     916      45     918    1375    +    1.2e-137  458.8  18.6  -
Deferribacteraceae_Denitrovibrio                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     938      13     916       5     918    1516    +    1.6e-137  457.8  18.0  -
Bacillaceae_Streptohalobacillus                  -          LKAP-TSAKG2_E06_040_2018_2 -               62     935      60     916      40     918    1481    +    1.6e-137  457.7  17.8  -
Micromonosporaceae_Jishengella                   -          LKAP-TSAKG2_E06_040_2018_2 -               40     924      13     916       5     918    1508    +    1.8e-137  457.9  18.6  -
Staphylococcaceae_Corticicoccus                  -          LKAP-TSAKG2_E06_040_2018_2 -               12     942      12     916       5     918    1465    +    1.9e-137  457.7  17.8  -
Bacillaceae_Halalkalibacillus                    -          LKAP-TSAKG2_E06_040_2018_2 -               21     946      19     916       7     918    1492    +    1.9e-137  457.7  17.8  -
Peptococcaceae_Syntrophobotulus                  -          LKAP-TSAKG2_E06_040_2018_2 -               47     972      18     916       6     918    1554    +    1.9e-137  457.7  17.8  -
Micromonosporaceae_Xiangella                     -          LKAP-TSAKG2_E06_040_2018_2 -               41     926      13     916       5     918    1512    +    2.1e-137  457.7  18.6  -
Flammeovirgaceae_Sediminitomix                   -          LKAP-TSAKG2_E06_040_2018_2 -               35     929      18     916       6     918    1415    +    2.1e-137  457.6  18.1  -
Clostridiaceae_Geosporobacter                    -          LKAP-TSAKG2_E06_040_2018_2 -              238    1073      62     916      41     918    1627    +    2.4e-137  457.2  18.2  -
Nocardiaceae_Smaragdicoccus                      -          LKAP-TSAKG2_E06_040_2018_2 -               39     922      13     916       5     918    1478    +    2.4e-137  457.3  18.7  -
Aerococcaceae_Dolosicoccus                       -          LKAP-TSAKG2_E06_040_2018_2 -               27     948      18     916       8     918    1510    +    2.8e-137  457.0  17.6  -
Thermoanaerobacterales_Mahella                   -          LKAP-TSAKG2_E06_040_2018_2 -               45     940      16     916       6     918    1531    +    2.9e-137  457.2  18.5  -
Bacillaceae_Tenuibacillus                        -          LKAP-TSAKG2_E06_040_2018_2 -               24     949      18     916       7     918    1479    +    3.5e-137  456.7  18.1  -
Peptococcaceae_Cryptanaerobacter                 -          LKAP-TSAKG2_E06_040_2018_2 -               40     939      13     916       5     918    1529    +    3.8e-137  456.7  18.9  -
Intrasporangiaceae_Marihabitans                  -          LKAP-TSAKG2_E06_040_2018_2 -               16     908      13     916       5     918    1435    +    4.2e-137  456.6  18.2  -
Pseudonocardiaceae_Tamaricihabitans              -          LKAP-TSAKG2_E06_040_2018_2 -               23     909      13     916       5     918    1445    +    4.3e-137  456.5  18.2  -
Ruaniaceae_Haloactinobacterium                   -          LKAP-TSAKG2_E06_040_2018_2 -               44     936      13     916       5     918    1524    +    4.5e-137  456.4  18.2  -
Acidobacteriaceae_Terracidiphilus                -          LKAP-TSAKG2_E06_040_2018_2 -               47     909      18     916       6     918    1464    +    5.1e-137  456.3  18.2  -
Micromonosporaceae_Mangrovihabitans              -          LKAP-TSAKG2_E06_040_2018_2 -               40     930      13     916       5     918    1484    +    5.4e-137  456.3  18.4  -
Opitutaceae_Alterococcus                         -          LKAP-TSAKG2_E06_040_2018_2 -               72     949      61     916      39     918    1482    +      7e-137  455.8  17.6  -
Actinomycetales_Halopolyspora                    -          LKAP-TSAKG2_E06_040_2018_2 -               40     923      13     916       5     918    1511    +    7.9e-137  455.7  18.8  -
Ruminococcaceae_Acetanaerobacterium              -          LKAP-TSAKG2_E06_040_2018_2 -              100     957      42     916      21     918    1533    +      8e-137  455.5  18.1  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP-TSAKG2_E06_040_2018_2 -               42     959      13     916       5     918    1418    +    8.4e-137  455.4  17.8  -
Peptostreptococcaceae_Paramaledivibacter         -          LKAP-TSAKG2_E06_040_2018_2 -              165    1016      48     916      27     918    1577    +    8.6e-137  455.5  18.2  -
Dermacoccaceae_Demetria                          -          LKAP-TSAKG2_E06_040_2018_2 -               12     905      13     916       6     918    1457    +    8.8e-137  455.4  18.1  -
Nannocystaceae_Pseudenhygromyxa                  -          LKAP-TSAKG2_E06_040_2018_2 -               46     943      18     916       5     918    1494    +      1e-136  455.4  18.1  -
Flavobacteriaceae_Xanthomarina                   -          LKAP-TSAKG2_E06_040_2018_2 -               38     931      18     916       6     918    1461    +    1.3e-136  454.9  17.7  -
Carnobacteriaceae_Atopococcus                    -          LKAP-TSAKG2_E06_040_2018_2 -               18     918      18     901       9     915    1500    +    1.8e-136  454.4  18.3  -
Aerococcaceae_Abiotrophia                        -          LKAP-TSAKG2_E06_040_2018_2 -               47     964      18     916       6     918    1411    +    2.3e-136  454.1  18.0  -
Sphingobacteriaceae_Anseongella                  -          LKAP-TSAKG2_E06_040_2018_2 -               36     928      18     916       6     918    1457    +    2.5e-136  454.1  17.7  -
Carnobacteriaceae_Pisciglobus                    -          LKAP-TSAKG2_E06_040_2018_2 -               44     919      57     916      35     918    1501    +    2.8e-136  453.7  17.8  -
Flavobacteriaceae_Aquibacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               29     926      18     916       6     918    1481    +    2.8e-136  453.7  17.8  -
Persicobacteraceae_Aureibacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               48     942      18     916       6     918    1485    +    2.9e-136  453.9  18.0  -
Micromonosporaceae_Spirilliplanes                -          LKAP-TSAKG2_E06_040_2018_2 -               20     903      13     916       5     918    1470    +      3e-136  453.8  18.7  -
Leptospiraceae_Turneriella                       -          LKAP-TSAKG2_E06_040_2018_2 -               24     908      15     916       6     918    1440    +    3.1e-136  453.6  18.0  -
Sanguibacteraceae_Timonella                      -          LKAP-TSAKG2_E06_040_2018_2 -               40     934      13     916       5     918    1508    +    3.3e-136  453.6  18.6  -
Clostridiales_Finegoldia                         -          LKAP-TSAKG2_E06_040_2018_2 -                4     891      19     916      16     918    1409    +    3.3e-136  453.6  18.1  -
Streptosporangiaceae_Thermopolyspora             -          LKAP-TSAKG2_E06_040_2018_2 -                8     883      18     902      13     918    1493    +    3.4e-136  453.5  18.3  -
Spirochaetales_Exilispira                        -          LKAP-TSAKG2_E06_040_2018_2 -               25     917      16     916       6     918    1456    +    3.6e-136  453.4  17.8  -
Flavobacteriaceae_Arcticiflavibacter             -          LKAP-TSAKG2_E06_040_2018_2 -               47     942      18     916       6     918    1483    +    3.6e-136  453.3  18.2  -
Heliobacteriaceae_Heliobacillus                  -          LKAP-TSAKG2_E06_040_2018_2 -               46     928      18     916       8     918    1482    +    3.9e-136  453.3  18.2  -
Flavobacteriaceae_Mangrovimonas                  -          LKAP-TSAKG2_E06_040_2018_2 -               47     946      18     916       6     918    1487    +      4e-136  453.2  17.9  -
Flavobacteriaceae_Oceanihabitans                 -          LKAP-TSAKG2_E06_040_2018_2 -               47     942      18     916       6     918    1514    +      4e-136  453.2  18.1  -
Clostridiaceae_Anaeromicrobium                   -          LKAP-TSAKG2_E06_040_2018_2 -               15     907      14     916       6     918    1414    +    4.1e-136  453.4  17.6  -
Haliscomenobacteraceae_Haliscomenobacter         -          LKAP-TSAKG2_E06_040_2018_2 -               40     934      13     916       5     918    1509    +    4.1e-136  453.5  17.5  -
Flavobacteriaceae_Weeksella                      -          LKAP-TSAKG2_E06_040_2018_2 -               47     939      18     916       6     918    1509    +    4.4e-136  453.1  18.4  -
Actinomycetales_Bounagaea                        -          LKAP-TSAKG2_E06_040_2018_2 -               47     941      18     916       6     918    1497    +    4.9e-136  453.2  18.3  -
Syntrophomonadaceae_Fervidicola                  -          LKAP-TSAKG2_E06_040_2018_2 -               47     940      18     916       6     918    1528    +    4.9e-136  453.2  18.5  -
Pseudonocardiaceae_Haloechinothrix               -          LKAP-TSAKG2_E06_040_2018_2 -               13     920      11     916       5     918    1474    +    5.1e-136  452.8  18.4  -
Flavobacteriaceae_Hwangdonia                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     924      18     916       6     918    1479    +    6.4e-136  452.5  17.8  -
Clostridiales_Dethiosulfatibacter                -          LKAP-TSAKG2_E06_040_2018_2 -               51     925      18     916       6     918    1479    +      8e-136  452.4  18.1  -
Egibacteraceae_Egibacter                         -          LKAP-TSAKG2_E06_040_2018_2 -               47     931      18     916       6     918    1516    +    8.2e-136  452.5  18.4  -
