# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_G09_067_2018_2 -               37     829      18     810       6     810    1526    +    6.8e-302 1002.5  25.6  -
Acetobacteraceae_Rhodovarius                     -          LKAP-TSAKG2_G09_067_2018_2 -               70     761      71     809      38     810    1458    +    6.2e-119  396.6  22.7  -
Pseudomonadaceae_Permianibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               40     764      76     808      55     810    1423    +    6.4e-119  396.3  22.4  -
Neisseriaceae_Rivicola                           -          LKAP-TSAKG2_G09_067_2018_2 -               39     760      77     806      56     810    1424    +      7e-119  396.2  22.0  -
Comamonadaceae_Corticibacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               37     759      76     806      56     809    1418    +    8.6e-119  395.8  22.2  -
Pseudonocardiaceae_Actinorectispora              -          LKAP-TSAKG2_G09_067_2018_2 -               11     755      10     809       3     810    1445    +    9.5e-119  395.7  24.6  -
Bradyrhizobiaceae_Oligotropha                    -          LKAP-TSAKG2_G09_067_2018_2 -               42     758      20     809       8     810    1477    +    9.8e-119  395.6  23.3  -
Pseudomonadaceae_Stenotrophomonas                -          LKAP-TSAKG2_G09_067_2018_2 -               25     797      19     807       5     810    1502    +    1.1e-118  395.4  23.4  -
Rhodobacteraceae_Lacimonas                       -          LKAP-TSAKG2_G09_067_2018_2 -               46     759      20     809       9     810    1425    +    1.1e-118  395.8  23.5  -
Lachnospiraceae_Johnsonella                      -          LKAP-TSAKG2_G09_067_2018_2 -               22     782      18     808       4     810    1478    +    1.1e-118  395.8  25.8  -
Lysobacteraceae_Panacagrimonas                   -          LKAP-TSAKG2_G09_067_2018_2 -               66     791      74     808      49     810    1477    +    1.1e-118  395.6  22.2  -
Helicobacteraceae_Wolinella                      -          LKAP-TSAKG2_G09_067_2018_2 -               49     784      17     809       4     810    1481    +    1.1e-118  395.5  23.0  -
Flavobacteriaceae_Tenacibaculum                  -          LKAP-TSAKG2_G09_067_2018_2 -               25     790      19     806      10     809    1444    +    1.3e-118  395.1  23.3  -
Pasteurellaceae_Basfia                           -          LKAP-TSAKG2_G09_067_2018_2 -               25     795      19     805       5     809    1365    +    1.3e-118  395.3  23.4  -
Acetobacteraceae_Humitalea                       -          LKAP-TSAKG2_G09_067_2018_2 -               72     760      76     809      54     810    1479    +    1.3e-118  395.4  22.4  -
Rubricoccaceae_Rubricoccus                       -          LKAP-TSAKG2_G09_067_2018_2 -               29     792      18     807       4     810    1443    +    1.5e-118  395.0  23.3  -
Pasteurellaceae_Muribacter                       -          LKAP-TSAKG2_G09_067_2018_2 -               25     787      19     805       5     809    1356    +    1.6e-118  395.0  22.5  -
Flavobacteriaceae_Gaetbulibacter                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     787      19     806      11     809    1450    +    1.7e-118  394.5  23.2  -
Rhodobacteraceae_Salipiger                       -          LKAP-TSAKG2_G09_067_2018_2 -               12     726      19     809       9     810    1364    +    1.9e-118  394.7  22.8  -
Alcaligenaceae_Paralcaligenes                    -          LKAP-TSAKG2_G09_067_2018_2 -               28     808      14     806       4     809    1441    +    1.9e-118  394.9  23.4  -
Planctomycetaceae_Rhodopirellula                 -          LKAP-TSAKG2_G09_067_2018_2 -               27     781      21     808       7     810    1457    +    1.9e-118  394.3  23.0  -
Emcibacteraceae_Emcibacter                       -          LKAP-TSAKG2_G09_067_2018_2 -               44     770      18     809       4     810    1460    +    1.9e-118  394.8  23.6  -
Mariprofundaceae_Mariprofundus                   -          LKAP-TSAKG2_G09_067_2018_2 -               44     808      18     806       4     809    1528    +      2e-118  394.4  23.3  -
Neisseriaceae_Bergeriella                        -          LKAP-TSAKG2_G09_067_2018_2 -               40     816      14     806       3     809    1494    +    2.1e-118  394.5  23.6  -
Prochlorotrichaceae_Prochlorothrix               -          LKAP-TSAKG2_G09_067_2018_2 -               12     725      19     806      10     809    1448    +    2.2e-118  394.4  22.2  -
Rhodobacteraceae_Salinihabitans                  -          LKAP-TSAKG2_G09_067_2018_2 -               25     740      19     809       6     810    1421    +    2.2e-118  394.5  22.8  -
Pasteurellaceae_Mesocricetibacter                -          LKAP-TSAKG2_G09_067_2018_2 -               34     804      19     805       5     809    1339    +    2.3e-118  394.6  23.2  -
Acetobacteraceae_Acidisphaera                    -          LKAP-TSAKG2_G09_067_2018_2 -               77     763      78     808      57     810    1451    +    2.4e-118  394.6  21.9  -
Chitinophagaceae_Niastella                       -          LKAP-TSAKG2_G09_067_2018_2 -               33     800      18     806       8     809    1469    +    2.4e-118  394.5  23.2  -
Ruminococcaceae_Sporobacter                      -          LKAP-TSAKG2_G09_067_2018_2 -               44     791      18     808       4     810    1506    +    2.7e-118  394.2  23.9  -
Moraxellaceae_Perlucidibaca                      -          LKAP-TSAKG2_G09_067_2018_2 -               32     783      19     806       7     810    1467    +    2.9e-118  394.0  23.0  -
Balneolaceae_Fodinibius                          -          LKAP-TSAKG2_G09_067_2018_2 -               13     780      19     807       7     810    1466    +    3.1e-118  394.0  23.9  -
Prevotellaceae_Paraprevotella                    -          LKAP-TSAKG2_G09_067_2018_2 -               26     796      20     809      15     810    1481    +    3.1e-118  393.7  23.8  -
Nevskiaceae_Sinimarinibacterium                  -          LKAP-TSAKG2_G09_067_2018_2 -               79     801      77     808      51     810    1493    +    3.2e-118  394.1  22.0  -
Burkholderiaceae_Hydromonas                      -          LKAP-TSAKG2_G09_067_2018_2 -               40     763      75     806      55     809    1418    +    3.2e-118  394.0  21.5  -
Burkholderiales_Thiobacter                       -          LKAP-TSAKG2_G09_067_2018_2 -               33     803      14     806       3     809    1452    +    3.4e-118  394.0  23.8  -
Burkholderiales_Xylophilus                       -          LKAP-TSAKG2_G09_067_2018_2 -               28     796      14     806       3     809    1550    +    3.7e-118  393.5  23.9  -
Lysobacteriales_Povalibacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               52     819      18     807       4     809    1508    +    4.4e-118  393.6  24.0  -
Fusobacteriaceae_Psychrilyobacter                -          LKAP-TSAKG2_G09_067_2018_2 -               22     724      78     806      56     809    1266    +    5.2e-118  393.3  22.2  -
Acetobacteraceae_Acidomonas                      -          LKAP-TSAKG2_G09_067_2018_2 -               74     761      77     809      52     810    1481    +    5.5e-118  393.4  22.2  -
Rhodobacteraceae_Maliponia                       -          LKAP-TSAKG2_G09_067_2018_2 -               25     729      19     809       6     810    1373    +    5.7e-118  393.3  22.3  -
Parvularculaceae_Aquisalinus                     -          LKAP-TSAKG2_G09_067_2018_2 -               18     759      25     808      11     810    1426    +    5.7e-118  393.3  24.0  -
Pseudomonadaceae_Azorhizophilus                  -          LKAP-TSAKG2_G09_067_2018_2 -                3     691     111     806     109     809    1384    +    5.8e-118  393.1  17.8  -
Corynebacteriaceae_Turicella                     -          LKAP-TSAKG2_G09_067_2018_2 -               22     797      18     807       4     810    1461    +    6.5e-118  392.9  25.4  -
Alcaligenaceae_Ampullimonas                      -          LKAP-TSAKG2_G09_067_2018_2 -               35     799      14     806       3     810    1519    +    6.7e-118  393.0  24.0  -
Desulfurobacteriaceae_Phorcysia                  -          LKAP-TSAKG2_G09_067_2018_2 -                2     740      90     809      89     810    1349    +    8.1e-118  393.1  19.2  -
Acidobacteriaceae_Terracidiphilus                -          LKAP-TSAKG2_G09_067_2018_2 -               44     774      18     809       4     810    1464    +    8.2e-118  392.6  23.3  -
Hyphomonadaceae_Hellea                           -          LKAP-TSAKG2_G09_067_2018_2 -               30     755      18     808       5     810    1412    +      1e-117  392.3  23.4  -
Rhodobacteraceae_Pseudooctadecabacter            -          LKAP-TSAKG2_G09_067_2018_2 -               25     740      19     809       5     810    1384    +    1.1e-117  392.1  22.3  -
Bdellovibrionaceae_Vampirovibrio                 -          LKAP-TSAKG2_G09_067_2018_2 -               35     771      17     806       4     810    1446    +    1.2e-117  392.1  23.1  -
Comamonadaceae_Kinneretia                        -          LKAP-TSAKG2_G09_067_2018_2 -               29     752      75     806      55     809    1386    +    1.3e-117  392.1  22.6  -
Flavobacteriaceae_Zeaxanthinibacter              -          LKAP-TSAKG2_G09_067_2018_2 -               24     793      18     806       6     809    1451    +    1.3e-117  391.5  22.5  -
Flavobacteriaceae_Seonamhaeicola                 -          LKAP-TSAKG2_G09_067_2018_2 -               27     787      20     806      10     809    1441    +    1.6e-117  391.2  23.2  -
Hymenobacteraceae_Nibribacter                    -          LKAP-TSAKG2_G09_067_2018_2 -                7     725      78     807      70     810    1350    +    1.7e-117  391.7  22.0  -
Rhodobacteraceae_Pontibaca                       -          LKAP-TSAKG2_G09_067_2018_2 -               48     762      20     809       9     810    1434    +    1.8e-117  391.5  23.8  -
Chitinophagaceae_Segetibacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               33     797      19     806      10     809    1480    +    2.1e-117  391.3  22.2  -
Chitinophagaceae_Pseudoflavitalea                -          LKAP-TSAKG2_G09_067_2018_2 -               22     785      18     806      10     809    1409    +    2.2e-117  391.2  22.8  -
Oceanospirillaceae_Pseudospirillum               -          LKAP-TSAKG2_G09_067_2018_2 -               25     789      19     806       5     809    1459    +    2.3e-117  391.2  23.2  -
Acidobacteriaceae_Silvibacterium                 -          LKAP-TSAKG2_G09_067_2018_2 -               44     772      18     807       4     810    1464    +    2.3e-117  391.1  23.5  -
Alcaligenaceae_Saccharedens                      -          LKAP-TSAKG2_G09_067_2018_2 -                9     774      19     806      13     809    1354    +    2.8e-117  391.1  23.2  -
Acetobacteraceae_Swaminathania                   -          LKAP-TSAKG2_G09_067_2018_2 -               46     761      20     809       6     810    1455    +    2.8e-117  391.1  23.0  -
Bryobacteraceae_Paludibaculum                    -          LKAP-TSAKG2_G09_067_2018_2 -               44     768      19     806       5     809    1413    +    2.9e-117  390.8  23.9  -
Phyllobacteriaceae_Thalassocola                  -          LKAP-TSAKG2_G09_067_2018_2 -               29     741      20     809       8     810    1443    +    3.1e-117  390.8  22.3  -
Pasteurellaceae_Frederiksenia                    -          LKAP-TSAKG2_G09_067_2018_2 -               25     794      19     806       5     809    1362    +    3.3e-117  390.8  23.4  -
Sphaerobacteraceae_Sphaerobacter                 -          LKAP-TSAKG2_G09_067_2018_2 -               16     755      20     806       7     810    1500    +    3.3e-117  390.7  23.8  -
Acidobacteriaceae_Bryocella                      -          LKAP-TSAKG2_G09_067_2018_2 -               43     773      18     809       4     810    1416    +    3.5e-117  390.3  23.5  -
Propionibacteriaceae_Propioniferax               -          LKAP-TSAKG2_G09_067_2018_2 -               24     766      18     806       4     810    1465    +    3.6e-117  390.4  22.9  -
Hyphomicrobiaceae_Methylorhabdus                 -          LKAP-TSAKG2_G09_067_2018_2 -               46     755      20     806       6     810    1337    +    3.7e-117  390.6  23.4  -
Rhodospirillaceae_Magnetospira                   -          LKAP-TSAKG2_G09_067_2018_2 -               25     750      19     809       5     810    1417    +    4.1e-117  390.2  23.1  -
Rhodobacteraceae_Lentibacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               21     708      75     809      55     810    1375    +    4.3e-117  390.3  21.8  -
Flammeovirgaceae_Flexithrix                      -          LKAP-TSAKG2_G09_067_2018_2 -               24     787      18     806       6     809    1478    +    4.4e-117  390.2  23.2  -
Rhodobacteraceae_Marivivens                      -          LKAP-TSAKG2_G09_067_2018_2 -               26     740      20     809       7     810    1385    +    4.5e-117  390.1  22.9  -
Rhodobacteraceae_Litorisediminivivens            -          LKAP-TSAKG2_G09_067_2018_2 -               25     740      19     809       5     810    1390    +    4.9e-117  390.0  22.4  -
Rhodobacteraceae_Rubricella                      -          LKAP-TSAKG2_G09_067_2018_2 -               45     760      19     809       5     810    1416    +    5.1e-117  390.0  22.3  -
Rhodocyclaceae_Ferribacterium                    -          LKAP-TSAKG2_G09_067_2018_2 -               38     808      14     806       3     809    1530    +      6e-117  389.8  23.9  -
Acetobacteraceae_Rubritepida                     -          LKAP-TSAKG2_G09_067_2018_2 -               46     732      76     808      52     810    1429    +    6.2e-117  389.7  22.5  -
Pseudobacteriovoracaceae_Pseudobacteriovorax     -          LKAP-TSAKG2_G09_067_2018_2 -               30     761      70     806      33     810    1466    +    6.2e-117  389.6  22.4  -
Acidobacteriaceae_Telmatobacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               44     774      18     809       4     810    1406    +    6.3e-117  389.6  23.9  -
Flavobacteriaceae_Salegentibacter                -          LKAP-TSAKG2_G09_067_2018_2 -               22     789      19     806      10     809    1471    +    6.3e-117  389.2  23.0  -
Neisseriaceae_Eikenella                          -          LKAP-TSAKG2_G09_067_2018_2 -               38     815      14     806       3     809    1503    +    6.8e-117  389.5  23.3  -
Rhodobacteraceae_Pseudopelagicola                -          LKAP-TSAKG2_G09_067_2018_2 -               25     742      19     809       5     810    1392    +    7.8e-117  389.4  22.5  -
Gammaproteobacteria_Acidibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               10     735      75     808      67     810    1239    +    8.1e-117  389.4  21.7  -
Synergistaceae_Aminivibrio                       -          LKAP-TSAKG2_G09_067_2018_2 -               24     762      18     809       4     810    1441    +    8.8e-117  389.1  23.9  -
Rhodobacteraceae_Planktomarina                   -          LKAP-TSAKG2_G09_067_2018_2 -               23     739      18     809       5     810    1441    +    9.5e-117  389.1  21.9  -
Flavobacteriaceae_Tamlana                        -          LKAP-TSAKG2_G09_067_2018_2 -               25     787      19     806       9     809    1474    +    9.8e-117  388.6  23.5  -
Nevskiaceae_Alkanibacter                         -          LKAP-TSAKG2_G09_067_2018_2 -                5     758      20     808      17     810    1438    +    9.9e-117  389.1  22.4  -
Nocardioidaceae_Pimelobacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               24     769      18     807       4     810    1474    +    1.1e-116  388.9  24.1  -
Alcaligenaceae_Brackiella                        -          LKAP-TSAKG2_G09_067_2018_2 -                9     778      16     806       8     809    1473    +    1.2e-116  388.7  23.2  -
Rhodobacteraceae_Antarctobacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               15     719      19     809       8     810    1400    +    1.2e-116  388.8  22.0  -
Burkholderiaceae_Paucimonas                      -          LKAP-TSAKG2_G09_067_2018_2 -               20     790      16     806       4     809    1488    +    1.2e-116  388.6  23.6  -
Flavobacteriaceae_Salinimicrobium                -          LKAP-TSAKG2_G09_067_2018_2 -               25     786      19     806       7     809    1467    +    1.4e-116  388.1  23.6  -
Flavobacteriaceae_Mesoflavibacter                -          LKAP-TSAKG2_G09_067_2018_2 -               25     790      19     806       6     809    1443    +    1.6e-116  388.1  23.3  -
Flavobacteriaceae_Psychroflexus                  -          LKAP-TSAKG2_G09_067_2018_2 -               26     788      20     806      10     809    1448    +    1.7e-116  387.7  23.0  -
Alcaligenaceae_Eoetvoesia                        -          LKAP-TSAKG2_G09_067_2018_2 -               18     788      14     806       4     809    1453    +    1.8e-116  388.2  23.5  -
Rhodobacteraceae_Pseudodonghicola                -          LKAP-TSAKG2_G09_067_2018_2 -               72     757      76     809      51     810    1424    +      2e-116  388.1  22.0  -
Alcaligenaceae_Paracandidimonas                  -          LKAP-TSAKG2_G09_067_2018_2 -               37     759      76     806      56     809    1428    +    2.2e-116  387.9  21.6  -
Sutterellaceae_Turicimonas                       -          LKAP-TSAKG2_G09_067_2018_2 -               45     820      19     806       4     809    1528    +    2.3e-116  387.8  23.9  -
Rhodobacteraceae_Marinovum                       -          LKAP-TSAKG2_G09_067_2018_2 -               24     738      19     809       6     810    1348    +    2.4e-116  387.9  22.2  -
Flavobacteriaceae_Winogradskyella                -          LKAP-TSAKG2_G09_067_2018_2 -               25     792      19     806       7     809    1448    +    2.4e-116  387.2  23.2  -
Acetobacteraceae_Dankookia                       -          LKAP-TSAKG2_G09_067_2018_2 -               55     742      76     808      56     810    1411    +    2.5e-116  388.0  22.2  -
Rhodobacteraceae_Nautella                        -          LKAP-TSAKG2_G09_067_2018_2 -               20     735      19     809       6     810    1426    +    2.8e-116  387.5  21.9  -
Trueperaceae_Truepera                            -          LKAP-TSAKG2_G09_067_2018_2 -               15     753      19     806       8     810    1461    +      3e-116  387.3  21.8  -
Alcaligenaceae_Verticiella                       -          LKAP-TSAKG2_G09_067_2018_2 -               20     789      15     806       5     809    1454    +    3.1e-116  387.4  23.4  -
Orbaceae_Frischella                              -          LKAP-TSAKG2_G09_067_2018_2 -               53     813      20     806       6     809    1534    +    3.3e-116  387.2  23.1  -
Hydrogenimonaceae_Hydrogenimonas                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     789      18     809       4     810    1422    +    3.3e-116  387.3  25.2  -
Alcaligenaceae_Caenimicrobium                    -          LKAP-TSAKG2_G09_067_2018_2 -               17     788      13     806       3     809    1453    +    3.6e-116  387.2  23.8  -
Chitinophagaceae_Flavitalea                      -          LKAP-TSAKG2_G09_067_2018_2 -                6     774      18     806      14     809    1447    +    5.7e-116  386.5  23.3  -
Hyphomicrobiaceae_Aquabacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               42     752      20     807       7     810    1474    +      6e-116  386.5  23.2  -
Xenococcaceae_Foliisarcina                       -          LKAP-TSAKG2_G09_067_2018_2 -               25     743      19     806       4     810    1418    +    6.7e-116  386.5  22.4  -
Kiritimatiellaceae_Kiritimatiella                -          LKAP-TSAKG2_G09_067_2018_2 -               46     839      20     806       5     810    1556    +      7e-116  386.2  24.8  -
Rhodobacteraceae_Litorimicrobium                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     740      19     809       5     810    1386    +    7.3e-116  386.1  22.4  -
Rhodobacteraceae_Planktotalea                    -          LKAP-TSAKG2_G09_067_2018_2 -               19     709      72     809      52     810    1336    +    7.6e-116  386.1  21.7  -
Flammeovirgaceae_Perexilibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               45     809      18     807       4     809    1477    +    9.8e-116  385.6  23.5  -
Rhodobacteraceae_Ascidiaceihabitans              -          LKAP-TSAKG2_G09_067_2018_2 -               25     740      19     809       5     810    1387    +    1.1e-115  385.6  22.5  -
Rhodobiaceae_Roseospirillum                      -          LKAP-TSAKG2_G09_067_2018_2 -                8     693      74     809      67     810    1310    +    1.1e-115  385.7  21.9  -
Rhodospirillaceae_Magnetovibrio                  -          LKAP-TSAKG2_G09_067_2018_2 -               38     762      19     809       6     810    1361    +    1.2e-115  385.4  23.4  -
Brevinemataceae_Brevinema                        -          LKAP-TSAKG2_G09_067_2018_2 -               46     805      21     806       6     809    1490    +    1.3e-115  385.3  23.4  -
Moraxellaceae_Faucicola                          -          LKAP-TSAKG2_G09_067_2018_2 -               43     769      66     806      45     810    1430    +    1.3e-115  385.3  22.8  -
Flavobacteriaceae_Algibacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     787      19     806      10     809    1441    +    1.5e-115  384.7  23.3  -
Ktedonobacteraceae_Ktedonobacter                 -          LKAP-TSAKG2_G09_067_2018_2 -               19     743      18     807       5     809    1386    +    1.5e-115  385.3  23.1  -
Rhodobacteraceae_Rubribacterium                  -          LKAP-TSAKG2_G09_067_2018_2 -               22     727      19     809       6     810    1380    +    1.6e-115  385.3  23.6  -
Rhodobacteraceae_Aquimixticola                   -          LKAP-TSAKG2_G09_067_2018_2 -               26     740      20     809       6     810    1388    +    1.8e-115  384.9  22.6  -
Bifidobacteriaceae_Neoscardovia                  -          LKAP-TSAKG2_G09_067_2018_2 -                6     708      77     806      70     810    1342    +    1.9e-115  384.8  21.6  -
Moraxellaceae_Cavicella                          -          LKAP-TSAKG2_G09_067_2018_2 -               25     745      78     806      58     809    1423    +      2e-115  384.6  21.6  -
Eggerthellaceae_Parvibacter                      -          LKAP-TSAKG2_G09_067_2018_2 -               32     775      18     808       4     810    1442    +    2.2e-115  384.7  24.3  -
Bifidobacteriaceae_Gardnerella                   -          LKAP-TSAKG2_G09_067_2018_2 -               53     803      19     806       4     810    1475    +    2.3e-115  384.4  23.6  -
Comamonadaceae_Macromonas                        -          LKAP-TSAKG2_G09_067_2018_2 -               40     810      14     806       4     809    1461    +    2.5e-115  384.3  23.8  -
Chromatiaceae_Thioalkalicoccus                   -          LKAP-TSAKG2_G09_067_2018_2 -                3     722      80     806      78     809    1325    +    2.5e-115  384.5  20.5  -
Chitinophagaceae_Niabella                        -          LKAP-TSAKG2_G09_067_2018_2 -               41     762      77     806      56     809    1406    +    2.6e-115  384.3  22.0  -
Roseiflexaceae_Roseiflexus                       -          LKAP-TSAKG2_G09_067_2018_2 -               44     766      18     807       4     809    1469    +    2.7e-115  384.6  23.3  -
Rickettsiaceae_Orientia                          -          LKAP-TSAKG2_G09_067_2018_2 -               24     758      18     809       4     810    1459    +    3.2e-115  384.2  23.9  -
Shewanellaceae_Psychrobium                       -          LKAP-TSAKG2_G09_067_2018_2 -               25     796      19     806       5     809    1469    +    3.9e-115  383.7  23.8  -
Comamonadaceae_Extensimonas                      -          LKAP-TSAKG2_G09_067_2018_2 -               18     789      14     806       4     809    1454    +    4.6e-115  383.4  23.8  -
Isosphaeraceae_Singulisphaera                    -          LKAP-TSAKG2_G09_067_2018_2 -               70     783      78     808      58     810    1432    +    5.2e-115  383.1  22.6  -
Pasteurellaceae_Lonepinella                      -          LKAP-TSAKG2_G09_067_2018_2 -               10     776      20     805      13     809    1498    +    5.3e-115  383.2  22.3  -
Nautiliaceae_Thioreductor                        -          LKAP-TSAKG2_G09_067_2018_2 -               24     757      18     806       4     809    1417    +    6.6e-115  383.1  24.2  -
Chitinophagaceae_Lacibacter                      -          LKAP-TSAKG2_G09_067_2018_2 -                7     774      19     807      14     810    1412    +    7.2e-115  382.9  23.3  -
Rhodobacteraceae_Sediminimonas                   -          LKAP-TSAKG2_G09_067_2018_2 -               22     734      21     809       6     810    1368    +    8.3e-115  382.6  22.4  -
Rhodobacteraceae_Rubrimonas                      -          LKAP-TSAKG2_G09_067_2018_2 -               41     741      19     809       6     810    1318    +      9e-115  382.8  22.8  -
Flavobacteriaceae_Psychroserpens                 -          LKAP-TSAKG2_G09_067_2018_2 -               30     792      20     806      10     809    1466    +    9.5e-115  382.1  23.3  -
Flavobacteriaceae_Formosa                        -          LKAP-TSAKG2_G09_067_2018_2 -               22     783      19     806       8     809    1428    +    1.3e-114  381.6  23.3  -
Rhodobacteraceae_Alkalimicrobium                 -          LKAP-TSAKG2_G09_067_2018_2 -               46     747      20     809       8     810    1411    +    1.4e-114  381.9  22.9  -
Rhodobacteraceae_Nereida                         -          LKAP-TSAKG2_G09_067_2018_2 -               45     760      19     809       6     810    1455    +    1.6e-114  381.7  22.5  -
Synergistaceae_Pyramidobacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               24     766      18     807       4     810    1445    +    1.6e-114  381.6  25.2  -
Flavobacteriaceae_Mesonia                        -          LKAP-TSAKG2_G09_067_2018_2 -               26     788      20     806      10     809    1449    +    1.7e-114  381.0  23.4  -
Anaerolineaceae_Pelolinea                        -          LKAP-TSAKG2_G09_067_2018_2 -               23     775      17     807       4     810    1432    +    1.8e-114  381.7  24.2  -
Pasteurellaceae_Necropsobacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               32     747      76     805      56     809    1272    +    1.8e-114  381.8  22.4  -
Rhodocyclaceae_Quatrionicoccus                   -          LKAP-TSAKG2_G09_067_2018_2 -               37     807      14     806       3     809    1477    +    2.5e-114  381.2  23.6  -
Blastocatellaceae_Tellurimicrobium               -          LKAP-TSAKG2_G09_067_2018_2 -               44     793      18     808       4     810    1485    +    2.6e-114  380.9  23.5  -
Rhodobacteraceae_Aestuariihabitans               -          LKAP-TSAKG2_G09_067_2018_2 -               24     742      18     809       5     810    1389    +    2.7e-114  381.0  22.8  -
Rhodobacteraceae_Yangia                          -          LKAP-TSAKG2_G09_067_2018_2 -               12     728      19     809      10     810    1351    +      3e-114  380.9  22.4  -
Comamonadaceae_Melaminivora                      -          LKAP-TSAKG2_G09_067_2018_2 -               56     779      75     806      55     809    1436    +    3.2e-114  380.6  22.2  -
Pasteurellaceae_Cricetibacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               37     756      75     806      55     809    1295    +    3.3e-114  380.8  21.6  -
Stigonematales_Iphinoe                           -          LKAP-TSAKG2_G09_067_2018_2 -               45     759      19     806       5     810    1446    +    3.4e-114  380.7  22.8  -
Pasteurellaceae_Bibersteinia                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     794      19     806       5     809    1362    +    3.7e-114  380.7  23.3  -
Pasteurellaceae_Vespertiliibacter                -          LKAP-TSAKG2_G09_067_2018_2 -               25     794      19     806       5     809    1462    +    3.7e-114  380.5  23.7  -
Thermaceae_Marinithermus                         -          LKAP-TSAKG2_G09_067_2018_2 -               45     806      18     808       4     810    1493    +    3.7e-114  380.7  24.2  -
Rhodobacteraceae_Epibacterium                    -          LKAP-TSAKG2_G09_067_2018_2 -               20     710      72     809      52     810    1326    +    4.1e-114  380.4  21.6  -
Alphaproteobacteria_Eilatimonas                  -          LKAP-TSAKG2_G09_067_2018_2 -               50     794      19     809       5     810    1494    +    4.5e-114  380.3  23.3  -
Orbaceae_Gilliamella                             -          LKAP-TSAKG2_G09_067_2018_2 -               53     817      20     806       6     809    1538    +    4.6e-114  380.1  23.0  -
Microscillaceae_Microscilla                      -          LKAP-TSAKG2_G09_067_2018_2 -               24     771      18     807       6     809    1455    +    4.7e-114  380.0  23.4  -
Rhodobacteraceae_Oceanibulbus                    -          LKAP-TSAKG2_G09_067_2018_2 -               31     745      20     809       9     810    1379    +    5.3e-114  380.0  23.5  -
Flavobacteriaceae_Siansivirga                    -          LKAP-TSAKG2_G09_067_2018_2 -               20     779      19     806       9     809    1449    +    5.6e-114  379.4  22.9  -
Anaerolineaceae_Bellilinea                       -          LKAP-TSAKG2_G09_067_2018_2 -               23     767      17     806       4     809    1425    +    6.1e-114  380.0  24.3  -
Thiotrichales_Fangia                             -          LKAP-TSAKG2_G09_067_2018_2 -               45     811      18     809       4     810    1515    +    6.7e-114  379.6  24.2  -
Flavobacteriaceae_Lutimonas                      -          LKAP-TSAKG2_G09_067_2018_2 -               72     792      76     806      54     809    1449    +    6.8e-114  379.2  21.5  -
Cytophagaceae_Nibrella                           -          LKAP-TSAKG2_G09_067_2018_2 -               32     751      78     807      58     810    1358    +    6.9e-114  379.4  22.9  -
Nautiliaceae_Cetia                               -          LKAP-TSAKG2_G09_067_2018_2 -               52     785      18     806       4     810    1482    +    7.2e-114  379.7  24.8  -
Flavobacteriaceae_Lacinutrix                     -          LKAP-TSAKG2_G09_067_2018_2 -               28     792      19     806       7     809    1464    +    7.5e-114  379.2  23.5  -
Pasteurellaceae_Testudinibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               93     862      19     806       5     809    1412    +    7.6e-114  379.4  23.6  -
Rhodobacteraceae_Pelagibaca                      -          LKAP-TSAKG2_G09_067_2018_2 -               74     761      75     809      50     810    1460    +    7.7e-114  379.4  22.5  -
Blastocatellaceae_Blastocatella                  -          LKAP-TSAKG2_G09_067_2018_2 -               24     772      18     807       4     810    1445    +    8.7e-114  379.1  23.7  -
Oligoflexaceae_Oligoflexus                       -          LKAP-TSAKG2_G09_067_2018_2 -               23     785      17     806       4     810    1458    +    1.1e-113  379.0  23.4  -
Pasteurellaceae_Chelonobacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               41     764      75     806      55     809    1389    +    1.2e-113  378.9  21.9  -
Pseudonocardiaceae_Longimycelium                 -          LKAP-TSAKG2_G09_067_2018_2 -               45     731      18     807       4     810    1454    +    1.2e-113  378.8  23.9  -
Chitinophagaceae_Ferruginibacter                 -          LKAP-TSAKG2_G09_067_2018_2 -               32     799      18     806       5     809    1467    +    1.2e-113  378.6  23.0  -
