# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     960      23     946      14     948    1491    +           0 1167.1  18.3  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_D09_073_2018_2 -               25     946      23     946      13     948    1446    +           0 1043.2  18.4  -
Thermoanaerobacteraceae_Tepidanaerobacter        -          LKAP-TSAKG2_D09_073_2018_2 -               83     952      61     945      40     948    1451    +    9.6e-138  458.6  19.2  -
Propionibacteriaceae_Propionimicrobium           -          LKAP-TSAKG2_D09_073_2018_2 -               36     940      22     943       9     948    1502    +    9.9e-138  458.6  18.0  -
Propionibacteriaceae_Aestuariimicrobium          -          LKAP-TSAKG2_D09_073_2018_2 -               32     936      22     944       9     949    1472    +      1e-137  458.7  19.2  -
Flammeovirgaceae_Nafulsella                      -          LKAP-TSAKG2_D09_073_2018_2 -               13     932      22     946      11     948    1441    +    1.1e-137  458.5  18.1  -
Flavobacteriaceae_Joostella                      -          LKAP-TSAKG2_D09_073_2018_2 -               27     948      22     946       9     949    1427    +    1.1e-137  458.5  18.7  -
Synergistaceae_Lactivibrio                       -          LKAP-TSAKG2_D09_073_2018_2 -               68     928      54     944      33     949    1443    +    1.3e-137  458.6  19.9  -
Acetobacteraceae_Neoasaia                        -          LKAP-TSAKG2_D09_073_2018_2 -               54     751      60     792      39     798    1457    +    1.5e-137  458.2  17.5  -
Flavobacteriaceae_Aureivirga                     -          LKAP-TSAKG2_D09_073_2018_2 -                2     922      27     946      26     949    1308    +    1.7e-137  457.9  18.7  -
Flavobacteriaceae_Namhaeicola                    -          LKAP-TSAKG2_D09_073_2018_2 -               32     954      22     946      10     949    1443    +    1.7e-137  457.8  18.4  -
Thermoanaerobacteraceae_Brockia                  -          LKAP-TSAKG2_D09_073_2018_2 -               42     951      42     945      21     948    1458    +    1.7e-137  458.3  20.0  -
Cytophagaceae_Sporocytophaga                     -          LKAP-TSAKG2_D09_073_2018_2 -               41     965      21     946       9     948    1488    +    1.8e-137  457.9  18.7  -
Flavobacteriaceae_Robertkochia                   -          LKAP-TSAKG2_D09_073_2018_2 -               35     955      23     946      10     949    1480    +      2e-137  457.7  19.1  -
Selenomonadaceae_Anaerovibrio                    -          LKAP-TSAKG2_D09_073_2018_2 -              112    1035      42     946      16     948    1587    +      2e-137  457.6  19.2  -
Schleiferiaceae_Schleiferia                      -          LKAP-TSAKG2_D09_073_2018_2 -               76     975      55     947      33     949    1499    +    2.1e-137  457.8  18.3  -
Flammeovirgaceae_Perexilibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               51     975      20     945       7     948    1477    +    2.4e-137  457.4  18.9  -
Cytophagaceae_Rhodocytophaga                     -          LKAP-TSAKG2_D09_073_2018_2 -               21     910      57     946      37     948    1416    +    2.4e-137  457.4  18.7  -
Flavobacteriaceae_Marinirhabdus                  -          LKAP-TSAKG2_D09_073_2018_2 -               33     957      22     946       9     949    1446    +    3.1e-137  457.0  18.3  -
Carnobacteriaceae_Atopococcus                    -          LKAP-TSAKG2_D09_073_2018_2 -               26    1005      25     946      13     948    1500    +    3.2e-137  456.9  18.8  -
Herpetosiphonaceae_Herpetosiphon                 -          LKAP-TSAKG2_D09_073_2018_2 -               73     939      59     946      39     948    1475    +    3.5e-137  456.7  18.9  -
Micromonosporaceae_Catelliglobosispora           -          LKAP-TSAKG2_D09_073_2018_2 -               54     957      24     944      11     949    1510    +      5e-137  456.4  19.0  -
Saprospiraceae_Membranicola                      -          LKAP-TSAKG2_D09_073_2018_2 -                6     927      23     946      19     948    1396    +    5.4e-137  456.2  19.1  -
Marinilabiliaceae_Alkaliflexus                   -          LKAP-TSAKG2_D09_073_2018_2 -               59     978      22     944      10     948    1467    +    6.1e-137  456.1  18.7  -
Thermoanaerobacteraceae_Gelria                   -          LKAP-TSAKG2_D09_073_2018_2 -              150    1020      59     945      39     948    1725    +    6.2e-137  455.9  19.0  -
Spirochaetaceae_Rectinema                        -          LKAP-TSAKG2_D09_073_2018_2 -               80     975      61     944      40     949    1501    +    6.4e-137  456.3  18.7  -
Flammeovirgaceae_Limibacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               44     965      23     946      10     948    1467    +    6.5e-137  456.1  18.6  -
Flavobacteriaceae_Planktosalinus                 -          LKAP-TSAKG2_D09_073_2018_2 -               53     971      23     946       9     949    1479    +      7e-137  455.9  18.2  -
Flavobacteriaceae_Chishuiella                    -          LKAP-TSAKG2_D09_073_2018_2 -               53     964      23     940      10     948    1480    +    7.1e-137  455.7  18.8  -
Synergistaceae_Jonquetella                       -          LKAP-TSAKG2_D09_073_2018_2 -               59     916      61     946      40     948    1394    +    8.1e-137  455.8  19.9  -
Propionibacteriaceae_Raineyella                  -          LKAP-TSAKG2_D09_073_2018_2 -                1     907      20     944      20     949    1376    +    8.4e-137  455.6  18.9  -
Marinilabiliaceae_Anaerophaga                    -          LKAP-TSAKG2_D09_073_2018_2 -               52     985      22     947       9     949    1524    +      1e-136  455.3  18.3  -
Synergistaceae_Synergistes                       -          LKAP-TSAKG2_D09_073_2018_2 -               57     953      22     944       8     949    1355    +    1.1e-136  455.5  19.5  -
Sporomusaceae_Acetonema                          -          LKAP-TSAKG2_D09_073_2018_2 -               59     972      59     945      37     948    1510    +    1.1e-136  455.1  18.4  -
Oscillatoriales_Pantanalinema                    -          LKAP-TSAKG2_D09_073_2018_2 -               56     909      62     945      41     948    1459    +    1.3e-136  455.0  18.8  -
Sporomusaceae_Anaerosporomusa                    -          LKAP-TSAKG2_D09_073_2018_2 -               73     990      54     945      33     948    1509    +    1.3e-136  454.9  18.7  -
Anaerolineaceae_Thermomarinilinea                -          LKAP-TSAKG2_D09_073_2018_2 -               34     945      24     946      10     948    1435    +    1.4e-136  455.2  18.9  -
Flavobacteriaceae_Corallibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               38     965      22     946      10     949    1463    +    1.4e-136  454.8  18.9  -
Thermaceae_Marinithermus                         -          LKAP-TSAKG2_D09_073_2018_2 -               54     968      23     945      10     948    1493    +    1.6e-136  454.9  19.2  -
Chitinophagaceae_Asinibacterium                  -          LKAP-TSAKG2_D09_073_2018_2 -               25     954      21     946       8     948    1441    +    1.7e-136  454.7  18.0  -
Clostridiaceae_Intestinibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               54     921      56     941      34     948    1429    +    1.8e-136  454.4  18.5  -
Flavobacteriaceae_Croceibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               54     979      24     946      11     949    1521    +    1.9e-136  454.4  18.5  -
Flammeovirgaceae_Tunicatimonas                   -          LKAP-TSAKG2_D09_073_2018_2 -               33     952      23     946      10     948    1457    +      2e-136  454.4  18.7  -
Propionibacteriaceae_Propioniferax               -          LKAP-TSAKG2_D09_073_2018_2 -               33     936      23     944      10     949    1465    +    2.3e-136  454.1  18.6  -
Chitinophagaceae_Crenotalea                      -          LKAP-TSAKG2_D09_073_2018_2 -               32     953      22     946       9     948    1447    +    2.4e-136  454.1  17.6  -
Clostridiales_Kallipyga                          -          LKAP-TSAKG2_D09_073_2018_2 -               93     952      61     940      41     948    1474    +    2.4e-136  454.1  19.2  -
Flavobacteriaceae_Yeosuana                       -          LKAP-TSAKG2_D09_073_2018_2 -               32     950      22     946       9     949    1469    +    2.5e-136  454.0  18.7  -
Fusobacteriaceae_Psychrilyobacter                -          LKAP-TSAKG2_D09_073_2018_2 -               12     885      52     940      39     947    1266    +    2.6e-136  454.0  19.5  -
Thermoactinomycetaceae_Shimazuella               -          LKAP-TSAKG2_D09_073_2018_2 -               55     919      59     940      36     948    1459    +    2.6e-136  453.9  18.6  -
Bifidobacteriaceae_Parascardovia                 -          LKAP-TSAKG2_D09_073_2018_2 -               49     964      22     945       9     948    1518    +      3e-136  453.8  18.5  -
Flavobacteriaceae_Kriegella                      -          LKAP-TSAKG2_D09_073_2018_2 -               18     923      44     946      24     949    1382    +    3.2e-136  453.6  18.4  -
Stigonematales_Iphinoe                           -          LKAP-TSAKG2_D09_073_2018_2 -               76     929      62     945      41     948    1446    +    3.3e-136  453.8  19.0  -
Halanaerobiaceae_Halocella                       -          LKAP-TSAKG2_D09_073_2018_2 -               77     969      62     940      41     948    1475    +    3.4e-136  453.5  18.9  -
Flavobacteriaceae_Confluentibacter               -          LKAP-TSAKG2_D09_073_2018_2 -               32     949      22     946       9     949    1438    +    3.4e-136  453.5  18.4  -
Desulfurobacteriaceae_Phorcysia                  -          LKAP-TSAKG2_D09_073_2018_2 -                3     905      75     945      70     948    1349    +    3.8e-136  453.9  17.0  -
Flavobacteriaceae_Gelatiniphilus                 -          LKAP-TSAKG2_D09_073_2018_2 -               51     976      22     946       9     949    1487    +    4.1e-136  453.1  18.3  -
Cytophagaceae_Persicitalea                       -          LKAP-TSAKG2_D09_073_2018_2 -               79     966      62     946      42     949    1464    +    4.6e-136  453.5  18.8  -
Flammeovirgaceae_Flexithrix                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     954      23     946      11     948    1478    +    4.8e-136  453.1  18.4  -
Flavobacteriaceae_Hanstruepera                   -          LKAP-TSAKG2_D09_073_2018_2 -               38     964      23     946      11     949    1493    +    4.9e-136  453.1  18.7  -
Marinilabiliaceae_Thermophagus                   -          LKAP-TSAKG2_D09_073_2018_2 -               52     980      22     947       9     949    1488    +    5.1e-136  452.9  18.2  -
Prolixibacteraceae_Tangfeifania                  -          LKAP-TSAKG2_D09_073_2018_2 -               32     954      22     947      10     949    1446    +    5.2e-136  452.8  18.8  -
Flavobacteriaceae_Aureicoccus                    -          LKAP-TSAKG2_D09_073_2018_2 -               52     975      22     946       9     949    1477    +    6.9e-136  452.5  18.9  -
Nostocales_Phyllonema                            -          LKAP-TSAKG2_D09_073_2018_2 -               58     904      62     940      41     948    1414    +    7.8e-136  452.5  18.9  -
Oscillatoriales_Alkalinema                       -          LKAP-TSAKG2_D09_073_2018_2 -               56     908      62     945      42     948    1456    +    9.3e-136  452.3  18.6  -
Flavobacteriaceae_Aureitalea                     -          LKAP-TSAKG2_D09_073_2018_2 -               35     958      22     946       9     949    1392    +    1.2e-135  451.7  18.6  -
Bernardetiaceae_Garritya                         -          LKAP-TSAKG2_D09_073_2018_2 -               31     959      21     946       8     949    1481    +    1.3e-135  451.8  18.4  -
Clostridiales_Guggenheimella                     -          LKAP-TSAKG2_D09_073_2018_2 -              102     961      60     940      38     948    1501    +    1.4e-135  451.6  19.0  -
Flavobacteriaceae_Eudoraea                       -          LKAP-TSAKG2_D09_073_2018_2 -                7     933      25     946      20     949    1393    +    1.4e-135  451.5  18.0  -
Cyclobacteriaceae_Mongoliitalea                  -          LKAP-TSAKG2_D09_073_2018_2 -                2     921      26     946      24     948    1386    +    1.5e-135  451.5  18.2  -
Marinilabiliaceae_Geofilum                       -          LKAP-TSAKG2_D09_073_2018_2 -               32     949      22     944      10     948    1440    +    1.6e-135  451.4  19.0  -
Rubricoccaceae_Rubricoccus                       -          LKAP-TSAKG2_D09_073_2018_2 -               74     954      62     940      40     948    1443    +    1.6e-135  451.3  18.7  -
Flavobacteriaceae_Aurantiacicella                -          LKAP-TSAKG2_D09_073_2018_2 -                1     925      23     946      23     949    1381    +    1.7e-135  451.2  19.1  -
Erysipelotrichaceae_Solobacterium                -          LKAP-TSAKG2_D09_073_2018_2 -               52     972      22     945       9     948    1487    +      2e-135  451.2  18.3  -
Natranaerobiaceae_Natronovirga                   -          LKAP-TSAKG2_D09_073_2018_2 -               41     775     194     945     173     948    1225    +      2e-135  451.0  15.4  -
Veillonellaceae_Allisonella                      -          LKAP-TSAKG2_D09_073_2018_2 -               55    1005      24     941      11     948    1537    +      2e-135  450.9  18.8  -
Bifidobacteriaceae_Aeriscardovia                 -          LKAP-TSAKG2_D09_073_2018_2 -               35     946      22     946       8     948    1422    +    2.1e-135  451.3  19.1  -
Propionibacteriaceae_Pseudopropionibacterium     -          LKAP-TSAKG2_D09_073_2018_2 -               38     943      24     944      11     949    1506    +    2.2e-135  450.9  18.6  -
Thermoanaerobacterales_Syntrophaceticus          -          LKAP-TSAKG2_D09_073_2018_2 -               77     953      61     945      39     948    1416    +    2.3e-135  450.8  18.6  -
Flavobacteriaceae_Snuella                        -          LKAP-TSAKG2_D09_073_2018_2 -               30     951      22     946       9     949    1440    +    2.4e-135  450.7  18.4  -
Balneolaceae_Fodinibius                          -          LKAP-TSAKG2_D09_073_2018_2 -               56     946      60     946      39     949    1466    +    2.4e-135  450.8  18.3  -
Flavobacteriaceae_Pustulibacterium               -          LKAP-TSAKG2_D09_073_2018_2 -                3     924      20     946      18     949    1421    +    2.4e-135  450.7  18.5  -
Kiritimatiellaceae_Kiritimatiella                -          LKAP-TSAKG2_D09_073_2018_2 -               53    1007      23     944      11     949    1556    +    2.4e-135  450.8  18.5  -
Cytophagaceae_Rhodonellum                        -          LKAP-TSAKG2_D09_073_2018_2 -                3     883      65     946      63     948    1350    +    2.5e-135  450.8  17.7  -
Sphingobacteriaceae_Nubsella                     -          LKAP-TSAKG2_D09_073_2018_2 -               14     940      15     945       7     948    1422    +    2.6e-135  450.8  18.8  -
Armatimonadaceae_Armatimonas                     -          LKAP-TSAKG2_D09_073_2018_2 -               63     928      62     940      41     949    1438    +    2.7e-135  450.6  18.1  -
Marinilabiliaceae_Marinilabilia                  -          LKAP-TSAKG2_D09_073_2018_2 -               32     955      22     944       9     948    1449    +    2.7e-135  450.6  18.7  -
Oscillatoriales_Planktothricoides                -          LKAP-TSAKG2_D09_073_2018_2 -               16     868      62     945      50     948    1369    +    2.8e-135  450.5  18.4  -
Cytophagaceae_Rhabdobacter                       -          LKAP-TSAKG2_D09_073_2018_2 -               58     945      63     947      42     949    1434    +    2.9e-135  450.6  18.5  -
Chitinophagaceae_Heliimonas                      -          LKAP-TSAKG2_D09_073_2018_2 -               50     952      46     946      26     948    1456    +      3e-135  450.3  18.4  -
Flavobacteriaceae_Geojedonia                     -          LKAP-TSAKG2_D09_073_2018_2 -               32     951      22     946       9     949    1440    +    3.1e-135  450.4  18.3  -
Chitinophagaceae_Panacibacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               65     957      55     946      35     948    1451    +    3.1e-135  450.3  17.8  -
Cytophagales_Thermoflexibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               84     970      59     946      38     948    1516    +    3.1e-135  450.4  18.1  -
Streptosporangineae_Allonocardiopsis             -          LKAP-TSAKG2_D09_073_2018_2 -               12     924      24     940      14     949    1476    +    3.4e-135  450.3  18.2  -
Cytophagaceae_Jiulongibacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               52     972      22     944      10     948    1508    +    3.9e-135  450.1  18.7  -
Oscillatoriales_Halospirulina                    -          LKAP-TSAKG2_D09_073_2018_2 -               55     909      61     945      39     948    1388    +    4.2e-135  450.1  18.8  -
Sporomusaceae_Anaerospora                        -          LKAP-TSAKG2_D09_073_2018_2 -              122    1025      61     945      41     948    1517    +    4.4e-135  449.7  18.6  -
Pseudonocardiaceae_Actinorectispora              -          LKAP-TSAKG2_D09_073_2018_2 -               19     921      15     944       6     949    1445    +    4.6e-135  449.9  19.3  -
Flavobacteriaceae_Spongiivirga                   -          LKAP-TSAKG2_D09_073_2018_2 -               32     953      22     946      10     949    1405    +    4.6e-135  449.8  18.6  -
Pyrinomonadaceae_Arenimicrobium                  -          LKAP-TSAKG2_D09_073_2018_2 -               87     996      60     946      37     948    1521    +    4.6e-135  449.8  18.3  -
Flavobacteriaceae_Jejudonia                      -          LKAP-TSAKG2_D09_073_2018_2 -               32     956      22     946       9     949    1445    +    5.5e-135  449.5  18.4  -
Alicyclobacillaceae_Kyrpidia                     -          LKAP-TSAKG2_D09_073_2018_2 -               52     979      22     945       9     948    1528    +    6.6e-135  449.6  19.3  -
Actinospicaceae_Actinocrinis                     -          LKAP-TSAKG2_D09_073_2018_2 -               36     944      60     945      39     948    1433    +    6.7e-135  449.4  18.4  -
Cytophagaceae_Telluribacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               58     950      59     947      38     949    1451    +    7.6e-135  449.3  18.2  -
Cytophagaceae_Lacihabitans                       -          LKAP-TSAKG2_D09_073_2018_2 -                5     886      64     944      60     948    1337    +    7.8e-135  449.0  18.7  -
Mesoaciditogaceae_Mesoaciditoga                  -          LKAP-TSAKG2_D09_073_2018_2 -               88     971      56     940      35     948    1462    +      9e-135  448.9  19.0  -
Flavobacteriaceae_Algoriella                     -          LKAP-TSAKG2_D09_073_2018_2 -               53     964      23     940      10     948    1483    +    9.2e-135  448.8  18.8  -
Acidaminococcaceae_Succiniclasticum              -          LKAP-TSAKG2_D09_073_2018_2 -               45     987      23     945      10     948    1505    +      1e-134  448.7  18.6  -
Flavobacteriaceae_Arenitalea                     -          LKAP-TSAKG2_D09_073_2018_2 -               52     975      22     946       9     949    1483    +      1e-134  448.6  18.0  -
Flavobacteriaceae_Hoppeia                        -          LKAP-TSAKG2_D09_073_2018_2 -               41     962      23     946      11     949    1489    +    1.1e-134  448.5  18.6  -
Clostridiaceae_Asaccharospora                    -          LKAP-TSAKG2_D09_073_2018_2 -               78     942      59     941      38     948    1495    +    1.2e-134  448.4  18.4  -
Victivallaceae_Victivallis                       -          LKAP-TSAKG2_D09_073_2018_2 -               72     942      61     946      41     948    1456    +    1.3e-134  448.3  19.0  -
Cyclobacteriaceae_Mariniradius                   -          LKAP-TSAKG2_D09_073_2018_2 -               38     957      23     945      10     948    1359    +    1.5e-134  448.6  18.6  -
Cytophagaceae_Leadbetterella                     -          LKAP-TSAKG2_D09_073_2018_2 -               67     947      62     944      42     948    1457    +    1.8e-134  448.0  18.9  -
Aquificaceae_Hydrogenobacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               72     982      57     945      33     948    1524    +    2.1e-134  447.6  18.2  -
Cytophagales_Chryseolinea                        -          LKAP-TSAKG2_D09_073_2018_2 -               43     963      21     946       9     948    1472    +    2.5e-134  447.5  18.3  -
Chitinophagaceae_Niveitalea                      -          LKAP-TSAKG2_D09_073_2018_2 -               87     977      57     946      35     948    1494    +    2.7e-134  447.4  17.9  -
Nocardiopsaceae_Lipingzhangella                  -          LKAP-TSAKG2_D09_073_2018_2 -               68     968      45     940      23     948    1528    +    2.9e-134  447.4  18.9  -
Flavobacteriaceae_Algitalea                      -          LKAP-TSAKG2_D09_073_2018_2 -               32     955      22     946      10     949    1444    +    3.1e-134  447.0  18.6  -
Cytophagaceae_Taeseokella                        -          LKAP-TSAKG2_D09_073_2018_2 -                6     922      24     944      20     948    1385    +    3.2e-134  447.1  18.7  -
Ardenticatenia_Ardenticatena                     -          LKAP-TSAKG2_D09_073_2018_2 -               42     963      28     945      11     948    1453    +    3.5e-134  447.1  19.0  -
Porphyromonadaceae_Falsiporphyromonas            -          LKAP-TSAKG2_D09_073_2018_2 -               38     968      22     942      11     947    1459    +    3.9e-134  446.8  18.8  -
Lentimicrobiaceae_Lentimicrobium                 -          LKAP-TSAKG2_D09_073_2018_2 -               33     955      23     946      11     948    1446    +    5.6e-134  446.2  18.4  -
Trueperaceae_Truepera                            -          LKAP-TSAKG2_D09_073_2018_2 -               23     920      23     946      12     948    1461    +    6.1e-134  446.0  18.3  -
Flavobacteriaceae_Coenonia                       -          LKAP-TSAKG2_D09_073_2018_2 -               52     964      22     939       9     948    1606    +    6.3e-134  446.0  18.3  -
Flavobacteriaceae_Maripseudobacter               -          LKAP-TSAKG2_D09_073_2018_2 -               53     979      22     946       9     949    1489    +    7.4e-134  445.9  18.2  -
Flavobacteriaceae_Ascidiimonas                   -          LKAP-TSAKG2_D09_073_2018_2 -               32     947      22     940       9     948    1442    +    7.5e-134  445.7  18.7  -
Deferribacteraceae_Seleniivibrio                 -          LKAP-TSAKG2_D09_073_2018_2 -               35     934      60     945      39     948    1474    +    8.5e-134  445.4  19.3  -
Rikenellaceae_Rikenella                          -          LKAP-TSAKG2_D09_073_2018_2 -               61     987      23     945      11     948    1472    +    9.5e-134  445.4  18.7  -
Opitutaceae_Opitutus                             -          LKAP-TSAKG2_D09_073_2018_2 -               73     975      61     941      35     948    1480    +      1e-133  445.4  18.5  -
Micromonosporaceae_Rhizocola                     -          LKAP-TSAKG2_D09_073_2018_2 -               53     957      24     944      11     949    1451    +    1.1e-133  445.4  19.1  -
Sporomusaceae_Anaerosinus                        -          LKAP-TSAKG2_D09_073_2018_2 -               63     968      61     940      39     948    1511    +    1.2e-133  444.9  18.8  -
Cytophagaceae_Fluviimonas                        -          LKAP-TSAKG2_D09_073_2018_2 -               24     909      61     944      41     948    1401    +    1.3e-133  445.0  18.1  -
Cryomorphaceae_Owenweeksia                       -          LKAP-TSAKG2_D09_073_2018_2 -               38     960      22     947      10     949    1482    +    1.3e-133  444.9  18.2  -
Flavobacteriaceae_Fulvibacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               20     906      55     940      37     948    1408    +    1.4e-133  444.8  19.1  -
Flavobacteriaceae_Sabulilitoribacter             -          LKAP-TSAKG2_D09_073_2018_2 -               32     950      22     946       9     949    1439    +    1.7e-133  444.6  18.6  -
Erysipelotrichaceae_Catenisphaera                -          LKAP-TSAKG2_D09_073_2018_2 -               66     962      58     945      37     948    1419    +    1.8e-133  444.7  19.1  -
Ichthyobacteriaceae_Ichthyobacterium             -          LKAP-TSAKG2_D09_073_2018_2 -               52     979      22     945      10     948    1521    +    1.8e-133  444.6  18.4  -
Propionibacteriaceae_Micropruina                 -          LKAP-TSAKG2_D09_073_2018_2 -               33     934      23     942      10     949    1438    +    1.9e-133  444.7  18.5  -
Flavobacteriaceae_Antarcticimonas                -          LKAP-TSAKG2_D09_073_2018_2 -               43     965      22     946       9     949    1468    +    2.4e-133  444.0  18.7  -
Sporomusaceae_Sporolituus                        -          LKAP-TSAKG2_D09_073_2018_2 -                2     862     109     945     108     948    1410    +    2.4e-133  444.0  16.3  -
Flavobacteriaceae_Imtechella                     -          LKAP-TSAKG2_D09_073_2018_2 -               45     978      23     946      10     949    1435    +      3e-133  443.8  18.6  -
Propionibacteriaceae_Propioniciclava             -          LKAP-TSAKG2_D09_073_2018_2 -               72     947      55     944      32     949    1453    +      3e-133  443.9  17.6  -
Iamiaceae_Iamia                                  -          LKAP-TSAKG2_D09_073_2018_2 -               68     940      60     944      39     949    1474    +    3.4e-133  443.8  18.5  -
Chitinophagaceae_Cnuella                         -          LKAP-TSAKG2_D09_073_2018_2 -               53     980      23     946      11     948    1493    +    3.5e-133  443.8  18.5  -
Marinilabiliaceae_Mangroviflexus                 -          LKAP-TSAKG2_D09_073_2018_2 -               33     949      23     944      10     948    1440    +    4.2e-133  443.4  19.0  -
Flavobacteriaceae_Vitellibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               83     976      61     946      40     949    1511    +    4.5e-133  443.3  18.5  -
Oscillatoriales_Crinalium                        -          LKAP-TSAKG2_D09_073_2018_2 -               55     911      59     945      38     948    1446    +    4.5e-133  443.4  18.8  -
Halobacteroidaceae_Acetohalobium                 -          LKAP-TSAKG2_D09_073_2018_2 -               88     992      60     945      32     948    1525    +    5.1e-133  442.9  18.4  -
Cytophagaceae_Pseudarcicella                     -          LKAP-TSAKG2_D09_073_2018_2 -               23     905      62     944      41     948    1345    +    5.2e-133  443.1  18.7  -
Chitinivibrionaceae_Chitinivibrio                -          LKAP-TSAKG2_D09_073_2018_2 -               40     975      22     946      10     949    1488    +    6.2e-133  442.8  18.8  -
Halobacteroidaceae_Halanaerobaculum              -          LKAP-TSAKG2_D09_073_2018_2 -               76     957      61     941      40     948    1498    +    6.5e-133  442.6  18.8  -
Streptococcaceae_Lactovum                        -          LKAP-TSAKG2_D09_073_2018_2 -               67     969      59     945      38     948    1456    +      7e-133  442.5  18.6  -
Verrucomicrobiaceae_Verrucomicrobium             -          LKAP-TSAKG2_D09_073_2018_2 -               30     954      23     946      10     948    1492    +    7.2e-133  442.6  18.9  -
Halobacteroidaceae_Sporohalobacter               -          LKAP-TSAKG2_D09_073_2018_2 -               88     989      61     945      38     948    1527    +    8.4e-133  442.3  18.6  -
Synergistaceae_Pyramidobacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               66     934      48     946      26     948    1445    +    8.4e-133  442.3  19.5  -
Nocardiopsaceae_Allosalinactinospora             -          LKAP-TSAKG2_D09_073_2018_2 -               90     976      59     940      38     948    1485    +    1.4e-132  442.0  18.7  -
Roseiflexaceae_Roseiflexus                       -          LKAP-TSAKG2_D09_073_2018_2 -               79     934      61     941      40     948    1469    +    1.4e-132  442.0  18.5  -
Blastocatellaceae_Blastocatella                  -          LKAP-TSAKG2_D09_073_2018_2 -               32     942      22     946       9     948    1445    +    1.6e-132  441.3  18.5  -
Veillonellaceae_Anaeroglobus                     -          LKAP-TSAKG2_D09_073_2018_2 -                9     917      60     941      52     948    1408    +    1.7e-132  441.3  19.1  -
Flavobacteriaceae_Sediminibacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               61     955      55     946      31     949    1444    +    1.8e-132  441.3  18.8  -
Flavobacteriaceae_Litoribaculum                  -          LKAP-TSAKG2_D09_073_2018_2 -               50     967      22     945       9     948    1447    +    1.8e-132  441.2  18.3  -
Prochlorotrichaceae_Prochlorothrix               -          LKAP-TSAKG2_D09_073_2018_2 -               43     895      62     945      42     948    1448    +    1.9e-132  441.1  18.9  -
Flavobacteriaceae_Neptunitalea                   -          LKAP-TSAKG2_D09_073_2018_2 -               32     949      22     946       9     949    1438    +      2e-132  441.2  18.2  -
Caldisericaceae_Caldisericum                     -          LKAP-TSAKG2_D09_073_2018_2 -               33     976      23     946       9     948    1481    +    2.4e-132  440.7  18.7  -
Ktedonobacteraceae_Ktedonobacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               46     912      53     945      33     948    1386    +    2.6e-132  440.9  18.8  -
Porphyromonadaceae_Macellibacteroides            -          LKAP-TSAKG2_D09_073_2018_2 -               45     966      23     942      11     948    1502    +    3.1e-132  440.6  18.6  -
Porphyromonadaceae_Microbacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               49     975      22     945      11     948    1488    +    3.4e-132  440.4  18.3  -
Verrucomicrobiales_Limisphaera                   -          LKAP-TSAKG2_D09_073_2018_2 -               43     951      62     946      41     948    1410    +    3.7e-132  440.6  18.4  -
Prolixibacteraceae_Draconibacterium              -          LKAP-TSAKG2_D09_073_2018_2 -               52     974      22     947      10     949    1486    +    4.6e-132  439.7  18.6  -
Bifidobacteriaceae_Gardnerella                   -          LKAP-TSAKG2_D09_073_2018_2 -               60     975      22     946       9     948    1475    +    6.1e-132  439.5  18.0  -
Fimbriimonadaceae_Fimbriimonas                   -          LKAP-TSAKG2_D09_073_2018_2 -               63     929      62     941      41     948    1443    +    8.4e-132  439.1  18.8  -
Flavobacteriaceae_Costertonia                    -          LKAP-TSAKG2_D09_073_2018_2 -               30     955      22     946       9     949    1482    +    8.7e-132  439.1  18.6  -
Chitinophagaceae_Dinghuibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               65     974      27     946      12     948    1487    +    9.3e-132  438.9  18.0  -
Eubacteriaceae_Holdemanella                      -          LKAP-TSAKG2_D09_073_2018_2 -               61     991      24     945      12     948    1487    +    9.4e-132  438.9  18.4  -
Chitinophagaceae_Parafilimonas                   -          LKAP-TSAKG2_D09_073_2018_2 -               35     959      21     946      10     948    1461    +      1e-131  438.6  18.1  -
Cryomorphaceae_Salibacter                        -          LKAP-TSAKG2_D09_073_2018_2 -               32     957      22     946       9     949    1448    +      1e-131  438.9  18.3  -
