# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_C07_059_2018_2 -               18     854      13     847       6     847    1491    +           0 1054.5  14.5  -
Micrococcaceae_Renibacterium                     -          LKAP-TSAKG2_C07_059_2018_2 -               55     878      20     847       7     847    1471    +    6.3e-125  416.1  15.0  -
Nocardiaceae_Millisia                            -          LKAP-TSAKG2_C07_059_2018_2 -               48     854      20     847       7     847    1519    +    6.3e-125  416.2  15.3  -
Clostridiales_Pseudoflavonifractor               -          LKAP-TSAKG2_C07_059_2018_2 -               85     851      65     846      42     847    1483    +    6.4e-125  416.2  14.6  -
Syntrophomonadaceae_Dethiobacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               14     826      21     847      11     847    1441    +    6.7e-125  415.9  14.3  -
Geodermatophilaceae_Antricoccus                  -          LKAP-TSAKG2_C07_059_2018_2 -               17     827      20     847       9     847    1415    +    7.9e-125  415.8  14.9  -
Microbacteriaceae_Phycicola                      -          LKAP-TSAKG2_C07_059_2018_2 -               17     829      20     847       9     847    1416    +    9.2e-125  415.6  15.1  -
Spirochaetaceae_Borreliella                      -          LKAP-TSAKG2_C07_059_2018_2 -               43     863      21     847      11     847    1484    +    9.2e-125  415.4  14.6  -
Peptococcaceae_Desulfurispora                    -          LKAP-TSAKG2_C07_059_2018_2 -              163     928      65     847      44     847    1567    +    9.2e-125  415.5  14.7  -
Microbacteriaceae_Klugiella                      -          LKAP-TSAKG2_C07_059_2018_2 -               50     861      20     847       7     847    1501    +    9.5e-125  415.5  14.8  -
Microbacteriaceae_Chryseoglobus                  -          LKAP-TSAKG2_C07_059_2018_2 -               24     834      20     847       7     847    1420    +    9.7e-125  415.5  15.0  -
Clostridiaceae_Anaerosolibacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               13     827      17     847       8     847    1412    +      1e-124  415.5  14.9  -
Microbacteriaceae_Pontimonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               30     841      20     847       7     847    1439    +    1.1e-124  415.6  15.0  -
Bacillaceae_Alkalilactibacillus                  -          LKAP-TSAKG2_C07_059_2018_2 -              104     907      62     847      39     847    1567    +    1.3e-124  415.1  14.4  -
Bacillaceae_Falsibacillus                        -          LKAP-TSAKG2_C07_059_2018_2 -                2     838      22     847      21     847    1413    +    1.3e-124  415.0  14.5  -
Intrasporangiaceae_Fodinibacter                  -          LKAP-TSAKG2_C07_059_2018_2 -                5     819      21     847      18     847    1444    +    1.4e-124  414.9  15.5  -
Thermonemataceae_Thermonema                      -          LKAP-TSAKG2_C07_059_2018_2 -               18     843      20     846       8     847    1465    +    1.5e-124  415.1  14.0  -
Natranaerobiaceae_Natranaerobaculum              -          LKAP-TSAKG2_C07_059_2018_2 -               47     870      21     847       8     847    1499    +    1.5e-124  414.8  14.4  -
Bacillaceae_Compostibacillus                     -          LKAP-TSAKG2_C07_059_2018_2 -              155     950      65     847      44     847    1555    +    1.6e-124  414.7  14.5  -
Flavobacteriaceae_Spongiimonas                   -          LKAP-TSAKG2_C07_059_2018_2 -               19     851      13     846       5     847    1426    +    1.7e-124  414.8  14.4  -
Flammeovirgaceae_Fabivirga                       -          LKAP-TSAKG2_C07_059_2018_2 -                1     817      22     846      22     847    1375    +    1.7e-124  414.9  15.0  -
Ruminococcaceae_Subdoligranulum                  -          LKAP-TSAKG2_C07_059_2018_2 -                2     822      23     846      22     847    1428    +    1.9e-124  414.6  14.5  -
Microbacteriaceae_Conyzicola                     -          LKAP-TSAKG2_C07_059_2018_2 -               34     843      20     847       7     847    1457    +    2.1e-124  414.4  15.0  -
Kineosporiaceae_Quadrisphaera                    -          LKAP-TSAKG2_C07_059_2018_2 -               48     851      20     847       7     847    1483    +    2.4e-124  414.4  15.2  -
Hyphomicrobiaceae_Gemmiger                       -          LKAP-TSAKG2_C07_059_2018_2 -               25     806      47     846      27     847    1426    +    2.5e-124  414.2  14.5  -
Micrococcaceae_Acaricomes                        -          LKAP-TSAKG2_C07_059_2018_2 -               40     858      20     847       7     847    1478    +    2.6e-124  414.1  14.6  -
Flammeovirgaceae_Sediminitomix                   -          LKAP-TSAKG2_C07_059_2018_2 -               26     855      13     846       5     847    1415    +    2.7e-124  414.1  14.9  -
Clostridiaceae_Geosporobacter                    -          LKAP-TSAKG2_C07_059_2018_2 -              238    1000      64     847      43     847    1627    +      3e-124  413.7  14.8  -
Aquificales_Thermosulfidibacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               18     871      21     847      10     847    1450    +    3.1e-124  414.0  14.5  -
Clostridiaceae_Caminicella                       -          LKAP-TSAKG2_C07_059_2018_2 -               41     858      20     847       7     847    1456    +    3.2e-124  413.8  15.0  -
Microbacteriaceae_Microterricola                 -          LKAP-TSAKG2_C07_059_2018_2 -               48     861      20     847       7     847    1442    +    3.3e-124  413.8  15.1  -
Eubacteriaceae_Anaerofustis                      -          LKAP-TSAKG2_C07_059_2018_2 -               19     830      21     847       9     847    1462    +    3.3e-124  413.9  14.9  -
Sphingobacteriaceae_Parapedobacter               -          LKAP-TSAKG2_C07_059_2018_2 -               38     856      21     846       8     847    1474    +    3.3e-124  413.5  15.0  -
Brevibacteriaceae_Sediminivirga                  -          LKAP-TSAKG2_C07_059_2018_2 -               47     867      20     847       7     847    1498    +    3.4e-124  413.8  14.7  -
Sporolactobacillaceae_Terrilactibacillus         -          LKAP-TSAKG2_C07_059_2018_2 -               37     832      62     847      42     847    1456    +    3.4e-124  413.7  14.6  -
Odoribacteraceae_Butyricimonas                   -          LKAP-TSAKG2_C07_059_2018_2 -               39     823      14     797      10     818    1486    +    3.6e-124  413.5  16.0  -
Sporomusaceae_Thermosinus                        -          LKAP-TSAKG2_C07_059_2018_2 -               48     888      21     847       7     847    1554    +    3.7e-124  413.4  14.7  -
Promicromonosporaceae_Xylanimicrobium            -          LKAP-TSAKG2_C07_059_2018_2 -               27     831      20     847       7     847    1467    +    3.7e-124  413.7  15.2  -
Sporolactobacillaceae_Tuberibacillus             -          LKAP-TSAKG2_C07_059_2018_2 -               28     878      21     847       8     847    1486    +    3.8e-124  413.6  14.5  -
Jiangellaceae_Haloactinopolyspora                -          LKAP-TSAKG2_C07_059_2018_2 -                3     815      14     847      12     847    1432    +    3.8e-124  413.6  14.1  -
Lachnospiraceae_Johnsonella                      -          LKAP-TSAKG2_C07_059_2018_2 -               25     842      20     846       7     847    1478    +      4e-124  413.8  15.1  -
Cyclobacteriaceae_Mongoliibacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               46     865      20     846       6     847    1511    +    4.1e-124  413.6  14.5  -
Ruminococcaceae_Faecalibacterium                 -          LKAP-TSAKG2_C07_059_2018_2 -               40     845      21     846       8     847    1462    +    4.3e-124  413.6  14.8  -
Bacillaceae_Hydrogenibacillus                    -          LKAP-TSAKG2_C07_059_2018_2 -               41     872      22     847       9     847    1515    +    5.3e-124  413.3  15.6  -
Microbacteriaceae_Yonghaparkia                   -          LKAP-TSAKG2_C07_059_2018_2 -               27     838      20     847       7     847    1476    +    5.7e-124  413.0  14.9  -
Dermatophilaceae_Mobilicoccus                    -          LKAP-TSAKG2_C07_059_2018_2 -               27     835      20     847       7     847    1474    +    5.7e-124  413.0  15.1  -
Acidimicrobiaceae_Acidimicrobium                 -          LKAP-TSAKG2_C07_059_2018_2 -               49     842      22     846       8     847    1465    +    6.4e-124  413.0  14.7  -
Clostridiales_Flavonifractor                     -          LKAP-TSAKG2_C07_059_2018_2 -               72     844      58     846      36     847    1465    +    6.7e-124  412.8  14.7  -
Microbacteriaceae_Parafrigoribacterium           -          LKAP-TSAKG2_C07_059_2018_2 -               84     893      20     847       7     847    1476    +    6.7e-124  412.8  15.0  -
Carnobacteriaceae_Isobaculum                     -          LKAP-TSAKG2_C07_059_2018_2 -               28     878      21     847       8     847    1515    +    6.9e-124  412.5  14.5  -
Nocardiopsaceae_Marinactinospora                 -          LKAP-TSAKG2_C07_059_2018_2 -               25     843      20     847       7     847    1443    +    7.1e-124  412.8  14.8  -
Staphylococcaceae_Auricoccus                     -          LKAP-TSAKG2_C07_059_2018_2 -               53     895      21     847       8     847    1507    +      8e-124  412.5  14.3  -
Bacillaceae_Paucisalibacillus                    -          LKAP-TSAKG2_C07_059_2018_2 -               43     894      21     847       8     847    1441    +    8.4e-124  412.4  14.5  -
Persicobacteraceae_Fulvitalea                    -          LKAP-TSAKG2_C07_059_2018_2 -                6     789      59     846      54     847    1244    +    8.4e-124  412.6  15.1  -
Microbacteriaceae_Lysinibacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               47     858      20     847       7     847    1482    +    9.4e-124  412.3  15.1  -
Cyclobacteriaceae_Indibacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               48     867      20     846       6     847    1502    +    9.6e-124  412.3  14.3  -
Acidimicrobiaceae_Ferrimicrobium                 -          LKAP-TSAKG2_C07_059_2018_2 -               48     859      21     847       7     847    1466    +    9.8e-124  412.1  15.0  -
Planctomycetaceae_Blastopirellula                -          LKAP-TSAKG2_C07_059_2018_2 -               55     854      21     847      12     847    1520    +      1e-123  411.9  14.1  -
Peptostreptococcaceae_Paramaledivibacter         -          LKAP-TSAKG2_C07_059_2018_2 -              165     943      50     847      29     847    1577    +    1.1e-123  412.0  15.0  -
Dermabacteraceae_Devriesea                       -          LKAP-TSAKG2_C07_059_2018_2 -               46     854      20     847       7     847    1476    +    1.1e-123  411.9  15.3  -
Carnobacteriaceae_Desemzia                       -          LKAP-TSAKG2_C07_059_2018_2 -               34     874      21     847       8     847    1505    +    1.2e-123  411.7  14.4  -
Pseudonocardiaceae_Actinocrispum                 -          LKAP-TSAKG2_C07_059_2018_2 -               29     834      20     847       7     847    1480    +    1.3e-123  411.8  15.5  -
Streptosporangiaceae_Thermocatellispora          -          LKAP-TSAKG2_C07_059_2018_2 -               54     855      20     847       7     847    1526    +    1.5e-123  411.6  14.8  -
Microbacteriaceae_Canibacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               15     824      20     847      10     847    1486    +    1.5e-123  411.6  15.0  -
Staphylococcaceae_Abyssicoccus                   -          LKAP-TSAKG2_C07_059_2018_2 -               76     918      21     847       8     847    1576    +    1.5e-123  411.5  14.3  -
Flavobacteriaceae_Jejuia                         -          LKAP-TSAKG2_C07_059_2018_2 -               47     865      20     846       6     847    1480    +    1.6e-123  411.4  14.5  -
Nannocystaceae_Enhygromyxa                       -          LKAP-TSAKG2_C07_059_2018_2 -               31     864      13     847       5     847    1480    +    1.7e-123  411.4  14.7  -
Porphyromonadaceae_Proteiniphilum                -          LKAP-TSAKG2_C07_059_2018_2 -               48     874      21     846      11     847    1523    +    1.8e-123  410.9  15.0  -
Euzebyaceae_Euzebya                              -          LKAP-TSAKG2_C07_059_2018_2 -               27     837      20     847       8     847    1476    +    2.3e-123  411.1  15.5  -
Carnobacteriaceae_Lacticigenium                  -          LKAP-TSAKG2_C07_059_2018_2 -               31     870      21     847       8     847    1446    +    2.4e-123  411.0  14.6  -
Acidobacteriaceae_Bryocella                      -          LKAP-TSAKG2_C07_059_2018_2 -               47     835      21     847       8     847    1416    +    2.8e-123  410.6  15.1  -
Microbacteriaceae_Schumannella                   -          LKAP-TSAKG2_C07_059_2018_2 -               39     850      20     847       7     847    1466    +    3.3e-123  410.5  15.1  -
Desulfurobacteriaceae_Balnearium                 -          LKAP-TSAKG2_C07_059_2018_2 -               29     881      21     847       7     847    1481    +    3.3e-123  410.7  14.6  -
Bacillaceae_Natronobacillus                      -          LKAP-TSAKG2_C07_059_2018_2 -               55     908      21     847       8     847    1473    +    3.5e-123  410.5  14.5  -
Ruminococcaceae_Sporobacter                      -          LKAP-TSAKG2_C07_059_2018_2 -               47     852      20     846       7     847    1506    +    3.5e-123  410.4  14.6  -
Micrococcaceae_Auritidibacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               19     829      20     847       8     847    1466    +    3.6e-123  410.3  14.9  -
Microbacteriaceae_Cnuibacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               47     861      20     847       7     847    1490    +    3.8e-123  410.3  15.0  -
Pyrinomonadaceae_Pyrinomonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               35     844      63     847      43     847    1432    +    4.5e-123  410.0  14.3  -
Microbacteriaceae_Glaciibacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               27     848      20     847       7     847    1498    +    4.6e-123  409.9  14.1  -
Ruaniaceae_Ruania                                -          LKAP-TSAKG2_C07_059_2018_2 -               28     846      21     847       7     847    1454    +    5.6e-123  409.6  14.6  -
Actinomycetaceae_Varibaculum                     -          LKAP-TSAKG2_C07_059_2018_2 -               32     858      21     847       9     847    1511    +    5.9e-123  409.4  14.0  -
Flavobacteriaceae_Spongiimicrobium               -          LKAP-TSAKG2_C07_059_2018_2 -               27     851      20     846       6     847    1447    +    6.3e-123  409.6  14.2  -
Propionibacteriaceae_Propionicicella             -          LKAP-TSAKG2_C07_059_2018_2 -               10     826      14     847       7     847    1469    +    6.5e-123  409.6  14.6  -
Bacillaceae_Texcoconibacillus                    -          LKAP-TSAKG2_C07_059_2018_2 -               25     827      61     847      41     847    1374    +    6.9e-123  409.3  14.4  -
Micromonosporaceae_Polymorphospora               -          LKAP-TSAKG2_C07_059_2018_2 -               27     831      20     847       7     847    1471    +    7.5e-123  409.4  15.2  -
Microbacteriaceae_Glaciihabitans                 -          LKAP-TSAKG2_C07_059_2018_2 -               47     854      20     847       7     847    1480    +      8e-123  409.2  15.2  -
Bacillaceae_Salirhabdus                          -          LKAP-TSAKG2_C07_059_2018_2 -               43     893      22     847       9     847    1546    +    9.7e-123  409.0  14.5  -
Clostridiales_Finegoldia                         -          LKAP-TSAKG2_C07_059_2018_2 -                5     818      22     847      18     847    1409    +      1e-122  408.9  14.7  -
Hymenobacteraceae_Nibribacter                    -          LKAP-TSAKG2_C07_059_2018_2 -                7     784      65     846      59     847    1350    +    1.2e-122  408.7  14.8  -
Prevotellaceae_Paraprevotella                    -          LKAP-TSAKG2_C07_059_2018_2 -               19     854      14     847      10     847    1481    +    1.3e-122  408.3  14.8  -
Flavobacteriaceae_Taeania                        -          LKAP-TSAKG2_C07_059_2018_2 -               18     853      13     846       5     847    1449    +    1.3e-122  408.5  14.3  -
Carnobacteriaceae_Atopococcus                    -          LKAP-TSAKG2_C07_059_2018_2 -               19     860      21     847       9     847    1500    +    1.3e-122  408.4  14.8  -
Bacillaceae_Aquisalibacillus                     -          LKAP-TSAKG2_C07_059_2018_2 -               51     900      21     847       8     847    1484    +    1.3e-122  408.4  14.4  -
Beutenbergiaceae_Salana                          -          LKAP-TSAKG2_C07_059_2018_2 -               19     831      20     847       8     847    1447    +    1.3e-122  408.5  14.6  -
Peptococcaceae_Dehalobacter                      -          LKAP-TSAKG2_C07_059_2018_2 -               47     897      20     847       7     847    1525    +    1.3e-122  408.5  14.7  -
Erysipelotrichaceae_Bulleidia                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     845      21     847       8     847    1479    +    1.8e-122  408.1  15.6  -
Ruminococcaceae_Anaerotruncus                    -          LKAP-TSAKG2_C07_059_2018_2 -               19     837      21     846       9     847    1393    +      2e-122  407.8  14.7  -
Promicromonosporaceae_Xylanibacterium            -          LKAP-TSAKG2_C07_059_2018_2 -               48     852      20     847       7     847    1513    +    2.5e-122  407.7  15.2  -
Flavobacteriaceae_Meridianimaribacter            -          LKAP-TSAKG2_C07_059_2018_2 -               35     860      20     846       6     847    1470    +    2.6e-122  407.4  14.7  -
Opitutaceae_Alterococcus                         -          LKAP-TSAKG2_C07_059_2018_2 -               72     876      63     847      42     847    1482    +    2.9e-122  407.3  14.3  -
Brevibacteriaceae_Spelaeicoccus                  -          LKAP-TSAKG2_C07_059_2018_2 -               11     832      21     847      13     847    1397    +      3e-122  407.3  14.4  -
Aerococcaceae_Dolosicoccus                       -          LKAP-TSAKG2_C07_059_2018_2 -               28     875      21     847       8     847    1510    +    3.1e-122  407.1  14.3  -
Bacillaceae_Streptohalobacillus                  -          LKAP-TSAKG2_C07_059_2018_2 -               62     862      62     847      42     847    1481    +    3.2e-122  407.0  14.5  -
Nannocystaceae_Pseudenhygromyxa                  -          LKAP-TSAKG2_C07_059_2018_2 -               46     870      20     847       6     847    1494    +    3.3e-122  407.3  14.7  -
Nocardiaceae_Skermania                           -          LKAP-TSAKG2_C07_059_2018_2 -               27     834      20     847       7     847    1477    +    3.3e-122  407.2  14.9  -
Clostridiales_Dethiosulfatibacter                -          LKAP-TSAKG2_C07_059_2018_2 -               51     852      20     847       7     847    1479    +    3.5e-122  407.1  14.7  -
Staphylococcaceae_Corticicoccus                  -          LKAP-TSAKG2_C07_059_2018_2 -               14     869      16     847       7     847    1465    +    3.7e-122  407.0  14.4  -
Clostridiales_Crassaminicella                    -          LKAP-TSAKG2_C07_059_2018_2 -               45     810      59     847      38     847    1456    +      4e-122  406.8  15.0  -
Streptosporangiaceae_Thermopolyspora             -          LKAP-TSAKG2_C07_059_2018_2 -                9     824      21     847      15     847    1493    +    4.3e-122  406.8  14.8  -
Pseudonocardiaceae_Tamaricihabitans              -          LKAP-TSAKG2_C07_059_2018_2 -               31     836      21     847       7     847    1445    +    4.4e-122  406.7  14.8  -
Leptospiraceae_Turneriella                       -          LKAP-TSAKG2_C07_059_2018_2 -               25     835      18     847       8     847    1440    +    4.6e-122  406.6  14.6  -
Bacillaceae_Aureibacillus                        -          LKAP-TSAKG2_C07_059_2018_2 -               48     892      21     847       8     847    1517    +    5.2e-122  406.6  14.1  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP-TSAKG2_C07_059_2018_2 -               50     886      21     847       7     847    1418    +    5.6e-122  406.2  14.5  -
Actinomycetaceae_Mobiluncus                      -          LKAP-TSAKG2_C07_059_2018_2 -               27     853      21     847       9     847    1477    +      6e-122  405.9  14.7  -
Micromonosporaceae_Jishengella                   -          LKAP-TSAKG2_C07_059_2018_2 -               47     851      20     847       7     847    1508    +    6.4e-122  406.3  15.1  -
Lactobacillaceae_Paralactobacillus               -          LKAP-TSAKG2_C07_059_2018_2 -               33     874      21     847       8     847    1495    +    6.7e-122  406.0  14.9  -
Enterococcaceae_Catellicoccus                    -          LKAP-TSAKG2_C07_059_2018_2 -                7     855      21     847      16     847    1480    +    6.8e-122  405.9  14.4  -
Peptococcaceae_Syntrophobotulus                  -          LKAP-TSAKG2_C07_059_2018_2 -               47     899      20     847       7     847    1554    +      7e-122  406.0  14.5  -
Paenibacillaceae_Gorillibacterium                -          LKAP-TSAKG2_C07_059_2018_2 -               48     881      21     847       8     847    1529    +      7e-122  406.1  14.9  -
Clostridiaceae_Anaeromicrobium                   -          LKAP-TSAKG2_C07_059_2018_2 -               15     834      16     847       8     847    1414    +    7.1e-122  406.2  14.3  -
Clostridiaceae_Keratinibaculum                   -          LKAP-TSAKG2_C07_059_2018_2 -               48     863      21     847       8     847    1491    +    7.3e-122  406.0  14.5  -
Persicobacteraceae_Aureibacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               39     868      13     846       5     847    1485    +    7.4e-122  406.1  15.0  -
Micromonosporaceae_Xiangella                     -          LKAP-TSAKG2_C07_059_2018_2 -               48     853      20     847       7     847    1512    +    7.4e-122  406.1  15.2  -
Clostridiaceae_Peptoclostridium                  -          LKAP-TSAKG2_C07_059_2018_2 -               54     868      20     847       7     847    1507    +    7.9e-122  405.8  14.6  -
Cytophagaceae_Nibrella                           -          LKAP-TSAKG2_C07_059_2018_2 -               31     812      64     847      44     847    1358    +    9.6e-122  405.5  14.0  -
Thermoanaerobacteraceae_Desulfovirgula           -          LKAP-TSAKG2_C07_059_2018_2 -               28     849      21     847       8     847    1436    +      1e-121  405.7  14.9  -
Ruminococcaceae_Acetanaerobacterium              -          LKAP-TSAKG2_C07_059_2018_2 -              100     883      44     846      23     847    1533    +    1.1e-121  405.4  14.9  -
Nocardiaceae_Smaragdicoccus                      -          LKAP-TSAKG2_C07_059_2018_2 -               46     849      20     847       7     847    1478    +    1.1e-121  405.5  15.3  -
Flavobacteriaceae_Xanthomarina                   -          LKAP-TSAKG2_C07_059_2018_2 -               29     857      13     846       5     847    1461    +    1.1e-121  405.4  14.6  -
Thermoactinomycetaceae_Lihuaxuella               -          LKAP-TSAKG2_C07_059_2018_2 -               55     855      21     847       8     847    1516    +    1.4e-121  405.1  14.4  -
Intrasporangiaceae_Marihabitans                  -          LKAP-TSAKG2_C07_059_2018_2 -               23     835      20     847       7     847    1435    +    1.5e-121  405.0  14.7  -
Deferribacteraceae_Denitrovibrio                 -          LKAP-TSAKG2_C07_059_2018_2 -               34     865      20     847       7     847    1516    +    1.6e-121  404.7  14.5  -
Peptococcaceae_Cryptanaerobacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               47     866      20     847       7     847    1529    +    1.7e-121  404.8  15.5  -
Cyclobacteriaceae_Nitritalea                     -          LKAP-TSAKG2_C07_059_2018_2 -               31     851      20     846       6     847    1499    +    1.8e-121  404.6  14.6  -
Thermoanaerobacterales_Mahella                   -          LKAP-TSAKG2_C07_059_2018_2 -               47     867      20     847       8     847    1531    +    1.9e-121  404.8  15.1  -
Micromonosporaceae_Mangrovihabitans              -          LKAP-TSAKG2_C07_059_2018_2 -               47     857      20     847       7     847    1484    +      2e-121  404.7  15.0  -
Ruminococcaceae_Ercella                          -          LKAP-TSAKG2_C07_059_2018_2 -               53     749     134     846     113     847    1376    +      2e-121  404.5  11.9  -
Chitinophagaceae_Pseudobacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               25     855      13     846       5     847    1432    +    2.1e-121  404.6  14.5  -
Eubacteriaceae_Aminicella                        -          LKAP-TSAKG2_C07_059_2018_2 -               37     856      21     847       8     847    1465    +    2.4e-121  404.2  14.9  -
Ruaniaceae_Haloactinobacterium                   -          LKAP-TSAKG2_C07_059_2018_2 -               51     863      20     847       7     847    1524    +    2.4e-121  404.3  14.8  -
Egibacteraceae_Egibacter                         -          LKAP-TSAKG2_C07_059_2018_2 -               48     858      21     847       8     847    1516    +    2.7e-121  404.3  15.0  -
Dermacoccaceae_Demetria                          -          LKAP-TSAKG2_C07_059_2018_2 -               20     832      21     847       8     847    1457    +    2.9e-121  404.0  14.7  -
Calditrichaeota_Calorithrix                      -          LKAP-TSAKG2_C07_059_2018_2 -               48     887      21     847       7     847    1453    +      3e-121  404.1  14.3  -
Flavobacteriaceae_Mangrovimonas                  -          LKAP-TSAKG2_C07_059_2018_2 -               47     872      20     846       6     847    1487    +    3.2e-121  403.8  14.6  -
Chloroflexaceae_Chloroflexus                     -          LKAP-TSAKG2_C07_059_2018_2 -               49     832      22     847      12     847    1473    +    3.4e-121  404.0  14.0  -
Flavobacteriaceae_Weeksella                      -          LKAP-TSAKG2_C07_059_2018_2 -               45     864      19     846       6     847    1509    +    3.5e-121  403.7  14.9  -
Sanguibacteraceae_Timonella                      -          LKAP-TSAKG2_C07_059_2018_2 -               47     861      20     847       7     847    1508    +    3.5e-121  403.8  15.2  -
Lachnospiraceae_Catonella                        -          LKAP-TSAKG2_C07_059_2018_2 -               26     847      21     846       8     847    1467    +    3.7e-121  403.8  14.9  -
Stigonematales_Loriellopsis                      -          LKAP-TSAKG2_C07_059_2018_2 -               48     826      21     847       7     847    1449    +    3.9e-121  403.7  14.1  -
Flavobacteriaceae_Lutaonella                     -          LKAP-TSAKG2_C07_059_2018_2 -               27     857      20     846       6     847    1486    +    4.2e-121  403.5  14.7  -
Flavobacteriaceae_Hwangdonia                     -          LKAP-TSAKG2_C07_059_2018_2 -               27     850      20     846       6     847    1479    +    4.3e-121  403.3  14.4  -
Bacillaceae_Tenuibacillus                        -          LKAP-TSAKG2_C07_059_2018_2 -               26     876      22     847       9     847    1479    +    4.9e-121  403.2  14.8  -
Peptostreptococcaceae_Anaerosphaera              -          LKAP-TSAKG2_C07_059_2018_2 -               36     853      20     847       8     847    1472    +    4.9e-121  403.3  14.9  -
Peptostreptococcaceae_Sporacetigenium            -          LKAP-TSAKG2_C07_059_2018_2 -               47     836      20     847       7     847    1495    +    4.9e-121  403.1  14.1  -
Micromonosporaceae_Spirilliplanes                -          LKAP-TSAKG2_C07_059_2018_2 -               27     830      20     847       7     847    1470    +      5e-121  403.4  15.3  -
Ruminococcaceae_Fastidiosipila                   -          LKAP-TSAKG2_C07_059_2018_2 -               43     812      63     846      42     847    1389    +    5.3e-121  403.1  14.5  -
Nocardiopsaceae_Haloactinospora                  -          LKAP-TSAKG2_C07_059_2018_2 -               20     849      20     847       8     847    1475    +    6.1e-121  403.2  14.8  -
Pseudonocardiaceae_Thermobispora                 -          LKAP-TSAKG2_C07_059_2018_2 -               34     852      20     847       7     847    1469    +    6.3e-121  403.1  14.9  -
Haliscomenobacteraceae_Haliscomenobacter         -          LKAP-TSAKG2_C07_059_2018_2 -               38     860      13     846       5     847    1509    +    6.5e-121  403.1  14.2  -
Cytophagaceae_Ekhidna                            -          LKAP-TSAKG2_C07_059_2018_2 -               21     833      26     846      12     847    1368    +    6.5e-121  403.0  14.3  -
Spirochaetales_Exilispira                        -          LKAP-TSAKG2_C07_059_2018_2 -               28     844      21     847       9     847    1456    +    7.6e-121  402.6  14.4  -
Clostridiales_Murdochiella                       -          LKAP-TSAKG2_C07_059_2018_2 -               41     804      58     847      37     847    1362    +    8.1e-121  402.6  14.6  -
Bernardetiaceae_Hugenholtzia                     -          LKAP-TSAKG2_C07_059_2018_2 -               28     833      21     846       7     847    1461    +    8.6e-121  402.4  14.7  -
Microscillaceae_Eisenibacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               28     833      21     846       7     847    1461    +    8.6e-121  402.4  14.7  -
Aerococcaceae_Abiotrophia                        -          LKAP-TSAKG2_C07_059_2018_2 -               48     891      21     847       8     847    1411    +    8.8e-121  402.4  14.7  -
Bacillaceae_Halalkalibacillus                    -          LKAP-TSAKG2_C07_059_2018_2 -               74     873      62     847      38     847    1492    +      9e-121  402.4  14.4  -
Nocardioidaceae_Flindersiella                    -          LKAP-TSAKG2_C07_059_2018_2 -               12     816      21     847      13     847    1401    +    9.3e-121  402.4  15.4  -
Sphingobacteriaceae_Anseongella                  -          LKAP-TSAKG2_C07_059_2018_2 -               27     854      13     846       5     847    1457    +    9.9e-121  402.4  14.4  -
Actinomycetales_Halopolyspora                    -          LKAP-TSAKG2_C07_059_2018_2 -               47     850      20     847       7     847    1511    +      1e-120  402.2  15.3  -
Flavobacteriaceae_Aquibacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               29     852      20     846       6     847    1481    +      1e-120  402.1  14.4  -
Dermatophilaceae_Austwickia                      -          LKAP-TSAKG2_C07_059_2018_2 -               32     842      20     847       7     847    1495    +      1e-120  402.3  15.4  -
Micrococcaceae_Haematomicrobium                  -          LKAP-TSAKG2_C07_059_2018_2 -               28     842      20     847       7     847    1452    +    1.1e-120  402.2  14.8  -
Heliobacteriaceae_Heliobacillus                  -          LKAP-TSAKG2_C07_059_2018_2 -               47     855      21     847       7     847    1482    +    1.1e-120  402.1  14.8  -
Actinomycetales_Bounagaea                        -          LKAP-TSAKG2_C07_059_2018_2 -               48     868      21     847       8     847    1497    +    1.4e-120  401.9  14.9  -
Planctomycetaceae_Thermogutta                    -          LKAP-TSAKG2_C07_059_2018_2 -               26     845      21     847       7     847    1487    +    1.4e-120  401.7  14.9  -
Acidobacteriaceae_Terracidiphilus                -          LKAP-TSAKG2_C07_059_2018_2 -               48     836      21     847       8     847    1464    +    1.4e-120  401.8  14.9  -
