# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B04_030_2017_1 -               23     984       6     966       3     966    1526    +           0 1159.4  32.9  -
Rhodothermaceae_Longibacter                      -          LKAP-GUTHK2_B04_030_2017_1 -               67     941      78     965      56     966    1456    +    1.1e-133  445.2  28.2  -
Synergistaceae_Jonquetella                       -          LKAP-GUTHK2_B04_030_2017_1 -               56     903      76     965      56     966    1394    +    1.3e-133  445.3  27.4  -
Anaerolineaceae_Leptolinea                       -          LKAP-GUTHK2_B04_030_2017_1 -               60     924      74     965      52     966    1426    +    1.4e-133  445.1  27.9  -
Roseiflexaceae_Roseiflexus                       -          LKAP-GUTHK2_B04_030_2017_1 -               76     926      74     965      31     966    1469    +    1.4e-133  445.3  27.9  -
Cytophagales_Luteivirga                          -          LKAP-GUTHK2_B04_030_2017_1 -               41     911      76     962      56     966    1297    +    1.9e-133  444.6  28.5  -
Gloeomargaritaceae_Gloeomargarita                -          LKAP-GUTHK2_B04_030_2017_1 -               75     917      77     965      56     966    1482    +    3.1e-133  443.9  27.5  -
Chromatiaceae_Isochromatium                      -          LKAP-GUTHK2_B04_030_2017_1 -               40     914      78     965      58     966    1450    +    3.2e-133  443.6  28.7  -
Persicobacteraceae_Aureibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               88     959      75     962      55     966    1485    +    3.3e-133  443.8  28.7  -
Pasteurellaceae_Otariodibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               19     897      75     965      63     966    1410    +      4e-133  443.5  27.8  -
Moraxellaceae_Enhydrobacter                      -          LKAP-GUTHK2_B04_030_2017_1 -               67     942      75     965      55     966    1484    +      6e-133  442.9  28.1  -
Leptotrichiaceae_Hypnocyclicus                   -          LKAP-GUTHK2_B04_030_2017_1 -                1     831     103     964     103     966    1213    +    7.3e-133  442.6  24.5  -
Thermonemataceae_Thermonema                      -          LKAP-GUTHK2_B04_030_2017_1 -               44     932      52     960      31     966    1465    +    7.3e-133  442.7  30.2  -
Petrotogaceae_Petrotoga                          -          LKAP-GUTHK2_B04_030_2017_1 -               74     937      74     966      54     966    1487    +    9.6e-133  442.4  28.2  -
Pasteurellaceae_Cricetibacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               37     911      75     965      55     966    1295    +      1e-132  442.2  28.2  -
Leptotrichiaceae_Sebaldella                      -          LKAP-GUTHK2_B04_030_2017_1 -               68     941      51     964      30     966    1502    +    1.7e-132  441.4  28.6  -
Chroococcales_Chalicogloea                       -          LKAP-GUTHK2_B04_030_2017_1 -               76     909      85     965      65     966    1442    +    2.4e-132  440.8  26.2  -
Blastocatellaceae_Tellurimicrobium               -          LKAP-GUTHK2_B04_030_2017_1 -               71     950      52     965      31     966    1485    +    4.4e-132  440.0  28.3  -
Pasteurellaceae_Bibersteinia                     -          LKAP-GUTHK2_B04_030_2017_1 -               71     949      75     965      55     966    1362    +    4.4e-132  440.2  28.0  -
Eggerthellaceae_Cryptobacterium                  -          LKAP-GUTHK2_B04_030_2017_1 -               78     937      74     964      33     966    1429    +      5e-132  440.0  28.4  -
Puniceicoccaceae_Ruficoccus                      -          LKAP-GUTHK2_B04_030_2017_1 -               78     958      75     965      52     966    1471    +      5e-132  439.8  28.4  -
Microscillaceae_Microscilla                      -          LKAP-GUTHK2_B04_030_2017_1 -               55     921      77     962      55     966    1455    +    6.8e-132  439.3  28.6  -
Rhodospirillaceae_Phaeovibrio                    -          LKAP-GUTHK2_B04_030_2017_1 -               47     898      75     965      55     966    1450    +    7.6e-132  439.3  27.2  -
Sphingobacteriaceae_Anseongella                  -          LKAP-GUTHK2_B04_030_2017_1 -               73     945      76     962      56     966    1457    +    9.5e-132  439.1  29.1  -
Synergistaceae_Aminiphilus                       -          LKAP-GUTHK2_B04_030_2017_1 -               94     934      76     965      56     966    1416    +    1.5e-131  438.4  27.9  -
Parachlamydiaceae_Neochlamydia                   -          LKAP-GUTHK2_B04_030_2017_1 -               70     967      75     965      55     966    1529    +    1.6e-131  438.2  28.5  -
Deinococcaceae_Deinobacterium                    -          LKAP-GUTHK2_B04_030_2017_1 -               56     923      76     965      55     966    1461    +      2e-131  438.0  28.5  -
Synergistaceae_Synergistes                       -          LKAP-GUTHK2_B04_030_2017_1 -               99     942      76     965      56     966    1355    +      3e-131  437.4  27.6  -
Pasteurellaceae_Histophilus                      -          LKAP-GUTHK2_B04_030_2017_1 -               13     891      75     965      65     966    1361    +    3.1e-131  437.4  28.2  -
Flammeovirgaceae_Fabivirga                       -          LKAP-GUTHK2_B04_030_2017_1 -               39     908      77     962      56     966    1375    +    3.3e-131  437.3  28.9  -
Anaerolineaceae_Flexilinea                       -          LKAP-GUTHK2_B04_030_2017_1 -               57     917      77     965      56     966    1418    +      4e-131  437.3  28.0  -
Pasteurellaceae_Lonepinella                      -          LKAP-GUTHK2_B04_030_2017_1 -               54     932      75     965      55     966    1498    +    5.2e-131  436.4  27.9  -
Flammeovirgaceae_Nafulsella                      -          LKAP-GUTHK2_B04_030_2017_1 -               29     916      51     962      30     966    1441    +    8.1e-131  435.8  29.0  -
Bifidobacteriaceae_Bombiscardovia                -          LKAP-GUTHK2_B04_030_2017_1 -               36     900      69     965      48     966    1420    +    1.6e-130  434.9  28.7  -
Succinivibrionaceae_Succinatimonas               -          LKAP-GUTHK2_B04_030_2017_1 -               73     923      75     965      55     966    1469    +    2.1e-130  434.5  27.8  -
Opitutaceae_Opitutus                             -          LKAP-GUTHK2_B04_030_2017_1 -               68     967      74     965      52     966    1480    +    3.5e-130  433.7  28.9  -
Pasteurellaceae_Nicoletella                      -          LKAP-GUTHK2_B04_030_2017_1 -               73     951      75     965      55     966    1365    +    3.7e-130  433.7  28.3  -
Lentimicrobiaceae_Lentimicrobium                 -          LKAP-GUTHK2_B04_030_2017_1 -               64     939      72     962      48     966    1446    +    4.9e-130  433.1  30.0  -
Mooreiaceae_Mooreia                              -          LKAP-GUTHK2_B04_030_2017_1 -               49     925      76     962      54     966    1424    +    8.4e-130  432.6  28.2  -
Thorselliaceae_Coetzeea                          -          LKAP-GUTHK2_B04_030_2017_1 -               15     892      75     965      64     966    1391    +    1.2e-129  431.9  28.2  -
Flavobacteriaceae_Pricia                         -          LKAP-GUTHK2_B04_030_2017_1 -               89     966      75     962      34     966    1493    +    1.3e-129  431.9  29.0  -
Pasteurellaceae_Seminibacterium                  -          LKAP-GUTHK2_B04_030_2017_1 -               33     910      75     965      56     966    1405    +    2.3e-129  431.2  28.4  -
Cytophagaceae_Ekhidna                            -          LKAP-GUTHK2_B04_030_2017_1 -               12     924      16     962      10     966    1368    +    5.2e-129  430.0  29.9  -
Leptotrichiaceae_Oceanivirga                     -          LKAP-GUTHK2_B04_030_2017_1 -               93     947      80     964      65     966    1500    +    5.3e-129  429.8  26.6  -
Succinivibrionaceae_Succinivibrio                -          LKAP-GUTHK2_B04_030_2017_1 -               83     923      75     965      55     966    1463    +    6.3e-129  429.6  27.6  -
Cytophagaceae_Taeseokella                        -          LKAP-GUTHK2_B04_030_2017_1 -               38     908      76     962      58     966    1385    +    6.5e-129  429.6  28.4  -
Porphyromonadaceae_Muribaculum                   -          LKAP-GUTHK2_B04_030_2017_1 -               31     910      77     962      57     966    1460    +    6.8e-129  429.7  28.6  -
Cytophagaceae_Sporocytophaga                     -          LKAP-GUTHK2_B04_030_2017_1 -               78     949      76     962      56     966    1488    +      7e-129  429.5  29.0  -
Clostridiales_Gallicola                          -          LKAP-GUTHK2_B04_030_2017_1 -               90     946      84     965      56     966    1357    +    8.1e-129  429.2  27.5  -
Cytophagaceae_Jiulongibacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               89     958      77     962      57     966    1508    +    8.3e-129  429.2  28.1  -
Cryomorphaceae_Owenweeksia                       -          LKAP-GUTHK2_B04_030_2017_1 -               48     943      43     962      22     966    1482    +    8.8e-129  429.0  29.6  -
Cyclobacteriaceae_Nitritalea                     -          LKAP-GUTHK2_B04_030_2017_1 -               66     942      72     962      51     966    1499    +    9.2e-129  429.0  28.9  -
Catalimonadaceae_Catalinimonas                   -          LKAP-GUTHK2_B04_030_2017_1 -               12     924      17     962       6     966    1425    +    1.1e-128  428.8  30.3  -
Cytophagaceae_Fluviimonas                        -          LKAP-GUTHK2_B04_030_2017_1 -               24     895      77     962      57     966    1401    +    1.6e-128  428.2  28.5  -
Cytophagales_Chryseolinea                        -          LKAP-GUTHK2_B04_030_2017_1 -               78     947      77     962      57     966    1472    +    1.9e-128  428.0  27.8  -
Verrucomicrobiaceae_Verrucomicrobium             -          LKAP-GUTHK2_B04_030_2017_1 -               67     941      76     965      56     966    1492    +      2e-128  428.0  28.7  -
Leptotrichiaceae_Caviibacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               92     948      80     964      60     966    1499    +    3.5e-128  427.2  27.7  -
Flavobacteriaceae_Zunongwangia                   -          LKAP-GUTHK2_B04_030_2017_1 -               90     963      76     962      55     966    1490    +    8.4e-128  425.5  28.0  -
Cryomorphaceae_Salibacter                        -          LKAP-GUTHK2_B04_030_2017_1 -               68     941      74     962      23     966    1448    +    9.4e-128  425.8  29.2  -
Bernardetiaceae_Hugenholtzia                     -          LKAP-GUTHK2_B04_030_2017_1 -               53     924      75     962      54     966    1461    +    1.8e-127  424.7  28.8  -
Microscillaceae_Eisenibacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               53     924      75     962      54     966    1461    +    1.8e-127  424.7  28.8  -
Chthonomonadaceae_Chthonomonas                   -          LKAP-GUTHK2_B04_030_2017_1 -               40     910      77     963      57     966    1411    +    1.9e-127  424.8  28.0  -
Planctomycetaceae_Thermostilla                   -          LKAP-GUTHK2_B04_030_2017_1 -               63     945      49     965      27     966    1490    +    2.9e-127  424.3  29.3  -
Verrucomicrobiaceae_Roseimicrobium               -          LKAP-GUTHK2_B04_030_2017_1 -               66     941      72     965      48     966    1457    +    3.5e-127  423.9  29.1  -
Cytophagaceae_Siphonobacter                      -          LKAP-GUTHK2_B04_030_2017_1 -               15     885      77     962      63     966    1351    +    7.7e-127  422.8  27.8  -
Flammeovirgaceae_Rapidithrix                     -          LKAP-GUTHK2_B04_030_2017_1 -               50     946      76     962      49     966    1465    +    1.1e-126  422.1  28.6  -
Cytophagaceae_Rhodocytophaga                     -          LKAP-GUTHK2_B04_030_2017_1 -                9     894      67     962      58     966    1416    +    1.3e-126  421.9  29.2  -
Cyclobacteriaceae_Shivajiella                    -          LKAP-GUTHK2_B04_030_2017_1 -               37     908      76     962      55     966    1385    +    1.9e-126  421.5  28.1  -
Saprospiraceae_Membranicola                      -          LKAP-GUTHK2_B04_030_2017_1 -               37     911      75     962      55     966    1396    +    2.8e-126  420.8  28.8  -
Haliscomenobacteraceae_Haliscomenobacter         -          LKAP-GUTHK2_B04_030_2017_1 -               80     951      76     962      55     966    1509    +    3.8e-126  420.6  28.4  -
Sphingobacteriaceae_Nubsella                     -          LKAP-GUTHK2_B04_030_2017_1 -               55     925      77     962      55     966    1422    +      4e-126  420.4  28.9  -
Marinilabiliaceae_Anaerophaga                    -          LKAP-GUTHK2_B04_030_2017_1 -               64     968      45     962      23     966    1524    +    5.3e-126  419.9  29.4  -
Flammeovirgaceae_Imperialibacter                 -          LKAP-GUTHK2_B04_030_2017_1 -               51     921      76     962      55     966    1420    +    5.5e-126  420.1  28.9  -
Chitinophagaceae_Thermoflavifilum                -          LKAP-GUTHK2_B04_030_2017_1 -               32     909      70     962      49     966    1396    +    8.4e-126  419.2  29.3  -
Synergistaceae_Rarimicrobium                     -          LKAP-GUTHK2_B04_030_2017_1 -               28     894      54     965      30     966    1392    +    1.5e-125  418.5  29.2  -
Cytophagaceae_Leadbetterella                     -          LKAP-GUTHK2_B04_030_2017_1 -               65     933      76     962      56     966    1457    +      2e-125  418.1  29.5  -
Hydrogenothermaceae_Venenivibrio                 -          LKAP-GUTHK2_B04_030_2017_1 -               94     931      76     965      32     966    1506    +    2.2e-125  418.1  28.1  -
Simkaniaceae_Simkania                            -          LKAP-GUTHK2_B04_030_2017_1 -               82     981      76     965      56     966    1545    +    2.4e-125  417.7  28.1  -
Chloroflexales_Kallotenue                        -          LKAP-GUTHK2_B04_030_2017_1 -               55     909      78     963      57     966    1355    +    2.4e-125  418.2  28.4  -
Cryomorphaceae_Cryomorpha                        -          LKAP-GUTHK2_B04_030_2017_1 -               64     935      75     962      55     966    1422    +    2.8e-125  417.5  28.5  -
Leptotrichiaceae_Sneathia                        -          LKAP-GUTHK2_B04_030_2017_1 -               77     931      80     964      59     966    1362    +    3.9e-125  417.0  27.1  -
Flammeovirgaceae_Tunicatimonas                   -          LKAP-GUTHK2_B04_030_2017_1 -               66     936      76     962      55     966    1457    +      5e-125  416.7  28.7  -
Flavobacteriaceae_Namhaeicola                    -          LKAP-GUTHK2_B04_030_2017_1 -               68     938      76     962      54     966    1443    +    5.8e-125  416.4  28.6  -
Spirochaetales_Exilispira                        -          LKAP-GUTHK2_B04_030_2017_1 -               44     937      39     965      17     966    1456    +    6.2e-125  416.3  29.4  -
Aquificaceae_Aquifex                             -          LKAP-GUTHK2_B04_030_2017_1 -               39     998       7     965       2     966    1564    +    1.2e-124  415.8  31.4  -
Eggerthellaceae_Senegalimassilia                 -          LKAP-GUTHK2_B04_030_2017_1 -                2     809     125     965     124     966    1341    +    1.4e-124  415.5  24.5  -
Puniceicoccaceae_Cerasicoccus                    -          LKAP-GUTHK2_B04_030_2017_1 -               71     951      76     965      54     966    1469    +    1.5e-124  415.0  28.1  -
Marinilabiliaceae_Natronoflexus                  -          LKAP-GUTHK2_B04_030_2017_1 -               70     942      75     962      55     966    1467    +    1.5e-124  415.0  28.9  -
Flavobacteriaceae_Lutaonella                     -          LKAP-GUTHK2_B04_030_2017_1 -               71     948      75     962      55     966    1486    +    1.6e-124  415.0  28.2  -
Acetobacteraceae_Neoasaia                        -          LKAP-GUTHK2_B04_030_2017_1 -               41     753      49     820      28     830    1457    +    3.1e-124  414.3  26.0  -
Cytophagaceae_Arcticibacterium                   -          LKAP-GUTHK2_B04_030_2017_1 -               67     935      77     962      56     966    1439    +    3.2e-124  413.9  28.2  -
Planctomycetaceae_Rubinisphaera                  -          LKAP-GUTHK2_B04_030_2017_1 -               81     928      71     965      31     966    1488    +    4.9e-124  413.5  28.5  -
Chitinophagaceae_Crenotalea                      -          LKAP-GUTHK2_B04_030_2017_1 -               66     937      76     962      55     966    1447    +    6.1e-124  413.1  28.9  -
Cyclobacteriaceae_Mongoliitalea                  -          LKAP-GUTHK2_B04_030_2017_1 -               35     905      77     962      58     966    1386    +    6.4e-124  413.0  28.0  -
Cyclobacteriaceae_Indibacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               80     958      69     962      46     966    1502    +    6.5e-124  413.1  28.6  -
Marinilabiliaceae_Alkalitalea                    -          LKAP-GUTHK2_B04_030_2017_1 -               87     959      75     962      55     966    1486    +    7.4e-124  412.7  28.5  -
Porphyromonadaceae_Macellibacteroides            -          LKAP-GUTHK2_B04_030_2017_1 -               83     954      76     962      56     966    1502    +    7.7e-124  412.9  28.5  -
Flavobacteriaceae_Flavimarina                    -          LKAP-GUTHK2_B04_030_2017_1 -               67     943      75     962      55     966    1448    +    8.1e-124  412.5  28.0  -
Chitinophagaceae_Parasediminibacterium           -          LKAP-GUTHK2_B04_030_2017_1 -               44     916      75     962      55     966    1402    +    8.6e-124  412.7  28.5  -
Flavobacteriaceae_Spongiimonas                   -          LKAP-GUTHK2_B04_030_2017_1 -               71     942      76     962      56     966    1426    +    1.1e-123  412.2  28.4  -
Flavobacteriaceae_Spongiiferula                  -          LKAP-GUTHK2_B04_030_2017_1 -               65     935      75     962      55     966    1441    +    1.6e-123  411.6  28.7  -
Marinilabiliaceae_Alkaliflexus                   -          LKAP-GUTHK2_B04_030_2017_1 -               95     964      74     962      17     966    1467    +    1.6e-123  411.7  28.8  -
Sphingobacteriaceae_Pelobium                     -          LKAP-GUTHK2_B04_030_2017_1 -               80     955      72     962      51     966    1481    +    1.6e-123  411.9  29.6  -
Rikenellaceae_Mucinivorans                       -          LKAP-GUTHK2_B04_030_2017_1 -               85     955      76     962      49     966    1511    +    1.6e-123  411.6  28.9  -
Planctomycetaceae_Roseimaritima                  -          LKAP-GUTHK2_B04_030_2017_1 -               48     930      52     965      32     966    1449    +    1.6e-123  411.6  28.6  -
Flavobacteriaceae_Spongiimicrobium               -          LKAP-GUTHK2_B04_030_2017_1 -               70     942      76     962      56     966    1447    +    1.8e-123  411.6  28.7  -
Flavobacteriaceae_Sediminibacter                 -          LKAP-GUTHK2_B04_030_2017_1 -               41     939      43     962      22     966    1444    +    1.8e-123  411.5  30.1  -
Planctomycetaceae_Planctopirus                   -          LKAP-GUTHK2_B04_030_2017_1 -               78     956      78     965      57     966    1528    +    3.2e-123  410.7  29.1  -
Marinilabiliaceae_Marinilabilia                  -          LKAP-GUTHK2_B04_030_2017_1 -               69     941      75     962      55     966    1449    +    3.3e-123  410.6  28.2  -
Bernardetiaceae_Garritya                         -          LKAP-GUTHK2_B04_030_2017_1 -               69     943      77     962      57     966    1481    +    3.5e-123  410.7  28.4  -
Flavobacteriaceae_Taeania                        -          LKAP-GUTHK2_B04_030_2017_1 -               71     944      75     962      55     966    1449    +    4.2e-123  410.3  28.0  -
Flavobacteriaceae_Pseudozobellia                 -          LKAP-GUTHK2_B04_030_2017_1 -               49     922      77     962      57     966    1401    +    4.3e-123  410.3  28.4  -
Haliscomenobacteraceae_Portibacter               -          LKAP-GUTHK2_B04_030_2017_1 -               88     959      76     962      45     966    1478    +    4.5e-123  410.7  28.6  -
Flavobacteriaceae_Yeosuana                       -          LKAP-GUTHK2_B04_030_2017_1 -               65     934      75     962      55     966    1469    +    4.5e-123  410.1  28.7  -
Planctomycetaceae_Mariniblastus                  -          LKAP-GUTHK2_B04_030_2017_1 -               83     924      78     965      50     966    1439    +    5.5e-123  409.9  26.7  -
Crocinitomicaceae_Wandonia                       -          LKAP-GUTHK2_B04_030_2017_1 -               93     964      76     962      56     966    1485    +    7.4e-123  409.4  28.9  -
Cyclobacteriaceae_Aquiflexum                     -          LKAP-GUTHK2_B04_030_2017_1 -               83     952      77     962      56     966    1459    +    7.5e-123  409.6  27.6  -
Marinilabiliaceae_Mangroviflexus                 -          LKAP-GUTHK2_B04_030_2017_1 -               61     935      75     962      54     966    1440    +    9.1e-123  409.2  29.1  -
Sphingobacteriaceae_Pseudosphingobacterium       -          LKAP-GUTHK2_B04_030_2017_1 -               87     958      76     962      56     966    1481    +    9.2e-123  409.1  29.0  -
Waddliaceae_Waddlia                              -          LKAP-GUTHK2_B04_030_2017_1 -               89     992      76     965      55     966    1557    +      1e-122  409.1  28.2  -
Chitinophagaceae_Panacibacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               70     941      76     962      56     966    1451    +    1.1e-122  408.8  28.4  -
Aquificaceae_Hydrogenobaculum                    -          LKAP-GUTHK2_B04_030_2017_1 -               64     954      77     965      57     966    1436    +    1.6e-122  408.6  28.3  -
Planctomycetaceae_Gimesia                        -          LKAP-GUTHK2_B04_030_2017_1 -               71     949      78     965      51     966    1504    +    1.9e-122  408.0  28.7  -
Flavobacteriaceae_Confluentibacter               -          LKAP-GUTHK2_B04_030_2017_1 -               66     933      76     962      56     966    1438    +    2.3e-122  407.9  28.6  -
Isosphaeraceae_Paludisphaera                     -          LKAP-GUTHK2_B04_030_2017_1 -               72     943      75     966      49     966    1503    +    3.9e-122  407.2  28.1  -
Marinifilaceae_Ancylomarina                      -          LKAP-GUTHK2_B04_030_2017_1 -               70     941      76     962      56     966    1450    +    4.7e-122  406.8  28.2  -
Flavobacteriaceae_Aurantivirga                   -          LKAP-GUTHK2_B04_030_2017_1 -               78     948      75     962      55     966    1456    +    5.7e-122  406.5  27.9  -
Flavobacteriaceae_Coenonia                       -          LKAP-GUTHK2_B04_030_2017_1 -               85     955      77     962      57     966    1606    +    8.1e-122  406.0  27.8  -
Chlorobiaceae_Chloroherpeton                     -          LKAP-GUTHK2_B04_030_2017_1 -               76     904      80     965      60     966    1403    +    8.6e-122  405.9  27.6  -
Petrotogaceae_Oceanotoga                         -          LKAP-GUTHK2_B04_030_2017_1 -               82     945      74     965      53     966    1469    +    8.7e-122  406.1  28.8  -
Cyclobacteriaceae_Mongoliibacter                 -          LKAP-GUTHK2_B04_030_2017_1 -               86     956      77     962      56     966    1511    +      1e-121  405.8  27.4  -
Flavobacteriaceae_Aureivirga                     -          LKAP-GUTHK2_B04_030_2017_1 -               34     906      75     962      55     966    1308    +    1.5e-121  405.2  27.7  -
Planctomycetaceae_Pirellula                      -          LKAP-GUTHK2_B04_030_2017_1 -               83     946      77     965      56     966    1510    +    1.6e-121  405.3  28.4  -
Cytophagaceae_Meniscus                           -          LKAP-GUTHK2_B04_030_2017_1 -               51     937      52     962      30     966    1418    +    1.7e-121  404.9  29.4  -
Flavobacteriaceae_Sungkyunkwania                 -          LKAP-GUTHK2_B04_030_2017_1 -               67     937      75     962      55     966    1442    +    2.3e-121  404.6  28.6  -
Marinilabiliaceae_Thermophagus                   -          LKAP-GUTHK2_B04_030_2017_1 -               89     963      75     962      55     966    1488    +    2.3e-121  404.5  28.6  -
Ichthyobacteriaceae_Ichthyobacterium             -          LKAP-GUTHK2_B04_030_2017_1 -               87     963      75     961      55     966    1521    +    3.6e-121  403.9  28.4  -
Planctomycetaceae_Planctomicrobium               -          LKAP-GUTHK2_B04_030_2017_1 -               79     928      73     965      52     966    1426    +    3.7e-121  404.1  28.1  -
Porphyromonadaceae_Tannerella                    -          LKAP-GUTHK2_B04_030_2017_1 -               93     965      77     962      56     966    1466    +    3.8e-121  403.8  28.7  -
Marinilabiliaceae_Geofilum                       -          LKAP-GUTHK2_B04_030_2017_1 -               64     935      76     962      49     966    1440    +    3.9e-121  403.8  29.0  -
Schleiferiaceae_Schleiferia                      -          LKAP-GUTHK2_B04_030_2017_1 -               81     958      74     962      51     966    1499    +    4.2e-121  403.9  29.1  -
Flavobacteriaceae_Kriegella                      -          LKAP-GUTHK2_B04_030_2017_1 -               36     907      77     962      57     966    1382    +    4.5e-121  403.5  28.3  -
Flavobacteriaceae_Pseudotenacibaculum            -          LKAP-GUTHK2_B04_030_2017_1 -               41     909      75     962      55     966    1383    +    4.7e-121  403.6  28.4  -
Flavobacteriaceae_Jejudonia                      -          LKAP-GUTHK2_B04_030_2017_1 -               69     940      75     962      55     966    1445    +    5.1e-121  403.3  28.2  -
Flavobacteriaceae_Hwangdonia                     -          LKAP-GUTHK2_B04_030_2017_1 -               71     941      77     962      57     966    1479    +    5.1e-121  403.3  28.2  -
Cytophagaceae_Persicitalea                       -          LKAP-GUTHK2_B04_030_2017_1 -               79     950      78     962      58     966    1464    +    6.8e-121  403.3  28.7  -
Cyclobacteriaceae_Mariniradius                   -          LKAP-GUTHK2_B04_030_2017_1 -               73     942      76     962      56     966    1359    +    6.8e-121  403.5  28.2  -
Flavobacteriaceae_Aureitalea                     -          LKAP-GUTHK2_B04_030_2017_1 -               72     942      75     962      55     966    1392    +    7.4e-121  402.8  28.1  -
Flavobacteriaceae_Gilvibacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               79     949      75     962      55     966    1461    +    9.3e-121  402.5  27.8  -
Flavobacteriaceae_Aurantiacicella                -          LKAP-GUTHK2_B04_030_2017_1 -               39     909      77     962      57     966    1381    +    1.8e-120  401.5  28.0  -
Crocinitomicaceae_Crocinitomix                   -          LKAP-GUTHK2_B04_030_2017_1 -               67     939      75     962      55     966    1477    +    1.9e-120  401.5  28.2  -
Porphyromonadaceae_Fermentimonas                 -          LKAP-GUTHK2_B04_030_2017_1 -               93     968      76     962      56     966    1523    +    2.1e-120  401.2  28.8  -
Flavobacteriaceae_Robertkochia                   -          LKAP-GUTHK2_B04_030_2017_1 -               69     939      77     962      57     966    1480    +    2.1e-120  401.4  28.1  -
Flavobacteriaceae_Eudoraea                       -          LKAP-GUTHK2_B04_030_2017_1 -               40     917      75     962      55     966    1393    +    2.3e-120  401.3  27.9  -
Flavobacteriaceae_Planktosalinus                 -          LKAP-GUTHK2_B04_030_2017_1 -               84     955      76     962      56     966    1479    +    2.4e-120  401.2  28.4  -
Flavobacteriaceae_Cruoricaptor                   -          LKAP-GUTHK2_B04_030_2017_1 -               19     911      40     962      22     966    1535    +    3.6e-120  400.5  29.7  -
Flavobacteriaceae_Sabulilitoribacter             -          LKAP-GUTHK2_B04_030_2017_1 -               65     934      75     962      55     966    1439    +    3.9e-120  400.4  28.3  -
Cytophagaceae_Pseudarcicella                     -          LKAP-GUTHK2_B04_030_2017_1 -               22     891      77     962      60     966    1345    +    4.6e-120  400.3  28.3  -
Cytophagaceae_Lacihabitans                       -          LKAP-GUTHK2_B04_030_2017_1 -                4     872      79     962      76     966    1337    +    4.8e-120  400.1  27.1  -
Flavobacteriaceae_Aquibacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               73     943      75     962      55     966    1481    +    5.4e-120  399.9  28.0  -
Chitinophagaceae_Dinghuibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               87     958      77     962      56     966    1487    +    8.5e-120  399.3  28.5  -
Porphyromonadaceae_Falsiporphyromonas            -          LKAP-GUTHK2_B04_030_2017_1 -               81     956      77     962      56     966    1459    +    1.3e-119  398.8  27.9  -
Chitinophagaceae_Asinibacterium                  -          LKAP-GUTHK2_B04_030_2017_1 -               67     938      77     962      56     966    1441    +    1.5e-119  398.7  28.1  -
Flavobacteriaceae_Aureicoccus                    -          LKAP-GUTHK2_B04_030_2017_1 -               87     959      75     962      55     966    1477    +    1.7e-119  398.3  28.1  -
Prolixibacteraceae_Mariniphaga                   -          LKAP-GUTHK2_B04_030_2017_1 -               51     937      53     962      32     966    1443    +    1.9e-119  398.2  28.7  -
Chitinophagaceae_Haoranjiania                    -          LKAP-GUTHK2_B04_030_2017_1 -               93     961      79     962      58     966    1489    +      2e-119  398.1  27.8  -
Flavobacteriaceae_Spongiivirga                   -          LKAP-GUTHK2_B04_030_2017_1 -               67     937      75     962      55     966    1405    +    2.1e-119  398.0  28.5  -
Flavobacteriaceae_Hanstruepera                   -          LKAP-GUTHK2_B04_030_2017_1 -               78     948      77     962      56     966    1493    +    2.1e-119  398.1  28.3  -
Cytophagaceae_Telluribacter                      -          LKAP-GUTHK2_B04_030_2017_1 -               61     935      78     964      57     966    1451    +    2.6e-119  397.9  28.8  -
Flavobacteriaceae_Snuella                        -          LKAP-GUTHK2_B04_030_2017_1 -               69     935      77     962      57     966    1440    +      3e-119  397.5  27.9  -
Flavobacteriaceae_Imtechella                     -          LKAP-GUTHK2_B04_030_2017_1 -               77     962      77     962      57     966    1435    +    3.4e-119  397.4  28.5  -
Prolixibacteraceae_Tangfeifania                  -          LKAP-GUTHK2_B04_030_2017_1 -               65     937      75     962      55     966    1446    +    4.1e-119  396.9  28.9  -
Flavobacteriaceae_Geojedonia                     -          LKAP-GUTHK2_B04_030_2017_1 -               54     935      68     962      47     966    1440    +    4.3e-119  397.0  28.8  -
Flavobacteriaceae_Soonwooa                       -          LKAP-GUTHK2_B04_030_2017_1 -               72     944      76     962      54     966    1449    +    8.7e-119  396.0  28.7  -
Chitinophagaceae_Cnuella                         -          LKAP-GUTHK2_B04_030_2017_1 -               93     964      77     962      56     966    1493    +    1.2e-118  395.7  28.1  -
Flavobacteriaceae_Maripseudobacter               -          LKAP-GUTHK2_B04_030_2017_1 -               86     963      75     962      55     966    1489    +      2e-118  394.8  28.6  -
