# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     880      24     870      13     871    1491    +           0 1080.9  16.8  -
Stigonematales_Iphinoe                           -          LKAP-TSAKG2_D06_042_2018_2 -               76     842      63     863      42     871    1446    +    1.1e-119  398.9  17.3  -
Prolixibacteraceae_Tangfeifania                  -          LKAP-TSAKG2_D06_042_2018_2 -               31     866      23     864       8     871    1446    +    1.2e-119  398.6  17.1  -
Marinilabiliaceae_Geofilum                       -          LKAP-TSAKG2_D06_042_2018_2 -               33     861      24     861      12     871    1440    +    1.3e-119  398.7  17.1  -
Flavobacteriaceae_Pustulibacterium               -          LKAP-TSAKG2_D06_042_2018_2 -                3     836      21     863      19     871    1421    +    1.3e-119  398.5  17.0  -
Flavobacteriaceae_Aurantiacicella                -          LKAP-TSAKG2_D06_042_2018_2 -                1     837      24     863      24     871    1381    +    1.4e-119  398.4  17.5  -
Nostocales_Phyllonema                            -          LKAP-TSAKG2_D06_042_2018_2 -               58     822      63     863      42     871    1414    +    1.4e-119  398.7  17.1  -
Propionibacteriaceae_Pseudopropionibacterium     -          LKAP-TSAKG2_D06_042_2018_2 -               38     863      25     868      11     871    1506    +    1.4e-119  398.4  16.9  -
Flavobacteriaceae_Snuella                        -          LKAP-TSAKG2_D06_042_2018_2 -               31     863      24     863      11     871    1440    +    1.5e-119  398.4  16.7  -
Flammeovirgaceae_Flexithrix                      -          LKAP-TSAKG2_D06_042_2018_2 -               64     866      57     863      35     871    1478    +    1.8e-119  398.2  16.8  -
Cytophagaceae_Rhabdobacter                       -          LKAP-TSAKG2_D06_042_2018_2 -               58     854      64     861      44     871    1434    +    2.3e-119  397.9  16.9  -
Flavobacteriaceae_Spongiivirga                   -          LKAP-TSAKG2_D06_042_2018_2 -               33     865      24     863       9     871    1405    +    2.3e-119  397.7  16.9  -
Nocardiopsaceae_Lipingzhangella                  -          LKAP-TSAKG2_D06_042_2018_2 -               68     892      46     868      24     871    1528    +    2.3e-119  397.9  17.1  -
Sphingobacteriaceae_Nubsella                     -          LKAP-TSAKG2_D06_042_2018_2 -               23     853      24     863       9     871    1422    +    2.8e-119  397.6  17.0  -
Flavobacteriaceae_Geojedonia                     -          LKAP-TSAKG2_D06_042_2018_2 -               33     863      24     863      11     871    1440    +    2.8e-119  397.4  16.6  -
Mesoaciditogaceae_Mesoaciditoga                  -          LKAP-TSAKG2_D06_042_2018_2 -               88     890      57     864      36     871    1462    +    3.1e-119  397.4  17.1  -
Marinilabiliaceae_Thermophagus                   -          LKAP-TSAKG2_D06_042_2018_2 -               53     889      24     861      12     871    1488    +    3.2e-119  397.2  16.5  -
Flavobacteriaceae_Jejudonia                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     868      24     863      11     871    1445    +    3.5e-119  397.1  16.8  -
Erysipelotrichaceae_Solobacterium                -          LKAP-TSAKG2_D06_042_2018_2 -               53     884      24     862      10     869    1487    +    3.6e-119  397.3  16.5  -
Cyclobacteriaceae_Mongoliitalea                  -          LKAP-TSAKG2_D06_042_2018_2 -                2     831      27     861      26     871    1386    +    3.6e-119  397.2  16.5  -
Sporomusaceae_Anaerospora                        -          LKAP-TSAKG2_D06_042_2018_2 -              122     939      62     864      41     871    1517    +    3.8e-119  396.8  16.9  -
Cytophagaceae_Jiulongibacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               53     884      24     861      10     871    1508    +      4e-119  397.0  16.8  -
Oscillatoriales_Halospirulina                    -          LKAP-TSAKG2_D06_042_2018_2 -               55     822      62     863      40     871    1388    +    4.2e-119  397.0  17.1  -
Halobacteroidaceae_Acetohalobium                 -          LKAP-TSAKG2_D06_042_2018_2 -               89     906      62     864      39     871    1525    +    4.4e-119  396.7  16.6  -
Oscillatoriales_Alkalinema                       -          LKAP-TSAKG2_D06_042_2018_2 -               56     821      63     863      43     871    1456    +    4.5e-119  396.9  16.9  -
Cytophagales_Thermoflexibacter                   -          LKAP-TSAKG2_D06_042_2018_2 -               84     883      60     864      39     871    1516    +    4.6e-119  396.7  16.5  -
Pyrinomonadaceae_Arenimicrobium                  -          LKAP-TSAKG2_D06_042_2018_2 -               87     908      61     863      39     871    1521    +    5.1e-119  396.6  16.6  -
Herpetosiphonaceae_Herpetosiphon                 -          LKAP-TSAKG2_D06_042_2018_2 -               73     858      60     869      40     871    1475    +    5.1e-119  396.4  17.5  -
Flavobacteriaceae_Arenitalea                     -          LKAP-TSAKG2_D06_042_2018_2 -               53     887      24     863      11     871    1483    +    6.5e-119  396.2  16.4  -
Halobacteroidaceae_Sporohalobacter               -          LKAP-TSAKG2_D06_042_2018_2 -               87     903      61     864      39     871    1527    +    6.5e-119  396.2  16.8  -
Cytophagaceae_Lacihabitans                       -          LKAP-TSAKG2_D06_042_2018_2 -                5     798      65     861      61     871    1337    +    6.9e-119  396.1  16.9  -
Caldisericaceae_Caldisericum                     -          LKAP-TSAKG2_D06_042_2018_2 -               33     889      24     864       8     871    1481    +    7.4e-119  396.0  16.9  -
Marinilabiliaceae_Marinilabilia                  -          LKAP-TSAKG2_D06_042_2018_2 -               33     867      24     861      12     871    1449    +    8.1e-119  396.0  16.8  -
Acidaminococcaceae_Succiniclasticum              -          LKAP-TSAKG2_D06_042_2018_2 -               46     905      25     867      12     871    1505    +    8.5e-119  395.9  16.8  -
Flavobacteriaceae_Hoppeia                        -          LKAP-TSAKG2_D06_042_2018_2 -               42     874      25     863      13     871    1489    +    9.2e-119  395.6  17.0  -
Halobacteroidaceae_Halanaerobaculum              -          LKAP-TSAKG2_D06_042_2018_2 -               76     875      62     864      41     871    1498    +    9.4e-119  395.6  16.9  -
Alicyclobacillaceae_Kyrpidia                     -          LKAP-TSAKG2_D06_042_2018_2 -               53     892      24     863      10     871    1528    +      1e-118  395.9  17.5  -
Balneolaceae_Fodinibius                          -          LKAP-TSAKG2_D06_042_2018_2 -               56     858      61     863      40     871    1466    +      1e-118  395.7  16.7  -
Ichthyobacteriaceae_Ichthyobacterium             -          LKAP-TSAKG2_D06_042_2018_2 -               53     892      24     863      11     871    1521    +      1e-118  395.6  16.6  -
Actinospicaceae_Actinocrinis                     -          LKAP-TSAKG2_D06_042_2018_2 -               36     863      61     868      40     871    1433    +      1e-118  395.7  16.7  -
Rubricoccaceae_Rubricoccus                       -          LKAP-TSAKG2_D06_042_2018_2 -               74     873      63     864      41     871    1443    +    1.1e-118  395.6  16.9  -
Porphyromonadaceae_Falsiporphyromonas            -          LKAP-TSAKG2_D06_042_2018_2 -               39     882      24     861      11     871    1459    +    1.1e-118  395.6  16.8  -
Pseudonocardiaceae_Actinorectispora              -          LKAP-TSAKG2_D06_042_2018_2 -               15     842      12     869       5     871    1445    +    1.1e-118  395.6  17.6  -
Anaerolineaceae_Pelolinea                        -          LKAP-TSAKG2_D06_042_2018_2 -               33     862      24     867      10     871    1432    +    1.2e-118  395.6  16.7  -
Bifidobacteriaceae_Aeriscardovia                 -          LKAP-TSAKG2_D06_042_2018_2 -               34     865      23     869       7     871    1422    +    1.2e-118  395.7  17.4  -
Cyclobacteriaceae_Mariniradius                   -          LKAP-TSAKG2_D06_042_2018_2 -               40     868      26     861      13     871    1359    +    1.2e-118  395.9  16.6  -
Cytophagaceae_Telluribacter                      -          LKAP-TSAKG2_D06_042_2018_2 -               58     859      60     861      39     871    1451    +    1.3e-118  395.5  16.5  -
Cytophagaceae_Leadbetterella                     -          LKAP-TSAKG2_D06_042_2018_2 -               67     859      63     861      43     871    1457    +    1.6e-118  395.1  17.1  -
Iamiaceae_Iamia                                  -          LKAP-TSAKG2_D06_042_2018_2 -               68     860      61     868      41     871    1474    +    1.8e-118  394.9  17.0  -
Opitutaceae_Opitutus                             -          LKAP-TSAKG2_D06_042_2018_2 -               73     898      62     868      37     871    1480    +    1.9e-118  394.7  16.6  -
Kiritimatiellaceae_Kiritimatiella                -          LKAP-TSAKG2_D06_042_2018_2 -               53     928      24     869       9     871    1556    +    1.9e-118  394.7  16.8  -
Lentimicrobiaceae_Lentimicrobium                 -          LKAP-TSAKG2_D06_042_2018_2 -               34     868      25     864      11     871    1446    +    2.3e-118  394.4  16.7  -
Propionibacteriaceae_Micropruina                 -          LKAP-TSAKG2_D06_042_2018_2 -               33     857      24     869      10     871    1438    +    2.4e-118  394.6  16.8  -
Flavobacteriaceae_Algitalea                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     867      24     863       9     871    1444    +    2.5e-118  394.3  16.9  -
Aquificaceae_Hydrogenobacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               72     895      58     863      35     871    1524    +    2.6e-118  394.1  16.6  -
Chitinophagaceae_Niveitalea                      -          LKAP-TSAKG2_D06_042_2018_2 -               87     890      58     864      36     871    1494    +    2.7e-118  394.3  16.2  -
Flavobacteriaceae_Ascidiimonas                   -          LKAP-TSAKG2_D06_042_2018_2 -               33     865      24     863      11     871    1442    +    2.7e-118  394.2  16.9  -
Sporomusaceae_Anaerosinus                        -          LKAP-TSAKG2_D06_042_2018_2 -               63     887      62     864      40     871    1511    +    3.1e-118  393.8  16.9  -
Flavobacteriaceae_Coenonia                       -          LKAP-TSAKG2_D06_042_2018_2 -               53     883      24     863      11     871    1606    +    3.1e-118  393.9  16.4  -
Cytophagaceae_Taeseokella                        -          LKAP-TSAKG2_D06_042_2018_2 -                6     834      25     861      21     871    1385    +    3.1e-118  394.1  16.9  -
Thermoanaerobacterales_Syntrophaceticus          -          LKAP-TSAKG2_D06_042_2018_2 -               77     866      62     863      40     871    1416    +    3.4e-118  393.9  16.8  -
Peptoniphilaceae_Ezakiella                       -          LKAP-TSAKG2_D06_042_2018_2 -               80     860      60     863      39     871    1367    +    3.8e-118  393.8  16.6  -
Oscillatoriales_Planktothricoides                -          LKAP-TSAKG2_D06_042_2018_2 -               16     781      63     863      51     871    1369    +    3.9e-118  393.7  16.6  -
Flavobacteriaceae_Fulvibacter                    -          LKAP-TSAKG2_D06_042_2018_2 -               20     824      56     863      37     871    1408    +    4.2e-118  393.5  17.2  -
Roseiflexaceae_Roseiflexus                       -          LKAP-TSAKG2_D06_042_2018_2 -               79     854      62     866      41     871    1469    +    4.2e-118  394.0  16.7  -
Flavobacteriaceae_Maripseudobacter               -          LKAP-TSAKG2_D06_042_2018_2 -               54     891      24     863      11     871    1489    +    4.5e-118  393.5  16.5  -
Erysipelotrichaceae_Catenisphaera                -          LKAP-TSAKG2_D06_042_2018_2 -               66     875      59     863      39     871    1419    +    6.7e-118  393.1  17.5  -
Rikenellaceae_Rikenella                          -          LKAP-TSAKG2_D06_042_2018_2 -               62     901      25     864      13     871    1472    +    7.1e-118  392.8  16.9  -
Deferribacteraceae_Seleniivibrio                 -          LKAP-TSAKG2_D06_042_2018_2 -               35     848      61     863      40     871    1474    +    7.1e-118  392.6  17.5  -
Chitinophagaceae_Cnuella                         -          LKAP-TSAKG2_D06_042_2018_2 -               54     893      25     864      11     871    1493    +    8.9e-118  392.7  16.7  -
Cytophagales_Chryseolinea                        -          LKAP-TSAKG2_D06_042_2018_2 -               45     873      24     861      10     871    1472    +    9.7e-118  392.5  16.6  -
Flavobacteriaceae_Sabulilitoribacter             -          LKAP-TSAKG2_D06_042_2018_2 -               33     862      24     863      11     871    1439    +      1e-117  392.3  16.9  -
Sporomusaceae_Sporolituus                        -          LKAP-TSAKG2_D06_042_2018_2 -                2     775     110     863     109     871    1410    +      1e-117  392.2  14.5  -
Cytophagaceae_Fluviimonas                        -          LKAP-TSAKG2_D06_042_2018_2 -               24     821      62     861      42     871    1401    +    1.1e-117  392.1  16.2  -
Nocardiopsaceae_Allosalinactinospora             -          LKAP-TSAKG2_D06_042_2018_2 -               90     900      60     868      39     871    1485    +    1.1e-117  392.5  16.9  -
Anaerolineaceae_Levilinea                        -          LKAP-TSAKG2_D06_042_2018_2 -               63     850      63     867      42     871    1424    +    1.3e-117  392.1  17.2  -
Anaerolineaceae_Ornatilinea                      -          LKAP-TSAKG2_D06_042_2018_2 -               84     875      62     867      38     871    1462    +    1.4e-117  392.1  17.4  -
Eubacteriaceae_Holdemanella                      -          LKAP-TSAKG2_D06_042_2018_2 -               61     904      25     863      13     871    1487    +    1.5e-117  391.7  16.8  -
Flavobacteriaceae_Imtechella                     -          LKAP-TSAKG2_D06_042_2018_2 -               45     890      24     863      12     871    1435    +    1.7e-117  391.6  16.9  -
Sphaerobacteraceae_Sphaerobacter                 -          LKAP-TSAKG2_D06_042_2018_2 -               54     844      64     868      43     871    1500    +    1.9e-117  391.6  17.5  -
Verrucomicrobiaceae_Verrucomicrobium             -          LKAP-TSAKG2_D06_042_2018_2 -               30     869      24     866      13     871    1492    +    1.9e-117  391.4  17.1  -
Streptococcaceae_Lactovum                        -          LKAP-TSAKG2_D06_042_2018_2 -               67     883      60     864      39     871    1456    +      2e-117  391.2  16.9  -
Trueperaceae_Truepera                            -          LKAP-TSAKG2_D06_042_2018_2 -               23     833      24     864      13     871    1461    +    2.1e-117  391.2  16.7  -
Flavobacteriaceae_Vitellibacter                  -          LKAP-TSAKG2_D06_042_2018_2 -               83     888      62     863      41     871    1511    +    2.3e-117  391.1  16.9  -
Flavobacteriaceae_Antarcticimonas                -          LKAP-TSAKG2_D06_042_2018_2 -               44     877      24     863      11     871    1468    +    2.3e-117  391.0  16.9  -
Anaerolineaceae_Longilinea                       -          LKAP-TSAKG2_D06_042_2018_2 -               63     852      62     867      37     871    1422    +      3e-117  391.1  17.7  -
Marinilabiliaceae_Mangroviflexus                 -          LKAP-TSAKG2_D06_042_2018_2 -               33     861      24     861      13     871    1440    +      3e-117  390.8  17.1  -
Veillonellaceae_Anaeroglobus                     -          LKAP-TSAKG2_D06_042_2018_2 -                9     834      61     863      53     871    1408    +    4.1e-117  390.2  17.3  -
Cytophagaceae_Pseudarcicella                     -          LKAP-TSAKG2_D06_042_2018_2 -               23     817      63     861      42     871    1345    +    4.4e-117  390.3  16.9  -
Micromonosporaceae_Rhizocola                     -          LKAP-TSAKG2_D06_042_2018_2 -               80     877      60     868      38     871    1451    +    5.2e-117  390.1  17.5  -
Victivallaceae_Victivallis                       -          LKAP-TSAKG2_D06_042_2018_2 -               72     860      62     868      42     871    1456    +    6.4e-117  389.7  17.3  -
Chitinophagaceae_Dinghuibacter                   -          LKAP-TSAKG2_D06_042_2018_2 -               65     887      28     864      12     871    1487    +    6.9e-117  389.6  16.3  -
Cryomorphaceae_Owenweeksia                       -          LKAP-TSAKG2_D06_042_2018_2 -               39     871      24     863       9     871    1482    +    7.1e-117  389.4  16.5  -
Ktedonobacteraceae_Ktedonobacter                 -          LKAP-TSAKG2_D06_042_2018_2 -               46     828      54     866      34     871    1386    +    7.5e-117  389.7  17.1  -
Propionibacteriaceae_Propioniciclava             -          LKAP-TSAKG2_D06_042_2018_2 -               72     867      56     868      34     871    1453    +    9.3e-117  389.2  15.9  -
Flavobacteriaceae_Litoribaculum                  -          LKAP-TSAKG2_D06_042_2018_2 -               51     880      24     863      11     871    1447    +      1e-116  388.9  16.5  -
Brevinemataceae_Brevinema                        -          LKAP-TSAKG2_D06_042_2018_2 -               52     882      24     863      10     871    1490    +    1.1e-116  388.9  17.3  -
Flavobacteriaceae_Neptunitalea                   -          LKAP-TSAKG2_D06_042_2018_2 -               33     861      24     863      11     871    1438    +    1.2e-116  388.8  16.5  -
Flavobacteriaceae_Sediminibacter                 -          LKAP-TSAKG2_D06_042_2018_2 -               61     867      56     863      33     871    1444    +    1.4e-116  388.6  17.1  -
Synergistaceae_Pyramidobacter                    -          LKAP-TSAKG2_D06_042_2018_2 -               67     847      50     864      27     871    1445    +    1.6e-116  388.4  17.8  -
Oscillatoriales_Crinalium                        -          LKAP-TSAKG2_D06_042_2018_2 -               55     824      60     863      39     871    1446    +    1.6e-116  388.5  17.1  -
Fimbriimonadaceae_Fimbriimonas                   -          LKAP-TSAKG2_D06_042_2018_2 -               63     847      63     864      42     871    1443    +    1.9e-116  388.2  16.9  -
Thermoflexaceae_Thermoflexus                     -          LKAP-TSAKG2_D06_042_2018_2 -               14     857      19     863       8     871    1466    +    2.1e-116  388.4  17.3  -
Porphyromonadaceae_Microbacter                   -          LKAP-TSAKG2_D06_042_2018_2 -               50     889      24     864      11     871    1488    +    2.5e-116  387.8  16.5  -
Porphyromonadaceae_Macellibacteroides            -          LKAP-TSAKG2_D06_042_2018_2 -               45     880      24     861      12     871    1502    +    2.9e-116  387.7  16.6  -
Verrucomicrobiales_Limisphaera                   -          LKAP-TSAKG2_D06_042_2018_2 -               43     864      63     864      42     871    1410    +    3.3e-116  387.7  16.7  -
Verrucomicrobiaceae_Roseimicrobium               -          LKAP-TSAKG2_D06_042_2018_2 -               33     869      24     866      13     871    1457    +    3.7e-116  387.3  17.0  -
Chitinophagaceae_Parafilimonas                   -          LKAP-TSAKG2_D06_042_2018_2 -               37     872      24     864       9     871    1461    +    4.2e-116  386.8  16.3  -
Flavobacteriaceae_Costertonia                    -          LKAP-TSAKG2_D06_042_2018_2 -               31     867      24     863      11     871    1482    +    5.4e-116  386.7  16.9  -
Blastocatellaceae_Blastocatella                  -          LKAP-TSAKG2_D06_042_2018_2 -               33     854      24     863      10     871    1445    +    5.5e-116  386.5  16.9  -
Bifidobacteriaceae_Gardnerella                   -          LKAP-TSAKG2_D06_042_2018_2 -               60     893      23     868      10     871    1475    +    5.8e-116  386.5  16.4  -
Prochlorotrichaceae_Prochlorothrix               -          LKAP-TSAKG2_D06_042_2018_2 -               43     808      63     863      43     871    1448    +    6.5e-116  386.3  17.2  -
Selenomonadaceae_Centipeda                       -          LKAP-TSAKG2_D06_042_2018_2 -               28     889      24     863      10     871    1494    +    6.8e-116  386.1  16.9  -
Chitinivibrionaceae_Chitinivibrio                -          LKAP-TSAKG2_D06_042_2018_2 -               41     887      24     863       9     870    1488    +    1.1e-115  385.6  17.2  -
Halobacteroidaceae_Halonatronum                  -          LKAP-TSAKG2_D06_042_2018_2 -               50     852      62     864      40     871    1414    +    1.2e-115  385.3  16.5  -
Prolixibacteraceae_Draconibacterium              -          LKAP-TSAKG2_D06_042_2018_2 -               53     886      24     864       9     871    1486    +    1.2e-115  385.2  16.9  -
Rhodothermaceae_Longimonas                       -          LKAP-TSAKG2_D06_042_2018_2 -               34     866      25     863      13     870    1457    +    1.3e-115  385.2  16.6  -
Cyclobacteriaceae_Aquiflexum                     -          LKAP-TSAKG2_D06_042_2018_2 -               79     878      58     861      35     871    1459    +    2.1e-115  384.8  16.6  -
Cryomorphaceae_Salibacter                        -          LKAP-TSAKG2_D06_042_2018_2 -               33     869      24     863      11     871    1448    +    2.3e-115  384.7  16.6  -
Puniceicoccaceae_Cerasicoccus                    -          LKAP-TSAKG2_D06_042_2018_2 -               70     881      60     867      39     871    1469    +    3.5e-115  383.8  16.8  -
Thermaceae_Vulcanithermus                        -          LKAP-TSAKG2_D06_042_2018_2 -               79     855      59     863      37     871    1481    +    4.1e-115  383.8  15.6  -
Thermaceae_Rhabdothermus                         -          LKAP-TSAKG2_D06_042_2018_2 -               74     849      61     863      40     871    1472    +    4.7e-115  383.8  16.9  -
Chitinophagaceae_Arvibacter                      -          LKAP-TSAKG2_D06_042_2018_2 -               36     875      24     864       9     871    1470    +    7.4e-115  383.0  16.5  -
Synergistaceae_Fretibacterium                    -          LKAP-TSAKG2_D06_042_2018_2 -               77     845      61     864      39     871    1440    +    1.2e-114  382.3  17.9  -
Flavobacteriaceae_Spongiiferula                  -          LKAP-TSAKG2_D06_042_2018_2 -               33     864      24     864       9     871    1441    +    1.3e-114  382.0  17.1  -
Chitinophagaceae_Haoranjiania                    -          LKAP-TSAKG2_D06_042_2018_2 -               91     889      62     863      38     871    1489    +    1.3e-114  382.0  16.7  -
Bifidobacteriaceae_Neoscardovia                  -          LKAP-TSAKG2_D06_042_2018_2 -                6     798      62     868      56     871    1342    +    1.5e-114  382.0  17.1  -
Eggerthellaceae_Parvibacter                      -          LKAP-TSAKG2_D06_042_2018_2 -               42     859      25     868      11     871    1442    +    1.6e-114  381.9  16.9  -
Flavobacteriaceae_Pseudozobellia                 -          LKAP-TSAKG2_D06_042_2018_2 -               11     850      24     863      17     871    1401    +    1.7e-114  381.7  16.9  -
Eggerthellaceae_Asaccharobacter                  -          LKAP-TSAKG2_D06_042_2018_2 -               87     871      62     868      41     871    1428    +    1.8e-114  381.9  16.8  -
Eggerthellaceae_Adlercreutzia                    -          LKAP-TSAKG2_D06_042_2018_2 -               87     871      62     868      41     871    1469    +      2e-114  381.7  16.8  -
Soortiaceae_Soortia                              -          LKAP-TSAKG2_D06_042_2018_2 -               94     900      65     861      43     871    1516    +    2.2e-114  381.2  16.7  -
Porphyromonadaceae_Muribaculum                   -          LKAP-TSAKG2_D06_042_2018_2 -               25     836      56     861      36     871    1460    +    2.4e-114  381.5  16.3  -
Selenomonadaceae_Schwartzia                      -          LKAP-TSAKG2_D06_042_2018_2 -               36     890      25     864      11     871    1489    +    3.1e-114  380.7  17.4  -
Flammeovirgaceae_Rapidithrix                     -          LKAP-TSAKG2_D06_042_2018_2 -               11     874      23     863      16     871    1465    +    3.2e-114  380.8  16.9  -
Oligosphaeraceae_Oligosphaera                    -          LKAP-TSAKG2_D06_042_2018_2 -               60     850      63     868      42     871    1434    +    3.4e-114  380.7  17.1  -
Balneicellaceae_Balneicella                      -          LKAP-TSAKG2_D06_042_2018_2 -               37     877      24     861      11     870    1505    +    3.4e-114  380.6  16.7  -
Blastocatellaceae_Tellurimicrobium               -          LKAP-TSAKG2_D06_042_2018_2 -               89     875      62     863      38     871    1485    +    3.7e-114  380.5  16.9  -
Prolixibacteraceae_Roseimarinus                  -          LKAP-TSAKG2_D06_042_2018_2 -               33     861      24     861       8     871    1442    +    3.8e-114  380.5  16.7  -
Eggerthellaceae_Denitrobacterium                 -          LKAP-TSAKG2_D06_042_2018_2 -               59     846      60     868      27     871    1413    +    1.3e-113  378.9  16.8  -
Flavobacteriaceae_Bergeyella                     -          LKAP-TSAKG2_D06_042_2018_2 -                9     849      25     864      19     871    1446    +    1.5e-113  378.4  16.7  -
Chroococcales_Chalicogloea                       -          LKAP-TSAKG2_D06_042_2018_2 -               45     834      24     863      12     871    1442    +    2.5e-113  377.6  16.2  -
Sphingobacteriaceae_Pelobium                     -          LKAP-TSAKG2_D06_042_2018_2 -               53     883      24     863      11     871    1481    +    3.9e-113  377.4  17.4  -
Sporolactobacillaceae_Sinobaca                   -          LKAP-TSAKG2_D06_042_2018_2 -              107     940      61     863      41     871    1531    +    4.2e-113  377.0  16.8  -
Eubacteriaceae_Faecalitalea                      -          LKAP-TSAKG2_D06_042_2018_2 -              100     906      62     863      32     871    1490    +    5.2e-113  376.8  17.4  -
Cytophagaceae_Arcticibacterium                   -          LKAP-TSAKG2_D06_042_2018_2 -               33     861      24     861      10     871    1439    +    5.3e-113  376.6  16.6  -
Glycomycetaceae_Haloglycomyces                   -          LKAP-TSAKG2_D06_042_2018_2 -               12     834      41     868      28     871    1421    +    5.6e-113  376.8  16.7  -
Pseudonocardiaceae_Longimycelium                 -          LKAP-TSAKG2_D06_042_2018_2 -               54     820      24     869       9     871    1454    +    5.6e-113  376.7  17.1  -
Glycomycetaceae_Salilacibacter                   -          LKAP-TSAKG2_D06_042_2018_2 -               53     889      24     868      10     871    1494    +    6.8e-113  376.6  16.8  -
Flavobacteriaceae_Ornithobacterium               -          LKAP-TSAKG2_D06_042_2018_2 -               78     876      61     863      33     871    1462    +    6.9e-113  376.1  16.9  -
Mesoaciditogaceae_Athalassotoga                  -          LKAP-TSAKG2_D06_042_2018_2 -               73     874      58     864      38     871    1500    +    8.4e-113  376.3  17.2  -
Bernardetiaceae_Bernardetia                      -          LKAP-TSAKG2_D06_042_2018_2 -               67     867      62     861      41     870    1483    +      1e-112  375.6  16.7  -
Microscillaceae_Microscilla                      -          LKAP-TSAKG2_D06_042_2018_2 -               54     850      61     864      40     871    1455    +    1.4e-112  375.2  16.6  -
Cytophagaceae_Meniscus                           -          LKAP-TSAKG2_D06_042_2018_2 -               37     863      24     861      10     871    1418    +    1.6e-112  375.2  16.6  -
Parachlamydiaceae_Parachlamydia                  -          LKAP-TSAKG2_D06_042_2018_2 -               77     898      62     863      42     871    1541    +    2.3e-112  374.5  16.7  -
Coriobacteriaceae_Coriobacterium                 -          LKAP-TSAKG2_D06_042_2018_2 -               35     850      24     868      11     871    1435    +    2.7e-112  375.0  17.1  -
Leptotrichiaceae_Sneathia                        -          LKAP-TSAKG2_D06_042_2018_2 -               55     857      41     863      21     871    1362    +    3.5e-112  374.0  17.9  -
Anaeroplasmataceae_Asteroleplasma                -          LKAP-TSAKG2_D06_042_2018_2 -               69     891      48     864      27     871    1470    +    5.7e-112  373.5  16.5  -
Eggerthellaceae_Paraeggerthella                  -          LKAP-TSAKG2_D06_042_2018_2 -               68     853      63     868      38     871    1427    +    6.6e-112  373.1  17.0  -
Erysipelotrichaceae_Allobaculum                  -          LKAP-TSAKG2_D06_042_2018_2 -               55     864      60     863      38     871    1479    +    7.3e-112  372.9  17.1  -
Synergistaceae_Rarimicrobium                     -          LKAP-TSAKG2_D06_042_2018_2 -               42     820      53     864      31     871    1392    +    7.4e-112  373.0  17.9  -
Bifidobacteriaceae_Bombiscardovia                -          LKAP-TSAKG2_D06_042_2018_2 -                6     830      20     867      15     871    1420    +    8.8e-112  372.8  17.8  -
Synergistaceae_Aminiphilus                       -          LKAP-TSAKG2_D06_042_2018_2 -               74     859      43     863      23     871    1416    +      1e-111  372.6  17.5  -
Balneolaceae_Rhodohalobacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               65     860      58     863      38     871    1456    +    1.8e-111  371.8  17.0  -
Isosphaeraceae_Singulisphaera                    -          LKAP-TSAKG2_D06_042_2018_2 -               68     864      61     863      45     871    1432    +    2.1e-111  371.2  16.7  -
Flavobacteriaceae_Soonwooa                       -          LKAP-TSAKG2_D06_042_2018_2 -               43     872      24     863      10     871    1449    +    2.5e-111  371.2  16.8  -
Planctomycetaceae_Rubinisphaera                  -          LKAP-TSAKG2_D06_042_2018_2 -               53     853      24     863      10     871    1488    +    2.7e-111  371.2  16.8  -
Propionibacteriaceae_Granulicoccus               -          LKAP-TSAKG2_D06_042_2018_2 -                2     783      71     868      70     871    1315    +    3.1e-111  371.1  15.8  -
Glycomycetaceae_Salininema                       -          LKAP-TSAKG2_D06_042_2018_2 -               83     888      60     868      38     871    1492    +      4e-111  370.6  16.8  -
Rikenellaceae_Acetobacteroides                   -          LKAP-TSAKG2_D06_042_2018_2 -               33     859      24     861      12     871    1440    +    6.1e-111  370.1  16.1  -
Porphyromonadaceae_Tannerella                    -          LKAP-TSAKG2_D06_042_2018_2 -               57     891      24     861      11     871    1466    +    6.5e-111  369.8  16.9  -
Flavobacteriaceae_Cruoricaptor                   -          LKAP-TSAKG2_D06_042_2018_2 -               44     839      62     863      41     871    1535    +    9.5e-111  369.2  17.0  -
Cytophagaceae_Siphonobacter                      -          LKAP-TSAKG2_D06_042_2018_2 -               13     811      60     861      48     871    1351    +    1.1e-110  369.2  17.1  -
Clostridiales_Gallicola                          -          LKAP-TSAKG2_D06_042_2018_2 -               31     861      24     861      12     871    1357    +    1.1e-110  369.1  16.7  -
Leptotrichiaceae_Caviibacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               76     874      44     863      23     871    1499    +    1.3e-110  368.9  18.2  -
Planctomycetaceae_Pirellula                      -          LKAP-TSAKG2_D06_042_2018_2 -               76     871      55     863      33     871    1510    +    1.4e-110  368.9  16.9  -
