# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_C04_028_2018_2 -               39     845      21     826       4     828    1492    +           0 1042.7  20.5  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_C04_028_2018_2 -               18     835      13     826       4     828    1485    +    9.5e-308 1022.0  20.6  -
Flavobacteriaceae_Aequorivita                    -          LKAP-TSAKG2_C04_028_2018_2 -               26     796      21     806       5     823    1422    +      5e-126  419.6  21.6  -
Propionibacteriaceae_Aestuariimicrobium          -          LKAP-TSAKG2_C04_028_2018_2 -               15     792      10     817       3     826    1472    +    5.1e-126  419.8  22.8  -
Deferribacteraceae_Seleniivibrio                 -          LKAP-TSAKG2_C04_028_2018_2 -               16     789      47     813      26     826    1474    +    5.3e-126  419.4  19.7  -
Hyphomicrobiaceae_Methyloterrigena               -          LKAP-TSAKG2_C04_028_2018_2 -               55     773      49     815      28     826    1420    +    5.5e-126  419.7  21.6  -
Alcaligenaceae_Paralcaligenes                    -          LKAP-TSAKG2_C04_028_2018_2 -               38     832      20     817       5     826    1441    +    5.8e-126  419.8  20.6  -
Chromobacteriaceae_Chitiniphilus                 -          LKAP-TSAKG2_C04_028_2018_2 -               47     838      20     824       3     827    1494    +      6e-126  419.8  20.3  -
Rhodospirillaceae_Magnetospira                   -          LKAP-TSAKG2_C04_028_2018_2 -               29     769      21     813       3     825    1417    +    6.1e-126  419.5  22.0  -
Rhodobacteraceae_Frigidibacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               48     769      20     803       3     819    1428    +    6.3e-126  419.5  23.0  -
Nocardiopsaceae_Salinactinospora                 -          LKAP-TSAKG2_C04_028_2018_2 -               35     831      10     815       3     825    1486    +    6.4e-126  419.7  22.1  -
Rhodobacteraceae_Cereibacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               18     743      20     807       6     822    1380    +    6.5e-126  419.6  22.9  -
Hyphomicrobiaceae_Arsenicitalea                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     763      21     817       3     826    1438    +    6.8e-126  419.3  22.9  -
Ferrimonadaceae_Paraferrimonas                   -          LKAP-TSAKG2_C04_028_2018_2 -               28     802      20     801       3     819    1463    +      7e-126  419.2  21.1  -
Neisseriaceae_Amantichitinum                     -          LKAP-TSAKG2_C04_028_2018_2 -               47     834      20     820       3     826    1491    +    7.1e-126  419.4  21.2  -
Methylococcaceae_Methyloprofundus                -          LKAP-TSAKG2_C04_028_2018_2 -                4     779      21     806      18     822    1414    +    7.7e-126  419.1  20.4  -
Rhodospirillaceae_Rhodospira                     -          LKAP-TSAKG2_C04_028_2018_2 -               76     808      21     815       3     826    1465    +    8.1e-126  419.1  22.2  -
Prochlorotrichaceae_Prochlorothrix               -          LKAP-TSAKG2_C04_028_2018_2 -               15     738      20     804       9     822    1448    +    8.3e-126  418.9  22.7  -
Alphaproteobacteria_Geminicoccus                 -          LKAP-TSAKG2_C04_028_2018_2 -               22     731      54     813      32     826    1352    +    8.4e-126  419.3  21.6  -
Burkholderiaceae_Lautropia                       -          LKAP-TSAKG2_C04_028_2018_2 -               48     826      20     809       3     825    1519    +    9.3e-126  419.0  21.5  -
Rhodospirillaceae_Limibacillus                   -          LKAP-TSAKG2_C04_028_2018_2 -                2     740      22     811      21     824    1402    +    9.4e-126  418.9  21.7  -
Ectothiorhodospiraceae_Nitrococcus               -          LKAP-TSAKG2_C04_028_2018_2 -               54     832      24     805       4     822    1482    +      1e-125  418.8  20.9  -
Chroococcales_Rubidibacter                       -          LKAP-TSAKG2_C04_028_2018_2 -               13     719      51     803      31     821    1359    +    1.1e-125  418.8  21.1  -
Erythrobacteraceae_Qipengyuania                  -          LKAP-TSAKG2_C04_028_2018_2 -               45     775      20     809       3     824    1452    +    1.1e-125  418.5  22.5  -
Rhodocyclaceae_Azovibrio                         -          LKAP-TSAKG2_C04_028_2018_2 -               55     836      20     810       3     825    1485    +    1.2e-125  418.7  21.1  -
Rhodobacteraceae_Paenirhodobacter                -          LKAP-TSAKG2_C04_028_2018_2 -               49     774      21     808       3     823    1428    +    1.2e-125  418.5  23.4  -
Vibrionaceae_Echinimonas                         -          LKAP-TSAKG2_C04_028_2018_2 -               13     792      21     809      11     822    1413    +    1.5e-125  418.0  20.6  -
Xanthobacteraceae_Pseudolabrys                   -          LKAP-TSAKG2_C04_028_2018_2 -                4     710      62     816      59     826    1386    +    1.6e-125  418.3  22.1  -
Lachnospiraceae_Catonella                        -          LKAP-TSAKG2_C04_028_2018_2 -               27     804      21     812       3     826    1467    +    1.6e-125  418.2  22.6  -
Rhodospirillaceae_Haematospirillum               -          LKAP-TSAKG2_C04_028_2018_2 -               29     753      21     805       3     821    1408    +    1.7e-125  418.1  22.6  -
Flavobacteriaceae_Maribacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     809      21     808       4     820    1443    +    1.7e-125  417.8  21.5  -
Cytophagaceae_Arcicella                          -          LKAP-TSAKG2_C04_028_2018_2 -                9     767      21     805      17     818    1410    +    1.7e-125  417.9  21.1  -
Yersiniaceae_Samsonia                            -          LKAP-TSAKG2_C04_028_2018_2 -               50     818      20     792       3     812    1503    +    1.9e-125  417.9  21.1  -
Aurantimonadaceae_Jiella                         -          LKAP-TSAKG2_C04_028_2018_2 -               48     780      20     814       3     823    1445    +      2e-125  417.9  23.2  -
Porphyromonadaceae_Barnesiella                   -          LKAP-TSAKG2_C04_028_2018_2 -               33     815      21     806      13     812    1488    +      2e-125  418.0  20.9  -
Thiotrichaceae_Cocleimonas                       -          LKAP-TSAKG2_C04_028_2018_2 -               34     811      20     802       3     821    1512    +    2.1e-125  417.7  21.0  -
Crocinitomicaceae_Lishizhenia                    -          LKAP-TSAKG2_C04_028_2018_2 -               54     827      21     798       7     815    1513    +    2.1e-125  417.3  20.4  -
Enterobacteriaceae_Yokenella                     -          LKAP-TSAKG2_C04_028_2018_2 -               36     809      20     800       3     820    1434    +    2.6e-125  417.4  21.0  -
Desulfobacteraceae_Desulfospira                  -          LKAP-TSAKG2_C04_028_2018_2 -               15     828      10     810       3     826    1447    +    2.9e-125  417.3  21.5  -
Rhodobacteraceae_Jhaorihella                     -          LKAP-TSAKG2_C04_028_2018_2 -               36     761      20     807       3     823    1400    +    2.9e-125  417.5  22.7  -
Flavobacteriaceae_Polaribacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               29     803      21     808       4     820    1440    +    2.9e-125  417.0  21.0  -
Sterolibacteriaceae_Sterolibacterium             -          LKAP-TSAKG2_C04_028_2018_2 -               43     828      20     808       4     823    1531    +    3.4e-125  417.1  21.6  -
Rhodobacteraceae_Pseudohalocynthiibacter         -          LKAP-TSAKG2_C04_028_2018_2 -               29     754      21     806       4     823    1393    +    3.6e-125  417.0  22.0  -
Hyphomicrobiaceae_Paradevosia                    -          LKAP-TSAKG2_C04_028_2018_2 -               41     760      49     815      28     826    1407    +    3.9e-125  416.9  21.6  -
Iodidimonadaceae_Iodidimonas                     -          LKAP-TSAKG2_C04_028_2018_2 -               36     776      21     809       3     826    1437    +      4e-125  416.8  22.6  -
Rhodobacteraceae_Vadicella                       -          LKAP-TSAKG2_C04_028_2018_2 -               34     759      20     807       3     824    1439    +    4.1e-125  416.8  22.9  -
Methylocystaceae_Chenggangzhangella              -          LKAP-TSAKG2_C04_028_2018_2 -               47     770      20     805       3     820    1448    +    4.1e-125  416.8  23.0  -
Flammeovirgaceae_Sediminitomix                   -          LKAP-TSAKG2_C04_028_2018_2 -               36     809      20     805       3     817    1415    +    4.2e-125  416.7  20.9  -
Mesoaciditogaceae_Mesoaciditoga                  -          LKAP-TSAKG2_C04_028_2018_2 -               37     823      21     806       3     822    1462    +    4.3e-125  416.7  21.7  -
Rhodobacteraceae_Dinoroseobacter                 -          LKAP-TSAKG2_C04_028_2018_2 -                1     696      64     807      64     822    1262    +    4.3e-125  416.8  22.5  -
Rhodobiaceae_Roseospirillum                      -          LKAP-TSAKG2_C04_028_2018_2 -                3     712      53     813      51     825    1310    +    4.3e-125  416.8  21.0  -
Acetobacteraceae_Ameyamaea                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     761      21     813       3     827    1414    +    4.3e-125  416.9  22.8  -
Caldisericaceae_Caldisericum                     -          LKAP-TSAKG2_C04_028_2018_2 -               15     829      10     813       3     826    1481    +    4.5e-125  416.5  21.8  -
Flavobacteriaceae_Moheibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               49     819      21     807       5     816    1481    +    4.7e-125  416.1  21.1  -
Piscirickettsiaceae_Piscirickettsia              -          LKAP-TSAKG2_C04_028_2018_2 -               48     827      20     804       3     822    1534    +      5e-125  416.3  20.8  -
Nocardiopsaceae_Lipingzhangella                  -          LKAP-TSAKG2_C04_028_2018_2 -               36     837      11     817       3     826    1528    +    5.4e-125  416.5  21.7  -
Porphyromonadaceae_Petrimonas                    -          LKAP-TSAKG2_C04_028_2018_2 -               10     787      21     805      16     812    1411    +    5.7e-125  416.0  21.1  -
Sphaerobacteraceae_Sphaerobacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               18     777      20     813       6     827    1500    +    5.8e-125  416.4  22.6  -
Synergistaceae_Aminivibrio                       -          LKAP-TSAKG2_C04_028_2018_2 -               15     773      10     805       3     819    1441    +    6.3e-125  416.1  23.4  -
Sphingomonadaceae_Parablastomonas                -          LKAP-TSAKG2_C04_028_2018_2 -                2     737      23     809      22     822    1397    +    6.4e-125  416.1  21.7  -
Acetobacteraceae_Saccharibacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               43     769      21     807       4     825    1436    +    6.7e-125  416.3  22.4  -
Alcaligenaceae_Verticiella                       -          LKAP-TSAKG2_C04_028_2018_2 -               30     812      21     816       5     826    1454    +      7e-125  416.1  20.6  -
Rhodobiaceae_Microbaculum                        -          LKAP-TSAKG2_C04_028_2018_2 -               49     769      21     803       3     820    1455    +    7.1e-125  415.9  22.9  -
Erwiniaceae_Phaseolibacter                       -          LKAP-TSAKG2_C04_028_2018_2 -               43     816      20     798       3     819    1522    +    7.1e-125  416.0  21.2  -
Chromobacteriaceae_Leeia                         -          LKAP-TSAKG2_C04_028_2018_2 -                4     783      21     809      18     822    1416    +    7.8e-125  416.0  21.1  -
Propionibacteriaceae_Pseudopropionibacterium     -          LKAP-TSAKG2_C04_028_2018_2 -               19     797      10     815       3     825    1506    +    8.1e-125  415.7  22.5  -
Acetobacteraceae_Rhodopila                       -          LKAP-TSAKG2_C04_028_2018_2 -               49     801      21     817       4     827    1465    +    8.1e-125  416.1  22.7  -
Acetobacteraceae_Crenalkalicoccus                -          LKAP-TSAKG2_C04_028_2018_2 -               94     801      57     808      33     826    1514    +    8.8e-125  416.0  21.5  -
Acidimicrobiaceae_Acidimicrobium                 -          LKAP-TSAKG2_C04_028_2018_2 -               49     793      21     807       3     823    1465    +      9e-125  415.8  22.7  -
Comamonadaceae_Zhizhongheella                    -          LKAP-TSAKG2_C04_028_2018_2 -               67     848      20     814       3     826    1548    +      1e-124  415.5  21.5  -
Glycomycetaceae_Salininema                       -          LKAP-TSAKG2_C04_028_2018_2 -               35     828      10     817       3     827    1492    +    1.1e-124  415.5  22.1  -
Rhodobacteraceae_Albirhodobacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               14     753      21     807      10     822    1405    +    1.1e-124  415.3  22.6  -
Rhodobacteraceae_Roseicitreum                    -          LKAP-TSAKG2_C04_028_2018_2 -               48     773      20     807       3     822    1429    +    1.1e-124  415.3  23.0  -
Erythrobacteraceae_Erythromicrobium              -          LKAP-TSAKG2_C04_028_2018_2 -               19     744      21     808       6     820    1413    +    1.2e-124  415.2  22.4  -
Synergistaceae_Fretibacterium                    -          LKAP-TSAKG2_C04_028_2018_2 -               79     777      62     805      42     818    1440    +    1.2e-124  415.3  22.3  -
Hyphomonadaceae_Woodsholea                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     754      21     810       3     824    1421    +    1.4e-124  415.0  22.0  -
Rhodobacteraceae_Thiobacimonas                   -          LKAP-TSAKG2_C04_028_2018_2 -               48     772      20     807       3     822    1425    +    1.4e-124  414.9  23.3  -
Flavobacteriaceae_Euzebyella                     -          LKAP-TSAKG2_C04_028_2018_2 -               49     827      21     807       5     820    1489    +    1.4e-124  414.6  21.6  -
Alteromonadales_Motilimonas                      -          LKAP-TSAKG2_C04_028_2018_2 -               28     819      20     816       3     823    1467    +    1.5e-124  414.7  21.4  -
Nautiliaceae_Nitratiruptor                       -          LKAP-TSAKG2_C04_028_2018_2 -               15     796      10     812       3     826    1409    +    1.6e-124  415.0  22.7  -
Acetobacteraceae_Neoasaia                        -          LKAP-TSAKG2_C04_028_2018_2 -               29     754      21     806       3     815    1457    +    1.8e-124  414.8  23.8  -
Oceanospirillaceae_Pseudospirillum               -          LKAP-TSAKG2_C04_028_2018_2 -               28     800      20     802       3     822    1459    +    1.9e-124  414.7  21.0  -
Anaerolineaceae_Ornatilinea                      -          LKAP-TSAKG2_C04_028_2018_2 -               45     809      20     813       3     826    1462    +    1.9e-124  414.8  23.4  -
Enterobacteriaceae_Rosenbergiella                -          LKAP-TSAKG2_C04_028_2018_2 -               42     816      20     796       3     817    1500    +    1.9e-124  414.5  20.9  -
Hyphomicrobiaceae_Methylorhabdus                 -          LKAP-TSAKG2_C04_028_2018_2 -               49     776      21     812       3     825    1337    +      2e-124  414.7  22.5  -
Thermaceae_Marinithermus                         -          LKAP-TSAKG2_C04_028_2018_2 -               49     820      20     807       3     821    1493    +      2e-124  414.7  22.1  -
Prolixibacteraceae_Mangrovibacterium             -          LKAP-TSAKG2_C04_028_2018_2 -               29     790      21     794       3     812    1447    +      2e-124  414.2  19.8  -
Pseudomonadaceae_Permianibacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               20     777      26     806       9     825    1423    +    2.1e-124  414.5  20.8  -
Rhodobacteraceae_Pseudodonghicola                -          LKAP-TSAKG2_C04_028_2018_2 -               47     766      21     803       3     819    1424    +    2.2e-124  414.4  23.1  -
Alteromonadales_Neiella                          -          LKAP-TSAKG2_C04_028_2018_2 -               48     828      20     811       3     823    1501    +    2.3e-124  414.1  21.3  -
Moraxellaceae_Fluviicoccus                       -          LKAP-TSAKG2_C04_028_2018_2 -               10     774      25     812      18     826    1405    +    2.4e-124  414.1  20.9  -
Sphingomonadaceae_Parasphingopyxis               -          LKAP-TSAKG2_C04_028_2018_2 -               43     768      21     808       3     824    1447    +    2.5e-124  414.2  22.6  -
Sphingobacteriaceae_Pseudopedobacter             -          LKAP-TSAKG2_C04_028_2018_2 -               49     831      21     808       5     820    1518    +    2.6e-124  414.0  20.9  -
Rhodobacteraceae_Brevirhabdus                    -          LKAP-TSAKG2_C04_028_2018_2 -               29     757      21     811       4     824    1384    +    2.9e-124  414.1  23.1  -
Rhodobacteraceae_Xuhuaishuia                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     757      21     811       4     824    1384    +    2.9e-124  414.1  23.1  -
Pseudomonadaceae_Oblitimonas                     -          LKAP-TSAKG2_C04_028_2018_2 -               28     814      20     807       3     824    1469    +    3.1e-124  413.7  20.8  -
Rhodobacteraceae_Pontibaca                       -          LKAP-TSAKG2_C04_028_2018_2 -               50     780      20     812       3     823    1434    +    3.4e-124  413.8  23.0  -
Flavobacteriaceae_Arenibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               29     806      21     807       5     815    1446    +    3.5e-124  413.4  21.5  -
Thiobacilliaceae_Annwoodia                       -          LKAP-TSAKG2_C04_028_2018_2 -               47     831      20     815       4     826    1525    +    3.5e-124  413.8  21.3  -
Alcaligenaceae_Ampullimonas                      -          LKAP-TSAKG2_C04_028_2018_2 -               45     821      20     813       3     826    1519    +    3.8e-124  413.7  21.4  -
Rhodocyclaceae_Sulfurisoma                       -          LKAP-TSAKG2_C04_028_2018_2 -               28     805      20     808       4     823    1460    +    4.1e-124  413.7  21.4  -
Oscillatoriales_Halospirulina                    -          LKAP-TSAKG2_C04_028_2018_2 -               28     751      20     803       4     822    1388    +    4.3e-124  413.5  22.9  -
Rhodospirillaceae_Marispirillum                  -          LKAP-TSAKG2_C04_028_2018_2 -               48     774      21     809       3     823    1450    +    4.5e-124  413.4  22.5  -
Chitinophagaceae_Filimonas                       -          LKAP-TSAKG2_C04_028_2018_2 -               49     816      21     797       4     804    1493    +      5e-124  413.0  20.6  -
Rhodobacteraceae_Youngimonas                     -          LKAP-TSAKG2_C04_028_2018_2 -               31     756      20     808       3     822    1423    +    5.2e-124  413.2  23.0  -
Alcaligenaceae_Saccharedens                      -          LKAP-TSAKG2_C04_028_2018_2 -               13     803      21     822      11     827    1354    +    5.2e-124  413.4  20.1  -
Chromatiaceae_Phaeochromatium                    -          LKAP-TSAKG2_C04_028_2018_2 -                8     778      21     806      16     823    1434    +    5.8e-124  413.1  21.1  -
Acidiferrobacteraceae_Sulfuricaulis              -          LKAP-TSAKG2_C04_028_2018_2 -               29     806      21     813       4     827    1453    +    6.6e-124  412.8  20.6  -
Flammeovirgaceae_Limibacter                      -          LKAP-TSAKG2_C04_028_2018_2 -               40     812      21     805       4     821    1467    +    6.9e-124  412.8  21.9  -
Phyllobacteriaceae_Roseitalea                    -          LKAP-TSAKG2_C04_028_2018_2 -               44     764      46     814      25     824    1419    +      7e-124  412.7  21.1  -
Alteromonadaceae_Planctobacterium                -          LKAP-TSAKG2_C04_028_2018_2 -               48     826      20     812       3     827    1497    +    7.4e-124  412.4  20.9  -
Rhodospirillaceae_Aestuariispira                 -          LKAP-TSAKG2_C04_028_2018_2 -               28     764      20     808       3     821    1417    +    7.5e-124  412.5  22.8  -
Cytophagaceae_Flectobacillus                     -          LKAP-TSAKG2_C04_028_2018_2 -               25     758      61     806      54     816    1400    +    7.9e-124  412.3  20.8  -
Nocardiopsaceae_Allosalinactinospora             -          LKAP-TSAKG2_C04_028_2018_2 -               41     834      10     815       3     825    1485    +    8.3e-124  412.7  21.5  -
Rhodobacteraceae_Nesiotobacter                   -          LKAP-TSAKG2_C04_028_2018_2 -                8     735      21     810      16     824    1384    +      9e-124  412.4  22.2  -
Pseudonocardiaceae_Actinorectispora              -          LKAP-TSAKG2_C04_028_2018_2 -               23     778      20     818       3     826    1445    +      9e-124  412.3  22.9  -
Oxalobacteraceae_Paraherbaspirillum              -          LKAP-TSAKG2_C04_028_2018_2 -                1     775      21     806      21     824    1397    +    9.3e-124  412.4  20.5  -
Cytophagaceae_Nibrella                           -          LKAP-TSAKG2_C04_028_2018_2 -               16     768      52     809      32     823    1358    +    9.9e-124  412.0  20.7  -
Rhodobacteraceae_Marivivens                      -          LKAP-TSAKG2_C04_028_2018_2 -               28     761      20     815       3     827    1385    +      1e-123  412.2  22.8  -
Sphingomonadaceae_Rhizorhapis                    -          LKAP-TSAKG2_C04_028_2018_2 -               48     775      20     809       3     823    1453    +      1e-123  412.1  23.0  -
Cytophagaceae_Larkinella                         -          LKAP-TSAKG2_C04_028_2018_2 -               36     798      21     804       5     819    1433    +    1.1e-123  411.9  21.6  -
Phyllobacteriaceae_Thalassocola                  -          LKAP-TSAKG2_C04_028_2018_2 -               32     761      21     814       4     825    1443    +    1.1e-123  412.2  21.7  -
Methylococcaceae_Methyloglobulus                 -          LKAP-TSAKG2_C04_028_2018_2 -               49     814      21     804       4     825    1493    +    1.1e-123  412.1  20.7  -
Bifidobacteriaceae_Gardnerella                   -          LKAP-TSAKG2_C04_028_2018_2 -               43     826      10     814       3     826    1475    +    1.2e-123  411.9  21.9  -
Propionibacteriaceae_Raineyella                  -          LKAP-TSAKG2_C04_028_2018_2 -               22     752      54     806      32     823    1376    +    1.2e-123  411.9  21.1  -
Acetobacteraceae_Nguyenibacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               25     752      21     808       4     825    1407    +    1.3e-123  412.1  22.5  -
Flavobacteriaceae_Riemerella                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     798      21     801       5     820    1440    +    1.3e-123  411.7  20.0  -
Rhodocyclaceae_Denitratisoma                     -          LKAP-TSAKG2_C04_028_2018_2 -               38     813      20     806       4     823    1492    +    1.3e-123  411.9  21.4  -
Rhodospirillaceae_Defluviicoccus                 -          LKAP-TSAKG2_C04_028_2018_2 -               47     782      20     813       3     827    1452    +    1.4e-123  411.9  22.6  -
Enterobacteriaceae_Enterobacillus                -          LKAP-TSAKG2_C04_028_2018_2 -               51     824      20     798       3     819    1404    +    1.4e-123  411.7  21.0  -
Chitinophagaceae_Sediminibacterium               -          LKAP-TSAKG2_C04_028_2018_2 -               10     777      21     797      15     807    1429    +    1.4e-123  411.6  19.9  -
Hafniaceae_Obesumbacterium                       -          LKAP-TSAKG2_C04_028_2018_2 -               22     797      20     800       3     820    1490    +    1.6e-123  411.3  20.9  -
Coxiellaceae_Diplorickettsia                     -          LKAP-TSAKG2_C04_028_2018_2 -               28     823      20     808       3     823    1488    +    1.6e-123  411.5  21.5  -
Rickettsiaceae_Orientia                          -          LKAP-TSAKG2_C04_028_2018_2 -               28     778      20     814       3     826    1459    +    1.7e-123  411.7  22.1  -
Rhodospirillaceae_Elstera                        -          LKAP-TSAKG2_C04_028_2018_2 -               15     745      49     825      28     828    1356    +    1.8e-123  411.3  18.9  -
Hyphomicrobiaceae_Youhaiella                     -          LKAP-TSAKG2_C04_028_2018_2 -               59     778      49     815      28     826    1447    +    1.9e-123  411.2  21.6  -
Burkholderiales_Methylibium                      -          LKAP-TSAKG2_C04_028_2018_2 -               36     818      20     813       3     825    1514    +      2e-123  411.2  21.3  -
Chromatiaceae_Isochromatium                      -          LKAP-TSAKG2_C04_028_2018_2 -                4     768      21     801      18     820    1450    +      2e-123  411.0  20.6  -
Saccharospirillaceae_Gynuella                    -          LKAP-TSAKG2_C04_028_2018_2 -               48     820      20     799       3     819    1503    +    2.3e-123  410.9  21.0  -
Peptostreptococcaceae_Peptoanaerobacter          -          LKAP-TSAKG2_C04_028_2018_2 -               49     822      21     813       3     821    1517    +    2.3e-123  411.0  22.3  -
Anaplasmataceae_Anaplasma                        -          LKAP-TSAKG2_C04_028_2018_2 -               39     799      20     822       4     828    1433    +    2.5e-123  411.0  21.8  -
Burkholderiales_Paucibacter                      -          LKAP-TSAKG2_C04_028_2018_2 -               24     810      20     819       3     827    1429    +    2.6e-123  410.8  21.3  -
Acidobacteriaceae_Bryocella                      -          LKAP-TSAKG2_C04_028_2018_2 -               34     794      10     816       3     826    1416    +    2.7e-123  410.6  22.6  -
Rhodobacteraceae_Maliponia                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     742      21     807       3     822    1373    +    2.8e-123  410.9  22.6  -
Pseudobacteriovoracaceae_Pseudobacteriovorax     -          LKAP-TSAKG2_C04_028_2018_2 -                2     793      22     823      21     827    1466    +    3.1e-123  410.5  19.9  -
Flavobacteriaceae_Sinomicrobium                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     825      21     811       3     822    1485    +    3.6e-123  410.2  22.3  -
Rhodobacteraceae_Thalassobacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     775      21     807       3     822    1465    +    3.7e-123  410.3  22.3  -
Pseudomonadaceae_Rugamonas                       -          LKAP-TSAKG2_C04_028_2018_2 -               73     819      51     806       6     824    1456    +    3.8e-123  410.3  20.9  -
Alcaligenaceae_Paracandidimonas                  -          LKAP-TSAKG2_C04_028_2018_2 -               25     789      55     823      33     827    1428    +      4e-123  410.3  19.5  -
Rhodobacteraceae_Roseibaca                       -          LKAP-TSAKG2_C04_028_2018_2 -               19     743      20     807       4     823    1425    +    4.1e-123  410.2  23.1  -
Alcaligenaceae_Basilea                           -          LKAP-TSAKG2_C04_028_2018_2 -               63     843      21     806       5     818    1559    +    4.4e-123  410.1  21.2  -
Neisseriaceae_Rivicola                           -          LKAP-TSAKG2_C04_028_2018_2 -                1     776      21     807      21     820    1424    +    4.6e-123  410.0  21.4  -
Nevskiaceae_Alkanibacter                         -          LKAP-TSAKG2_C04_028_2018_2 -                8     769      21     804      16     820    1438    +    4.6e-123  410.1  20.9  -
Lentisphaeraceae_Lentisphaera                    -          LKAP-TSAKG2_C04_028_2018_2 -               40     781      21     797       7     813    1465    +    4.6e-123  410.0  22.0  -
Bdellovibrionaceae_Vampirovibrio                 -          LKAP-TSAKG2_C04_028_2018_2 -               41     799      21     820       4     827    1446    +    4.9e-123  409.9  21.8  -
Acidobacteriaceae_Terracidiphilus                -          LKAP-TSAKG2_C04_028_2018_2 -               35     790      10     810       3     825    1464    +    5.3e-123  409.8  22.5  -
Bryobacteraceae_Bryobacter                       -          LKAP-TSAKG2_C04_028_2018_2 -               25     763      20     806       3     822    1391    +    5.7e-123  409.6  22.4  -
Oligosphaeraceae_Oligosphaera                    -          LKAP-TSAKG2_C04_028_2018_2 -               40     789      46     820      25     827    1434    +    6.7e-123  409.4  20.9  -
Crocinitomicaceae_Brumimicrobium                 -          LKAP-TSAKG2_C04_028_2018_2 -               37     803      20     797       3     812    1484    +    7.3e-123  409.1  21.0  -
Flavobacteriaceae_Seonamhaeicola                 -          LKAP-TSAKG2_C04_028_2018_2 -               30     803      21     807       5     818    1441    +      8e-123  408.8  21.2  -
Lysobacteraceae_Panacagrimonas                   -          LKAP-TSAKG2_C04_028_2018_2 -               39     801      21     803       4     823    1477    +    8.1e-123  409.3  21.0  -
Acidobacteriaceae_Telmatobacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               35     790      10     810       3     825    1406    +    8.5e-123  409.1  22.6  -
Planctomycetaceae_Rhodopirellula                 -          LKAP-TSAKG2_C04_028_2018_2 -               29     804      21     817       5     826    1457    +    9.4e-123  408.7  20.4  -
Flavobacteriaceae_Bizionia                       -          LKAP-TSAKG2_C04_028_2018_2 -               28     809      20     807       4     819    1449    +    9.8e-123  408.7  21.1  -
Rhodospirillaceae_Tistlia                        -          LKAP-TSAKG2_C04_028_2018_2 -               39     766      21     810       3     823    1299    +      1e-122  409.2  23.0  -
Prevotellaceae_Alloprevotella                    -          LKAP-TSAKG2_C04_028_2018_2 -               29     802      21     797      14     815    1455    +      1e-122  408.6  20.6  -
Acetobacteraceae_Kozakia                         -          LKAP-TSAKG2_C04_028_2018_2 -               29     755      21     807       3     826    1415    +    1.1e-122  409.0  23.1  -
Emcibacteraceae_Emcibacter                       -          LKAP-TSAKG2_C04_028_2018_2 -               48     783      20     807       3     824    1460    +    1.1e-122  408.8  22.5  -
Hyphomonadaceae_Robiginitomaculum                -          LKAP-TSAKG2_C04_028_2018_2 -               35     766      21     804       3     818    1415    +    1.2e-122  408.6  22.1  -
Leptospiraceae_Turneriella                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     798      21     820       4     826    1440    +    1.2e-122  408.5  20.9  -
Anaerolineaceae_Thermomarinilinea                -          LKAP-TSAKG2_C04_028_2018_2 -               28     786      20     803       4     815    1435    +    1.3e-122  408.8  22.9  -
Propionibacteriaceae_Auraticoccus                -          LKAP-TSAKG2_C04_028_2018_2 -               36     816      10     817       3     826    1449    +    1.4e-122  408.5  22.3  -
Rhodobacteraceae_Litorisediminicola              -          LKAP-TSAKG2_C04_028_2018_2 -               29     751      21     807       3     823    1382    +    1.6e-122  408.4  22.4  -
Stigonematales_Iphinoe                           -          LKAP-TSAKG2_C04_028_2018_2 -               49     772      21     804       4     819    1446    +    1.6e-122  408.3  23.3  -
Rhodocyclaceae_Niveibacterium                    -          LKAP-TSAKG2_C04_028_2018_2 -                2     777      25     811      24     823    1394    +    1.6e-122  408.1  21.3  -
