# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          F0113_LKAP-FHGF1_B04_030 -               27     836       9     817       2     817    1466    +    8.9e-307 1018.5  23.0  -
Euzebyaceae_Euzebya                              -          F0113_LKAP-FHGF1_B04_030 -               27     782       9     796       2     815    1476    +    1.7e-125  418.1  22.4  -
Chrysiogenaceae_Chrysiogenes                     -          F0113_LKAP-FHGF1_B04_030 -               76     802      66     797      45     814    1511    +    1.9e-125  417.9  21.0  -
Nocardiaceae_Smaragdicoccus                      -          F0113_LKAP-FHGF1_B04_030 -               46     803       9     805       3     816    1478    +    1.9e-125  417.8  22.6  -
Microbacteriaceae_Pontimonas                     -          F0113_LKAP-FHGF1_B04_030 -               30     783       9     793       3     813    1439    +    1.9e-125  418.0  22.3  -
Rhodobacteraceae_Pseudodonghicola                -          F0113_LKAP-FHGF1_B04_030 -               45     760       9     791       3     810    1424    +      2e-125  417.9  20.3  -
Brevibacteriaceae_Spelaeicoccus                  -          F0113_LKAP-FHGF1_B04_030 -               10     779       9     798       4     816    1397    +      2e-125  417.8  21.4  -
Ruminococcaceae_Ruthenibacterium                 -          F0113_LKAP-FHGF1_B04_030 -               47     821       9     800       2     816    1519    +    2.1e-125  417.6  22.4  -
Cyclobacteriaceae_Fontibacter                    -          F0113_LKAP-FHGF1_B04_030 -               50     816       9     793       2     807    1488    +    2.1e-125  417.6  19.9  -
Acidobacteria_Vicinamibacter                     -          F0113_LKAP-FHGF1_B04_030 -               47     843       9     804       3     817    1515    +    2.2e-125  417.8  22.3  -
Flavobacteriaceae_Lutimonas                      -          F0113_LKAP-FHGF1_B04_030 -               27     815       9     809       3     815    1449    +    2.4e-125  417.2  21.9  -
Lachnospiraceae_Stomatobaculum                   -          F0113_LKAP-FHGF1_B04_030 -                4     725      62     805      59     816    1377    +    2.5e-125  417.6  21.6  -
Bacillaceae_Halalkalibacillus                    -          F0113_LKAP-FHGF1_B04_030 -               20     827       9     802       3     815    1492    +    2.8e-125  417.2  22.4  -
Kineosporiaceae_Thalassiella                     -          F0113_LKAP-FHGF1_B04_030 -               34     789       9     795       3     815    1466    +    2.8e-125  417.4  22.5  -
Flavobacteriaceae_Cloacibacterium                -          F0113_LKAP-FHGF1_B04_030 -               27     791       9     793       3     812    1439    +    2.9e-125  416.8  21.3  -
Flavobacteriaceae_Subsaxibacter                  -          F0113_LKAP-FHGF1_B04_030 -               47     812       9     793       2     813    1479    +      3e-125  416.9  21.2  -
Eubacteriaceae_Garciella                         -          F0113_LKAP-FHGF1_B04_030 -               22     783       9     796       3     814    1471    +      3e-125  417.3  22.0  -
Chitinophagaceae_Niabella                        -          F0113_LKAP-FHGF1_B04_030 -               38     770      61     793      41     804    1406    +      3e-125  417.2  20.6  -
Halanaerobiales_Anoxybacter                      -          F0113_LKAP-FHGF1_B04_030 -               31     844       9     806       3     815    1500    +      3e-125  417.1  22.2  -
Bacillales_Thermicanus                           -          F0113_LKAP-FHGF1_B04_030 -               88     826      65     803      45     815    1426    +    3.1e-125  417.1  21.7  -
Flavobacteriaceae_Mesoflavibacter                -          F0113_LKAP-FHGF1_B04_030 -               27     798       9     793       3     813    1443    +    3.3e-125  416.9  21.4  -
Flavobacteriaceae_Spongiibacterium               -          F0113_LKAP-FHGF1_B04_030 -               46     818       8     793       2     813    1485    +    3.4e-125  416.8  21.8  -
Hyphomonadaceae_Ponticaulis                      -          F0113_LKAP-FHGF1_B04_030 -               28     720      64     795      44     812    1328    +    3.5e-125  417.0  20.6  -
Ruminococcaceae_Subdoligranulum                  -          F0113_LKAP-FHGF1_B04_030 -                1     777      11     803      11     815    1428    +    3.5e-125  417.0  23.0  -
Lachnospiraceae_Shuttleworthia                   -          F0113_LKAP-FHGF1_B04_030 -               27     801       9     800       3     815    1456    +    3.5e-125  416.9  22.3  -
Sphingobacteriaceae_Arcticibacter                -          F0113_LKAP-FHGF1_B04_030 -               27     793       9     794       3     807    1441    +    3.5e-125  416.9  20.8  -
Chitinophagaceae_Filimonas                       -          F0113_LKAP-FHGF1_B04_030 -               47     817       9     792       3     797    1493    +    3.8e-125  416.7  21.3  -
Clostridiaceae_Caminicella                       -          F0113_LKAP-FHGF1_B04_030 -               41     812       9     802       3     814    1456    +      4e-125  416.8  23.0  -
Flavobacteriaceae_Wenyingzhuangia                -          F0113_LKAP-FHGF1_B04_030 -               27     798       9     793       3     813    1444    +    4.3e-125  416.4  20.7  -
Propionibacteriaceae_Propionicicella             -          F0113_LKAP-FHGF1_B04_030 -               17     772       9     797       3     815    1469    +    4.3e-125  416.7  21.8  -
Ruminococcaceae_Papillibacter                    -          F0113_LKAP-FHGF1_B04_030 -               40     808       9     805       3     816    1491    +    4.4e-125  416.6  22.3  -
Clostridiaceae_Fervidicella                      -          F0113_LKAP-FHGF1_B04_030 -                6     718      65     796      61     815    1423    +      5e-125  416.5  20.8  -
Syntrophomonadaceae_Thermohydrogenium            -          F0113_LKAP-FHGF1_B04_030 -               44     800       9     799       3     817    1508    +    5.2e-125  416.3  22.1  -
Microbacteriaceae_Rudaibacter                    -          F0113_LKAP-FHGF1_B04_030 -               35     799       9     805       3     815    1466    +    5.2e-125  416.4  21.3  -
Clostridiales_Flavonifractor                     -          F0113_LKAP-FHGF1_B04_030 -               21     800       9     804       3     815    1465    +    5.3e-125  416.4  21.7  -
Eubacteriaceae_Anaerofustis                      -          F0113_LKAP-FHGF1_B04_030 -               18     788       9     800       3     816    1462    +    5.4e-125  416.4  22.8  -
Intrasporangiaceae_Kribbia                       -          F0113_LKAP-FHGF1_B04_030 -               27     779       9     795       4     814    1476    +    6.7e-125  416.0  21.6  -
Lachnospiraceae_Moryella                         -          F0113_LKAP-FHGF1_B04_030 -               49     766      61     800      37     815    1374    +    7.1e-125  416.1  21.8  -
Sphingobacteriaceae_Parapedobacter               -          F0113_LKAP-FHGF1_B04_030 -               37     807       9     796       3     809    1474    +    7.1e-125  415.6  21.9  -
Kosmotogaceae_Mesotoga                           -          F0113_LKAP-FHGF1_B04_030 -               35     792       9     795       5     811    1478    +    7.1e-125  416.1  21.8  -
Synergistaceae_Thermovirga                       -          F0113_LKAP-FHGF1_B04_030 -                3     762      15     806      13     816    1427    +    7.2e-125  415.9  23.7  -
Flavobacteriaceae_Flavivirga                     -          F0113_LKAP-FHGF1_B04_030 -               27     794       9     793       3     807    1439    +    8.6e-125  415.4  21.4  -
Propionibacteriaceae_Propionicimonas             -          F0113_LKAP-FHGF1_B04_030 -               41     793       9     796       3     813    1504    +    8.8e-125  415.7  22.1  -
Clostridiaceae_Oceanirhabdus                     -          F0113_LKAP-FHGF1_B04_030 -               47     805       9     802       3     816    1473    +      9e-125  415.6  22.0  -
Carnobacteriaceae_Alloiococcus                   -          F0113_LKAP-FHGF1_B04_030 -               46     840       9     807       3     816    1525    +      1e-124  415.4  22.0  -
Microbacteriaceae_Phycicola                      -          F0113_LKAP-FHGF1_B04_030 -               17     771       9     793       3     813    1416    +      1e-124  415.4  22.0  -
Aerococcaceae_Globicatella                       -          F0113_LKAP-FHGF1_B04_030 -               16     809       9     803       3     816    1490    +    1.1e-124  415.1  22.3  -
Lachnospiraceae_Marvinbryantia                   -          F0113_LKAP-FHGF1_B04_030 -               18     793       9     804       3     816    1456    +    1.1e-124  415.4  22.5  -
Clostridiaceae_Extibacter                        -          F0113_LKAP-FHGF1_B04_030 -               36     805       9     796       3     812    1436    +    1.2e-124  415.1  22.6  -
Clostridiaceae_Thermobrachium                    -          F0113_LKAP-FHGF1_B04_030 -                4     721      65     802      62     816    1404    +    1.4e-124  415.1  21.0  -
Flavobacteriaceae_Formosa                        -          F0113_LKAP-FHGF1_B04_030 -               24     792       9     794       3     813    1428    +    1.5e-124  414.5  21.3  -
Flavobacteriaceae_Tamlana                        -          F0113_LKAP-FHGF1_B04_030 -               27     795       9     793       4     813    1474    +    1.5e-124  414.5  21.8  -
Flavobacteriaceae_Salinimicrobium                -          F0113_LKAP-FHGF1_B04_030 -               27     800       9     799       3     815    1467    +    1.6e-124  414.4  21.9  -
Deferribacteraceae_Calditerrivibrio              -          F0113_LKAP-FHGF1_B04_030 -               36     821       9     804       3     815    1487    +    1.7e-124  414.8  22.4  -
Clostridiales_Marinisporobacter                  -          F0113_LKAP-FHGF1_B04_030 -               27     789       9     802       3     817    1435    +    1.8e-124  414.5  22.1  -
Eubacteriaceae_Peptoclostridium                  -          F0113_LKAP-FHGF1_B04_030 -               39     809       9     801       3     816    1508    +    1.9e-124  414.6  22.4  -
Aerococcaceae_Eremococcus                        -          F0113_LKAP-FHGF1_B04_030 -               18     810       9     803       3     816    1385    +    1.9e-124  414.4  21.7  -
Promicromonosporaceae_Xylanibacterium            -          F0113_LKAP-FHGF1_B04_030 -               48     798       9     797       3     815    1513    +      2e-124  414.6  22.1  -
Clostridiales_Sporanaerobacter                   -          F0113_LKAP-FHGF1_B04_030 -               47     820       9     801       3     816    1523    +    2.1e-124  414.2  22.0  -
Eggerthellaceae_Gordonibacter                    -          F0113_LKAP-FHGF1_B04_030 -               33     781       9     794       4     812    1437    +    2.1e-124  414.2  21.9  -
Cellulomonadaceae_Sediminihabitans               -          F0113_LKAP-FHGF1_B04_030 -               27     782       9     796       3     815    1475    +    2.2e-124  414.3  22.0  -
Clostridiales_Pseudoflavonifractor               -          F0113_LKAP-FHGF1_B04_030 -               27     805       9     803       3     815    1483    +    2.2e-124  414.4  21.8  -
Microbacteriaceae_Parafrigoribacterium           -          F0113_LKAP-FHGF1_B04_030 -               84     835       9     793       3     813    1476    +    2.5e-124  414.2  22.0  -
Clostridiaceae_Saccharofermentans                -          F0113_LKAP-FHGF1_B04_030 -               42     813       9     804       3     816    1510    +    2.7e-124  413.9  22.4  -
Mycoplasmataceae_Ureaplasma                      -          F0113_LKAP-FHGF1_B04_030 -               76     808      65     786      44     805    1476    +    2.7e-124  413.9  20.9  -
Nocardioidaceae_Flindersiella                    -          F0113_LKAP-FHGF1_B04_030 -               11     771       9     806       3     815    1401    +    2.8e-124  414.0  22.8  -
Rhodobacteraceae_Youngimonas                     -          F0113_LKAP-FHGF1_B04_030 -               30     746       9     792       3     812    1423    +    2.8e-124  414.0  20.3  -
Bacillaceae_Microaerobacter                      -          F0113_LKAP-FHGF1_B04_030 -                2     749      66     802      65     814    1440    +    2.9e-124  413.9  20.9  -
Ruminococcaceae_Fournierella                     -          F0113_LKAP-FHGF1_B04_030 -               47     821       9     800       2     816    1491    +      3e-124  413.9  22.7  -
Microbacteriaceae_Compostimonas                  -          F0113_LKAP-FHGF1_B04_030 -               35     798       9     805       4     815    1422    +      3e-124  413.8  22.2  -
Clostridiaceae_Eisenbergiella                    -          F0113_LKAP-FHGF1_B04_030 -               11     729      65     805      53     816    1390    +    3.2e-124  413.8  21.2  -
Promicromonosporaceae_Xylanimonas                -          F0113_LKAP-FHGF1_B04_030 -               48     804       9     797       3     815    1518    +    3.3e-124  413.7  22.5  -
Pseudonocardiaceae_Actinocrispum                 -          F0113_LKAP-FHGF1_B04_030 -               29     779       9     796       3     816    1480    +    3.5e-124  413.7  23.4  -
Micrococcaceae_Psychromicrobium                  -          F0113_LKAP-FHGF1_B04_030 -               27     756      63     797      43     814    1368    +    3.9e-124  413.5  21.4  -
Microbacteriaceae_Glaciihabitans                 -          F0113_LKAP-FHGF1_B04_030 -               86     796      65     793      41     813    1480    +    4.1e-124  413.4  21.8  -
Veillonellaceae_Negativicoccus                   -          F0113_LKAP-FHGF1_B04_030 -                4     812       9     809       7     816    1401    +    4.3e-124  413.1  22.2  -
Nocardioidaceae_Pimelobacter                     -          F0113_LKAP-FHGF1_B04_030 -               27     779       9     796       3     815    1474    +    4.4e-124  413.4  22.9  -
Microbacteriaceae_Naasia                         -          F0113_LKAP-FHGF1_B04_030 -               36     787       9     793       3     813    1463    +    4.9e-124  413.2  21.6  -
Clostridiales_Finegoldia                         -          F0113_LKAP-FHGF1_B04_030 -                3     775       9     803       7     816    1409    +    6.2e-124  412.9  22.1  -
Propionibacteriaceae_Raineyella                  -          F0113_LKAP-FHGF1_B04_030 -               17     750      37     798      16     816    1376    +    6.4e-124  412.8  22.2  -
Flavobacteriaceae_Apibacter                      -          F0113_LKAP-FHGF1_B04_030 -               55     828       9     801       5     814    1528    +    6.9e-124  412.2  20.1  -
Clostridiaceae_Clostridiisalibacter              -          F0113_LKAP-FHGF1_B04_030 -               39     809       9     800       2     815    1434    +      7e-124  412.7  22.5  -
Microbacteriaceae_Schumannella                   -          F0113_LKAP-FHGF1_B04_030 -               39     791       9     792       3     812    1466    +      7e-124  412.7  22.0  -
Microbacteriaceae_Marisediminicola               -          F0113_LKAP-FHGF1_B04_030 -               47     801       9     796       3     813    1480    +      7e-124  412.5  21.9  -
Halanaerobiaceae_Halothermothrix                 -          F0113_LKAP-FHGF1_B04_030 -               38     844       9     802       3     815    1534    +    7.2e-124  412.4  22.5  -
Rhodobacteraceae_Alkalimicrobium                 -          F0113_LKAP-FHGF1_B04_030 -               71     750      62     791      18     811    1411    +    7.4e-124  412.7  20.4  -
Beutenbergiaceae_Beutenbergia                    -          F0113_LKAP-FHGF1_B04_030 -               36     797       9     796       3     815    1485    +    7.5e-124  412.6  22.2  -
Clostridiales_Soehngenia                         -          F0113_LKAP-FHGF1_B04_030 -               29     798       9     795       3     811    1494    +    8.2e-124  412.5  22.4  -
Micrococcaceae_Renibacterium                     -          F0113_LKAP-FHGF1_B04_030 -               55     824       9     797       4     814    1471    +    8.8e-124  412.3  21.4  -
Spirochaetaceae_Borrelia                         -          F0113_LKAP-FHGF1_B04_030 -               20     794       9     796       3     804    1376    +    9.1e-124  412.1  21.7  -
Clostridiales_Dethiosulfatibacter                -          F0113_LKAP-FHGF1_B04_030 -               51     803       9     797       3     815    1479    +    9.4e-124  412.3  21.5  -
Carnobacteriaceae_Pisciglobus                    -          F0113_LKAP-FHGF1_B04_030 -               50     803      64     807      43     816    1501    +    9.9e-124  412.0  21.5  -
Paenibacillaceae_Gorillibacterium                -          F0113_LKAP-FHGF1_B04_030 -               47     840       9     809       3     816    1529    +      1e-123  412.2  22.2  -
Spirochaetaceae_Salinispira                      -          F0113_LKAP-FHGF1_B04_030 -               75     862       7     805       3     816    1501    +    1.1e-123  411.9  22.1  -
Dermatophilaceae_Dermatophilus                   -          F0113_LKAP-FHGF1_B04_030 -               37     790       9     795       3     814    1464    +    1.2e-123  411.9  21.5  -
Flavobacteriaceae_Sinomicrobium                  -          F0113_LKAP-FHGF1_B04_030 -               47     814       9     794       2     814    1485    +    1.2e-123  411.8  20.4  -
Sporomusaceae_Acetonema                          -          F0113_LKAP-FHGF1_B04_030 -               27     826       9     809       3     816    1510    +    1.3e-123  411.7  21.7  -
Bacillaceae_Streptohalobacillus                  -          F0113_LKAP-FHGF1_B04_030 -                8     819      10     807       4     815    1481    +    1.3e-123  411.6  22.7  -
Flavobacteriaceae_Gramella                       -          F0113_LKAP-FHGF1_B04_030 -               27     800       9     793       2     812    1452    +    1.4e-123  411.2  21.0  -
Ruminococcaceae_Mageeibacillus                   -          F0113_LKAP-FHGF1_B04_030 -               27     805       9     809       3     816    1480    +    1.5e-123  411.5  22.1  -
Iamiaceae_Aquihabitans                           -          F0113_LKAP-FHGF1_B04_030 -               27     777       9     796       3     814    1439    +    1.5e-123  411.8  21.6  -
Clostridiales_Anaerovorax                        -          F0113_LKAP-FHGF1_B04_030 -               47     825       9     807       3     816    1500    +    1.5e-123  411.5  22.4  -
Acidimicrobiales_Aciditerrimonas                 -          F0113_LKAP-FHGF1_B04_030 -               29     795       9     804       3     816    1483    +    1.6e-123  411.7  22.3  -
Clostridiaceae_Haloimpatiens                     -          F0113_LKAP-FHGF1_B04_030 -               47     805       9     802       3     816    1476    +    1.6e-123  411.4  22.1  -
Flavobacteriaceae_Croceitalea                    -          F0113_LKAP-FHGF1_B04_030 -               27     798       9     793       2     812    1494    +    1.6e-123  411.1  21.3  -
Nocardiaceae_Micropolyspora                      -          F0113_LKAP-FHGF1_B04_030 -               35     789       9     796       3     816    1461    +    1.6e-123  411.4  23.3  -
Intrasporangiaceae_Marihabitans                  -          F0113_LKAP-FHGF1_B04_030 -               23     779       9     795       4     815    1435    +    1.7e-123  411.4  21.5  -
Lachnospiraceae_Sporobacterium                   -          F0113_LKAP-FHGF1_B04_030 -               42     810       9     796       3     814    1511    +    1.7e-123  411.3  21.9  -
Hyphomicrobiaceae_Gemmiger                       -          F0113_LKAP-FHGF1_B04_030 -               42     761      64     803      44     815    1426    +    1.7e-123  411.3  21.9  -
Clostridiaceae_Fusicatenibacter                  -          F0113_LKAP-FHGF1_B04_030 -               35     803       9     799       3     814    1423    +    1.9e-123  411.2  21.9  -
Ruminococcaceae_Anaerobacterium                  -          F0113_LKAP-FHGF1_B04_030 -               27     806       9     809       3     816    1451    +    2.1e-123  410.9  21.9  -
Microbacteriaceae_Cnuibacter                     -          F0113_LKAP-FHGF1_B04_030 -               47     802       9     792       3     812    1490    +    2.1e-123  411.1  21.7  -
Verrucomicrobiaceae_Persicirhabdus               -          F0113_LKAP-FHGF1_B04_030 -               38     827       9     812       3     816    1480    +    2.1e-123  411.2  21.4  -
Acidobacteriaceae_Terracidiphilus                -          F0113_LKAP-FHGF1_B04_030 -               47     782       9     796       3     815    1464    +    2.3e-123  411.0  21.5  -
Chroococcales_Rubidibacter                       -          F0113_LKAP-FHGF1_B04_030 -               23     740      64     813      44     817    1359    +    2.3e-123  411.1  21.1  -
Bacillaceae_Texcoconibacillus                    -          F0113_LKAP-FHGF1_B04_030 -                7     785      43     808      36     815    1374    +    2.3e-123  410.8  22.0  -
Clostridiales_Muricomes                          -          F0113_LKAP-FHGF1_B04_030 -               36     806       9     796       3     812    1431    +    2.5e-123  410.8  22.2  -
Bogoriellaceae_Bogoriella                        -          F0113_LKAP-FHGF1_B04_030 -               20     778       9     796       4     815    1476    +    2.5e-123  411.0  21.3  -
Bacillaceae_Aureibacillus                        -          F0113_LKAP-FHGF1_B04_030 -               47     844       9     802       3     814    1517    +    2.7e-123  410.8  21.9  -
Micromonosporaceae_Allocatelliglobosispora       -          F0113_LKAP-FHGF1_B04_030 -               34     788       9     800       3     816    1424    +    2.7e-123  410.8  23.2  -
Nautiliaceae_Thioreductor                        -          F0113_LKAP-FHGF1_B04_030 -               27     766       9     794       3     814    1417    +      3e-123  410.7  20.4  -
Cytophagaceae_Flectobacillus                     -          F0113_LKAP-FHGF1_B04_030 -               26     749      65     791      46     811    1400    +    3.1e-123  410.4  20.9  -
Cellulomonadaceae_Tropicihabitans                -          F0113_LKAP-FHGF1_B04_030 -               27     781       9     796       3     814    1475    +    3.1e-123  410.5  21.8  -
Flavobacteriaceae_Salegentibacter                -          F0113_LKAP-FHGF1_B04_030 -               24     797       9     793       3     812    1471    +    3.3e-123  410.0  20.8  -
Nocardioidaceae_Thermasporomyces                 -          F0113_LKAP-FHGF1_B04_030 -               27     782       9     796       3     815    1447    +    3.5e-123  410.5  23.3  -
Carnobacteriaceae_Lacticigenium                  -          F0113_LKAP-FHGF1_B04_030 -               30     827       9     807       3     816    1446    +    3.5e-123  410.3  21.7  -
Lachnospiraceae_Faecalimonas                     -          F0113_LKAP-FHGF1_B04_030 -               47     814       9     796       3     814    1492    +    4.1e-123  410.0  22.1  -
Propionibacteriaceae_Auraticoccus                -          F0113_LKAP-FHGF1_B04_030 -               48     802       9     797       3     815    1449    +    4.2e-123  410.2  22.5  -
Microbacteriaceae_Homoserinimonas                -          F0113_LKAP-FHGF1_B04_030 -               81     791      65     793      41     813    1469    +    4.7e-123  410.0  21.7  -
Chitinophagaceae_Parasegetibacter                -          F0113_LKAP-FHGF1_B04_030 -               31     804       9     792       3     801    1470    +      5e-123  409.9  21.6  -
Flammeovirgaceae_Limibacter                      -          F0113_LKAP-FHGF1_B04_030 -               38     813       9     800       2     816    1467    +      5e-123  410.0  22.2  -
Lachnospiraceae_Murimonas                        -          F0113_LKAP-FHGF1_B04_030 -                4     767      15     800      12     816    1433    +    5.4e-123  409.7  22.6  -
Caldisericaceae_Caldisericum                     -          F0113_LKAP-FHGF1_B04_030 -               27     824       9     802       3     816    1481    +    5.4e-123  409.6  22.6  -
Lachnospiraceae_Cuneatibacter                    -          F0113_LKAP-FHGF1_B04_030 -               47     816       9     796       3     814    1485    +    5.8e-123  409.7  22.2  -
Porphyromonadaceae_Petrimonas                    -          F0113_LKAP-FHGF1_B04_030 -                8     788       9     800       4     806    1411    +    5.9e-123  409.3  22.3  -
Aerococcaceae_Ignavigranum                       -          F0113_LKAP-FHGF1_B04_030 -               28     822       9     806       3     815    1417    +    6.4e-123  409.4  21.5  -
Rubricoccaceae_Rubricoccus                       -          F0113_LKAP-FHGF1_B04_030 -               32     811       9     805       3     817    1443    +    6.4e-123  409.5  22.2  -
Kineosporiaceae_Quadrisphaera                    -          F0113_LKAP-FHGF1_B04_030 -               48     795       9     795       3     815    1483    +    6.7e-123  409.6  22.1  -
Ruminococcaceae_Anaerotruncus                    -          F0113_LKAP-FHGF1_B04_030 -               18     792       9     803       2     816    1393    +    6.9e-123  409.2  22.3  -
Deferribacteraceae_Denitrovibrio                 -          F0113_LKAP-FHGF1_B04_030 -               34     817       9     800       3     815    1516    +    6.9e-123  409.2  21.9  -
Microbacteriaceae_Canibacter                     -          F0113_LKAP-FHGF1_B04_030 -               15     767       9     794       4     814    1486    +      7e-123  409.3  21.3  -
Thermoanaerobacterales_Mahella                   -          F0113_LKAP-FHGF1_B04_030 -               45     821       7     804       2     815    1531    +    7.2e-123  409.4  22.3  -
Pseudonocardiaceae_Tamaricihabitans              -          F0113_LKAP-FHGF1_B04_030 -               30     782       9     796       3     816    1445    +      8e-123  409.1  22.6  -
Peptococcaceae_Syntrophobotulus                  -          F0113_LKAP-FHGF1_B04_030 -               47     846       9     797       3     815    1554    +    8.4e-123  409.0  22.1  -
Micromonosporaceae_Catelliglobosispora           -          F0113_LKAP-FHGF1_B04_030 -               47     808       9     806       3     816    1510    +    8.6e-123  409.1  22.9  -
Clostridiales_Murdochiella                       -          F0113_LKAP-FHGF1_B04_030 -               12     754      30     796      19     815    1362    +    8.7e-123  409.1  22.0  -
Marinilabiliaceae_Labilibacter                   -          F0113_LKAP-FHGF1_B04_030 -               49     821       9     794       4     809    1470    +    9.4e-123  408.4  21.2  -
Dermacoccaceae_Demetria                          -          F0113_LKAP-FHGF1_B04_030 -               19     776       9     795       3     815    1457    +      1e-122  408.7  21.8  -
Chitinophagaceae_Pseudoflavitalea                -          F0113_LKAP-FHGF1_B04_030 -               25     792       9     792       4     798    1409    +    1.1e-122  408.8  22.6  -
Halanaerobiaceae_Halarsenatibacter               -          F0113_LKAP-FHGF1_B04_030 -               47     853       9     802       3     814    1546    +    1.2e-122  408.5  22.4  -
Ruminococcaceae_Hydrogenoanaerobacterium         -          F0113_LKAP-FHGF1_B04_030 -               46     817       9     801       2     816    1510    +    1.3e-122  408.5  22.1  -
Beutenbergiaceae_Salana                          -          F0113_LKAP-FHGF1_B04_030 -               19     776       9     796       3     815    1447    +    1.3e-122  408.5  21.7  -
Bacillales_Ammoniibacillus                       -          F0113_LKAP-FHGF1_B04_030 -               27     833       9     802       3     814    1523    +    1.5e-122  408.3  22.1  -
Thermogemmatisporaceae_Thermogemmatispora        -          F0113_LKAP-FHGF1_B04_030 -               61     789      64     799      43     812    1443    +    1.5e-122  408.2  22.7  -
Clostridiaceae_Anaerosolibacter                  -          F0113_LKAP-FHGF1_B04_030 -               17     776       9     797       3     816    1412    +    1.6e-122  408.1  21.9  -
Heliobacteriaceae_Hydrogenispora                 -          F0113_LKAP-FHGF1_B04_030 -               27     797       9     809       3     816    1443    +    1.7e-122  408.0  22.0  -
Flavobacteriaceae_Flaviramulus                   -          F0113_LKAP-FHGF1_B04_030 -               35     804       9     793       3     813    1466    +    2.4e-122  407.1  21.5  -
Chitinophagaceae_Segetibacter                    -          F0113_LKAP-FHGF1_B04_030 -               35     807       9     795       4     805    1480    +    2.4e-122  407.7  22.5  -
Aquificales_Thermosulfidibacter                  -          F0113_LKAP-FHGF1_B04_030 -               17     817       9     795       2     812    1450    +    2.4e-122  407.7  22.1  -
Dermatophilaceae_Mobilicoccus                    -          F0113_LKAP-FHGF1_B04_030 -               27     779       9     795       3     815    1474    +    2.4e-122  407.6  21.7  -
Clostridiaceae_Keratinibaculum                   -          F0113_LKAP-FHGF1_B04_030 -               47     813       9     796       3     815    1491    +    2.5e-122  407.6  21.6  -
Odoribacteraceae_Butyricimonas                   -          F0113_LKAP-FHGF1_B04_030 -               47     816       9     792       4     807    1486    +    2.5e-122  407.4  21.8  -
Flavobacteriaceae_Olleya                         -          F0113_LKAP-FHGF1_B04_030 -               27     794       9     793       3     810    1443    +    2.7e-122  407.3  21.3  -
Actinomycetales_Bounagaea                        -          F0113_LKAP-FHGF1_B04_030 -               47     815       9     796       3     816    1497    +    2.9e-122  407.4  22.5  -
Acidaminococcaceae_Succinispira                  -          F0113_LKAP-FHGF1_B04_030 -               34     832       9     809       3     816    1495    +      3e-122  407.1  21.7  -
Chitinophagaceae_Lacibacter                      -          F0113_LKAP-FHGF1_B04_030 -                9     781       9     793       4     803    1412    +    3.2e-122  407.2  21.6  -
Eubacteriaceae_Aminicella                        -          F0113_LKAP-FHGF1_B04_030 -               36     804       9     796       3     815    1465    +    4.1e-122  406.7  22.0  -
Nannocystaceae_Enhygromyxa                       -          F0113_LKAP-FHGF1_B04_030 -               40     818       9     803       3     816    1480    +    4.4e-122  406.8  22.2  -
Enterococcaceae_Bavariicoccus                    -          F0113_LKAP-FHGF1_B04_030 -               26     832       9     807       3     815    1470    +    4.5e-122  406.5  22.0  -
Peptococcaceae_Dehalobacter                      -          F0113_LKAP-FHGF1_B04_030 -               47     845       9     798       3     815    1525    +      5e-122  406.5  21.7  -
Sanguibacteraceae_Timonella                      -          F0113_LKAP-FHGF1_B04_030 -               92     806      65     796      42     814    1508    +    5.7e-122  406.3  21.4  -
Flavobacteriaceae_Actibacter                     -          F0113_LKAP-FHGF1_B04_030 -               22     814       6     807       2     814    1449    +      6e-122  406.0  21.5  -
Actinopolysporaceae_Haloactinomyces              -          F0113_LKAP-FHGF1_B04_030 -               47     797       9     795       3     815    1518    +    6.5e-122  406.1  22.7  -
Jonesiaceae_Populibacterium                      -          F0113_LKAP-FHGF1_B04_030 -               48     774      65     796      44     814    1411    +    6.9e-122  406.1  21.2  -
Paenibacillaceae_Marinicrinis                    -          F0113_LKAP-FHGF1_B04_030 -               27     826       9     808       3     815    1476    +    7.1e-122  406.0  21.4  -
Planctomycetaceae_Thermogutta                    -          F0113_LKAP-FHGF1_B04_030 -               26     787      10     792       3     811    1487    +    7.4e-122  405.9  22.0  -
Planctomycetaceae_Rhodopirellula                 -          F0113_LKAP-FHGF1_B04_030 -               27     788       9     794       6     808    1457    +    7.4e-122  405.7  21.8  -
Dermabacteraceae_Devriesea                       -          F0113_LKAP-FHGF1_B04_030 -               46     799       9     796       3     814    1476    +    7.4e-122  405.8  21.7  -
Xenococcaceae_Foliisarcina                       -          F0113_LKAP-FHGF1_B04_030 -               27     770       9     812       3     817    1418    +    7.8e-122  406.1  21.3  -
Clostridiaceae_Acutalibacter                     -          F0113_LKAP-FHGF1_B04_030 -               60     843       9     806       3     816    1510    +    7.8e-122  405.8  22.6  -
Rhodothermaceae_Longibacter                      -          F0113_LKAP-FHGF1_B04_030 -               27     798       9     798       3     817    1456    +      9e-122  405.6  21.7  -
