# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Shewanellaceae_Shewanella                        -          B1h_reverse          -              381    1442    1146      29    1166       9    1483    -      9e-304 1009.2  22.3  -
Chitinophagaceae_Arachidicoccus                  -          B1h_reverse          -              455    1421    1048      49    1068      29    1470    -    2.9e-139  463.9  20.5  -
Chitinivibrionaceae_Chitinivibrio                -          B1h_reverse          -              421    1445    1116      34    1160      14    1488    -    3.4e-139  463.8  23.4  -
Clostridiaceae_Geosporobacter                    -          B1h_reverse          -              598    1542    1047      69    1068      45    1627    -      4e-139  463.4  21.0  -
Intrasporangiaceae_Fodinibacter                  -          B1h_reverse          -              416    1392    1036      44    1063      23    1444    -    4.1e-139  463.6  23.1  -
Microbacteriaceae_Marisediminicola               -          B1h_reverse          -              471    1430    1018      36    1069      16    1480    -    4.1e-139  463.5  23.1  -
Clostridiaceae_Intestinibacter                   -          B1h_reverse          -              428    1364    1033      68    1053      41    1429    -    4.2e-139  463.5  21.0  -
Erysipelotrichaceae_Longicatena                  -          B1h_reverse          -              353    1358    1146      72    1166      46    1433    -    4.7e-139  463.4  21.3  -
Erysipelotrichaceae_Longibaculum                 -          B1h_reverse          -              398    1413    1117      49    1173      29    1465    -    4.7e-139  463.5  23.2  -
Porphyromonadaceae_Petrimonas                    -          B1h_reverse          -              391    1368    1110      77    1138      55    1411    -      5e-139  463.1  21.2  -
Thermoanaerobacteraceae_Tepidanaerobacter        -          B1h_reverse          -              447    1410    1041      58    1061      37    1451    -      5e-139  463.2  21.9  -
Flavobacteriaceae_Leeuwenhoekiella               -          B1h_reverse          -              418    1388    1096      77    1116      56    1481    -    5.8e-139  462.9  20.6  -
Eggerthellaceae_Asaccharobacter                  -          B1h_reverse          -              467    1393    1018      60    1050      38    1428    -    5.8e-139  463.3  22.0  -
Rhodobacteraceae_Hwanghaeicola                   -          B1h_reverse          -              406    1327    1015      52    1041      31    1350    -    5.8e-139  463.3  21.9  -
Thermoanaerobacterales_Thermovorax               -          B1h_reverse          -              468    1412    1019      63    1059      42    1469    -    6.1e-139  463.3  22.1  -
Microbacteriaceae_Conyzicola                     -          B1h_reverse          -              458    1392    1018      63    1069      41    1457    -    6.5e-139  462.9  21.6  -
Propionibacteriaceae_Micropruina                 -          B1h_reverse          -              439    1397    1030      45    1051      23    1438    -    6.9e-139  463.0  22.4  -
Anaplasmataceae_Anaplasma                        -          B1h_reverse          -              441    1391    1030      53    1069      32    1433    -    7.3e-139  463.0  21.8  -
Rhodobacteraceae_Pseudodonghicola                -          B1h_reverse          -              438    1364    1015      42    1037      21    1424    -    7.5e-139  462.9  21.5  -
Microbacteriaceae_Pontimonas                     -          B1h_reverse          -              457    1411    1018      40    1070      20    1439    -    7.8e-139  462.9  22.3  -
Rhodobacteraceae_Oceanicella                     -          B1h_reverse          -              412    1356    1050      54    1101      31    1431    -    7.9e-139  462.9  23.1  -
Rhodobacteraceae_Pleomorphobacterium             -          B1h_reverse          -              393    1358    1076      54    1103      31    1432    -    7.9e-139  462.9  23.2  -
Peptostreptococcaceae_Anaerosphaera              -          B1h_reverse          -              453    1399    1049      67    1069      40    1472    -    8.4e-139  462.6  21.5  -
Dermatophilaceae_Austwickia                      -          B1h_reverse          -              433    1415    1050      36    1182      16    1495    -    8.6e-139  462.7  24.2  -
Kineosporiaceae_Thalassiella                     -          B1h_reverse          -              438    1411    1048      44    1070      23    1466    -    9.1e-139  462.6  22.9  -
Acetobacteraceae_Acidisphaera                    -          B1h_reverse          -              376    1409    1079      14    1100       2    1451    -    9.7e-139  462.6  24.6  -
Geodermatophilaceae_Antricoccus                  -          B1h_reverse          -              421    1396    1041      41    1067      25    1415    -    9.9e-139  462.3  23.9  -
Clostridiales_Murdochiella                       -          B1h_reverse          -              360    1342    1079      74    1099      54    1362    -      1e-138  462.3  23.2  -
Cellulomonadaceae_Tropheryma                     -          B1h_reverse          -              464    1415    1030      51    1070      29    1484    -      1e-138  462.4  22.4  -
Microbacteriaceae_Rhodoluna                      -          B1h_reverse          -              440    1389    1018      46    1070      25    1423    -    1.1e-138  462.3  22.2  -
Promicromonosporaceae_Xylanimicrobium            -          B1h_reverse          -              424    1403    1048      38    1070      18    1467    -    1.2e-138  462.2  23.4  -
Rhodobacteraceae_Tranquillimonas                 -          B1h_reverse          -              389    1312    1015      49    1039      26    1364    -    1.2e-138  462.2  21.9  -
Lachnospiraceae_Stomatobaculum                   -          B1h_reverse          -              375    1334    1033      47    1067      24    1377    -    1.2e-138  462.2  23.0  -
Acetobacteraceae_Saccharibacter                  -          B1h_reverse          -              425    1356    1028      69    1067      42    1436    -    1.4e-138  462.1  21.6  -
Acidobacteriaceae_Silvibacterium                 -          B1h_reverse          -              443    1397    1028      50    1048      27    1464    -    1.9e-138  461.4  21.8  -
Cytophagaceae_Runella                            -          B1h_reverse          -              381    1368    1121      76    1161      56    1428    -    2.1e-138  461.4  22.2  -
Prochlorotrichaceae_Prochlorothrix               -          B1h_reverse          -              395    1367    1033      37    1069      16    1448    -    2.1e-138  461.2  22.8  -
Actinopolysporaceae_Haloactinomyces              -          B1h_reverse          -              448    1390    1040      76    1066      55    1518    -    2.1e-138  461.2  22.8  -
Flavobacteriaceae_Hyunsoonleella                 -          B1h_reverse          -              439    1381    1053      77    1116      57    1446    -    2.2e-138  461.0  20.7  -
Rhodospirillaceae_Phaeovibrio                    -          B1h_reverse          -              391    1367    1047      47    1069      25    1450    -    2.9e-138  460.9  23.0  -
Pseudonocardiaceae_Haloechinothrix               -          B1h_reverse          -              430    1421    1059      36    1082      16    1474    -    2.9e-138  460.6  24.3  -
Flavobacteriaceae_Lacinutrix                     -          B1h_reverse          -              465    1386    1030      76    1068      56    1464    -    3.3e-138  460.4  20.4  -
Herpetosiphonaceae_Herpetosiphon                 -          B1h_reverse          -              426    1356    1047      73    1068      53    1475    -    3.4e-138  460.5  21.3  -
Propionibacteriaceae_Propionicimonas             -          B1h_reverse          -              442    1418    1047      39    1069      18    1504    -    3.5e-138  460.6  23.2  -
Brevibacteriaceae_Spelaeicoccus                  -          B1h_reverse          -              415    1383    1058      61    1185      41    1397    -    3.7e-138  460.5  22.4  -
Rhodobacteraceae_Litorisediminivivens            -          B1h_reverse          -              421    1336    1015      55    1037      32    1390    -    3.9e-138  460.4  21.4  -
Eggerthellaceae_Senegalimassilia                 -          B1h_reverse          -              313    1273    1035      49    1062      26    1341    -    4.8e-138  460.3  23.3  -
Microbacteriaceae_Alpinimonas                    -          B1h_reverse          -              473    1424    1018      44    1070      22    1513    -    4.8e-138  460.0  22.3  -
Caldilineaceae_Litorilinea                       -          B1h_reverse          -              473    1409    1016      46    1061      22    1543    -    4.9e-138  460.1  21.5  -
Clostridiales_Guggenheimella                     -          B1h_reverse          -              462    1412    1046      62    1068      40    1501    -    5.1e-138  460.0  21.9  -
Odoribacteraceae_Butyricimonas                   -          B1h_reverse          -              414    1404    1126      77    1161      57    1486    -    5.3e-138  459.9  22.5  -
Pseudonocardiaceae_Tamaricihabitans              -          B1h_reverse          -              444    1376    1030      69    1067      39    1445    -    5.6e-138  459.8  22.0  -
Nocardiopsaceae_Lipingzhangella                  -          B1h_reverse          -              476    1438    1030      43    1051      21    1528    -    5.8e-138  460.0  23.0  -
Microbacteriaceae_Cnuibacter                     -          B1h_reverse          -              474    1434    1018      39    1069      18    1490    -    5.8e-138  459.9  22.8  -
Rhodobacteraceae_Maliponia                       -          B1h_reverse          -              410    1336    1015      41    1037      20    1373    -    5.9e-138  459.9  22.2  -
Microbacteriaceae_Canibacter                     -          B1h_reverse          -              439    1391    1018      44    1070      23    1486    -    6.1e-138  459.7  22.5  -
Clostridiaceae_Asaccharospora                    -          B1h_reverse          -              451    1376    1033      74    1053      52    1495    -    6.3e-138  459.6  21.0  -
Flavobacteriaceae_Mesoflavibacter                -          B1h_reverse          -              449    1383    1048      77    1068      56    1443    -    6.5e-138  459.6  20.4  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          B1h_reverse          -              362    1352    1053      44    1080      23    1427    -    6.8e-138  459.7  23.0  -
Intrasporangiaceae_Terracoccus                   -          B1h_reverse          -              431    1398    1048      55    1070      32    1479    -    6.8e-138  459.5  22.4  -
Dermatophilaceae_Kineosphaera                    -          B1h_reverse          -              425    1408    1050      36    1182      16    1461    -    7.1e-138  459.5  24.5  -
Bradyrhizobiaceae_Pararhizobium                  -          B1h_reverse          -              396    1331    1034      73    1068      49    1421    -    7.8e-138  459.4  21.8  -
Rhodothermaceae_Longibacter                      -          B1h_reverse          -              466    1404    1018      55    1077      30    1456    -    8.1e-138  459.2  22.7  -
Flavobacteriaceae_Siansivirga                    -          B1h_reverse          -              452    1370    1030      77    1067      57    1449    -    8.3e-138  459.0  20.1  -
Rhodobacteraceae_Vadicella                       -          B1h_reverse          -              427    1325    1015      74    1040      54    1439    -    8.4e-138  459.3  21.0  -
Rhodobacteraceae_Rhodobaculum                    -          B1h_reverse          -              423    1360    1038      54    1066      31    1436    -    8.6e-138  459.4  22.6  -
Sporomusaceae_Dendrosporobacter                  -          B1h_reverse          -              368    1402    1160      74    1183      53    1506    -    9.6e-138  459.0  23.1  -
Porphyromonadaceae_Coprobacter                   -          B1h_reverse          -              415    1421    1142      76    1162      56    1540    -      1e-137  458.9  20.8  -
Syntrophomonadaceae_Fervidicola                  -          B1h_reverse          -              467    1428    1041      63    1061      42    1528    -      1e-137  459.2  22.3  -
Leptotrichiaceae_Oceanivirga                     -          B1h_reverse          -              466    1409    1030      56    1051      35    1500    -    1.1e-137  458.9  21.2  -
Clostridiales_Dethiosulfatibacter                -          B1h_reverse          -              452    1389    1047      74    1068      51    1479    -    1.1e-137  459.0  21.5  -
Microbacteriaceae_Parafrigoribacterium           -          B1h_reverse          -              508    1435    1018      68    1069      42    1476    -    1.1e-137  458.9  21.7  -
Rhodobacteraceae_Ascidiaceihabitans              -          B1h_reverse          -              421    1318    1015      73    1037      49    1387    -    1.1e-137  458.9  20.9  -
Microbacteriaceae_Homoserinimonas                -          B1h_reverse          -              464    1424    1018      37    1069      17    1469    -    1.2e-137  458.9  22.5  -
Clostridiaceae_Keratinibaculum                   -          B1h_reverse          -              463    1404    1047      72    1068      49    1491    -    1.2e-137  458.8  21.6  -
Clostridiales_Soehngenia                         -          B1h_reverse          -              449    1395    1047      68    1068      48    1494    -    1.3e-137  458.7  21.3  -
Mesoaciditogaceae_Mesoaciditoga                  -          B1h_reverse          -              368    1409    1168      75    1188      54    1462    -    1.4e-137  458.6  23.4  -
Rhodobacteraceae_Roseibaca                       -          B1h_reverse          -              408    1329    1018      51    1068      29    1425    -    1.4e-137  458.7  22.0  -
Peptostreptococcaceae_Maledivibacter             -          B1h_reverse          -              469    1450    1048      36    1163      17    1480    -    1.5e-137  458.4  22.1  -
Leptospiraceae_Leptonema                         -          B1h_reverse          -              444    1365    1016      68    1069      39    1428    -    1.6e-137  458.4  22.1  -
Flavobacteriaceae_Muriicola                      -          B1h_reverse          -              471    1405    1048      77    1086      57    1490    -    1.6e-137  458.3  21.9  -
Puniceicoccaceae_Puniceicoccus                   -          B1h_reverse          -              470    1426    1034      49    1061      26    1480    -    1.7e-137  458.3  21.4  -
Pyrinomonadaceae_Arenimicrobium                  -          B1h_reverse          -              437    1469    1108      36    1163      15    1521    -    1.7e-137  458.2  23.5  -
Microbacteriaceae_Yonghaparkia                   -          B1h_reverse          -              453    1380    1018      68    1069      41    1476    -    1.8e-137  458.2  21.7  -
Bryobacteraceae_Paludibaculum                    -          B1h_reverse          -              404    1403    1076      40    1097      31    1413    -    2.8e-137  457.6  23.2  -
Propionibacteriaceae_Aestuariimicrobium          -          B1h_reverse          -              439    1403    1030      40    1069      20    1472    -    3.3e-137  457.4  23.8  -
Halobacteroidaceae_Acetohalobium                 -          B1h_reverse          -              445    1442    1084      58    1138      38    1525    -    3.4e-137  457.1  23.1  -
Lachnospiraceae_Johnsonella                      -          B1h_reverse          -              462    1395    1017      58    1052      29    1478    -    3.4e-137  457.6  22.5  -
Rhodobacteraceae_Tabrizicola                     -          B1h_reverse          -              372    1315    1076      74    1100      51    1388    -    3.6e-137  457.3  21.9  -
Dermabacteraceae_Devriesea                       -          B1h_reverse          -              447    1401    1048      62    1070      36    1476    -    4.2e-137  456.8  22.5  -
Chrysiogenaceae_Desulfurispira                   -          B1h_reverse          -              351    1396    1142      44    1167      32    1408    -    4.5e-137  456.8  23.5  -
Dermatophilaceae_Tonsilliphilus                  -          B1h_reverse          -              449    1431    1049      46    1071      21    1534    -    5.1e-137  456.5  23.5  -
Propionibacteriaceae_Propionicicella             -          B1h_reverse          -              420    1399    1047      36    1069      16    1469    -    5.4e-137  456.7  23.3  -
Deinococcaceae_Deinobacterium                    -          B1h_reverse          -              453    1383    1015      59    1073      38    1461    -      6e-137  456.6  21.8  -
Microbacteriaceae_Compostimonas                  -          B1h_reverse          -              460    1410    1018      45    1069      33    1422    -    6.6e-137  456.3  22.8  -
Clostridiales_Finegoldia                         -          B1h_reverse          -              430    1357    1030      74    1051      52    1409    -    6.7e-137  456.3  21.7  -
Marinilabiliaceae_Labilibacter                   -          B1h_reverse          -              470    1408    1048      74    1071      53    1470    -    6.8e-137  455.9  20.5  -
Erysipelotrichaceae_Dielma                       -          B1h_reverse          -              422    1432    1119      48    1158      27    1499    -      7e-137  456.3  22.3  -
Rhodobacteraceae_Rubrimonas                      -          B1h_reverse          -              410    1315    1031      78    1068      75    1318    -    7.6e-137  456.3  21.3  -
Rhodobacteraceae_Salinovum                       -          B1h_reverse          -              391    1305    1017      56    1068      35    1334    -    9.4e-137  456.0  21.6  -
Microbacteriaceae_Naasia                         -          B1h_reverse          -              439    1387    1047      68    1069      41    1463    -    9.7e-137  455.8  21.9  -
Puniceicoccaceae_Ruficoccus                      -          B1h_reverse          -              472    1401    1034      75    1062      49    1471    -      1e-136  455.7  21.0  -
Rhodobacteraceae_Alkalimicrobium                 -          B1h_reverse          -              428    1354    1015      41    1036      20    1411    -      1e-136  455.8  22.4  -
Stigonematales_Loriellopsis                      -          B1h_reverse          -              443    1404    1017      36    1068      15    1449    -    1.1e-136  455.8  22.8  -
Microbacteriaceae_Galbitalea                     -          B1h_reverse          -              464    1423    1018      36    1069      16    1467    -    1.1e-136  455.5  22.8  -
Dermabacteraceae_Helcobacillus                   -          B1h_reverse          -              433    1410    1049      40    1071      20    1448    -    1.1e-136  455.4  23.2  -
Flavobacteriaceae_Flaviramulus                   -          B1h_reverse          -              455    1389    1048      77    1071      57    1466    -    1.2e-136  455.1  20.4  -
Flavobacteriaceae_Gaetbulibacter                 -          B1h_reverse          -              446    1378    1048      77    1068      57    1450    -    1.3e-136  455.1  20.4  -
Mooreiaceae_Mooreia                              -          B1h_reverse          -              354    1373    1150      74    1172      54    1424    -    1.5e-136  455.2  22.8  -
Flavobacteriaceae_Mariniflexile                  -          B1h_reverse          -              441    1374    1049      77    1074      56    1437    -    1.5e-136  454.9  20.0  -
Nautiliaceae_Nitratifractor                      -          B1h_reverse          -              432    1399    1047      51    1068      29    1439    -    1.6e-136  454.9  21.2  -
Flavobacteriaceae_Ulvibacter                     -          B1h_reverse          -              459    1399    1029      56    1050      37    1440    -    1.7e-136  454.8  20.8  -
Rhodobacteraceae_Rubribacterium                  -          B1h_reverse          -              396    1318    1031      61    1068      36    1380    -      2e-136  455.0  22.0  -
Veillonellaceae_Anaeroglobus                     -          B1h_reverse          -              335    1356    1142      75    1183      52    1408    -      2e-136  454.6  23.9  -
Parvularculaceae_Aquisalinus                     -          B1h_reverse          -              414    1349    1050      63    1097      30    1426    -    2.1e-136  454.9  22.4  -
Helicobacteraceae_Wolinella                      -          B1h_reverse          -              441    1410    1047      49    1069      29    1481    -    2.1e-136  454.7  20.9  -
Beijerinckiaceae_Methylorosula                   -          B1h_reverse          -              410    1368    1049      61    1099      28    1413    -    2.1e-136  454.6  22.5  -
Bacteroidaceae_Anaerorhabdus                     -          B1h_reverse          -              408    1407    1118      51    1157      31    1471    -    2.2e-136  454.6  21.7  -
Propionibacteriaceae_Pseudopropionibacterium     -          B1h_reverse          -              427    1410    1052      44    1075      20    1506    -    2.7e-136  454.2  23.0  -
Corynebacterineae_Lawsonella                     -          B1h_reverse          -              430    1407    1048      41    1070      20    1445    -    2.7e-136  454.6  23.0  -
Clostridiaceae_Peptoclostridium                  -          B1h_reverse          -              469    1409    1047      69    1068      41    1507    -    2.8e-136  454.2  20.8  -
Nocardioidaceae_Flindersiella                    -          B1h_reverse          -              408    1380    1049      46    1072      27    1401    -      3e-136  454.2  23.0  -
Sporomusaceae_Anaerospora                        -          B1h_reverse          -              465    1467    1118      68    1181      46    1517    -    3.2e-136  453.8  23.2  -
Rhodobacteraceae_Marinovum                       -          B1h_reverse          -              419    1335    1015      47    1036      34    1348    -    3.6e-136  454.0  21.4  -
Flavobacteriaceae_Formosa                        -          B1h_reverse          -              456    1378    1030      75    1068      55    1428    -    3.8e-136  453.5  20.1  -
Oscillatoriales_Pantanalinema                    -          B1h_reverse          -              422    1382    1016      32    1071      10    1459    -    4.2e-136  453.7  22.1  -
Leptospiraceae_Turneriella                       -          B1h_reverse          -              339    1378    1161      66    1182      38    1440    -    4.3e-136  453.6  23.5  -
Rhodobacteraceae_Roseibacterium                  -          B1h_reverse          -              420    1353    1015      39    1036      18    1389    -    4.8e-136  453.5  21.9  -
Halobacteroidaceae_Sporohalobacter               -          B1h_reverse          -              387    1440    1162      58    1183      38    1527    -    4.9e-136  453.3  23.7  -
Halobacteroidaceae_Halonatronum                  -          B1h_reverse          -              434    1386    1043      60    1117      40    1414    -      5e-136  453.2  21.0  -
Synergistaceae_Lactivibrio                       -          B1h_reverse          -              366    1419    1098      14    1122       2    1443    -    5.4e-136  453.5  23.7  -
Flavobacteriaceae_Algibacter                     -          B1h_reverse          -              444    1378    1050      77    1072      57    1441    -    5.6e-136  453.0  20.4  -
Rhodobacteraceae_Paenirhodobacter                -          B1h_reverse          -              428    1356    1029      56    1061      32    1428    -    5.9e-136  453.2  22.2  -
Fusobacteriaceae_Psychrilyobacter                -          B1h_reverse          -              383    1262    1049     136    1069     132    1266    -    6.3e-136  453.1  22.8  -
Propionibacteriaceae_Raineyella                  -          B1h_reverse          -              393    1363    1051      50    1072      36    1376    -    6.4e-136  453.1  22.3  -
Nostocales_Phyllonema                            -          B1h_reverse          -              410    1386    1032      33    1067      18    1414    -    6.8e-136  453.1  22.2  -
Eggerthellaceae_Paraeggerthella                  -          B1h_reverse          -              439    1407    1028      15    1050       3    1427    -    6.9e-136  453.0  23.5  -
Flammeovirgaceae_Fabivirga                       -          B1h_reverse          -              347    1353    1143      74    1165      55    1375    -      7e-136  453.1  21.2  -
Microbacteriaceae_Glaciihabitans                 -          B1h_reverse          -              469    1417    1018      47    1069      26    1480    -      7e-136  452.9  22.3  -
Acidimicrobiaceae_Ferrimicrobium                 -          B1h_reverse          -              463    1416    1028      53    1050      32    1466    -    7.4e-136  452.8  21.3  -
Oscillatoriales_Crinalium                        -          B1h_reverse          -              425    1369    1015      47    1037      27    1446    -    7.6e-136  452.9  21.8  -
Micromonosporaceae_Rhizocola                     -          B1h_reverse          -              446    1396    1041      67    1066      44    1451    -    7.6e-136  452.9  21.8  -
Pseudonocardiaceae_Sciscionella                  -          B1h_reverse          -              448    1374    1018      68    1050      38    1465    -    8.4e-136  452.8  22.0  -
Acidaminococcaceae_Succiniclasticum              -          B1h_reverse          -              475    1426    1050      66    1074      41    1505    -    8.7e-136  452.6  21.1  -
Acetobacteraceae_Crenalkalicoccus                -          B1h_reverse          -              400    1410    1079      51    1100      29    1514    -      9e-136  452.9  24.2  -
Haliscomenobacteraceae_Portibacter               -          B1h_reverse          -              473    1425    1040      55    1069      34    1478    -    9.7e-136  453.0  20.9  -
Microbacteriaceae_Homoserinibacter               -          B1h_reverse          -              463    1417    1018      42    1069      20    1468    -    1.2e-135  452.1  22.8  -
Parachlamydiaceae_Parachlamydia                  -          B1h_reverse          -              497    1425    1017      67    1055      40    1541    -    1.3e-135  452.0  20.9  -
Halobacteroidaceae_Halanaerobaculum              -          B1h_reverse          -              411    1415    1097      57    1136      36    1498    -    1.5e-135  451.7  22.7  -
Rhodobacteraceae_Antarctobacter                  -          B1h_reverse          -              400    1296    1015      73    1037      52    1400    -    1.6e-135  451.8  21.4  -
Thermaceae_Vulcanithermus                        -          B1h_reverse          -              387    1392    1097      60    1122      39    1481    -    1.9e-135  451.6  22.8  -
Clostridiaceae_Serpentinicella                   -          B1h_reverse          -              415    1366    1047      62    1068      43    1417    -      2e-135  451.4  20.8  -
Thermonemataceae_Thermonema                      -          B1h_reverse          -              410    1399    1096      56    1163      35    1465    -    2.1e-135  451.5  22.9  -
Micropepsaceae_Micropepsis                       -          B1h_reverse          -              441    1392    1015      49    1037      28    1455    -    2.1e-135  451.3  21.9  -
Desulfurobacteriaceae_Balnearium                 -          B1h_reverse          -              473    1446    1052      61    1073      40    1481    -    2.2e-135  451.5  22.1  -
Propionibacteriaceae_Brooklawnia                 -          B1h_reverse          -              423    1390    1030      36    1051      16    1459    -    2.3e-135  451.2  22.8  -
Intrasporangiaceae_Humibacillus                  -          B1h_reverse          -              403    1390    1048      36    1070      16    1480    -    2.3e-135  451.1  23.4  -
Oscillatoriales_Planktothricoides                -          B1h_reverse          -              380    1336    1017      37    1053      17    1369    -    2.4e-135  451.1  23.1  -
Chitinophagaceae_Thermoflavifilum                -          B1h_reverse          -              427    1383    1034      50    1068      33    1396    -    3.4e-135  450.6  22.1  -
Iamiaceae_Iamia                                  -          B1h_reverse          -              430    1383    1046      63    1068      35    1474    -    3.5e-135  450.7  21.5  -
Spirochaetales_Exilispira                        -          B1h_reverse          -              463    1381    1016      77    1103      56    1456    -    3.9e-135  450.4  21.6  -
Streptosporangiaceae_Thermoactinospora           -          B1h_reverse          -              464    1443    1031      37    1066      17    1533    -      4e-135  450.4  23.5  -
Coriobacteriaceae_Coriobacterium                 -          B1h_reverse          -              437    1373    1028      60    1050      36    1435    -    6.3e-135  450.3  22.2  -
Actinospicaceae_Actinocrinis                     -          B1h_reverse          -              444    1386    1031      72    1052      41    1433    -    6.4e-135  449.8  21.6  -
Erysipelotrichaceae_Catenisphaera                -          B1h_reverse          -              481    1387    1016      76    1090      56    1419    -    7.3e-135  449.7  21.3  -
Pseudonocardiaceae_Actinorectispora              -          B1h_reverse          -              443    1384    1013      44    1035      23    1445    -    8.9e-135  449.3  21.3  -
Spirochaetaceae_Salinispira                      -          B1h_reverse          -              410    1481    1165      34    1188      17    1501    -    1.1e-134  448.9  24.9  -
Stigonematales_Iphinoe                           -          B1h_reverse          -              429    1390    1033      44    1053      23    1446    -    1.3e-134  448.8  21.9  -
Flammeovirgaceae_Rapidithrix                     -          B1h_reverse          -              448    1403    1054      62    1075      41    1465    -    1.4e-134  448.6  20.7  -
Synergistaceae_Jonquetella                       -          B1h_reverse          -              403    1383    1050      48    1074      36    1394    -    1.4e-134  448.8  22.5  -
Chitinophagaceae_Crenotalea                      -          B1h_reverse          -              455    1411    1034      50    1069      29    1447    -    1.5e-134  448.5  22.5  -
Kineosporiaceae_Quadrisphaera                    -          B1h_reverse          -              442    1428    1050      36    1168      16    1483    -    1.5e-134  448.6  23.9  -
Catalimonadaceae_Catalinimonas                   -          B1h_reverse          -              444    1375    1031      74    1068      53    1425    -    1.6e-134  448.4  21.5  -
Prevotellaceae_Paraprevotella                    -          B1h_reverse          -              457    1387    1043      78    1091      57    1481    -    1.7e-134  448.2  21.3  -
Flavobacteriaceae_Subsaximicrobium               -          B1h_reverse          -              446    1379    1048      78    1068      57    1419    -    1.7e-134  448.1  19.9  -
Prolixibacteraceae_Mangrovibacterium             -          B1h_reverse          -              443    1399    1048      60    1068      40    1447    -    1.7e-134  448.1  21.6  -
Clostridiales_Howardella                         -          B1h_reverse          -              476    1407    1028      74    1067      48    1531    -    1.7e-134  448.3  21.6  -
Flammeovirgaceae_Tunicatimonas                   -          B1h_reverse          -              412    1382    1097      74    1163      53    1457    -    1.8e-134  448.3  21.7  -
Opitutaceae_Opitutus                             -          B1h_reverse          -              373    1426    1167      57    1188      36    1480    -    2.3e-134  447.8  22.6  -
Rhodobiaceae_Roseospirillum                      -          B1h_reverse          -              352    1293    1046      68    1068      52    1310    -    2.4e-134  448.0  21.8  -
Eubacteriaceae_Aminicella                        -          B1h_reverse          -              383    1391    1163      76    1187      54    1465    -    2.8e-134  447.5  21.8  -
Victivallaceae_Victivallis                       -          B1h_reverse          -              440    1395    1034      50    1071      27    1456    -    4.9e-134  446.8  22.7  -
Synergistaceae_Pyramidobacter                    -          B1h_reverse          -              421    1401    1052      49    1102      28    1445    -    4.9e-134  446.8  23.7  -
Erysipelotrichaceae_Faecalibaculum               -          B1h_reverse          -              391    1405    1146      74    1170      54    1487    -    5.3e-134  446.8  23.6  -
Pseudonocardiaceae_Yuhushiella                   -          B1h_reverse          -              469    1398    1030      74    1068      45    1493    -    5.6e-134  446.7  22.2  -
Opitutaceae_Alterococcus                         -          B1h_reverse          -              445    1413    1075      76    1185      54    1482    -    5.9e-134  446.5  22.5  -
Sphaerobacteraceae_Sphaerobacter                 -          B1h_reverse          -              404    1361    1058      60    1084      37    1500    -    8.3e-134  446.2  23.7  -
Ruminococcaceae_Fastidiosipila                   -          B1h_reverse          -              407    1370    1047      49    1068      29    1389    -    8.5e-134  445.9  21.9  -
Propionibacteriaceae_Auraticoccus                -          B1h_reverse          -              473    1421    1016      46    1039      26    1449    -    8.8e-134  446.1  22.4  -
Glycomycetaceae_Haloglycomyces                   -          B1h_reverse          -              419    1357    1029      63    1081      41    1421    -    1.3e-133  445.6  22.0  -
Blastocatellaceae_Tellurimicrobium               -          B1h_reverse          -              475    1414    1015      55    1040      31    1485    -    1.3e-133  445.3  21.1  -
Rhodobacteraceae_Dinoroseobacter                 -          B1h_reverse          -              364    1262    1015      76    1036      76    1262    -    1.4e-133  445.4  20.6  -
Leptotrichiaceae_Caviibacter                     -          B1h_reverse          -              467    1403    1030      63    1067      40    1499    -    1.5e-133  445.3  21.2  -
Petrotogaceae_Geotoga                            -          B1h_reverse          -              486    1423    1015      67    1035      47    1613    -    1.6e-133  445.0  20.5  -
Erysipelotrichaceae_Coprobacillus                -          B1h_reverse          -              409    1417    1116      54    1162      33    1485    -    1.7e-133  445.0  22.3  -
Prolixibacteraceae_Prolixibacter                 -          B1h_reverse          -              439    1382    1054      76    1074      56    1444    -    1.8e-133  444.5  22.1  -
Brevinemataceae_Brevinema                        -          B1h_reverse          -              372    1442    1163      31    1184      13    1490    -    1.9e-133  444.9  25.0  -
Flavobacteriaceae_Elizabethkingia                -          B1h_reverse          -              473    1406    1015      51    1035      33    1450    -    1.9e-133  444.7  20.3  -
Hymenobacteraceae_Nibribacter                    -          B1h_reverse          -              313    1320    1144      76    1167      56    1350    -    2.3e-133  444.7  22.1  -
Eggerthellaceae_Denitrobacterium                 -          B1h_reverse          -              443    1368    1017      60    1050      39    1413    -    2.5e-133  444.6  21.5  -
Persicobacteraceae_Aureibacter                   -          B1h_reverse          -              393    1422    1148      56    1170      36    1485    -    2.9e-133  444.3  22.1  -
Propionibacteriaceae_Propioniferax               -          B1h_reverse          -              424    1405    1049      36    1069      16    1465    -    3.2e-133  444.1  23.3  -
Mzabimycetaceae_Mzabimyces                       -          B1h_reverse          -              384    1314    1029      74    1053      48    1357    -    3.8e-133  443.9  21.8  -
Actinomycetales_Bounagaea                        -          B1h_reverse          -              478    1403    1029      74    1051      49    1497    -    3.8e-133  444.0  21.9  -
