# target name                                    accession  query name              accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------    -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Pseudoalteromonadaceae_Pseudoalteromonas         -          LKAP.g-Gut1_E11_087.seq -               27    1020       6    1010       3    1011    1461    +           0 1027.4  11.3  -
Vibrionaceae_Vibrio                              -          LKAP.g-Gut1_E11_087.seq -               27    1036       6    1010       2    1011    1466    +      1e-303 1008.7  11.9  -
Erysipelotrichaceae_Longicatena                  -          LKAP.g-Gut1_E11_087.seq -               40     941      60     958      39     980    1433    +    7.5e-126  419.4  12.7  -
Thermaceae_Rhabdothermus                         -          LKAP.g-Gut1_E11_087.seq -               73     966      57     976      26    1004    1472    +      9e-126  419.5  12.4  -
Catalimonadaceae_Catalinimonas                   -          LKAP.g-Gut1_E11_087.seq -               15     943       6     950       2     970    1425    +      1e-125  419.0  13.0  -
Bifidobacteriaceae_Aeriscardovia                 -          LKAP.g-Gut1_E11_087.seq -               64     959      50     960      28     984    1422    +    1.1e-125  419.2  13.0  -
Thermoanaerobacterales_Thermovorax               -          LKAP.g-Gut1_E11_087.seq -               80     965      59     954      39     974    1469    +    1.1e-125  419.2  13.0  -
Simkaniaceae_Simkania                            -          LKAP.g-Gut1_E11_087.seq -               83    1015      59     968      37     989    1545    +    1.1e-125  418.8  11.6  -
Synergistaceae_Jonquetella                       -          LKAP.g-Gut1_E11_087.seq -               34     928      35     959      15     980    1394    +    1.2e-125  419.0  13.5  -
Flavobacteriaceae_Aurantivirga                   -          LKAP.g-Gut1_E11_087.seq -               72     964      51     947      30     968    1456    +    1.2e-125  418.8  12.9  -
Ruminococcaceae_Ercella                          -          LKAP.g-Gut1_E11_087.seq -               44     882     119     973      98    1003    1376    +    1.4e-125  418.4   9.5  -
Flammeovirgaceae_Sediminitomix                   -          LKAP.g-Gut1_E11_087.seq -               71     984      53     966      31     989    1415    +    1.6e-125  418.4  12.2  -
Flavobacteriaceae_Pricia                         -          LKAP.g-Gut1_E11_087.seq -               51     983      14     948       3     969    1493    +    2.1e-125  418.1  13.3  -
Propionibacteriaceae_Granulicoccus               -          LKAP.g-Gut1_E11_087.seq -                2     884      68     964      67     986    1315    +    2.2e-125  418.1  11.0  -
Puniceicoccaceae_Cerasicoccus                    -          LKAP.g-Gut1_E11_087.seq -               45     971      17     954       3     981    1469    +    2.2e-125  417.8  12.5  -
Peptoniphilaceae_Ezakiella                       -          LKAP.g-Gut1_E11_087.seq -               44     957      23     956       3     976    1367    +    2.4e-125  417.8  13.5  -
Nocardiopsaceae_Salinactinospora                 -          LKAP.g-Gut1_E11_087.seq -               54     997      12     965       3     991    1486    +    2.5e-125  418.0  12.7  -
Natranaerobiaceae_Natronovirga                   -          LKAP.g-Gut1_E11_087.seq -               48     784     200     955     177     975    1225    +    2.6e-125  417.7   9.6  -
Haliscomenobacteraceae_Portibacter               -          LKAP.g-Gut1_E11_087.seq -               54    1018      17     992       3    1009    1478    +    3.4e-125  417.8  12.4  -
Isosphaeraceae_Singulisphaera                    -          LKAP.g-Gut1_E11_087.seq -               68     959      58     953      45     967    1432    +      4e-125  416.9  12.6  -
Thermoflexaceae_Thermoflexus                     -          LKAP.g-Gut1_E11_087.seq -               56     956      57     958      33     980    1466    +    5.1e-125  417.1  12.9  -
Clostridiales_Flintibacter                       -          LKAP.g-Gut1_E11_087.seq -               35     806      57     842      37     844     808    +    5.3e-125  417.0  14.2  -
Cyclobacteriaceae_Mongoliibacter                 -          LKAP.g-Gut1_E11_087.seq -               68     975      33     950      10    1002    1511    +    5.5e-125  416.7  12.7  -
Dehalococcoidaceae_Dehalococcoides               -          LKAP.g-Gut1_E11_087.seq -               60     937      60     954      40     974    1435    +    5.5e-125  416.6  12.1  -
Glycomycetaceae_Salininema                       -          LKAP.g-Gut1_E11_087.seq -               49     985       8     962       2     990    1492    +    5.7e-125  416.7  12.4  -
Acidaminococcaceae_Succiniclasticum              -          LKAP.g-Gut1_E11_087.seq -               59     995      46     954      22     980    1505    +    6.1e-125  416.4  12.5  -
Trueperaceae_Truepera                            -          LKAP.g-Gut1_E11_087.seq -               59     977      59    1003      38    1011    1461    +    6.6e-125  416.2  11.6  -
Sphingobacteriaceae_Anseongella                  -          LKAP.g-Gut1_E11_087.seq -               74     968      59     954      38     978    1457    +    6.8e-125  416.5  12.8  -
Bernardetiaceae_Hugenholtzia                     -          LKAP.g-Gut1_E11_087.seq -               56     970      60     975      40     997    1461    +    7.7e-125  416.1  11.9  -
Microscillaceae_Eisenibacter                     -          LKAP.g-Gut1_E11_087.seq -               56     970      60     975      40     997    1461    +    7.7e-125  416.1  11.9  -
Pseudonocardiaceae_Actinorectispora              -          LKAP.g-Gut1_E11_087.seq -               19     935       3     959       1     981    1445    +      1e-124  415.8  13.2  -
Fimbriimonadaceae_Fimbriimonas                   -          LKAP.g-Gut1_E11_087.seq -               63     950      60     961      40     983    1443    +    1.1e-124  415.6  11.8  -
Nocardiopsaceae_Murinocardiopsis                 -          LKAP.g-Gut1_E11_087.seq -               21     951       9     955       3     975    1418    +    1.1e-124  415.8  12.7  -
Halobacteroidaceae_Acetohalobium                 -          LKAP.g-Gut1_E11_087.seq -               58    1011      21     965       3     985    1525    +    1.2e-124  415.3  12.1  -
Lactobacillaceae_Sharpea                         -          LKAP.g-Gut1_E11_087.seq -               47     962      49     954      27     977    1460    +    1.2e-124  415.6  13.2  -
Lachnospiraceae_Johnsonella                      -          LKAP.g-Gut1_E11_087.seq -               32     959      12     957       3     978    1478    +    1.4e-124  415.6  13.2  -
Planctomycetaceae_Rubinisphaera                  -          LKAP.g-Gut1_E11_087.seq -               78     949      52     954      28     976    1488    +    1.6e-124  415.2  12.1  -
Flavobacteriaceae_Sungkyunkwania                 -          LKAP.g-Gut1_E11_087.seq -               64     956      54     950      33     985    1442    +    1.7e-124  415.1  12.9  -
Thermoanaerobacterales_Caldanaerovirga           -          LKAP.g-Gut1_E11_087.seq -                6     942       3     954       1     974    1418    +      2e-124  414.9  13.3  -
Desulfurobacteriaceae_Phorcysia                  -          LKAP.g-Gut1_E11_087.seq -                3     918      73     959      67     980    1349    +    2.1e-124  415.2  10.9  -
Bifidobacteriaceae_Neoscardovia                  -          LKAP.g-Gut1_E11_087.seq -                6     889      59     956      52     978    1342    +    3.3e-124  414.1  12.4  -
Flammeovirgaceae_Rapidithrix                     -          LKAP.g-Gut1_E11_087.seq -               12     965      11     950       3     970    1465    +    3.6e-124  413.9  13.0  -
Synergistaceae_Pyramidobacter                    -          LKAP.g-Gut1_E11_087.seq -               76     941      56     954      35     974    1445    +      4e-124  413.7  13.2  -
Cyclobacteriaceae_Indibacter                     -          LKAP.g-Gut1_E11_087.seq -               54     974      16     947       3     969    1502    +    4.1e-124  413.8  13.1  -
Aquificaceae_Hydrogenobaculum                    -          LKAP.g-Gut1_E11_087.seq -               63    1012      58     988      36    1007    1436    +    4.5e-124  413.8  11.8  -
Prolixibacteraceae_Mariniphaga                   -          LKAP.g-Gut1_E11_087.seq -               34     956      12     950       3     977    1443    +    5.4e-124  413.3  13.4  -
Cytophagaceae_Jiulongibacter                     -          LKAP.g-Gut1_E11_087.seq -               85    1007      57     980      34    1001    1508    +      6e-124  413.2  12.3  -
Sporomusaceae_Sporolituus                        -          LKAP.g-Gut1_E11_087.seq -               13     909     117     991     105    1007    1410    +    7.2e-124  412.7   9.1  -
Anaerolineaceae_Pelolinea                        -          LKAP.g-Gut1_E11_087.seq -               29     953      12     955       3     992    1432    +    7.6e-124  413.0  12.7  -
Thermoanaerobacteraceae_Brockia                  -          LKAP.g-Gut1_E11_087.seq -               62     959      57     954      37     974    1458    +      8e-124  413.1  13.1  -
Flavobacteriaceae_Arcticiflavibacter             -          LKAP.g-Gut1_E11_087.seq -               82     976      52     948      29     970    1483    +      9e-124  412.4  12.9  -
Eggerthellaceae_Paraeggerthella                  -          LKAP.g-Gut1_E11_087.seq -               46     942      30     954       9     974    1427    +    1.5e-123  411.9  13.3  -
Actinospicaceae_Actinocrinis                     -          LKAP.g-Gut1_E11_087.seq -               34     952      56     954      35     974    1433    +    2.4e-123  411.3  12.4  -
Thermonemataceae_Thermonema                      -          LKAP.g-Gut1_E11_087.seq -               50     952      41     949      15     970    1465    +    2.9e-123  411.1  13.3  -
Flavobacteriaceae_Hanstruepera                   -          LKAP.g-Gut1_E11_087.seq -               67     963      48     946      26     967    1493    +    3.9e-123  410.5  12.8  -
Erysipelotrichaceae_Ileibacterium                -          LKAP.g-Gut1_E11_087.seq -               58     963      57     954      36     975    1459    +    4.6e-123  410.4  13.3  -
Nocardiopsaceae_Spinactinospora                  -          LKAP.g-Gut1_E11_087.seq -                8     938       9     955       3     975    1452    +    4.6e-123  410.4  12.6  -
Crocinitomicaceae_Wandonia                       -          LKAP.g-Gut1_E11_087.seq -               49     980       8     947       2     968    1485    +    4.9e-123  410.0  13.5  -
Opitutaceae_Opitutus                             -          LKAP.g-Gut1_E11_087.seq -               74     988      60     955      38     976    1480    +    5.8e-123  409.9  12.6  -
Soortiaceae_Soortia                              -          LKAP.g-Gut1_E11_087.seq -               94     990      62     947      40     970    1516    +    5.9e-123  409.8  13.1  -
Erysipelotrichaceae_Catenisphaera                -          LKAP.g-Gut1_E11_087.seq -               69     972      59     956      37     976    1419    +    7.8e-123  409.6  12.9  -
Flavobacteriaceae_Flavimarina                    -          LKAP.g-Gut1_E11_087.seq -               65     958      55     946      33     965    1448    +    1.1e-122  408.8  13.2  -
Cytophagaceae_Siphonobacter                      -          LKAP.g-Gut1_E11_087.seq -               15     904      59     950      48     972    1351    +    1.1e-122  409.1  13.4  -
Erysipelotrichaceae_Kandleria                    -          LKAP.g-Gut1_E11_087.seq -               47     962      49     954      28     974    1450    +    1.1e-122  409.0  13.1  -
Flavobacteriaceae_Weeksella                      -          LKAP.g-Gut1_E11_087.seq -               54     975      12     950       3     974    1509    +    1.2e-122  408.8  12.6  -
Flavobacteriaceae_Corallibacter                  -          LKAP.g-Gut1_E11_087.seq -               67     966      47     948      25     970    1463    +    1.2e-122  408.8  12.7  -
Syntrophomonadaceae_Fervidicola                  -          LKAP.g-Gut1_E11_087.seq -               95     980      59     954      39     974    1528    +    1.2e-122  409.0  13.1  -
Blastocatellaceae_Blastocatella                  -          LKAP.g-Gut1_E11_087.seq -               28     945      11     950       3     972    1445    +    1.3e-122  408.6  12.9  -
Peptostreptococcaceae_Peptoanaerobacter          -          LKAP.g-Gut1_E11_087.seq -               80     972      38     954      15     974    1517    +    1.3e-122  408.8  13.1  -
Anaerolineaceae_Levilinea                        -          LKAP.g-Gut1_E11_087.seq -               63     939      60     953      39     975    1424    +    1.3e-122  408.9  12.8  -
Cyclobacteriaceae_Shivajiella                    -          LKAP.g-Gut1_E11_087.seq -               36     979      57    1006      17    1010    1385    +    1.5e-122  408.7  12.2  -
Thermaceae_Vulcanithermus                        -          LKAP.g-Gut1_E11_087.seq -               81    1004      58    1005      36    1011    1481    +    1.5e-122  408.6  11.9  -
Nocardiopsaceae_Haloactinospora                  -          LKAP.g-Gut1_E11_087.seq -               26     973      11     965       3     995    1475    +    1.7e-122  408.6  12.5  -
Erysipelotrichaceae_Bulleidia                    -          LKAP.g-Gut1_E11_087.seq -               68     973      58     967      32     987    1479    +    1.8e-122  408.4  12.4  -
Bifidobacteriaceae_Gardnerella                   -          LKAP.g-Gut1_E11_087.seq -               84     983      48     955      27     977    1475    +    2.1e-122  408.0  12.0  -
Ktedonobacteraceae_Ktedonobacter                 -          LKAP.g-Gut1_E11_087.seq -               54     947      59     982      39    1003    1386    +    2.3e-122  408.1  12.3  -
Cyclobacteriaceae_Mongoliitalea                  -          LKAP.g-Gut1_E11_087.seq -               27     924      51     950      31     978    1386    +    2.7e-122  407.7  13.1  -
Erysipelotrichaceae_Dubosiella                   -          LKAP.g-Gut1_E11_087.seq -               45     964      44     954      24     975    1460    +    2.7e-122  407.7  13.2  -
Nocardiopsaceae_Actinorugispora                  -          LKAP.g-Gut1_E11_087.seq -               59     989       9     956       3     976    1542    +    2.8e-122  407.7  12.6  -
Nocardiopsaceae_Lipingzhangella                  -          LKAP.g-Gut1_E11_087.seq -               73     983      48     956      27     976    1528    +    2.8e-122  407.8  12.7  -
Flavobacteriaceae_Chishuiella                    -          LKAP.g-Gut1_E11_087.seq -               72     973      37     950      15     970    1480    +    3.4e-122  407.2  12.6  -
Flavobacteriaceae_Lutaonella                     -          LKAP.g-Gut1_E11_087.seq -               34     966      12     949       3     970    1486    +    4.2e-122  407.1  13.0  -
Oligosphaeraceae_Oligosphaera                    -          LKAP.g-Gut1_E11_087.seq -               58     939      58     954      36     975    1434    +    4.3e-122  407.0  12.1  -
Cytophagaceae_Sporocytophaga                     -          LKAP.g-Gut1_E11_087.seq -               72     977      52     959      29     981    1488    +    4.4e-122  407.1  12.8  -
Flavobacteriaceae_Aestuariibaculum               -          LKAP.g-Gut1_E11_087.seq -               69     971      41     947      20     968    1482    +    5.9e-122  406.4  13.3  -
Lentimicrobiaceae_Lentimicrobium                 -          LKAP.g-Gut1_E11_087.seq -               68     986      58     979      37     999    1446    +    6.9e-122  406.2  12.0  -
Flavobacteriaceae_Gilvibacter                    -          LKAP.g-Gut1_E11_087.seq -               69     966      47     948      25     968    1461    +    7.7e-122  406.2  12.4  -
Erysipelotrichaceae_Eggerthia                    -          LKAP.g-Gut1_E11_087.seq -               27     939      53     953      33     974    1506    +    8.5e-122  406.4  13.1  -
Saprospiraceae_Membranicola                      -          LKAP.g-Gut1_E11_087.seq -               27     947      47     967      15     992    1396    +    8.6e-122  406.0  12.5  -
Flavobacteriaceae_Hwangdonia                     -          LKAP.g-Gut1_E11_087.seq -               65     958      53     948      19     969    1479    +      1e-121  405.7  12.8  -
Flavobacteriaceae_Spongiimonas                   -          LKAP.g-Gut1_E11_087.seq -               67     961      54     950      28     970    1426    +      1e-121  405.8  12.7  -
Flavobacteriaceae_Maritimimonas                  -          LKAP.g-Gut1_E11_087.seq -               53     943      53     947      31     968    1416    +    1.4e-121  405.2  12.7  -
Flavobacteriaceae_Citreitalea                    -          LKAP.g-Gut1_E11_087.seq -               33     952      16     948       3     970    1440    +    1.4e-121  405.2  13.2  -
Flavobacteriaceae_Yeosuana                       -          LKAP.g-Gut1_E11_087.seq -               50     950      42     947      20     968    1469    +    1.6e-121  405.1  13.4  -
Planctomycetaceae_Roseimaritima                  -          LKAP.g-Gut1_E11_087.seq -               53     993      48     996      15    1011    1449    +    1.9e-121  404.8  12.4  -
Cyclobacteriaceae_Nitritalea                     -          LKAP.g-Gut1_E11_087.seq -               69     961      57     950      31    1002    1499    +    2.4e-121  404.5  12.4  -
Planctomycetaceae_Rubripirellula                 -          LKAP.g-Gut1_E11_087.seq -               42    1012      20     998       4    1011    1452    +    2.4e-121  404.4  12.5  -
Haliscomenobacteraceae_Haliscomenobacter         -          LKAP.g-Gut1_E11_087.seq -               76     970      54     950      31     982    1509    +    2.5e-121  404.7  12.6  -
Cryomorphaceae_Luteibaculum                      -          LKAP.g-Gut1_E11_087.seq -               73     964      54     947      30     968    1453    +    2.7e-121  404.5  13.2  -
Pseudonocardiaceae_Longimycelium                 -          LKAP.g-Gut1_E11_087.seq -               72     923      48     967      26     987    1454    +    2.9e-121  404.4  12.3  -
Glycomycetaceae_Salilacibacter                   -          LKAP.g-Gut1_E11_087.seq -               49    1010       8     990       2    1008    1494    +      3e-121  404.4  12.3  -
Flavobacteriaceae_Spongiimicrobium               -          LKAP.g-Gut1_E11_087.seq -               65     958      53     947      28     968    1447    +    3.2e-121  404.2  12.9  -
Flavobacteriaceae_Aureitalea                     -          LKAP.g-Gut1_E11_087.seq -               70     958      55     947      33     967    1392    +    3.2e-121  404.1  12.9  -
Flavobacteriaceae_Kriegella                      -          LKAP.g-Gut1_E11_087.seq -               25     924      48     948      28     978    1382    +    3.4e-121  404.0  12.5  -
Roseiflexaceae_Roseiflexus                       -          LKAP.g-Gut1_E11_087.seq -               78     949      58     957      35     977    1469    +    4.3e-121  404.1  12.6  -
Verrucomicrobiaceae_Roseimicrobium               -          LKAP.g-Gut1_E11_087.seq -               70     961      58     954      36     974    1457    +    4.4e-121  403.8  12.6  -
Flavobacteriaceae_Fulvibacter                    -          LKAP.g-Gut1_E11_087.seq -               10     915      43     950      36     970    1408    +    5.9e-121  403.1  13.0  -
Aquificaceae_Aquifex                             -          LKAP.g-Gut1_E11_087.seq -               91    1047      51     984      31    1004    1564    +    6.4e-121  403.5  12.3  -
Nocardiopsaceae_Allosalinactinospora             -          LKAP.g-Gut1_E11_087.seq -               87     994      54     957      30     978    1485    +    6.7e-121  403.4  12.6  -
Marinifilaceae_Ancylomarina                      -          LKAP.g-Gut1_E11_087.seq -               65     960      53     950      28     970    1450    +    7.4e-121  402.9  12.2  -
Cyclobacteriaceae_Mariniradius                   -          LKAP.g-Gut1_E11_087.seq -               72     958      57     947      36     970    1359    +      1e-120  403.0  13.3  -
Anaerolineaceae_Leptolinea                       -          LKAP.g-Gut1_E11_087.seq -               63     947      59     957      39     977    1426    +    1.1e-120  402.4  12.6  -
Filobacteriaceae_Filobacterium                   -          LKAP.g-Gut1_E11_087.seq -               83     978      52     950      32     970    1521    +    1.2e-120  402.2  12.5  -
Flavobacteriaceae_Meridianimaribacter            -          LKAP.g-Gut1_E11_087.seq -               39     967      14     947       3     968    1470    +    1.2e-120  402.2  13.2  -
Flavobacteriaceae_Namhaeicola                    -          LKAP.g-Gut1_E11_087.seq -               57     954      47     947      24     968    1443    +    1.4e-120  401.9  12.9  -
Balneolaceae_Rhodohalobacter                     -          LKAP.g-Gut1_E11_087.seq -               69     942      59     941      38     967    1456    +    1.6e-120  402.0  13.2  -
Flavobacteriaceae_Xanthomarina                   -          LKAP.g-Gut1_E11_087.seq -               75     964      54     947      32     968    1461    +    1.7e-120  401.7  12.6  -
Planctomycetaceae_Gimesia                        -          LKAP.g-Gut1_E11_087.seq -               36     997      14     981       4    1002    1504    +    1.9e-120  401.5  12.3  -
Flavobacteriaceae_Taeania                        -          LKAP.g-Gut1_E11_087.seq -               57     960      43     947      20     968    1449    +    1.9e-120  401.6  13.2  -
Flavobacteriaceae_Pseudotenacibaculum            -          LKAP.g-Gut1_E11_087.seq -               39     926      55     948      34     968    1383    +      2e-120  401.6  12.9  -
Blastocatellaceae_Tellurimicrobium               -          LKAP.g-Gut1_E11_087.seq -               50     965      13     949       3     970    1485    +    2.1e-120  401.4  13.2  -
Eubacteriaceae_Faecalitalea                      -          LKAP.g-Gut1_E11_087.seq -               60    1005      11     958       3     979    1490    +    2.2e-120  401.4  13.0  -
Planctomycetaceae_Thermostilla                   -          LKAP.g-Gut1_E11_087.seq -               50    1003      11     986       4    1005    1490    +    2.2e-120  401.5  12.8  -
Verrucomicrobiales_Limisphaera                   -          LKAP.g-Gut1_E11_087.seq -               12     958      32     954      19     974    1410    +    2.7e-120  401.4  12.6  -
Cytophagaceae_Persicitalea                       -          LKAP.g-Gut1_E11_087.seq -               79     962      60     943      40     964    1464    +    3.5e-120  401.1  13.1  -
Bernardetiaceae_Bernardetia                      -          LKAP.g-Gut1_E11_087.seq -               66     962      58     952      37     980    1483    +    3.9e-120  400.4  12.7  -
Anaerolineaceae_Bellilinea                       -          LKAP.g-Gut1_E11_087.seq -               64     941      60     953      39     973    1425    +    4.8e-120  400.5  13.1  -
Flavobacteriaceae_Aquibacter                     -          LKAP.g-Gut1_E11_087.seq -               63     959      47     947      26     968    1481    +    4.9e-120  400.2  12.9  -
Flavobacteriaceae_Spongiiferula                  -          LKAP.g-Gut1_E11_087.seq -               49     952      41     948      20     979    1441    +    5.2e-120  400.1  13.0  -
Leptotrichiaceae_Caviibacter                     -          LKAP.g-Gut1_E11_087.seq -               92    1015      62    1001      42    1010    1499    +    5.4e-120  400.2  11.6  -
Flammeovirgaceae_Imperialibacter                 -          LKAP.g-Gut1_E11_087.seq -               39     940      37     950      14     971    1420    +    6.1e-120  400.2  12.7  -
Cytophagaceae_Meniscus                           -          LKAP.g-Gut1_E11_087.seq -               37     954      11     948       3     969    1418    +    6.6e-120  399.8  13.5  -
Crocinitomicaceae_Crocinitomix                   -          LKAP.g-Gut1_E11_087.seq -               64     956      54     948      32     969    1477    +    6.7e-120  399.7  13.4  -
Schleiferiaceae_Schleiferia                      -          LKAP.g-Gut1_E11_087.seq -               83     975      58     948      38     968    1499    +      9e-120  399.6  12.9  -
Marinilabiliaceae_Geofilum                       -          LKAP.g-Gut1_E11_087.seq -               56     948      50     944      27     966    1440    +    9.5e-120  399.3  13.3  -
Bernardetiaceae_Garritya                         -          LKAP.g-Gut1_E11_087.seq -               62     962      52     950      29     973    1481    +    1.1e-119  399.2  13.1  -
Planctomycetaceae_Pirellula                      -          LKAP.g-Gut1_E11_087.seq -               81     980      57     965      36     985    1510    +    1.2e-119  399.2  12.3  -
Flavobacteriaceae_Geojedonia                     -          LKAP.g-Gut1_E11_087.seq -               52     952      46     948      24     970    1440    +    1.4e-119  398.7  13.1  -
Anaerolineaceae_Longilinea                       -          LKAP.g-Gut1_E11_087.seq -               64     946      60     958      39    1000    1422    +    1.6e-119  398.8  12.3  -
Flavobacteriaceae_Pseudozobellia                 -          LKAP.g-Gut1_E11_087.seq -               43     952      53     958      32     987    1401    +      2e-119  398.2  12.3  -
Flavobacteriaceae_Leptobacterium                 -          LKAP.g-Gut1_E11_087.seq -               44     973      14     950       3     970    1437    +    2.1e-119  398.1  13.3  -
Cytophagaceae_Pseudarcicella                     -          LKAP.g-Gut1_E11_087.seq -               23     910      60     950      44     972    1345    +    2.1e-119  398.2  12.7  -
Leptotrichiaceae_Sebaldella                      -          LKAP.g-Gut1_E11_087.seq -               88    1006      60    1000      34    1010    1502    +    2.7e-119  397.9  11.6  -
Chitinophagaceae_Thermoflavifilum                -          LKAP.g-Gut1_E11_087.seq -               27     928      47     950      25     970    1396    +    2.7e-119  397.7  13.0  -
Flavobacteriaceae_Maripseudobacter               -          LKAP.g-Gut1_E11_087.seq -               70     980      41     948      20     969    1489    +    2.9e-119  397.7  13.4  -
Flavobacteriaceae_Mangrovimonas                  -          LKAP.g-Gut1_E11_087.seq -               53     979      16     947       3     968    1487    +    3.1e-119  397.5  13.1  -
Flavobacteriaceae_Croceibacter                   -          LKAP.g-Gut1_E11_087.seq -               83     979      49     947      27     967    1521    +    3.3e-119  397.5  13.4  -
Flavobacteriaceae_Algoriella                     -          LKAP.g-Gut1_E11_087.seq -               85     973      59     950      38     970    1483    +    3.5e-119  397.3  12.7  -
Waddliaceae_Waddlia                              -          LKAP.g-Gut1_E11_087.seq -               90    1021      59     963      37     993    1557    +    3.8e-119  397.4  11.8  -
Flavobacteriaceae_Oceanihabitans                 -          LKAP.g-Gut1_E11_087.seq -               83     976      53     948      31     968    1514    +    6.3e-119  396.4  12.6  -
Flavobacteriaceae_Sediminibacter                 -          LKAP.g-Gut1_E11_087.seq -               50     956      34     948      14     970    1444    +      7e-119  396.4  13.2  -
Flavobacteriaceae_Ichthyenterobacterium          -          LKAP.g-Gut1_E11_087.seq -               54     980      17     948       3     970    1488    +      7e-119  396.3  13.3  -
Prolixibacteraceae_Draconibacterium              -          LKAP.g-Gut1_E11_087.seq -               54     975      12     949       3     970    1486    +    1.1e-118  395.5  13.4  -
Crocinitomicaceae_Salinirepens                   -          LKAP.g-Gut1_E11_087.seq -               33     958      11     947       3     967    1450    +    1.2e-118  395.5  12.9  -
Glycomycetaceae_Haloglycomyces                   -          LKAP.g-Gut1_E11_087.seq -               18     932      47     963      28     985    1421    +    1.2e-118  395.7  12.2  -
Mesoaciditogaceae_Athalassotoga                  -          LKAP.g-Gut1_E11_087.seq -               73     970      55     956      34     977    1500    +    1.4e-118  395.6  12.7  -
Flavobacteriaceae_Hoppeia                        -          LKAP.g-Gut1_E11_087.seq -               42     962      17     947       3     968    1489    +    1.4e-118  395.2  13.2  -
Chitinophagaceae_Panacibacter                    -          LKAP.g-Gut1_E11_087.seq -               59     960      47     950      26     970    1451    +    1.4e-118  395.2  12.7  -
Ichthyobacteriaceae_Ichthyobacterium             -          LKAP.g-Gut1_E11_087.seq -               80     983      50     950      29     976    1521    +    1.5e-118  395.3  12.6  -
Erysipelotrichaceae_Coprobacillus                -          LKAP.g-Gut1_E11_087.seq -               76     984      57     958      35     978    1485    +    1.6e-118  395.2  12.3  -
Bifidobacteriaceae_Bombiscardovia                -          LKAP.g-Gut1_E11_087.seq -                1     922       2     956       2     978    1420    +      2e-118  395.0  13.0  -
Erysipelotrichaceae_Faecalibaculum               -          LKAP.g-Gut1_E11_087.seq -               55    1007      18     985       3    1005    1487    +      2e-118  395.0  12.8  -
Cytophagaceae_Fluviimonas                        -          LKAP.g-Gut1_E11_087.seq -               24     966      59    1006      42    1011    1401    +      2e-118  394.8  12.0  -
Chitinophagaceae_Crenotalea                      -          LKAP.g-Gut1_E11_087.seq -               58     956      49     950      28     970    1447    +    2.5e-118  394.6  12.9  -
Cryomorphaceae_Cryomorpha                        -          LKAP.g-Gut1_E11_087.seq -               33     964      19     958       3     981    1422    +    2.7e-118  394.5  12.3  -
Cytophagaceae_Leadbetterella                     -          LKAP.g-Gut1_E11_087.seq -               67     964      60     962      40     999    1457    +    2.8e-118  394.5  12.2  -
Marinilabiliaceae_Alkalitalea                    -          LKAP.g-Gut1_E11_087.seq -               84     972      54     944      32     965    1486    +      3e-118  394.2  13.2  -
Marinilabiliaceae_Natronoflexus                  -          LKAP.g-Gut1_E11_087.seq -               66     955      53     944      30     965    1467    +      3e-118  394.2  13.3  -
Flavobacteriaceae_Jejuia                         -          LKAP.g-Gut1_E11_087.seq -               84     972      54     947      31     968    1480    +    3.2e-118  394.1  12.9  -
Prolixibacteraceae_Tangfeifania                  -          LKAP.g-Gut1_E11_087.seq -               57     987      49     982       7    1003    1446    +    3.4e-118  394.0  12.8  -
Chitinophagaceae_Pseudobacter                    -          LKAP.g-Gut1_E11_087.seq -               64     964      47     949      23     969    1432    +    3.5e-118  394.2  12.7  -
Synergistaceae_Rarimicrobium                     -          LKAP.g-Gut1_E11_087.seq -               29     915      37     955      16     975    1392    +    3.7e-118  394.1  13.4  -
Chlorobiaceae_Chloroherpeton                     -          LKAP.g-Gut1_E11_087.seq -               76     925      62     955      42     975    1403    +    4.8e-118  393.6  12.2  -
Planctomycetaceae_Mariniblastus                  -          LKAP.g-Gut1_E11_087.seq -               32     983      11     993       3    1009    1439    +    5.2e-118  393.5  12.0  -
Verrucomicrobiaceae_Verrucomicrobium             -          LKAP.g-Gut1_E11_087.seq -               61     961      52     954      27     974    1492    +    5.4e-118  393.5  12.5  -
Cytophagaceae_Taeseokella                        -          LKAP.g-Gut1_E11_087.seq -               39     954      59     977      38    1001    1385    +      6e-118  393.3  12.4  -
Cytophagaceae_Rhodocytophaga                     -          LKAP.g-Gut1_E11_087.seq -               26     913      60     950      42     970    1416    +      6e-118  393.4  12.8  -
Cyclobacteriaceae_Aquiflexum                     -          LKAP.g-Gut1_E11_087.seq -               78     971      54     950      32    1002    1459    +    6.4e-118  393.3  13.0  -
Flavobacteriaceae_Pibocella                      -          LKAP.g-Gut1_E11_087.seq -               60     958      51     947      29     968    1447    +    7.8e-118  392.9  12.9  -
Flavobacteriaceae_Frondibacter                   -          LKAP.g-Gut1_E11_087.seq -               65     954      59     950      38     970    1440    +    7.9e-118  392.8  12.5  -
Flavobacteriaceae_Jejudonia                      -          LKAP.g-Gut1_E11_087.seq -               65     959      53     950      32     978    1445    +      8e-118  392.8  12.4  -
Flavobacteriaceae_Coenonia                       -          LKAP.g-Gut1_E11_087.seq -               82    1002      56     977      23     998    1606    +    8.5e-118  392.7  11.9  -
