# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_A10_080_2018_2 -               31     959      15     942       4     942    1526    +           0 1179.3  33.8  -
Alcaligenaceae_Verticiella                       -          LKAP-TSAKG2_A10_080_2018_2 -               22     920      16     941       4     942    1454    +    5.7e-142  472.8  31.7  -
Flavobacteriaceae_Subsaximicrobium               -          LKAP-TSAKG2_A10_080_2018_2 -               66     917      77     942      57     942    1419    +    6.2e-142  472.4  29.5  -
Flammeovirgaceae_Sediminitomix                   -          LKAP-TSAKG2_A10_080_2018_2 -               30     924      17     941       4     942    1415    +    6.9e-142  472.5  31.2  -
Leptospiraceae_Leptonema                         -          LKAP-TSAKG2_A10_080_2018_2 -               14     894       9     941       3     942    1428    +    7.3e-142  472.4  31.0  -
Shewanellaceae_Psychrobium                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     928      18     941       4     942    1469    +    9.8e-142  471.9  31.9  -
Rhodobacteraceae_Sediminimonas                   -          LKAP-TSAKG2_A10_080_2018_2 -               16     862      16     941       5     942    1368    +      1e-141  471.9  29.4  -
Chromobacteriaceae_Leeia                         -          LKAP-TSAKG2_A10_080_2018_2 -                2     896      22     941      21     942    1416    +    1.6e-141  471.4  31.6  -
Rhodobacteraceae_Pelagimonas                     -          LKAP-TSAKG2_A10_080_2018_2 -                3     847      20     941      18     942    1344    +    1.6e-141  471.2  28.6  -
Synergistaceae_Aminivibrio                       -          LKAP-TSAKG2_A10_080_2018_2 -               18     890      15     941       3     942    1441    +    2.5e-141  470.5  31.1  -
Rhodobacteraceae_Oceanibulbus                    -          LKAP-TSAKG2_A10_080_2018_2 -               28     873      18     941       4     942    1379    +    2.8e-141  470.5  29.4  -
Flavobacteriaceae_Aureisphaera                   -          LKAP-TSAKG2_A10_080_2018_2 -               24     918      19     942       8     942    1444    +    2.9e-141  470.3  30.4  -
Rhodospirillaceae_Magnetovibrio                  -          LKAP-TSAKG2_A10_080_2018_2 -               36     888      18     941       4     942    1361    +      3e-141  470.3  30.3  -
Rhodobacteraceae_Alkalimicrobium                 -          LKAP-TSAKG2_A10_080_2018_2 -               43     875      18     941       4     942    1411    +    3.2e-141  470.3  28.9  -
Anaerolineaceae_Longilinea                       -          LKAP-TSAKG2_A10_080_2018_2 -               18     897      13     941       3     942    1422    +    4.3e-141  470.1  31.0  -
Propionibacteriaceae_Granulicoccus               -          LKAP-TSAKG2_A10_080_2018_2 -                2     827      88     941      87     942    1315    +    4.3e-141  469.9  26.2  -
Enterobacteriaceae_Biostraticola                 -          LKAP-TSAKG2_A10_080_2018_2 -               39     893      78     941      58     942    1418    +    4.5e-141  469.8  29.9  -
Propionibacteriaceae_Propionimicrobium           -          LKAP-TSAKG2_A10_080_2018_2 -               20     905      13     941       3     942    1502    +    4.7e-141  469.6  31.3  -
Eggerthellaceae_Paraeggerthella                  -          LKAP-TSAKG2_A10_080_2018_2 -               19     897      14     941       3     942    1427    +    5.1e-141  469.6  31.4  -
Chromatiaceae_Thiolamprovum                      -          LKAP-TSAKG2_A10_080_2018_2 -               39     928      18     941       4     942    1459    +    5.9e-141  469.3  32.2  -
Soortiaceae_Soortia                              -          LKAP-TSAKG2_A10_080_2018_2 -               43     952      14     941       3     942    1516    +    7.8e-141  468.9  30.8  -
Rhodocyclaceae_Quatrionicoccus                   -          LKAP-TSAKG2_A10_080_2018_2 -               40     940      16     941       3     942    1477    +      9e-141  468.9  32.2  -
Hymenobacteraceae_Nibribacter                    -          LKAP-TSAKG2_A10_080_2018_2 -                7     853      80     941      72     942    1350    +    9.7e-141  468.7  29.3  -
Bifidobacteriaceae_Gardnerella                   -          LKAP-TSAKG2_A10_080_2018_2 -               44     937      13     941       3     942    1475    +    1.1e-140  468.4  31.4  -
Flavobacteriaceae_Flavivirga                     -          LKAP-TSAKG2_A10_080_2018_2 -               67     914      77     942      57     942    1439    +    1.2e-140  468.2  29.7  -
Succinivibrionaceae_Succinimonas                 -          LKAP-TSAKG2_A10_080_2018_2 -               25     923      17     941       4     942    1462    +    1.3e-140  468.1  31.7  -
Neisseriaceae_Eikenella                          -          LKAP-TSAKG2_A10_080_2018_2 -               41     947      16     941       3     942    1503    +    1.4e-140  468.0  32.2  -
Neisseriaceae_Simonsiella                        -          LKAP-TSAKG2_A10_080_2018_2 -               22     928      17     941       3     942    1465    +    1.5e-140  468.0  31.9  -
Puniceicoccaceae_Coraliomargarita                -          LKAP-TSAKG2_A10_080_2018_2 -               35     950      18     941       3     942    1457    +    1.6e-140  467.9  32.1  -
Balneolaceae_Fodinibius                          -          LKAP-TSAKG2_A10_080_2018_2 -               11     908      18     941       8     942    1466    +      2e-140  467.6  30.8  -
Neisseriaceae_Stenoxybacter                      -          LKAP-TSAKG2_A10_080_2018_2 -               21     928      16     941       3     942    1484    +    2.1e-140  467.5  31.6  -
Bifidobacteriaceae_Neoscardovia                  -          LKAP-TSAKG2_A10_080_2018_2 -                5     842      78     941      72     942    1342    +    2.9e-140  467.1  28.6  -
Synergistaceae_Pyramidobacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               16     896      13     941       3     942    1445    +      3e-140  467.0  31.6  -
Victivallaceae_Victivallis                       -          LKAP-TSAKG2_A10_080_2018_2 -               39     904      18     941       4     942    1456    +    3.5e-140  466.8  29.0  -
Burkholderiaceae_Paucimonas                      -          LKAP-TSAKG2_A10_080_2018_2 -               22     921      17     941       4     942    1488    +      6e-140  466.0  31.5  -
Chromatiaceae_Thioalkalicoccus                   -          LKAP-TSAKG2_A10_080_2018_2 -                3     855      82     941      80     942    1325    +    6.2e-140  466.1  28.5  -
Succinivibrionaceae_Ruminobacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               49     947      17     941       4     942    1539    +    6.8e-140  465.8  31.8  -
Stigonematales_Iphinoe                           -          LKAP-TSAKG2_A10_080_2018_2 -               44     892      19     941       4     942    1446    +    6.8e-140  465.9  29.2  -
Piscirickettsiaceae_Piscirickettsia              -          LKAP-TSAKG2_A10_080_2018_2 -               43     947      18     941       4     942    1534    +    6.9e-140  465.7  31.5  -
Flavobacteriaceae_Leeuwenhoekiella               -          LKAP-TSAKG2_A10_080_2018_2 -               24     925      19     942       7     942    1481    +    8.5e-140  465.3  30.3  -
Pseudomonadaceae_Azorhizophilus                  -          LKAP-TSAKG2_A10_080_2018_2 -                2     823     112     941     111     942    1384    +      1e-139  465.3  26.4  -
Blastocatellales_Chloracidobacterium             -          LKAP-TSAKG2_A10_080_2018_2 -               43     902      18     941       4     942    1488    +    1.4e-139  464.7  30.1  -
Thiotrichales_Fangia                             -          LKAP-TSAKG2_A10_080_2018_2 -               44     943      18     941       4     942    1515    +    1.5e-139  464.7  31.8  -
Nostocales_Phyllonema                            -          LKAP-TSAKG2_A10_080_2018_2 -               23     872      18     941       4     942    1414    +    1.7e-139  464.7  29.3  -
Oscillatoriales_Pantanalinema                    -          LKAP-TSAKG2_A10_080_2018_2 -               24     872      19     941       4     942    1459    +    2.2e-139  464.2  29.3  -
Anaerolineaceae_Pelolinea                        -          LKAP-TSAKG2_A10_080_2018_2 -               16     907      13     941       3     942    1432    +    2.4e-139  464.1  32.0  -
Pasteurellaceae_Testudinibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               91     991      18     941       4     942    1412    +    3.9e-139  463.3  31.5  -
Fimbriimonadaceae_Fimbriimonas                   -          LKAP-TSAKG2_A10_080_2018_2 -               26     896      16     941       3     942    1443    +    4.3e-139  463.2  30.4  -
Opitutaceae_Alterococcus                         -          LKAP-TSAKG2_A10_080_2018_2 -               21     944      17     941       3     942    1482    +    4.6e-139  463.0  33.0  -
Oscillatoriales_Crinalium                        -          LKAP-TSAKG2_A10_080_2018_2 -               24     874      19     941       4     942    1446    +    5.3e-139  463.0  29.5  -
Nautiliaceae_Lebetimonas                         -          LKAP-TSAKG2_A10_080_2018_2 -               23     892      18     941       4     942    1431    +    5.8e-139  463.1  31.9  -
Thermaceae_Rhabdothermus                         -          LKAP-TSAKG2_A10_080_2018_2 -               22     899      17     941       4     942    1472    +    9.2e-139  462.4  32.1  -
Flammeovirgaceae_Perexilibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               38     938      12     941       3     942    1477    +    9.9e-139  462.0  31.7  -
Petrotogaceae_Petrotoga                          -          LKAP-TSAKG2_A10_080_2018_2 -               25     912      10     942       4     942    1487    +      1e-138  462.1  31.4  -
Thermonemataceae_Thermonema                      -          LKAP-TSAKG2_A10_080_2018_2 -               13     912      17     941       6     942    1465    +    1.5e-138  461.5  32.4  -
Salinibacteraceae_Salisaeta                      -          LKAP-TSAKG2_A10_080_2018_2 -               19     912      18     941       4     942    1425    +    1.6e-138  461.3  31.5  -
Clostridiales_Flintibacter                       -          LKAP-TSAKG2_A10_080_2018_2 -               36     807      78     876      56     877     808    +    1.7e-138  461.4  25.3  -
Anaerolineaceae_Bellilinea                       -          LKAP-TSAKG2_A10_080_2018_2 -               18     897      13     941       3     942    1425    +    1.7e-138  461.4  30.7  -
Pasteurellaceae_Mesocricetibacter                -          LKAP-TSAKG2_A10_080_2018_2 -               32     935      18     941       4     942    1339    +    2.1e-138  461.1  31.2  -
Spartobacteria_Terrimicrobium                    -          LKAP-TSAKG2_A10_080_2018_2 -               19     908      16     941       3     942    1418    +    2.3e-138  460.8  31.0  -
Xenococcaceae_Foliisarcina                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     876      18     941       4     942    1418    +    2.4e-138  461.0  29.2  -
Nautiliaceae_Thioreductor                        -          LKAP-TSAKG2_A10_080_2018_2 -               23     882      18     941       4     942    1417    +    3.8e-138  460.2  30.6  -
Pasteurellaceae_Phocoenobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               23     926      18     941       4     942    1495    +    4.3e-138  459.9  31.3  -
Rhodothermaceae_Longimonas                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     916      18     941       4     942    1457    +    5.7e-138  459.3  31.2  -
Pasteurellaceae_Necropsobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               32     878      78     941      62     942    1272    +    6.2e-138  459.5  29.7  -
Mesoaciditogaceae_Athalassotoga                  -          LKAP-TSAKG2_A10_080_2018_2 -               21     923      14     941       3     942    1500    +    6.5e-138  459.5  32.8  -
Thermaceae_Vulcanithermus                        -          LKAP-TSAKG2_A10_080_2018_2 -               29     905      17     941       4     942    1481    +    8.1e-138  459.1  31.1  -
Orbaceae_Gilliamella                             -          LKAP-TSAKG2_A10_080_2018_2 -               50     949      18     941       4     942    1538    +    9.8e-138  458.7  31.1  -
Oscillatoriales_Alkalinema                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     871      18     941       4     942    1456    +      1e-137  458.8  28.7  -
Pasteurellaceae_Frederiksenia                    -          LKAP-TSAKG2_A10_080_2018_2 -               23     924      18     941       4     942    1362    +    1.3e-137  458.5  31.4  -
Balneolaceae_Rhodohalobacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               18     910      13     941       3     942    1456    +    1.4e-137  458.3  32.1  -
Moraxellaceae_Faucicola                          -          LKAP-TSAKG2_A10_080_2018_2 -               48     901      73     941      50     942    1430    +    1.7e-137  457.9  29.9  -
Persicobacteraceae_Aureibacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               43     937      17     941       4     942    1485    +    2.1e-137  457.7  31.3  -
Eggerthellaceae_Denitrobacterium                 -          LKAP-TSAKG2_A10_080_2018_2 -               13     890      14     941       4     942    1413    +    2.2e-137  457.7  31.1  -
Pasteurellaceae_Vespertiliibacter                -          LKAP-TSAKG2_A10_080_2018_2 -               23     924      18     941       4     942    1462    +    2.2e-137  457.5  31.3  -
Pasteurellaceae_Basfia                           -          LKAP-TSAKG2_A10_080_2018_2 -               23     926      18     941       4     942    1365    +    2.5e-137  457.5  31.1  -
Oscillatoriales_Planktothricoides                -          LKAP-TSAKG2_A10_080_2018_2 -               10     831      74     941      58     942    1369    +    3.1e-137  457.0  28.5  -
Parachlamydiaceae_Parachlamydia                  -          LKAP-TSAKG2_A10_080_2018_2 -               76     948      78     941      57     942    1541    +    3.2e-137  456.9  30.0  -
Orbaceae_Frischella                              -          LKAP-TSAKG2_A10_080_2018_2 -               50     945      18     941       4     942    1534    +    3.8e-137  456.7  30.8  -
Verrucomicrobiaceae_Persicirhabdus               -          LKAP-TSAKG2_A10_080_2018_2 -               33     933      17     941       3     942    1480    +    4.7e-137  456.6  31.4  -
Anaerolineaceae_Leptolinea                       -          LKAP-TSAKG2_A10_080_2018_2 -               16     899      13     941       3     942    1426    +    5.7e-137  456.3  31.1  -
Alcaligenaceae_Brackiella                        -          LKAP-TSAKG2_A10_080_2018_2 -               10     909      16     941       7     942    1473    +    5.8e-137  456.2  31.6  -
Flammeovirgaceae_Nafulsella                      -          LKAP-TSAKG2_A10_080_2018_2 -                2     894      16     941      15     942    1441    +    6.5e-137  455.9  30.1  -
Verrucomicrobiales_Limisphaera                   -          LKAP-TSAKG2_A10_080_2018_2 -               33     913      70     941      50     942    1410    +    6.6e-137  456.3  31.1  -
Sutterellaceae_Turicimonas                       -          LKAP-TSAKG2_A10_080_2018_2 -               41     951      16     941       3     942    1528    +    6.8e-137  455.9  31.8  -
Blastocatellaceae_Blastocatella                  -          LKAP-TSAKG2_A10_080_2018_2 -               18     904      13     941       3     942    1445    +    7.6e-137  455.6  31.1  -
Sphingobacteriaceae_Anseongella                  -          LKAP-TSAKG2_A10_080_2018_2 -               31     923      17     941       4     942    1457    +    9.5e-137  455.6  31.5  -
Rhodothermaceae_Longibacter                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     916      18     941       4     942    1456    +    1.1e-136  455.1  31.1  -
Puniceicoccaceae_Puniceicoccus                   -          LKAP-TSAKG2_A10_080_2018_2 -               30     930      16     941       3     942    1480    +    1.3e-136  455.0  31.6  -
Cardiobacteriaceae_Dichelobacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               31     924      18     941       4     942    1460    +    1.3e-136  455.3  31.2  -
Microscillaceae_Microscilla                      -          LKAP-TSAKG2_A10_080_2018_2 -               22     899      17     941       4     942    1455    +    1.6e-136  454.6  30.2  -
Ventosimonadaceae_Ventosimonas                   -          LKAP-TSAKG2_A10_080_2018_2 -               50     953      18     941       4     942    1489    +    2.1e-136  454.2  31.8  -
Cytophagales_Luteivirga                          -          LKAP-TSAKG2_A10_080_2018_2 -               41     889      78     941      58     942    1297    +    4.8e-136  453.2  29.8  -
Roseiflexaceae_Roseiflexus                       -          LKAP-TSAKG2_A10_080_2018_2 -               38     901      13     941       3     942    1469    +      5e-136  453.4  30.9  -
Pasteurellaceae_Muribacter                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     918      18     941       4     942    1356    +      6e-136  452.8  31.1  -
Leptotrichiaceae_Sebaldella                      -          LKAP-TSAKG2_A10_080_2018_2 -               43     917      18     941       7     942    1502    +    6.7e-136  452.7  30.6  -
Pasteurellaceae_Chelonobacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               41     893      77     941      57     942    1389    +    9.3e-136  452.3  29.8  -
Synergistaceae_Jonquetella                       -          LKAP-TSAKG2_A10_080_2018_2 -               56     878      78     941      57     942    1394    +    1.1e-135  452.0  28.5  -
Blastocatellaceae_Tellurimicrobium               -          LKAP-TSAKG2_A10_080_2018_2 -               38     925      13     941       3     942    1485    +    1.4e-135  451.5  31.2  -
Verrucomicrobiaceae_Brevifollis                  -          LKAP-TSAKG2_A10_080_2018_2 -               22     927      17     941       3     942    1469    +    1.5e-135  451.5  32.2  -
Gloeomargaritaceae_Gloeomargarita                -          LKAP-TSAKG2_A10_080_2018_2 -               37     892      14     941       3     942    1482    +    1.9e-135  451.2  29.8  -
Leptotrichiaceae_Hypnocyclicus                   -          LKAP-TSAKG2_A10_080_2018_2 -                1     807     105     941     105     942    1213    +    1.1e-134  448.6  25.6  -
Lentimicrobiaceae_Lentimicrobium                 -          LKAP-TSAKG2_A10_080_2018_2 -               22     917      17     941       4     942    1446    +    1.4e-134  448.2  32.8  -
Flavobacteriaceae_Pricia                         -          LKAP-TSAKG2_A10_080_2018_2 -               43     944      18     941       4     942    1493    +    1.5e-134  448.3  31.6  -
Chromatiaceae_Isochromatium                      -          LKAP-TSAKG2_A10_080_2018_2 -                2     889      22     941      21     942    1450    +    1.6e-134  447.9  31.6  -
Puniceicoccaceae_Ruficoccus                      -          LKAP-TSAKG2_A10_080_2018_2 -               40     933      18     941       4     942    1471    +    1.7e-134  447.9  31.2  -
Flavobacteriaceae_Zunongwangia                   -          LKAP-TSAKG2_A10_080_2018_2 -               44     942      19     942       7     942    1490    +    1.8e-134  447.6  30.2  -
Moraxellaceae_Enhydrobacter                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     917      18     941       4     942    1484    +    1.8e-134  447.9  31.1  -
Flammeovirgaceae_Fabivirga                       -          LKAP-TSAKG2_A10_080_2018_2 -               38     886      78     941      36     942    1375    +    2.2e-134  447.8  30.4  -
Synergistaceae_Aminiphilus                       -          LKAP-TSAKG2_A10_080_2018_2 -               44     909      19     941       4     942    1416    +    2.6e-134  447.5  30.6  -
Pasteurellaceae_Bibersteinia                     -          LKAP-TSAKG2_A10_080_2018_2 -               23     924      18     941       4     942    1362    +    4.4e-134  446.8  31.1  -
Eggerthellaceae_Cryptobacterium                  -          LKAP-TSAKG2_A10_080_2018_2 -               32     913      13     941       3     942    1429    +    6.1e-134  446.2  31.4  -
Synergistaceae_Synergistes                       -          LKAP-TSAKG2_A10_080_2018_2 -               48     917      18     941       3     942    1355    +    7.4e-134  446.0  30.9  -
Cytophagaceae_Sporocytophaga                     -          LKAP-TSAKG2_A10_080_2018_2 -               32     927      17     941       4     942    1488    +    7.6e-134  445.9  31.8  -
Anaerolineaceae_Flexilinea                       -          LKAP-TSAKG2_A10_080_2018_2 -               18     892      13     941       3     942    1418    +      8e-134  446.2  30.5  -
Pasteurellaceae_Otariodibacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               19     872      77     941      65     942    1410    +    1.4e-133  444.9  29.2  -
Cyclobacteriaceae_Nitritalea                     -          LKAP-TSAKG2_A10_080_2018_2 -               26     920      17     941       4     942    1499    +    1.9e-133  444.4  31.2  -
Cryomorphaceae_Owenweeksia                       -          LKAP-TSAKG2_A10_080_2018_2 -               29     921      18     941       4     942    1482    +    2.3e-133  444.1  31.6  -
Deinococcaceae_Deinobacterium                    -          LKAP-TSAKG2_A10_080_2018_2 -               17     898      14     941       3     942    1461    +    3.5e-133  443.7  31.2  -
Pasteurellaceae_Cricetibacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               37     886      77     941      57     942    1295    +    3.7e-133  443.7  29.6  -
Cytophagaceae_Jiulongibacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               42     936      17     941       4     942    1508    +    4.5e-133  443.3  30.6  -
Chroococcales_Chalicogloea                       -          LKAP-TSAKG2_A10_080_2018_2 -               76     884      87     941      63     942    1442    +    4.9e-133  443.0  27.6  -
Rhodospirillaceae_Phaeovibrio                    -          LKAP-TSAKG2_A10_080_2018_2 -               17     873      16     941       4     942    1450    +    5.1e-133  443.2  29.2  -
Succinivibrionaceae_Succinatimonas               -          LKAP-TSAKG2_A10_080_2018_2 -               22     898      17     941       4     942    1469    +    1.9e-132  441.2  30.8  -
Mooreiaceae_Mooreia                              -          LKAP-TSAKG2_A10_080_2018_2 -               49     903      78     941      57     942    1424    +    2.1e-132  441.1  29.5  -
Parachlamydiaceae_Neochlamydia                   -          LKAP-TSAKG2_A10_080_2018_2 -               70     942      77     941      54     942    1529    +    2.4e-132  440.9  29.9  -
Pasteurellaceae_Lonepinella                      -          LKAP-TSAKG2_A10_080_2018_2 -                8     907      19     941      13     942    1498    +    2.7e-132  440.6  29.7  -
Opitutaceae_Opitutus                             -          LKAP-TSAKG2_A10_080_2018_2 -               22     942      17     941       3     942    1480    +    5.6e-132  439.6  32.3  -
Flammeovirgaceae_Imperialibacter                 -          LKAP-TSAKG2_A10_080_2018_2 -                4     899      12     941       8     942    1420    +    5.9e-132  439.8  31.5  -
Chthonomonadaceae_Chthonomonas                   -          LKAP-TSAKG2_A10_080_2018_2 -                2     886      24     940      23     942    1411    +    6.6e-132  439.5  30.9  -
Cryomorphaceae_Salibacter                        -          LKAP-TSAKG2_A10_080_2018_2 -               23     919      18     941       4     942    1448    +    7.8e-132  439.3  31.2  -
Cytophagales_Chryseolinea                        -          LKAP-TSAKG2_A10_080_2018_2 -               35     925      18     941       4     942    1472    +    8.2e-132  439.1  30.4  -
Pasteurellaceae_Nicoletella                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     926      18     941       4     942    1365    +    9.3e-132  439.0  31.3  -
Pasteurellaceae_Histophilus                      -          LKAP-TSAKG2_A10_080_2018_2 -               13     866      77     941      67     942    1361    +      1e-131  438.9  29.5  -
Haliscomenobacteraceae_Haliscomenobacter         -          LKAP-TSAKG2_A10_080_2018_2 -               42     929      17     941       3     942    1509    +    1.1e-131  438.9  29.9  -
Cytophagaceae_Taeseokella                        -          LKAP-TSAKG2_A10_080_2018_2 -               38     886      78     941      58     942    1385    +    1.5e-131  438.2  29.5  -
Clostridiales_Gallicola                          -          LKAP-TSAKG2_A10_080_2018_2 -               16     921      13     941       3     942    1357    +    2.1e-131  437.8  31.7  -
Leptotrichiaceae_Oceanivirga                     -          LKAP-TSAKG2_A10_080_2018_2 -               93     923      82     941      62     942    1500    +    2.3e-131  437.6  28.1  -
Cytophagaceae_Ekhidna                            -          LKAP-TSAKG2_A10_080_2018_2 -               54     902      78     941      58     942    1368    +    2.9e-131  437.4  30.5  -
Bifidobacteriaceae_Bombiscardovia                -          LKAP-TSAKG2_A10_080_2018_2 -               36     875      71     941      51     942    1420    +    3.9e-131  436.9  30.1  -
Cytophagaceae_Fluviimonas                        -          LKAP-TSAKG2_A10_080_2018_2 -               24     873      79     941      59     942    1401    +      4e-131  436.7  29.7  -
Bernardetiaceae_Hugenholtzia                     -          LKAP-TSAKG2_A10_080_2018_2 -               24     902      19     941       5     942    1461    +    4.9e-131  436.5  30.4  -
Microscillaceae_Eisenibacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               24     902      19     941       5     942    1461    +    4.9e-131  436.5  30.4  -
Catalimonadaceae_Catalinimonas                   -          LKAP-TSAKG2_A10_080_2018_2 -               38     902      55     941      34     942    1425    +    9.3e-131  435.6  30.8  -
Succinivibrionaceae_Succinivibrio                -          LKAP-TSAKG2_A10_080_2018_2 -               32     898      17     941       4     942    1463    +    9.6e-131  435.6  30.4  -
Flammeovirgaceae_Rapidithrix                     -          LKAP-TSAKG2_A10_080_2018_2 -               10     924      26     941      17     942    1465    +    2.6e-130  434.1  30.7  -
Hydrogenothermaceae_Venenivibrio                 -          LKAP-TSAKG2_A10_080_2018_2 -               39     906      14     941       3     942    1506    +    3.1e-130  434.1  31.5  -
Porphyromonadaceae_Muribaculum                   -          LKAP-TSAKG2_A10_080_2018_2 -               31     888      79     941      59     942    1460    +    3.2e-130  434.1  30.0  -
Aquificaceae_Aquifex                             -          LKAP-TSAKG2_A10_080_2018_2 -               47     973      14     941       3     942    1564    +    3.3e-130  434.1  32.5  -
Leptotrichiaceae_Caviibacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               92     924      82     941      58     942    1499    +    4.8e-130  433.3  28.9  -
Pasteurellaceae_Seminibacterium                  -          LKAP-TSAKG2_A10_080_2018_2 -               33     885      77     941      57     942    1405    +    7.3e-130  432.7  29.7  -
Verrucomicrobiaceae_Verrucomicrobium             -          LKAP-TSAKG2_A10_080_2018_2 -               18     916      16     941       3     942    1492    +    9.7e-130  432.3  32.4  -
Flavobacteriaceae_Namhaeicola                    -          LKAP-TSAKG2_A10_080_2018_2 -               23     916      18     941       4     942    1443    +    1.2e-129  431.8  31.5  -
Cytophagaceae_Rhodocytophaga                     -          LKAP-TSAKG2_A10_080_2018_2 -                9     872      69     941      60     942    1416    +    1.7e-129  431.5  30.4  -
Flammeovirgaceae_Tunicatimonas                   -          LKAP-TSAKG2_A10_080_2018_2 -               22     914      17     941       4     942    1457    +    1.9e-129  431.3  31.6  -
Cytophagaceae_Siphonobacter                      -          LKAP-TSAKG2_A10_080_2018_2 -               15     863      79     941      66     942    1351    +    1.9e-129  431.3  29.0  -
Marinilabiliaceae_Anaerophaga                    -          LKAP-TSAKG2_A10_080_2018_2 -               43     946      18     941       6     942    1524    +    2.4e-129  430.9  31.3  -
Planctomycetaceae_Thermostilla                   -          LKAP-TSAKG2_A10_080_2018_2 -               34     920      12     941       3     942    1490    +      3e-129  430.8  32.3  -
Saprospiraceae_Membranicola                      -          LKAP-TSAKG2_A10_080_2018_2 -               37     889      77     941      56     942    1396    +    3.4e-129  430.4  30.0  -
Cryomorphaceae_Cryomorpha                        -          LKAP-TSAKG2_A10_080_2018_2 -               20     913      18     941       4     942    1422    +      4e-129  430.2  31.4  -
Sphingobacteriaceae_Nubsella                     -          LKAP-TSAKG2_A10_080_2018_2 -               55     903      79     941      56     942    1422    +    4.8e-129  430.0  30.1  -
Flavobacteriaceae_Lutaonella                     -          LKAP-TSAKG2_A10_080_2018_2 -               23     926      18     941       4     942    1486    +    7.5e-129  429.3  30.6  -
Chitinophagaceae_Thermoflavifilum                -          LKAP-TSAKG2_A10_080_2018_2 -               33     887      73     941      52     942    1396    +    8.1e-129  429.2  30.5  -
Thorselliaceae_Coetzeea                          -          LKAP-TSAKG2_A10_080_2018_2 -               15     867      77     941      66     942    1391    +    8.9e-129  429.0  29.7  -
Cyclobacteriaceae_Shivajiella                    -          LKAP-TSAKG2_A10_080_2018_2 -               37     886      78     941      57     942    1385    +    9.7e-129  429.1  29.4  -
Cytophagaceae_Leadbetterella                     -          LKAP-TSAKG2_A10_080_2018_2 -               37     911      19     941       4     942    1457    +    1.1e-128  428.9  31.3  -
Chitinophagaceae_Parasediminibacterium           -          LKAP-TSAKG2_A10_080_2018_2 -                4     894      18     941      16     942    1402    +    1.2e-128  428.8  30.1  -
Sphingobacteriaceae_Pelobium                     -          LKAP-TSAKG2_A10_080_2018_2 -               43     933      18     941       5     942    1481    +    1.7e-128  428.3  31.9  -
Verrucomicrobiaceae_Roseimicrobium               -          LKAP-TSAKG2_A10_080_2018_2 -               22     916      17     941       3     942    1457    +      2e-128  428.0  32.7  -
Flavobacteriaceae_Spongiimicrobium               -          LKAP-TSAKG2_A10_080_2018_2 -               23     920      18     941       4     942    1447    +    2.3e-128  427.7  31.7  -
Cytophagaceae_Arcticibacterium                   -          LKAP-TSAKG2_A10_080_2018_2 -               22     913      17     941       4     942    1439    +    2.9e-128  427.2  30.7  -
Flavobacteriaceae_Spongiimonas                   -          LKAP-TSAKG2_A10_080_2018_2 -               24     920      18     941       4     942    1426    +    3.6e-128  427.1  31.5  -
Chitinophagaceae_Crenotalea                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     915      18     941       4     942    1447    +    3.6e-128  427.0  31.5  -
Synergistaceae_Rarimicrobium                     -          LKAP-TSAKG2_A10_080_2018_2 -               28     869      56     941      33     942    1392    +    4.9e-128  426.7  30.4  -
Haliscomenobacteraceae_Portibacter               -          LKAP-TSAKG2_A10_080_2018_2 -               42     937      17     941       3     942    1478    +    6.5e-128  426.7  31.4  -
Spirochaetales_Exilispira                        -          LKAP-TSAKG2_A10_080_2018_2 -               17     912      12     941       3     942    1456    +    7.1e-128  426.0  32.3  -
Flavobacteriaceae_Sediminibacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               23     917      18     941       4     942    1444    +    7.9e-128  425.9  32.1  -
