# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_C01_011_2018_2 -               46     888      25     866       5     866    1526    +           0 1061.7  23.4  -
Halomonadaceae_Aidingimonas                      -          LKAP-TSAKG2_C01_011_2018_2 -               27     846      26     865       9     866    1469    +    7.6e-126  419.1  21.6  -
Flavobacteriaceae_Maribacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               70     851      73     863      53     866    1443    +    7.6e-126  419.0  20.8  -
Rhodobacteraceae_Roseibaca                       -          LKAP-TSAKG2_C01_011_2018_2 -               28     788      56     866      36     866    1425    +    7.7e-126  419.3  21.7  -
Saccharospirillaceae_Gynuella                    -          LKAP-TSAKG2_C01_011_2018_2 -               89     874      72     865      51     866    1503    +    7.9e-126  419.1  19.8  -
Piscirickettsiaceae_Galenea                      -          LKAP-TSAKG2_C01_011_2018_2 -               81     867      73     865      53     866    1449    +    8.6e-126  419.1  19.7  -
Flavobacteriaceae_Polaribacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               66     842      73     865      53     866    1440    +    9.1e-126  418.7  20.0  -
Sulfuricellaceae_Sulfurirhabdus                  -          LKAP-TSAKG2_C01_011_2018_2 -               77     862      73     865      53     866    1433    +    9.1e-126  419.0  20.3  -
Acidobacteriaceae_Terracidiphilus                -          LKAP-TSAKG2_C01_011_2018_2 -               87     834      75     866      54     866    1464    +    9.2e-126  419.0  19.5  -
Lysobacteriales_Povalibacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               95     880      72     866      52     866    1508    +    9.8e-126  419.0  20.2  -
Succinivibrionaceae_Ruminobacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               98     874      72     864      52     866    1539    +      1e-125  418.8  20.6  -
Erwiniaceae_Phaseolibacter                       -          LKAP-TSAKG2_C01_011_2018_2 -               86     865      72     860      52     866    1522    +      1e-125  418.9  19.9  -
Acetobacteraceae_Swaminathania                   -          LKAP-TSAKG2_C01_011_2018_2 -               70     820      69     866      49     866    1455    +    1.1e-125  418.9  19.8  -
Planctomycetaceae_Rhodopirellula                 -          LKAP-TSAKG2_C01_011_2018_2 -               72     842      75     866      55     866    1457    +    1.2e-125  418.4  19.2  -
Ectothiorhodospiraceae_Nitrococcus               -          LKAP-TSAKG2_C01_011_2018_2 -               53     879      23     863       6     866    1482    +    1.2e-125  418.6  22.1  -
Enterobacteriaceae_Biostraticola                 -          LKAP-TSAKG2_C01_011_2018_2 -               39     822      73     865      53     866    1418    +    1.2e-125  418.6  20.1  -
Flavobacteriaceae_Croceitalea                    -          LKAP-TSAKG2_C01_011_2018_2 -               71     847      74     864      53     866    1494    +    1.2e-125  418.2  21.1  -
Sphingobacteriaceae_Arcticibacter                -          LKAP-TSAKG2_C01_011_2018_2 -               65     842      74     865      55     866    1441    +    1.3e-125  418.4  20.6  -
Moraxellaceae_Fluviicoccus                       -          LKAP-TSAKG2_C01_011_2018_2 -               27     814      69     865      48     866    1405    +    1.3e-125  418.4  20.5  -
Rhodobacteraceae_Marinibacterium                 -          LKAP-TSAKG2_C01_011_2018_2 -               50     796      71     866      50     866    1378    +    1.4e-125  418.5  20.0  -
Parvularculaceae_Aquisalinus                     -          LKAP-TSAKG2_C01_011_2018_2 -               62     818      61     866      40     866    1426    +    1.4e-125  418.6  20.1  -
Lysobacteraceae_Panacagrimonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               66     851      71     866      50     866    1477    +    1.6e-125  418.4  19.6  -
Acetobacteraceae_Dankookia                       -          LKAP-TSAKG2_C01_011_2018_2 -               55     801      73     865      53     866    1411    +    1.6e-125  418.5  20.1  -
Alphaproteobacteria_Breoghania                   -          LKAP-TSAKG2_C01_011_2018_2 -               68     816      68     865      48     866    1481    +    1.7e-125  418.2  20.1  -
Comamonadaceae_Corticibacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               37     819      73     865      53     866    1418    +    1.9e-125  417.9  20.1  -
Acetobacteraceae_Neoasaia                        -          LKAP-TSAKG2_C01_011_2018_2 -               50     753      69     817      49     826    1457    +    1.9e-125  418.1  22.8  -
Prochlorotrichaceae_Prochlorothrix               -          LKAP-TSAKG2_C01_011_2018_2 -               29     787      61     865      41     866    1448    +    2.2e-125  417.6  20.7  -
Neisseriaceae_Amantichitinum                     -          LKAP-TSAKG2_C01_011_2018_2 -               84     867      72     865      50     866    1491    +    2.3e-125  417.8  19.8  -
Lentisphaeraceae_Lentisphaera                    -          LKAP-TSAKG2_C01_011_2018_2 -               55     838      46     866      26     866    1465    +    2.3e-125  417.7  21.0  -
Rhodocyclaceae_Sulfuritalea                      -          LKAP-TSAKG2_C01_011_2018_2 -               33     851      25     866       5     866    1448    +    2.3e-125  417.7  22.1  -
Rhodobacteraceae_Hwanghaeicola                   -          LKAP-TSAKG2_C01_011_2018_2 -               24     785      60     866      40     866    1350    +    2.4e-125  417.8  21.0  -
Chromobacteriaceae_Leeia                         -          LKAP-TSAKG2_C01_011_2018_2 -               43     825      73     865      53     866    1416    +    2.7e-125  417.6  20.3  -
Halomonadaceae_Carnimonas                        -          LKAP-TSAKG2_C01_011_2018_2 -               76     859      73     865      52     866    1519    +      3e-125  417.2  20.1  -
Odoribacteraceae_Odoribacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               71     789      74     803      53     824    1478    +    3.1e-125  417.0  21.5  -
Lachnospiraceae_Johnsonella                      -          LKAP-TSAKG2_C01_011_2018_2 -               31     840      25     865       5     866    1478    +    3.4e-125  417.4  24.1  -
Coxiellaceae_Diplorickettsia                     -          LKAP-TSAKG2_C01_011_2018_2 -               76     876      73     866      53     866    1488    +    3.5e-125  417.1  20.2  -
Acidobacteriaceae_Bryocella                      -          LKAP-TSAKG2_C01_011_2018_2 -               85     833      74     866      54     866    1416    +      4e-125  416.7  19.8  -
Rickettsiaceae_Orientia                          -          LKAP-TSAKG2_C01_011_2018_2 -               68     816      71     866      51     866    1459    +    4.2e-125  417.0  19.6  -
Rhodobacteraceae_Youngimonas                     -          LKAP-TSAKG2_C01_011_2018_2 -               44     800      60     866      40     866    1423    +    4.4e-125  416.8  21.2  -
Comamonadaceae_Hylemonella                       -          LKAP-TSAKG2_C01_011_2018_2 -               74     857      72     865      52     866    1487    +    4.4e-125  416.6  20.4  -
Alteromonadaceae_Tamilnaduibacter                -          LKAP-TSAKG2_C01_011_2018_2 -               78     861      73     865      52     866    1474    +    4.6e-125  416.7  19.8  -
Acidobacteriaceae_Telmatobacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               87     834      75     866      54     866    1406    +    4.7e-125  416.6  20.0  -
Bifidobacteriaceae_Aeriscardovia                 -          LKAP-TSAKG2_C01_011_2018_2 -               70     837      72     865      51     866    1422    +    4.7e-125  416.9  20.3  -
Nocardioidaceae_Pimelobacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               17     832      13     866       3     866    1474    +    4.9e-125  416.6  22.3  -
Moraxellaceae_Cavicella                          -          LKAP-TSAKG2_C01_011_2018_2 -               24     806      74     865      54     866    1423    +    5.2e-125  416.4  19.8  -
Acidobacteriaceae_Silvibacterium                 -          LKAP-TSAKG2_C01_011_2018_2 -               87     834      75     866      54     866    1464    +    5.5e-125  416.4  19.8  -
Flavobacteriaceae_Bizionia                       -          LKAP-TSAKG2_C01_011_2018_2 -               71     851      72     865      52     866    1449    +    6.7e-125  415.9  19.6  -
Flavobacteriaceae_Gelidibacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               82     862      71     865      29     866    1478    +    7.7e-125  415.6  20.6  -
Alcaligenaceae_Parapusillimonas                  -          LKAP-TSAKG2_C01_011_2018_2 -               68     850      73     865      53     866    1449    +    7.7e-125  416.1  19.8  -
Rhodobacteraceae_Citreimonas                     -          LKAP-TSAKG2_C01_011_2018_2 -               52     797      71     866      49     866    1401    +    7.8e-125  416.1  20.3  -
Comamonadaceae_Kinneretia                        -          LKAP-TSAKG2_C01_011_2018_2 -               29     812      72     865      51     866    1386    +    8.1e-125  416.0  20.8  -
Ferrimonadaceae_Paraferrimonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               70     853      73     865      53     866    1463    +    9.1e-125  415.6  20.0  -
Neisseriaceae_Rivicola                           -          LKAP-TSAKG2_C01_011_2018_2 -               39     820      74     865      53     866    1424    +    9.1e-125  415.8  20.3  -
Nevskiaceae_Sinimarinibacterium                  -          LKAP-TSAKG2_C01_011_2018_2 -               79     861      74     866      53     866    1493    +    9.2e-125  415.8  19.9  -
Burkholderiales_Piscinibacterium                 -          LKAP-TSAKG2_C01_011_2018_2 -               33     813      73     865      53     866    1415    +    1.1e-124  415.5  20.5  -
Flavobacteriaceae_Nonlabens                      -          LKAP-TSAKG2_C01_011_2018_2 -               71     849      74     864      53     866    1448    +    1.3e-124  414.8  20.9  -
Rhodocyclaceae_Azovibrio                         -          LKAP-TSAKG2_C01_011_2018_2 -               96     879      74     865      53     866    1485    +    1.3e-124  415.3  19.9  -
Comamonadaceae_Albidiferax                       -          LKAP-TSAKG2_C01_011_2018_2 -               86     870      73     865      52     866    1531    +    1.3e-124  415.0  20.3  -
Rhodobacteraceae_Nesiotobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               34     776      74     865      53     866    1384    +    1.4e-124  415.2  20.2  -
Rhodobacteraceae_Rubribacterium                  -          LKAP-TSAKG2_C01_011_2018_2 -               35     785      57     866      36     866    1380    +    1.4e-124  415.3  22.0  -
Eggerthellaceae_Parvibacter                      -          LKAP-TSAKG2_C01_011_2018_2 -               69     833      70     866      48     866    1442    +    1.4e-124  415.2  20.6  -
Alcaligenaceae_Ampullimonas                      -          LKAP-TSAKG2_C01_011_2018_2 -               83     859      73     865      52     866    1519    +    1.7e-124  414.9  20.5  -
Rhodobacteraceae_Thiobacimonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               57     817      56     866      36     866    1425    +    1.8e-124  414.7  21.7  -
Pseudomonadaceae_Azorhizophilus                  -          LKAP-TSAKG2_C01_011_2018_2 -                4     752     109     865     106     866    1384    +    1.9e-124  414.6  16.2  -
Flavobacteriaceae_Robiginitalea                  -          LKAP-TSAKG2_C01_011_2018_2 -               94     872      72     863      52     866    1525    +      2e-124  414.4  19.9  -
Rhodobacteraceae_Litorisediminicola              -          LKAP-TSAKG2_C01_011_2018_2 -               50     796      71     866      50     866    1382    +    2.1e-124  414.7  20.1  -
Flavobacteriaceae_Spongiibacterium               -          LKAP-TSAKG2_C01_011_2018_2 -               90     867      73     864      52     866    1485    +    2.2e-124  414.2  21.0  -
Flammeovirgaceae_Limibacter                      -          LKAP-TSAKG2_C01_011_2018_2 -               78     855      74     864      53     866    1467    +    2.7e-124  414.3  20.4  -
Phyllobacteriaceae_Thalassocola                  -          LKAP-TSAKG2_C01_011_2018_2 -               55     800      73     866      52     866    1443    +    2.9e-124  414.2  19.5  -
Helicobacteraceae_Wolinella                      -          LKAP-TSAKG2_C01_011_2018_2 -               97     843      72     866      52     866    1481    +    2.9e-124  414.0  19.0  -
Rhodobiaceae_Roseospirillum                      -          LKAP-TSAKG2_C01_011_2018_2 -                8     749      71     865      64     866    1310    +    3.1e-124  414.1  19.8  -
Chromobacteriaceae_Laribacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               65     848      72     865      52     866    1459    +    3.3e-124  413.9  19.9  -
Corynebacteriaceae_Turicella                     -          LKAP-TSAKG2_C01_011_2018_2 -               73     859      71     866      42     866    1461    +    3.5e-124  413.7  21.3  -
Anaerolineaceae_Thermomarinilinea                -          LKAP-TSAKG2_C01_011_2018_2 -               34     837      26     866       6     866    1435    +    3.8e-124  413.9  22.4  -
Mariprofundaceae_Mariprofundus                   -          LKAP-TSAKG2_C01_011_2018_2 -               85     870      72     865      51     866    1528    +    4.4e-124  413.2  19.8  -
Burkholderiaceae_Hydromonas                      -          LKAP-TSAKG2_C01_011_2018_2 -               40     823      72     865      52     866    1418    +    4.4e-124  413.5  19.4  -
Chitinophagaceae_Terrimonas                      -          LKAP-TSAKG2_C01_011_2018_2 -               59     836      74     865      54     866    1441    +    4.7e-124  413.4  19.4  -
Rhodocyclaceae_Denitratisoma                     -          LKAP-TSAKG2_C01_011_2018_2 -               76     860      73     865      52     866    1492    +    4.8e-124  413.4  20.7  -
Alcaligenaceae_Basilea                           -          LKAP-TSAKG2_C01_011_2018_2 -              106     888      73     865      53     866    1559    +    5.9e-124  413.0  20.6  -
Comamonadaceae_Pseudacidovorax                   -          LKAP-TSAKG2_C01_011_2018_2 -               69     852      72     865      52     866    1491    +    6.5e-124  412.7  20.1  -
Rhodobacteraceae_Lacimonas                       -          LKAP-TSAKG2_C01_011_2018_2 -               72     817      71     866      49     866    1425    +    7.4e-124  412.9  20.0  -
Sphingobacteriaceae_Parapedobacter               -          LKAP-TSAKG2_C01_011_2018_2 -               69     854      66     865      44     866    1474    +    7.8e-124  412.3  21.9  -
Comamonadaceae_Alicycliphilus                    -          LKAP-TSAKG2_C01_011_2018_2 -               73     856      72     865      51     866    1502    +    8.3e-124  412.3  19.9  -
Flavobacteriaceae_Pseudofulvibacter              -          LKAP-TSAKG2_C01_011_2018_2 -               68     844      73     865      52     866    1442    +    8.4e-124  412.2  20.8  -
Rhodobacteraceae_Jhaorihella                     -          LKAP-TSAKG2_C01_011_2018_2 -               50     806      61     866      39     866    1400    +    8.9e-124  412.6  20.5  -
Hyphomonadaceae_Hellea                           -          LKAP-TSAKG2_C01_011_2018_2 -               52     814      46     866      24     866    1412    +      9e-124  412.5  21.1  -
Rhodobacteraceae_Salipiger                       -          LKAP-TSAKG2_C01_011_2018_2 -               40     784      72     866      50     866    1364    +      1e-123  412.2  20.4  -
Comamonadaceae_Tepidicella                       -          LKAP-TSAKG2_C01_011_2018_2 -               53     836      72     865      52     866    1480    +    1.2e-123  411.9  20.1  -
Chromobacteriaceae_Formivibrio                   -          LKAP-TSAKG2_C01_011_2018_2 -               74     856      73     865      53     866    1490    +    1.2e-123  412.0  19.8  -
Flavobacteriaceae_Riemerella                     -          LKAP-TSAKG2_C01_011_2018_2 -               73     843      73     858      53     866    1440    +    1.4e-123  411.6  21.1  -
Piscirickettsiaceae_Piscirickettsia              -          LKAP-TSAKG2_C01_011_2018_2 -               89     877      72     865      52     866    1534    +    1.4e-123  411.5  19.8  -
Alcaligenaceae_Paracandidimonas                  -          LKAP-TSAKG2_C01_011_2018_2 -               37     819      73     865      53     866    1428    +    1.5e-123  411.8  19.6  -
Rhodobacteraceae_Marivivens                      -          LKAP-TSAKG2_C01_011_2018_2 -               50     798      69     866      49     866    1385    +    1.6e-123  411.5  20.2  -
Rhodobacteraceae_Maliponia                       -          LKAP-TSAKG2_C01_011_2018_2 -               50     787      69     866      49     866    1373    +    1.9e-123  411.5  19.8  -
Rhodocyclaceae_Ferribacterium                    -          LKAP-TSAKG2_C01_011_2018_2 -               86     870      73     865      52     866    1530    +    1.9e-123  411.4  20.4  -
Flavobacteriaceae_Arenibacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               73     846      74     863      54     866    1446    +      2e-123  411.0  20.8  -
Rhodobacteraceae_Lentibacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               21     766      72     866      51     866    1375    +    2.1e-123  411.2  19.8  -
Methylococcaceae_Methyloglobulus                 -          LKAP-TSAKG2_C01_011_2018_2 -               76     862      69     865      48     866    1493    +    2.2e-123  411.1  20.3  -
Ventosimonadaceae_Ventosimonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               95     882      73     865      53     866    1489    +    2.2e-123  410.9  20.0  -
Thiotrichaceae_Cocleimonas                       -          LKAP-TSAKG2_C01_011_2018_2 -               76     861      73     865      52     866    1512    +    2.4e-123  410.9  19.4  -
Rhodobacteraceae_Salinihabitans                  -          LKAP-TSAKG2_C01_011_2018_2 -               38     798      57     866      36     866    1421    +    2.4e-123  411.0  21.2  -
Succinivibrionaceae_Succinimonas                 -          LKAP-TSAKG2_C01_011_2018_2 -               76     852      72     865      52     866    1462    +    2.5e-123  410.8  20.1  -
Comamonadaceae_Tibeticola                        -          LKAP-TSAKG2_C01_011_2018_2 -               93     875      73     865      52     866    1535    +    2.8e-123  410.7  20.7  -
Rhodobacteraceae_Pontibaca                       -          LKAP-TSAKG2_C01_011_2018_2 -               63     820      60     866      39     866    1434    +    3.2e-123  410.7  21.2  -
Temperatibacteraceae_Temperatibacter             -          LKAP-TSAKG2_C01_011_2018_2 -               34     777      74     866      52     866    1362    +    3.2e-123  410.6  19.5  -
Hyphomicrobiaceae_Methylorhabdus                 -          LKAP-TSAKG2_C01_011_2018_2 -               74     815      74     865      46     866    1337    +    3.3e-123  410.7  20.5  -
Kiritimatiellaceae_Kiritimatiella                -          LKAP-TSAKG2_C01_011_2018_2 -               78     901      48     866      25     866    1556    +    4.6e-123  410.0  22.0  -
Alcaligenaceae_Paralcaligenes                    -          LKAP-TSAKG2_C01_011_2018_2 -               86     868      73     865      53     866    1441    +    4.9e-123  410.2  19.7  -
Flavobacteriaceae_Gillisia                       -          LKAP-TSAKG2_C01_011_2018_2 -               64     843      72     865      52     866    1435    +    5.1e-123  409.5  19.8  -
Enterobacteriaceae_Izhakiella                    -          LKAP-TSAKG2_C01_011_2018_2 -               90     872      74     865      53     866    1502    +    5.2e-123  409.9  20.0  -
Xenococcaceae_Foliisarcina                       -          LKAP-TSAKG2_C01_011_2018_2 -               54     806      71     866      50     866    1418    +    5.2e-123  410.1  19.4  -
Ktedonobacteraceae_Ktedonobacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               51     805      71     866      50     866    1386    +    5.5e-123  409.9  20.0  -
Rhodobacteraceae_Pseudooctadecabacter            -          LKAP-TSAKG2_C01_011_2018_2 -               53     798      72     866      50     866    1384    +    5.9e-123  409.7  19.7  -
Flavobacteriaceae_Tenacibaculum                  -          LKAP-TSAKG2_C01_011_2018_2 -               70     845      73     864      53     866    1444    +    8.3e-123  409.1  20.2  -
Flavobacteriaceae_Cloacibacterium                -          LKAP-TSAKG2_C01_011_2018_2 -               50     834      50     858      30     865    1439    +    8.7e-123  408.7  21.8  -
Burkholderiales_Xylophilus                       -          LKAP-TSAKG2_C01_011_2018_2 -               73     856      72     865      51     866    1550    +    1.1e-122  408.6  20.0  -
Oscillatoriales_Pantanalinema                    -          LKAP-TSAKG2_C01_011_2018_2 -               51     802      70     866      49     866    1459    +    1.1e-122  408.8  20.0  -
Synergistaceae_Aminivibrio                       -          LKAP-TSAKG2_C01_011_2018_2 -               74     820      75     866      54     866    1441    +    1.1e-122  408.8  20.4  -
Rhodospirillaceae_Magnetovibrio                  -          LKAP-TSAKG2_C01_011_2018_2 -               75     819      71     866      48     866    1361    +    1.2e-122  408.7  19.4  -
Sphingobacteriaceae_Pseudopedobacter             -          LKAP-TSAKG2_C01_011_2018_2 -               94     872      73     865      53     866    1518    +    1.2e-122  408.6  21.0  -
Moraxellaceae_Faucicola                          -          LKAP-TSAKG2_C01_011_2018_2 -               23     830      38     865      17     866    1430    +    1.3e-122  408.5  21.7  -
Prevotellaceae_Alloprevotella                    -          LKAP-TSAKG2_C01_011_2018_2 -               77     854      74     865      54     866    1455    +    1.4e-122  408.3  20.0  -
Hydrogenimonaceae_Hydrogenimonas                 -          LKAP-TSAKG2_C01_011_2018_2 -               48     848      38     866      18     866    1422    +    1.4e-122  408.5  22.3  -
Balneolaceae_Fodinibius                          -          LKAP-TSAKG2_C01_011_2018_2 -               52     836      67     864      45     866    1466    +    1.6e-122  408.3  20.3  -
Sphaerobacteraceae_Nitrolancea                   -          LKAP-TSAKG2_C01_011_2018_2 -               84     848      76     866      56     866    1470    +    1.6e-122  408.4  20.4  -
Bryobacteraceae_Paludibaculum                    -          LKAP-TSAKG2_C01_011_2018_2 -               83     828      74     865      54     866    1413    +    1.7e-122  408.2  19.9  -
Chitinophagaceae_Arachidicoccus                  -          LKAP-TSAKG2_C01_011_2018_2 -               76     854      73     865      55     866    1470    +    1.7e-122  407.9  19.4  -
Halomonadaceae_Pistricoccus                      -          LKAP-TSAKG2_C01_011_2018_2 -               70     853      73     865      52     866    1463    +    1.8e-122  408.0  20.0  -
Nevskiaceae_Alkanibacter                         -          LKAP-TSAKG2_C01_011_2018_2 -               37     818      75     866      54     866    1438    +    1.9e-122  408.2  19.8  -
Flavobacteriaceae_Gaetbulibacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               69     843      73     865      53     866    1450    +    1.9e-122  407.7  20.1  -
Hymenobacteraceae_Nibribacter                    -          LKAP-TSAKG2_C01_011_2018_2 -                7     782      75     865      67     866    1350    +    2.1e-122  408.0  20.0  -
Vibrionaceae_Paraphotobacterium                  -          LKAP-TSAKG2_C01_011_2018_2 -               96     880      72     865      52     866    1539    +    3.3e-122  407.0  19.3  -
Trueperaceae_Truepera                            -          LKAP-TSAKG2_C01_011_2018_2 -               57     812      72     866      50     866    1461    +    3.5e-122  407.0  18.9  -
Neisseriaceae_Bergeriella                        -          LKAP-TSAKG2_C01_011_2018_2 -               95     877      74     865      53     866    1494    +    3.6e-122  407.0  20.0  -
Rhodobacteraceae_Planktotalea                    -          LKAP-TSAKG2_C01_011_2018_2 -               19     767      69     866      49     866    1336    +    3.8e-122  407.0  19.7  -
Bifidobacteriaceae_Neoscardovia                  -          LKAP-TSAKG2_C01_011_2018_2 -                5     771      73     865      67     866    1342    +    4.2e-122  406.9  19.7  -
Chitinophagaceae_Parasegetibacter                -          LKAP-TSAKG2_C01_011_2018_2 -               76     855      73     865      53     866    1470    +    4.5e-122  406.8  19.5  -
Flavobacteriaceae_Elizabethkingia                -          LKAP-TSAKG2_C01_011_2018_2 -               71     847      74     865      53     866    1450    +    4.6e-122  406.5  19.5  -
Flavobacteriaceae_Euzebyella                     -          LKAP-TSAKG2_C01_011_2018_2 -               93     871      74     864      54     866    1489    +    4.6e-122  406.4  20.3  -
Rhodobacteraceae_Rubricella                      -          LKAP-TSAKG2_C01_011_2018_2 -               63     818      48     866      27     866    1416    +      5e-122  406.7  20.0  -
Cytophagaceae_Arcicella                          -          LKAP-TSAKG2_C01_011_2018_2 -               36     809      75     865      55     866    1410    +    5.4e-122  406.3  20.6  -
Alphaproteobacteria_Eilatimonas                  -          LKAP-TSAKG2_C01_011_2018_2 -               90     852      73     866      50     866    1494    +    5.6e-122  406.6  19.9  -
Alcaligenaceae_Saccharedens                      -          LKAP-TSAKG2_C01_011_2018_2 -               50     834      73     865      53     866    1354    +    5.8e-122  406.7  19.8  -
Cytophagaceae_Flectobacillus                     -          LKAP-TSAKG2_C01_011_2018_2 -               26     799      75     863      55     866    1400    +    5.9e-122  406.2  20.9  -
Neisseriaceae_Snodgrassella                      -          LKAP-TSAKG2_C01_011_2018_2 -              102     885      73     865      53     866    1547    +    6.4e-122  406.1  20.3  -
Flavobacteriaceae_Mariniflexile                  -          LKAP-TSAKG2_C01_011_2018_2 -               64     839      72     865      52     866    1437    +    7.4e-122  405.8  20.9  -
Rhodobacteraceae_Pseudodonghicola                -          LKAP-TSAKG2_C01_011_2018_2 -               72     815      73     866      52     866    1424    +    7.4e-122  406.1  20.1  -
Rubricoccaceae_Rubricoccus                       -          LKAP-TSAKG2_C01_011_2018_2 -               74     850      75     864      53     866    1443    +    1.1e-121  405.4  18.9  -
Eggerthellaceae_Asaccharobacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               80     844      67     865      46     866    1428    +    1.1e-121  405.7  21.2  -
Anaerolineaceae_Bellilinea                       -          LKAP-TSAKG2_C01_011_2018_2 -               62     829      73     865      53     866    1425    +    1.3e-121  405.5  20.8  -
Anaerolineaceae_Pelolinea                        -          LKAP-TSAKG2_C01_011_2018_2 -               38     837      40     866      19     866    1432    +    1.3e-121  405.4  21.7  -
Eggerthellaceae_Adlercreutzia                    -          LKAP-TSAKG2_C01_011_2018_2 -               80     844      67     865      46     866    1469    +    1.3e-121  405.5  21.2  -
Chitinophagaceae_Hydrotalea                      -          LKAP-TSAKG2_C01_011_2018_2 -               95     874      74     865      54     866    1531    +    1.4e-121  404.9  20.3  -
Alcaligenaceae_Eoetvoesia                        -          LKAP-TSAKG2_C01_011_2018_2 -               66     848      73     865      53     866    1453    +    1.4e-121  405.2  19.7  -
Odoribacteraceae_Butyricimonas                   -          LKAP-TSAKG2_C01_011_2018_2 -               91     863      74     861      54     866    1486    +    1.7e-121  404.8  21.0  -
Propionibacteriaceae_Propionimicrobium           -          LKAP-TSAKG2_C01_011_2018_2 -               66     836      71     866      26     866    1502    +    1.7e-121  404.8  20.5  -
Oscillatoriales_Planktothricoides                -          LKAP-TSAKG2_C01_011_2018_2 -               10     761      69     866      55     866    1369    +    1.9e-121  404.7  19.9  -
Prevotellaceae_Paraprevotella                    -          LKAP-TSAKG2_C01_011_2018_2 -               75     851      74     865      54     866    1481    +    1.9e-121  404.4  20.3  -
Pasteurellaceae_Mesocricetibacter                -          LKAP-TSAKG2_C01_011_2018_2 -               82     864      72     865      52     866    1339    +      2e-121  404.8  20.1  -
Burkholderiales_Thiobacter                       -          LKAP-TSAKG2_C01_011_2018_2 -               81     863      73     865      52     866    1452    +    2.5e-121  404.5  20.2  -
Alcaligenaceae_Caenimicrobium                    -          LKAP-TSAKG2_C01_011_2018_2 -               66     848      73     865      53     866    1453    +    3.1e-121  404.1  20.0  -
Rhodobacteraceae_Litorisediminivivens            -          LKAP-TSAKG2_C01_011_2018_2 -               53     798      72     866      51     866    1390    +    3.4e-121  403.9  19.8  -
Comamonadaceae_Melaminivora                      -          LKAP-TSAKG2_C01_011_2018_2 -               56     839      72     865      51     866    1436    +    3.6e-121  403.6  20.2  -
Pseudonocardiaceae_Longimycelium                 -          LKAP-TSAKG2_C01_011_2018_2 -               69     793      48     866      23     866    1454    +    3.8e-121  403.8  21.1  -
Rhodobacteraceae_Pseudopelagicola                -          LKAP-TSAKG2_C01_011_2018_2 -               52     800      69     866      49     866    1392    +    3.9e-121  403.8  19.9  -
Chromatiaceae_Thiolamprovum                      -          LKAP-TSAKG2_C01_011_2018_2 -               80     857      74     865      53     866    1459    +    3.9e-121  403.6  20.6  -
Rhodobacteraceae_Antarctobacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               40     777      69     866      49     866    1400    +    4.8e-121  403.5  19.8  -
Soortiaceae_Soortia                              -          LKAP-TSAKG2_C01_011_2018_2 -               93     880      76     864      55     866    1516    +    4.8e-121  403.3  19.8  -
Flavobacteriaceae_Zeaxanthinibacter              -          LKAP-TSAKG2_C01_011_2018_2 -               72     851      73     865      53     866    1451    +    5.1e-121  403.0  19.2  -
Flavobacteriaceae_Subsaxibacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               69     860      49     863      28     866    1479    +    5.9e-121  402.7  21.8  -
Rhodobacteraceae_Marinovum                       -          LKAP-TSAKG2_C01_011_2018_2 -               41     796      47     866      26     866    1348    +    6.3e-121  403.1  20.5  -
Pasteurellaceae_Phocoenobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               73     854      72     864      52     866    1495    +    6.8e-121  402.8  19.9  -
Sutterellaceae_Turicimonas                       -          LKAP-TSAKG2_C01_011_2018_2 -               95     880      72     865      52     866    1528    +    7.6e-121  402.7  20.7  -
Bifidobacteriaceae_Gardnerella                   -          LKAP-TSAKG2_C01_011_2018_2 -               91     866      68     865      48     866    1475    +    7.7e-121  402.6  20.0  -
Morganellaceae_Arsenophonus                      -          LKAP-TSAKG2_C01_011_2018_2 -               68     851      73     865      53     866    1511    +    8.4e-121  402.6  19.7  -
