# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_A08_064_2017_1 -               22     898       4     877       1     879    1526    +           0 1054.9  23.8  -
Flavobacteriaceae_Leeuwenhoekiella               -          LKAP-GUTHK2_A08_064_2017_1 -               71     864      73     877      53     878    1481    +    8.3e-110  365.8  19.9  -
Leptotrichiaceae_Oceanivirga                     -          LKAP-GUTHK2_A08_064_2017_1 -               93     863      78     877      58     879    1500    +    1.1e-109  365.7  18.8  -
Flammeovirgaceae_Tunicatimonas                   -          LKAP-GUTHK2_A08_064_2017_1 -               28     854      19     877       2     879    1457    +    1.4e-109  365.4  22.2  -
Opitutaceae_Opitutus                             -          LKAP-GUTHK2_A08_064_2017_1 -               27     881      18     876       1     879    1480    +    1.6e-109  365.2  22.1  -
Synergistaceae_Aminiphilus                       -          LKAP-GUTHK2_A08_064_2017_1 -               94     849      74     877      53     879    1416    +    1.8e-109  365.2  19.6  -
Cyclobacteriaceae_Shivajiella                    -          LKAP-GUTHK2_A08_064_2017_1 -               37     822      74     873      52     878    1385    +    1.9e-109  365.2  20.1  -
Flammeovirgaceae_Rapidithrix                     -          LKAP-GUTHK2_A08_064_2017_1 -                7     864      19     877      14     879    1465    +    2.1e-109  364.8  21.5  -
Bifidobacteriaceae_Bombiscardovia                -          LKAP-GUTHK2_A08_064_2017_1 -               36     815      67     877      47     879    1420    +    2.5e-109  364.7  20.6  -
Aquificaceae_Aquifex                             -          LKAP-GUTHK2_A08_064_2017_1 -               38     913       5     877       1     879    1564    +    2.9e-109  364.7  22.8  -
Saprospiraceae_Membranicola                      -          LKAP-GUTHK2_A08_064_2017_1 -                2     829      20     877      19     878    1396    +    3.5e-109  364.1  21.7  -
Flammeovirgaceae_Imperialibacter                 -          LKAP-GUTHK2_A08_064_2017_1 -                7     839      12     877       5     879    1420    +    4.1e-109  364.2  22.0  -
Marinilabiliaceae_Anaerophaga                    -          LKAP-GUTHK2_A08_064_2017_1 -               47     886      18     877       3     879    1524    +    8.7e-109  362.8  22.0  -
Pasteurellaceae_Seminibacterium                  -          LKAP-GUTHK2_A08_064_2017_1 -               33     825      73     877      53     879    1405    +    9.7e-109  362.8  20.4  -
Succinivibrionaceae_Succinivibrio                -          LKAP-GUTHK2_A08_064_2017_1 -               38     838      19     877       1     879    1463    +    3.1e-108  361.0  21.4  -
Hydrogenothermaceae_Venenivibrio                 -          LKAP-GUTHK2_A08_064_2017_1 -               47     846      18     877       1     879    1506    +    3.9e-108  360.9  21.5  -
Cytophagaceae_Leadbetterella                     -          LKAP-GUTHK2_A08_064_2017_1 -               65     851      74     877      53     879    1457    +    4.7e-108  360.5  21.3  -
Flavobacteriaceae_Namhaeicola                    -          LKAP-GUTHK2_A08_064_2017_1 -               27     856      18     877       2     879    1443    +    5.4e-108  360.1  22.0  -
Sphingobacteriaceae_Pelobium                     -          LKAP-GUTHK2_A08_064_2017_1 -               47     873      18     877       2     879    1481    +    6.4e-108  360.2  22.4  -
Haliscomenobacteraceae_Portibacter               -          LKAP-GUTHK2_A08_064_2017_1 -               29     877       4     877       1     879    1478    +    8.7e-108  360.0  22.2  -
Leptotrichiaceae_Caviibacter                     -          LKAP-GUTHK2_A08_064_2017_1 -               92     864      78     877      58     879    1499    +    1.1e-107  359.2  19.4  -
Chitinophagaceae_Thermoflavifilum                -          LKAP-GUTHK2_A08_064_2017_1 -               32     827      68     877      47     879    1396    +    1.5e-107  358.7  21.0  -
Porphyromonadaceae_Macellibacteroides            -          LKAP-GUTHK2_A08_064_2017_1 -               39     872      18     877       3     879    1502    +    1.7e-107  358.7  21.5  -
Cytophagaceae_Arcticibacterium                   -          LKAP-GUTHK2_A08_064_2017_1 -               28     853      19     877       2     879    1439    +    1.7e-107  358.4  21.2  -
Chthonomonadaceae_Chthonomonas                   -          LKAP-GUTHK2_A08_064_2017_1 -                2     827      20     877      19     879    1411    +    2.1e-107  358.4  21.3  -
Verrucomicrobiaceae_Verrucomicrobium             -          LKAP-GUTHK2_A08_064_2017_1 -               25     856      19     877       2     879    1492    +    3.3e-107  357.6  21.9  -
Bernardetiaceae_Garritya                         -          LKAP-GUTHK2_A08_064_2017_1 -               18     861      10     877       2     879    1481    +    6.4e-107  356.8  22.0  -
Marinilabiliaceae_Natronoflexus                  -          LKAP-GUTHK2_A08_064_2017_1 -               33     860      19     877       3     879    1467    +    7.7e-107  356.3  21.7  -
Chloroflexales_Kallotenue                        -          LKAP-GUTHK2_A08_064_2017_1 -               22     823      18     874       1     879    1355    +      8e-107  356.8  21.2  -
Chitinophagaceae_Parasediminibacterium           -          LKAP-GUTHK2_A08_064_2017_1 -                9     834      19     877      13     879    1402    +    9.8e-107  356.1  20.8  -
Cyclobacteriaceae_Mongoliitalea                  -          LKAP-GUTHK2_A08_064_2017_1 -               35     823      75     877      55     879    1386    +    1.2e-106  355.7  20.1  -
Verrucomicrobiaceae_Roseimicrobium               -          LKAP-GUTHK2_A08_064_2017_1 -               28     856      19     877       2     879    1457    +    1.6e-106  355.4  22.2  -
Cryomorphaceae_Cryomorpha                        -          LKAP-GUTHK2_A08_064_2017_1 -               64     853      73     877      52     879    1422    +    1.8e-106  355.2  20.2  -
Cyclobacteriaceae_Indibacter                     -          LKAP-GUTHK2_A08_064_2017_1 -               79     876      66     877      39     879    1502    +    2.3e-106  354.8  20.5  -
Rikenellaceae_Mucinivorans                       -          LKAP-GUTHK2_A08_064_2017_1 -               49     873      19     877       2     879    1511    +    3.2e-106  354.3  21.6  -
Planctomycetaceae_Thermostilla                   -          LKAP-GUTHK2_A08_064_2017_1 -               44     859      18     876       1     879    1490    +    3.7e-106  354.3  21.9  -
Marinilabiliaceae_Mangroviflexus                 -          LKAP-GUTHK2_A08_064_2017_1 -               28     853      19     877       3     879    1440    +      4e-106  354.0  22.0  -
Flavobacteriaceae_Spongiimonas                   -          LKAP-GUTHK2_A08_064_2017_1 -               29     860      19     877       2     879    1426    +    4.7e-106  353.8  21.8  -
Cyclobacteriaceae_Aquiflexum                     -          LKAP-GUTHK2_A08_064_2017_1 -               83     870      75     877      53     879    1459    +      5e-106  353.8  19.6  -
Flavobacteriaceae_Sediminibacter                 -          LKAP-GUTHK2_A08_064_2017_1 -               27     857      18     877       2     879    1444    +    5.6e-106  353.5  22.5  -
Cytophagaceae_Meniscus                           -          LKAP-GUTHK2_A08_064_2017_1 -               13     855       4     877       1     879    1418    +    6.9e-106  353.2  22.3  -
Marinilabiliaceae_Alkaliflexus                   -          LKAP-GUTHK2_A08_064_2017_1 -               54     882      18     877       2     879    1467    +    8.2e-106  353.0  21.6  -
Flavobacteriaceae_Lutaonella                     -          LKAP-GUTHK2_A08_064_2017_1 -               71     866      73     877      53     879    1486    +    8.5e-106  352.9  19.9  -
Chitinophagaceae_Crenotalea                      -          LKAP-GUTHK2_A08_064_2017_1 -               66     855      74     877      50     879    1447    +    9.6e-106  352.7  20.5  -
Marinilabiliaceae_Alkalitalea                    -          LKAP-GUTHK2_A08_064_2017_1 -               87     877      73     877      52     879    1486    +    1.2e-105  352.3  20.2  -
Puniceicoccaceae_Cerasicoccus                    -          LKAP-GUTHK2_A08_064_2017_1 -               35     863      15     874       2     878    1469    +    1.4e-105  352.1  21.1  -
Sphingobacteriaceae_Pseudosphingobacterium       -          LKAP-GUTHK2_A08_064_2017_1 -               87     876      74     877      31     879    1481    +    1.6e-105  352.0  20.9  -
Cyclobacteriaceae_Mongoliibacter                 -          LKAP-GUTHK2_A08_064_2017_1 -               47     874      19     877       2     879    1511    +    1.6e-105  352.1  20.9  -
Simkaniaceae_Simkania                            -          LKAP-GUTHK2_A08_064_2017_1 -               82     896      74     877      53     879    1545    +    1.9e-105  351.7  20.1  -
Spirochaetales_Exilispira                        -          LKAP-GUTHK2_A08_064_2017_1 -               26     851      17     876       2     878    1456    +    2.4e-105  351.4  22.2  -
Flavobacteriaceae_Spongiimicrobium               -          LKAP-GUTHK2_A08_064_2017_1 -               27     860      18     877       2     879    1447    +    2.4e-105  351.5  22.2  -
Chitinophagaceae_Panacibacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               28     859      19     877       2     879    1451    +    2.9e-105  351.0  21.5  -
Porphyromonadaceae_Tannerella                    -          LKAP-GUTHK2_A08_064_2017_1 -               51     883      18     877       2     879    1466    +    3.1e-105  351.1  21.6  -
Flavobacteriaceae_Zunongwangia                   -          LKAP-GUTHK2_A08_064_2017_1 -               48     881      19     877       2     878    1490    +    3.3e-105  350.4  20.9  -
Flavobacteriaceae_Taeania                        -          LKAP-GUTHK2_A08_064_2017_1 -               71     862      73     877      53     879    1449    +    5.1e-105  350.4  19.8  -
Cyclobacteriaceae_Mariniradius                   -          LKAP-GUTHK2_A08_064_2017_1 -               33     860      19     877       2     879    1359    +    5.6e-105  350.7  21.1  -
Leptotrichiaceae_Sneathia                        -          LKAP-GUTHK2_A08_064_2017_1 -               76     847      77     877      56     879    1362    +    6.1e-105  350.1  19.1  -
Aquificaceae_Hydrogenobaculum                    -          LKAP-GUTHK2_A08_064_2017_1 -               64     869      75     877      54     879    1436    +    9.8e-105  349.7  20.3  -
Flavobacteriaceae_Flavimarina                    -          LKAP-GUTHK2_A08_064_2017_1 -               67     861      73     877      53     878    1448    +    1.4e-104  348.7  20.0  -
Flavobacteriaceae_Yeosuana                       -          LKAP-GUTHK2_A08_064_2017_1 -               65     852      73     877      52     879    1469    +    1.7e-104  348.5  20.3  -
Marinifilaceae_Ancylomarina                      -          LKAP-GUTHK2_A08_064_2017_1 -               28     859      19     877       3     879    1450    +    2.3e-104  348.1  21.6  -
Crocinitomicaceae_Wandonia                       -          LKAP-GUTHK2_A08_064_2017_1 -               48     882      19     877       2     879    1485    +    2.5e-104  348.0  21.9  -
Cytophagaceae_Persicitalea                       -          LKAP-GUTHK2_A08_064_2017_1 -               79     868      76     877      55     879    1464    +    2.5e-104  348.4  20.6  -
Flavobacteriaceae_Spongiiferula                  -          LKAP-GUTHK2_A08_064_2017_1 -               65     853      73     877      52     879    1441    +    2.8e-104  347.8  20.4  -
Marinilabiliaceae_Marinilabilia                  -          LKAP-GUTHK2_A08_064_2017_1 -               69     859      73     877      52     879    1449    +      3e-104  347.8  20.1  -
Synergistaceae_Rarimicrobium                     -          LKAP-GUTHK2_A08_064_2017_1 -               28     809      52     877      30     879    1392    +      3e-104  347.9  20.9  -
Porphyromonadaceae_Falsiporphyromonas            -          LKAP-GUTHK2_A08_064_2017_1 -               34     874      19     877       3     879    1459    +    3.8e-104  347.5  21.7  -
Ichthyobacteriaceae_Ichthyobacterium             -          LKAP-GUTHK2_A08_064_2017_1 -               87     882      73     877      53     879    1521    +    4.2e-104  347.3  20.1  -
Flavobacteriaceae_Confluentibacter               -          LKAP-GUTHK2_A08_064_2017_1 -               28     851      19     877       2     879    1438    +    4.9e-104  347.1  21.7  -
Flavobacteriaceae_Pseudozobellia                 -          LKAP-GUTHK2_A08_064_2017_1 -               49     840      75     877      54     879    1401    +    5.3e-104  347.0  20.2  -
Flavobacteriaceae_Coenonia                       -          LKAP-GUTHK2_A08_064_2017_1 -               85     873      75     877      54     878    1606    +    8.4e-104  346.2  19.5  -
Flavobacteriaceae_Sungkyunkwania                 -          LKAP-GUTHK2_A08_064_2017_1 -               28     855      19     877       2     878    1442    +    1.5e-103  345.6  22.0  -
Marinilabiliaceae_Geofilum                       -          LKAP-GUTHK2_A08_064_2017_1 -               28     853      19     877       3     879    1440    +    1.8e-103  345.2  21.8  -
Flavobacteriaceae_Aureivirga                     -          LKAP-GUTHK2_A08_064_2017_1 -               34     824      73     877      53     879    1308    +    3.1e-103  344.5  19.6  -
Petrotogaceae_Oceanotoga                         -          LKAP-GUTHK2_A08_064_2017_1 -               42     860      18     877       1     879    1469    +    3.5e-103  344.4  22.1  -
Chlorobiaceae_Chloroherpeton                     -          LKAP-GUTHK2_A08_064_2017_1 -               76     820      78     876      58     878    1403    +    3.7e-103  344.2  19.3  -
Porphyromonadaceae_Fermentimonas                 -          LKAP-GUTHK2_A08_064_2017_1 -               48     886      19     877       3     879    1523    +    3.8e-103  343.9  21.8  -
Schleiferiaceae_Schleiferia                      -          LKAP-GUTHK2_A08_064_2017_1 -               47     876      19     877       2     879    1499    +      4e-103  344.3  22.2  -
Marinilabiliaceae_Thermophagus                   -          LKAP-GUTHK2_A08_064_2017_1 -               89     881      73     877      53     879    1488    +    4.1e-103  344.0  20.4  -
Chitinophagaceae_Asinibacterium                  -          LKAP-GUTHK2_A08_064_2017_1 -               19     856      17     877       1     879    1441    +    4.6e-103  344.0  21.7  -
Cytophagaceae_Pseudarcicella                     -          LKAP-GUTHK2_A08_064_2017_1 -               22     809      75     877      57     879    1345    +    5.2e-103  343.8  20.1  -
Cytophagaceae_Telluribacter                      -          LKAP-GUTHK2_A08_064_2017_1 -               61     851      76     877      54     879    1451    +    5.3e-103  343.8  20.7  -
Flavobacteriaceae_Aurantivirga                   -          LKAP-GUTHK2_A08_064_2017_1 -               39     866      19     877       2     879    1456    +    5.7e-103  343.5  20.8  -
Chitinophagaceae_Haoranjiania                    -          LKAP-GUTHK2_A08_064_2017_1 -               92     878      76     876      56     878    1489    +    7.2e-103  343.2  19.7  -
Chitinophagaceae_Dinghuibacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               47     876      18     877       2     879    1487    +    7.6e-103  343.1  21.6  -
Flavobacteriaceae_Pseudotenacibaculum            -          LKAP-GUTHK2_A08_064_2017_1 -               41     827      73     877      53     879    1383    +    7.9e-103  343.1  20.0  -
Planctomycetaceae_Roseimaritima                  -          LKAP-GUTHK2_A08_064_2017_1 -               26     844      18     876       1     879    1449    +    8.3e-103  342.9  21.4  -
Flavobacteriaceae_Gilvibacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               36     867      19     877       2     879    1461    +    1.1e-102  342.6  21.0  -
Planctomycetaceae_Rubinisphaera                  -          LKAP-GUTHK2_A08_064_2017_1 -               47     842      18     876       2     879    1488    +    1.2e-102  342.6  21.5  -
Flavobacteriaceae_Cruoricaptor                   -          LKAP-GUTHK2_A08_064_2017_1 -               21     829      41     877      20     879    1535    +    1.5e-102  342.1  21.7  -
Cytophagaceae_Lacihabitans                       -          LKAP-GUTHK2_A08_064_2017_1 -                4     790      77     877      74     879    1337    +    1.8e-102  341.8  19.0  -
Flavobacteriaceae_Jejudonia                      -          LKAP-GUTHK2_A08_064_2017_1 -               69     858      73     877      53     879    1445    +    2.1e-102  341.6  20.0  -
Waddliaceae_Waddlia                              -          LKAP-GUTHK2_A08_064_2017_1 -               54     907      19     877       2     878    1557    +    2.2e-102  341.7  21.7  -
Flavobacteriaceae_Hwangdonia                     -          LKAP-GUTHK2_A08_064_2017_1 -               71     859      75     877      54     879    1479    +    2.4e-102  341.4  20.1  -
Flavobacteriaceae_Aurantiacicella                -          LKAP-GUTHK2_A08_064_2017_1 -               39     827      75     877      55     879    1381    +    2.8e-102  341.2  19.9  -
Cytophagaceae_Rhodonellum                        -          LKAP-GUTHK2_A08_064_2017_1 -                3     782      79     871      77     877    1350    +    3.4e-102  341.1  18.7  -
Flavobacteriaceae_Aureitalea                     -          LKAP-GUTHK2_A08_064_2017_1 -               72     860      73     877      53     879    1392    +    3.4e-102  341.0  19.9  -
Cytophagaceae_Rudanella                          -          LKAP-GUTHK2_A08_064_2017_1 -               31     822      74     877      54     879    1387    +    3.8e-102  341.0  20.1  -
Prolixibacteraceae_Mariniphaga                   -          LKAP-GUTHK2_A08_064_2017_1 -                9     855       4     877       1     879    1443    +    4.4e-102  340.6  21.8  -
Flavobacteriaceae_Aquibacter                     -          LKAP-GUTHK2_A08_064_2017_1 -               30     861      19     877       2     879    1481    +    4.6e-102  340.5  21.3  -
Eggerthellaceae_Senegalimassilia                 -          LKAP-GUTHK2_A08_064_2017_1 -                3     724     124     877     122     879    1341    +    6.1e-102  340.4  16.5  -
Flavobacteriaceae_Soonwooa                       -          LKAP-GUTHK2_A08_064_2017_1 -               38     862      19     877       1     879    1449    +    6.5e-102  340.0  21.6  -
Flavobacteriaceae_Kriegella                      -          LKAP-GUTHK2_A08_064_2017_1 -               36     825      75     877      55     878    1382    +    7.2e-102  339.9  20.2  -
Crocinitomicaceae_Crocinitomix                   -          LKAP-GUTHK2_A08_064_2017_1 -               28     857      19     877       2     879    1477    +    9.3e-102  339.5  21.2  -
Flavobacteriaceae_Planktosalinus                 -          LKAP-GUTHK2_A08_064_2017_1 -               84     873      74     877      52     879    1479    +    9.4e-102  339.5  20.1  -
Flavobacteriaceae_Robertkochia                   -          LKAP-GUTHK2_A08_064_2017_1 -               69     857      75     877      54     879    1480    +    1.2e-101  339.2  20.0  -
Flavobacteriaceae_Geojedonia                     -          LKAP-GUTHK2_A08_064_2017_1 -               28     853      19     877       2     879    1440    +    1.8e-101  338.6  21.6  -
Flavobacteriaceae_Sabulilitoribacter             -          LKAP-GUTHK2_A08_064_2017_1 -               65     852      73     877      52     879    1439    +    1.9e-101  338.5  20.0  -
Prolixibacteraceae_Tangfeifania                  -          LKAP-GUTHK2_A08_064_2017_1 -               10     855       5     877       1     879    1446    +    2.4e-101  338.1  22.1  -
Flavobacteriaceae_Hanstruepera                   -          LKAP-GUTHK2_A08_064_2017_1 -               77     866      74     877      54     879    1493    +    2.8e-101  338.0  20.1  -
Cytophagaceae_Fibrella                           -          LKAP-GUTHK2_A08_064_2017_1 -               67     858      74     877      52     879    1319    +    3.1e-101  338.1  20.8  -
Chitinophagaceae_Cnuella                         -          LKAP-GUTHK2_A08_064_2017_1 -               48     882      19     877       2     879    1493    +    3.2e-101  338.0  21.4  -
Planctomycetaceae_Mariniblastus                  -          LKAP-GUTHK2_A08_064_2017_1 -               27     838      19     876       2     879    1439    +    5.1e-101  337.1  21.2  -
Planctomycetaceae_Planctopirus                   -          LKAP-GUTHK2_A08_064_2017_1 -               78     870      76     876      28     879    1528    +    5.3e-101  337.0  21.3  -
Chitinophagaceae_Hydrobacter                     -          LKAP-GUTHK2_A08_064_2017_1 -               45     882      16     877       2     879    1348    +    6.2e-101  337.1  21.9  -
Flavobacteriaceae_Bergeyella                     -          LKAP-GUTHK2_A08_064_2017_1 -               49     838      74     877      53     879    1446    +    6.8e-101  336.6  20.0  -
Flavobacteriaceae_Eudoraea                       -          LKAP-GUTHK2_A08_064_2017_1 -               40     835      73     877      53     879    1393    +    7.3e-101  336.6  19.8  -
Prolixibacteraceae_Roseimarinus                  -          LKAP-GUTHK2_A08_064_2017_1 -                9     853       4     877       1     879    1442    +    8.7e-101  336.4  21.7  -
Chitinophagaceae_Pseudobacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               31     864      16     877       2     879    1432    +      9e-101  336.4  21.8  -
Porphyromonadaceae_Microbacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               44     878      18     877       3     879    1488    +    9.2e-101  336.3  21.6  -
Rikenellaceae_Acetobacteroides                   -          LKAP-GUTHK2_A08_064_2017_1 -               28     851      19     877       2     879    1440    +    1.3e-100  335.9  22.0  -
Flavobacteriaceae_Snuella                        -          LKAP-GUTHK2_A08_064_2017_1 -               69     853      75     877      54     879    1440    +    1.4e-100  335.7  19.8  -
Flavobacteriaceae_Imtechella                     -          LKAP-GUTHK2_A08_064_2017_1 -               77     880      75     877      54     879    1435    +    1.7e-100  335.4  20.3  -
Rikenellaceae_Rikenella                          -          LKAP-GUTHK2_A08_064_2017_1 -               55     890      18     877       2     879    1472    +      2e-100  335.1  22.1  -
Flavobacteriaceae_Aureicoccus                    -          LKAP-GUTHK2_A08_064_2017_1 -               87     877      73     877      52     879    1477    +    2.1e-100  335.1  19.9  -
Bernardetiaceae_Bernardetia                      -          LKAP-GUTHK2_A08_064_2017_1 -               63     859      73     877      50     879    1483    +    2.7e-100  334.5  20.0  -
Planctomycetaceae_Pirellula                      -          LKAP-GUTHK2_A08_064_2017_1 -               48     860      19     876       2     879    1510    +    2.8e-100  334.9  21.7  -
Flavobacteriaceae_Chishuiella                    -          LKAP-GUTHK2_A08_064_2017_1 -               83     872      73     877      31     879    1480    +    2.9e-100  334.4  20.2  -
Flavobacteriaceae_Meridianimaribacter            -          LKAP-GUTHK2_A08_064_2017_1 -               79     869      73     877      53     879    1470    +    4.2e-100  334.0  19.8  -
Flavobacteriaceae_Citreitalea                    -          LKAP-GUTHK2_A08_064_2017_1 -               27     853      18     877       2     879    1440    +    4.5e-100  333.8  21.4  -
Chitinophagaceae_Vibrionimonas                   -          LKAP-GUTHK2_A08_064_2017_1 -               47     835      75     877      54     879    1409    +    4.7e-100  334.0  20.0  -
Isosphaeraceae_Paludisphaera                     -          LKAP-GUTHK2_A08_064_2017_1 -               70     856      71     876      44     879    1503    +    4.9e-100  333.9  20.3  -
Chitinophagaceae_Heliimonas                      -          LKAP-GUTHK2_A08_064_2017_1 -               64     854      74     877      53     879    1456    +    4.9e-100  333.7  20.6  -
Chitinophagaceae_Arvibacter                      -          LKAP-GUTHK2_A08_064_2017_1 -               30     864      18     877       2     879    1470    +    5.4e-100  333.9  21.5  -
Flavobacteriaceae_Spongiivirga                   -          LKAP-GUTHK2_A08_064_2017_1 -               67     855      73     877      52     879    1405    +    9.7e-100  332.9  20.1  -
Planctomycetaceae_Gimesia                        -          LKAP-GUTHK2_A08_064_2017_1 -               67     863      70     876      27     879    1504    +     1.2e-99  332.4  21.1  -
Flavobacteriaceae_Arcticiflavibacter             -          LKAP-GUTHK2_A08_064_2017_1 -               87     877      73     877      53     879    1483    +     1.2e-99  332.4  19.7  -
Prolixibacteraceae_Draconibacterium              -          LKAP-GUTHK2_A08_064_2017_1 -               29     875       4     877       1     879    1486    +     1.6e-99  331.9  22.0  -
Planctomycetaceae_Planctomicrobium               -          LKAP-GUTHK2_A08_064_2017_1 -               45     842      19     876       3     879    1426    +     1.7e-99  332.3  21.3  -
Flavobacteriaceae_Oceanihabitans                 -          LKAP-GUTHK2_A08_064_2017_1 -               87     877      73     877      52     879    1514    +     2.2e-99  331.6  20.1  -
Flavobacteriaceae_Zhouia                         -          LKAP-GUTHK2_A08_064_2017_1 -               80     869      75     877      54     879    1478    +     2.4e-99  331.6  19.7  -
Flavobacteriaceae_Maripseudobacter               -          LKAP-GUTHK2_A08_064_2017_1 -               86     881      73     877      52     879    1489    +     2.8e-99  331.3  20.4  -
Chitinophagaceae_Niveitalea                      -          LKAP-GUTHK2_A08_064_2017_1 -               47     879      18     877       2     879    1494    +     2.8e-99  331.4  22.0  -
Flavobacteriaceae_Antarcticimonas                -          LKAP-GUTHK2_A08_064_2017_1 -               76     867      73     877      52     879    1468    +     4.7e-99  330.4  21.1  -
Cytophagales_Thermoflexibacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               56     872      18     877       2     879    1516    +     6.5e-99  330.1  21.0  -
Cytophagaceae_Rhabdobacter                       -          LKAP-GUTHK2_A08_064_2017_1 -               56     846      75     877      52     879    1434    +     8.1e-99  329.9  21.3  -
Flavobacteriaceae_Aestuariibaculum               -          LKAP-GUTHK2_A08_064_2017_1 -               48     873      19     877       2     879    1482    +     1.6e-98  328.7  21.2  -
Flavobacteriaceae_Aquaticitalea                  -          LKAP-GUTHK2_A08_064_2017_1 -               27     851      18     877       2     879    1439    +     1.7e-98  328.8  22.1  -
Flavobacteriaceae_Hoppeia                        -          LKAP-GUTHK2_A08_064_2017_1 -               35     864      18     877       2     878    1489    +       2e-98  328.3  22.2  -
Flavobacteriaceae_Algoriella                     -          LKAP-GUTHK2_A08_064_2017_1 -               85     872      75     877      55     879    1483    +     2.7e-98  328.0  20.0  -
Flavobacteriaceae_Costertonia                    -          LKAP-GUTHK2_A08_064_2017_1 -               26     857      19     877       2     879    1482    +     2.9e-98  328.1  22.3  -
Flavobacteriaceae_Weeksella                      -          LKAP-GUTHK2_A08_064_2017_1 -               48     873      19     877       1     879    1509    +     3.7e-98  327.6  21.1  -
Flavobacteriaceae_Flavicella                     -          LKAP-GUTHK2_A08_064_2017_1 -               26     814      73     877      55     879    1375    +     5.5e-98  327.1  19.9  -
Flavobacteriaceae_Algitalea                      -          LKAP-GUTHK2_A08_064_2017_1 -               67     857      73     877      53     879    1444    +     1.1e-97  326.0  19.6  -
Flavobacteriaceae_Leptobacterium                 -          LKAP-GUTHK2_A08_064_2017_1 -               83     872      74     877      54     879    1437    +     1.3e-97  325.8  20.0  -
Flavobacteriaceae_Maritimimonas                  -          LKAP-GUTHK2_A08_064_2017_1 -               57     845      73     877      53     879    1416    +     1.7e-97  325.3  19.9  -
Flavobacteriaceae_Pustulibacterium               -          LKAP-GUTHK2_A08_064_2017_1 -               38     826      75     877      55     879    1421    +     2.3e-97  325.0  19.6  -
Flavobacteriaceae_Joostella                      -          LKAP-GUTHK2_A08_064_2017_1 -               62     850      75     877      55     879    1427    +     3.2e-97  324.5  19.6  -
Flavobacteriaceae_Litoribaculum                  -          LKAP-GUTHK2_A08_064_2017_1 -               83     870      73     877      52     879    1447    +     3.4e-97  324.3  20.1  -
Flavobacteriaceae_Vitellibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               44     878      19     877       2     878    1511    +       4e-97  324.2  20.9  -
Flavobacteriaceae_Marinirhabdus                  -          LKAP-GUTHK2_A08_064_2017_1 -               29     859      19     877       2     879    1446    +     4.1e-97  324.2  22.0  -
Crocinitomicaceae_Salinirepens                   -          LKAP-GUTHK2_A08_064_2017_1 -               28     860      19     877       2     879    1450    +     4.1e-97  324.1  21.5  -
Cryomorphaceae_Luteibaculum                      -          LKAP-GUTHK2_A08_064_2017_1 -               76     866      73     877      52     879    1453    +     5.2e-97  323.9  19.9  -
Flavobacteriaceae_Ascidiimonas                   -          LKAP-GUTHK2_A08_064_2017_1 -               65     855      73     877      48     879    1442    +     1.6e-96  322.2  19.5  -
Chitinophagaceae_Parafilimonas                   -          LKAP-GUTHK2_A08_064_2017_1 -               31     861      18     877       2     879    1461    +     1.7e-96  322.0  21.4  -
Flavobacteriaceae_Gelatiniphilus                 -          LKAP-GUTHK2_A08_064_2017_1 -               47     878      19     877       2     879    1487    +     1.9e-96  321.7  21.1  -
Filobacteriaceae_Filobacterium                   -          LKAP-GUTHK2_A08_064_2017_1 -               46     877      18     877       2     879    1521    +       3e-96  321.2  21.9  -
Flavobacteriaceae_Xanthomarina                   -          LKAP-GUTHK2_A08_064_2017_1 -               78     866      73     877      52     879    1461    +     6.4e-96  320.2  20.3  -
Balneicellaceae_Balneicella                      -          LKAP-GUTHK2_A08_064_2017_1 -               77     869      73     877      53     879    1505    +     6.5e-96  320.1  20.1  -
Flavobacteriaceae_Fulvibacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               24     814      73     877      55     879    1408    +     7.1e-96  320.0  19.8  -
Flavobacteriaceae_Corallibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               77     867      73     877      53     879    1463    +     8.9e-96  319.7  19.6  -
Flavobacteriaceae_Frondibacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               65     853      75     877      54     879    1440    +       1e-95  319.4  19.6  -
Phycisphaeraceae_Phycisphaera                    -          LKAP-GUTHK2_A08_064_2017_1 -               20     833      13     877       1     879    1461    +     1.9e-95  318.9  21.6  -
Cytophagaceae_Fibrisoma                          -          LKAP-GUTHK2_A08_064_2017_1 -               75     863      75     877      52     879    1430    +     2.9e-95  318.2  20.3  -
Flavobacteriaceae_Neptunitalea                   -          LKAP-GUTHK2_A08_064_2017_1 -               64     851      74     877      52     879    1438    +     3.4e-95  317.8  20.2  -
