# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1b_forward          -                2     900       2     900       1     900    1491    +           0 1155.7  18.8  -
Moraxellaceae_Moraxella                          -          A1b_forward          -                1     886       9     900       9     900    1446    +    1.3e-306 1018.3  18.9  -
Nocardiopsaceae_Marinactinospora                 -          A1b_forward          -                3     889       5     900       3     900    1443    +    3.5e-143  476.8  19.3  -
Clostridiales_Sporanaerobacter                   -          A1b_forward          -               23     910       3     899       1     900    1523    +    3.6e-143  476.5  19.1  -
Microbacteriaceae_Rhodoluna                      -          A1b_forward          -                2     871      14     900      13     900    1423    +    3.6e-143  476.7  19.3  -
Cytophagaceae_Arcicella                          -          A1b_forward          -                2     857      22     899      21     900    1410    +    3.7e-143  476.5  18.6  -
Nocardiaceae_Smaragdicoccus                      -          A1b_forward          -               22     895       3     900       1     900    1478    +    3.9e-143  476.5  19.8  -
Flavobacteriaceae_Taeania                        -          A1b_forward          -                4     900       4     900       2     900    1449    +    4.1e-143  476.4  18.6  -
Acanthopleuribacteraceae_Acanthopleuribacter     -          A1b_forward          -               28     892      62     900      42     900    1453    +    4.3e-143  476.4  18.3  -
Clostridiales_Marinisporobacter                  -          A1b_forward          -                4     878       4     899       2     900    1435    +    4.3e-143  476.3  19.5  -
Flavobacteriaceae_Spongiimonas                   -          A1b_forward          -                5     898       4     900       2     900    1426    +      5e-143  476.2  18.6  -
Rhodobacteraceae_Hwanghaeicola                   -          A1b_forward          -               10     833      27     900      15     900    1350    +    5.3e-143  476.3  18.2  -
Ruminococcaceae_Faecalibacterium                 -          A1b_forward          -               15     892       3     900       1     900    1462    +    5.6e-143  476.1  19.2  -
Pseudonocardiaceae_Tamaricihabitans              -          A1b_forward          -                6     882       3     900       1     900    1445    +    5.9e-143  475.9  19.3  -
Ruaniaceae_Haloactinobacterium                   -          A1b_forward          -               27     909       3     900       1     900    1524    +    6.1e-143  475.8  19.2  -
Cyclobacteriaceae_Mongoliibacter                 -          A1b_forward          -               23     911       4     899       2     900    1511    +    6.2e-143  475.9  19.2  -
Staphylococcaceae_Abyssicoccus                   -          A1b_forward          -               52     963       4     899       2     900    1576    +    6.2e-143  475.8  18.6  -
Clostridiales_Parvimonas                         -          A1b_forward          -                3     887       3     899       1     900    1481    +    6.9e-143  475.6  19.3  -
Micromonosporaceae_Mangrovihabitans              -          A1b_forward          -               23     903       3     900       1     900    1484    +    6.9e-143  475.7  19.5  -
Puniceicoccaceae_Coraliomargarita                -          A1b_forward          -               16     928       4     900       2     900    1457    +    8.6e-143  475.3  18.7  -
Clostridiaceae_Thermobrachium                    -          A1b_forward          -                4     812      72     900      69     900    1404    +    9.6e-143  475.4  18.2  -
Planctomycetaceae_Blastopirellula                -          A1b_forward          -               31     899       4     899       2     900    1520    +    1.1e-142  474.9  18.9  -
Ruminococcaceae_Intestinimonas                   -          A1b_forward          -                4     898       4     900       2     900    1475    +    1.1e-142  475.1  19.5  -
Bacillaceae_Filobacillus                         -          A1b_forward          -                1     918       8     900       8     900    1491    +    1.1e-142  474.8  18.8  -
Bacillaceae_Salirhabdus                          -          A1b_forward          -               17     939       3     900       1     900    1546    +    1.2e-142  475.0  18.9  -
Nannocystaceae_Enhygromyxa                       -          A1b_forward          -               16     910       3     900       1     900    1480    +    1.3e-142  474.8  19.0  -
Sporomusaceae_Thermosinus                        -          A1b_forward          -               23     934       3     900       1     900    1554    +    1.4e-142  474.5  18.9  -
Lachnospiraceae_Cuneatibacter                    -          A1b_forward          -               24     914       4     899       2     900    1485    +    1.5e-142  474.7  19.7  -
Clostridiaceae_Caminicella                       -          A1b_forward          -               18     903       4     899       2     900    1456    +    1.6e-142  474.4  19.5  -
Cyclobacteriaceae_Nitritalea                     -          A1b_forward          -                8     897       4     899       2     900    1499    +    1.7e-142  474.3  19.3  -
Bacillaceae_Hydrogenibacillus                    -          A1b_forward          -               15     918       3     900       1     900    1515    +    1.9e-142  474.4  19.8  -
Deferribacteraceae_Denitrovibrio                 -          A1b_forward          -               10     911       3     900       1     900    1516    +      2e-142  474.0  18.9  -
Micrococcaceae_Auritidibacter                    -          A1b_forward          -                1     875       9     900       9     900    1466    +    2.9e-142  473.6  19.5  -
Actinomycetales_Halopolyspora                    -          A1b_forward          -               23     896       3     900       1     900    1511    +    3.3e-142  473.4  19.9  -
Micromonosporaceae_Spirilliplanes                -          A1b_forward          -                3     876       3     900       1     900    1470    +    3.6e-142  473.4  19.7  -
Sanguibacteraceae_Timonella                      -          A1b_forward          -               23     907       3     900       1     900    1508    +    3.8e-142  473.2  19.6  -
Flavobacteriaceae_Spongiimicrobium               -          A1b_forward          -                4     898       4     900       2     900    1447    +    4.3e-142  473.1  18.8  -
Peptococcaceae_Dehalobacter                      -          A1b_forward          -               23     943       3     900       1     900    1525    +    4.7e-142  473.0  18.9  -
Flavobacteriaceae_Meridianimaribacter            -          A1b_forward          -               12     907       4     900       2     900    1470    +    5.2e-142  472.6  19.3  -
Lactobacillaceae_Paralactobacillus               -          A1b_forward          -                8     920       3     900       1     900    1495    +    5.3e-142  472.6  19.2  -
Aerococcaceae_Dolosicoccus                       -          A1b_forward          -                3     920       3     899       1     900    1510    +    5.3e-142  472.6  18.5  -
Bacillaceae_Aureibacillus                        -          A1b_forward          -               23     938       3     900       1     900    1517    +    5.5e-142  472.8  18.4  -
Euzebyaceae_Euzebya                              -          A1b_forward          -                3     883       3     900       1     900    1476    +    5.5e-142  472.8  19.9  -
Bacillaceae_Natronobacillus                      -          A1b_forward          -               30     953       3     899       1     900    1473    +    7.1e-142  472.4  18.7  -
Spirochaetaceae_Borreliella                      -          A1b_forward          -               19     909       4     900       2     900    1484    +    7.3e-142  472.1  19.1  -
Nocardiopsaceae_Actinorugispora                  -          A1b_forward          -               32     920       3     900       1     900    1542    +    1.1e-141  471.8  19.3  -
Syntrophomonadaceae_Dethiobacter                 -          A1b_forward          -                4     872      18     900      15     900    1441    +    1.1e-141  471.5  18.3  -
Ruminococcaceae_Sporobacter                      -          A1b_forward          -               23     899       3     900       1     900    1506    +    1.1e-141  471.7  19.0  -
Pseudonocardiaceae_Thermobispora                 -          A1b_forward          -               10     898       3     900       1     900    1469    +    1.2e-141  471.7  19.4  -
Intrasporangiaceae_Ornithinibacter               -          A1b_forward          -                6     880      10     900       5     900    1441    +    1.2e-141  471.6  19.6  -
Dermatophilaceae_Austwickia                      -          A1b_forward          -                8     888       3     900       1     900    1495    +    1.2e-141  471.7  19.9  -
Thermoanaerobacterales_Mahella                   -          A1b_forward          -               23     913       3     900       1     900    1531    +    1.2e-141  471.7  19.6  -
Spirochaetaceae_Borrelia                         -          A1b_forward          -                2     887       9     900       8     900    1376    +    1.3e-141  471.4  19.3  -
Flavobacteriaceae_Jejuia                         -          A1b_forward          -               24     912       4     900       2     900    1480    +    1.4e-141  471.2  18.8  -
Clostridiaceae_Eisenbergiella                    -          A1b_forward          -               11     819      72     899      62     900    1390    +    1.5e-141  471.3  19.3  -
Microbacteriaceae_Canibacter                     -          A1b_forward          -                2     870      14     900      13     900    1486    +    2.2e-141  470.6  19.2  -
Sphingobacteriaceae_Anseongella                  -          A1b_forward          -               13     901       4     900       2     900    1457    +    2.3e-141  470.8  18.7  -
Nocardioidaceae_Pimelobacter                     -          A1b_forward          -                3     880       3     900       1     900    1474    +    2.6e-141  470.5  19.4  -
Carnobacteriaceae_Dolosigranulum                 -          A1b_forward          -               19     921       3     899       1     900    1523    +    3.4e-141  470.1  18.7  -
Acidobacteriaceae_Bryocella                      -          A1b_forward          -               24     881       5     900       2     900    1416    +    3.5e-141  469.9  19.7  -
Dermatophilaceae_Tonsilliphilus                  -          A1b_forward          -               21     905       3     900       1     900    1534    +    3.6e-141  469.9  19.4  -
Bacillaceae_Allobacillus                         -          A1b_forward          -                3     905      26     900      24     900    1431    +    4.1e-141  469.8  18.4  -
Ruminococcaceae_Herbivorax                       -          A1b_forward          -               20     856      50     900      33     900    1421    +    4.2e-141  469.6  19.5  -
Beutenbergiaceae_Salana                          -          A1b_forward          -                1     877       9     900       9     900    1447    +    4.3e-141  469.8  19.2  -
Flavobacteriaceae_Xanthomarina                   -          A1b_forward          -               15     904       4     900       2     900    1461    +    4.4e-141  469.7  18.8  -
Streptosporangiaceae_Thermoactinospora           -          A1b_forward          -               30     903       3     900       1     900    1533    +    4.7e-141  469.6  19.7  -
Nannocystaceae_Pseudenhygromyxa                  -          A1b_forward          -               22     916       3     900       1     900    1494    +    4.9e-141  469.7  19.1  -
Clostridiales_Flavonifractor                     -          A1b_forward          -                1     891       7     900       7     900    1465    +    5.8e-141  469.4  19.2  -
Actinomycetales_Bounagaea                        -          A1b_forward          -               23     914       3     900       1     900    1497    +    6.1e-141  469.4  19.4  -
Lachnospiraceae_Johnsonella                      -          A1b_forward          -                2     888       4     899       3     900    1478    +      8e-141  469.2  19.8  -
Micrococcaceae_Haematomicrobium                  -          A1b_forward          -                7     888       6     900       2     900    1452    +    8.8e-141  468.8  19.3  -
Actinopolysporaceae_Haloactinomyces              -          A1b_forward          -               23     900       3     900       1     900    1518    +    9.4e-141  468.6  18.8  -
Propionibacteriaceae_Propionicimonas             -          A1b_forward          -               17     894       3     900       1     900    1504    +      1e-140  468.5  19.2  -
Pseudonocardiaceae_Thermotunica                  -          A1b_forward          -               17     866      27     900       8     900    1446    +    1.1e-140  468.5  19.9  -
Eubacteriaceae_Anaerofustis                      -          A1b_forward          -                1     876      10     900      10     900    1462    +    1.1e-140  468.4  19.6  -
Egibacteraceae_Egibacter                         -          A1b_forward          -               23     904       3     900       1     900    1516    +    1.2e-140  468.4  19.4  -
Thermoanaerobacteraceae_Desulfovirgula           -          A1b_forward          -                3     895       3     900       1     900    1436    +    1.3e-140  468.3  19.5  -
Thermonemataceae_Thermonema                      -          A1b_forward          -                3     889      12     899      10     900    1465    +    1.3e-140  468.3  18.3  -
Dermabacteraceae_Helcobacillus                   -          A1b_forward          -                3     887       3     900       1     900    1448    +    1.3e-140  468.0  19.2  -
Flammeovirgaceae_Imperialibacter                 -          A1b_forward          -                8     876      19     899      11     900    1420    +    1.6e-140  468.1  18.8  -
Bacillaceae_Aquisalibacillus                     -          A1b_forward          -               26     946       3     900       1     900    1484    +    1.7e-140  467.6  18.7  -
Clostridiaceae_Anoxynatronum                     -          A1b_forward          -                4     877      19     899      16     900    1409    +    1.8e-140  467.7  18.8  -
Stigonematales_Loriellopsis                      -          A1b_forward          -               24     872       4     900       2     900    1449    +    1.9e-140  467.7  18.7  -
Thermoactinomycetaceae_Lihuaxuella               -          A1b_forward          -               30     901       3     900       1     900    1516    +    2.2e-140  467.4  18.7  -
Clostridiaceae_Fervidicella                      -          A1b_forward          -                6     813      72     899      68     900    1423    +    2.4e-140  467.4  18.9  -
Nocardiaceae_Micropolyspora                      -          A1b_forward          -               11     890       3     900       1     900    1461    +    2.5e-140  467.3  19.9  -
Desulfurobacteriaceae_Balnearium                 -          A1b_forward          -                3     927       3     900       1     900    1481    +    2.5e-140  467.5  18.8  -
Carnobacteriaceae_Atopococcus                    -          A1b_forward          -                1     905      10     899      10     900    1500    +    2.5e-140  467.1  19.2  -
Micrococcaceae_Psychromicrobium                  -          A1b_forward          -                6     856      47     900      42     900    1368    +    2.7e-140  467.1  17.8  -
Peptococcaceae_Cryptanaerobacter                 -          A1b_forward          -               23     912       3     900       1     900    1529    +    2.8e-140  467.1  20.1  -
Flavobacteriaceae_Mangrovimonas                  -          A1b_forward          -               24     919       4     900       2     900    1487    +    2.8e-140  466.9  19.0  -
Flavobacteriaceae_Arcticiflavibacter             -          A1b_forward          -               24     915       4     900       2     900    1483    +    2.9e-140  466.8  19.3  -
Chitinophagaceae_Pseudobacter                    -          A1b_forward          -               11     901       4     899       2     900    1432    +      3e-140  467.0  18.9  -
Dermacoccaceae_Demetria                          -          A1b_forward          -                1     878       9     900       9     900    1457    +    3.1e-140  466.8  19.2  -
Acidobacteriaceae_Terracidiphilus                -          A1b_forward          -               25     882       5     900       2     900    1464    +    3.4e-140  466.8  19.4  -
Nocardiopsaceae_Haloactinospora                  -          A1b_forward          -                1     895       8     900       8     900    1475    +    3.5e-140  466.9  19.5  -
Persicobacteraceae_Aureibacter                   -          A1b_forward          -               25     914       4     899       2     900    1485    +    4.1e-140  466.6  19.2  -
Intrasporangiaceae_Fodinibacter                  -          A1b_forward          -                1     865      24     900      24     900    1444    +    4.3e-140  466.4  19.5  -
Halobacteroidaceae_Selenihalanaerobacter         -          A1b_forward          -               25     932       3     900       1     900    1418    +    4.3e-140  466.3  18.6  -
Flavobacteriaceae_Aquibacter                     -          A1b_forward          -                6     899       4     900       2     900    1481    +    4.5e-140  466.3  18.8  -
Flammeovirgaceae_Sediminitomix                   -          A1b_forward          -               12     901       4     899       2     900    1415    +    4.5e-140  466.4  19.4  -
Flavobacteriaceae_Gilvibacter                    -          A1b_forward          -               12     905       4     900       2     900    1461    +    5.1e-140  466.1  19.1  -
Peptococcaceae_Syntrophobotulus                  -          A1b_forward          -               23     945       3     900       1     900    1554    +    5.3e-140  466.1  18.8  -
Aquificales_Thermosulfidibacter                  -          A1b_forward          -                2     916      12     899      11     900    1450    +    5.3e-140  466.3  18.8  -
Ruminococcaceae_Acetanaerobacterium              -          A1b_forward          -               22     930       3     900       1     900    1533    +    6.2e-140  465.8  19.3  -
Brevibacteriaceae_Spelaeicoccus                  -          A1b_forward          -                2     878      19     900      18     900    1397    +    7.9e-140  465.6  18.3  -
Heliobacteriaceae_Heliobacillus                  -          A1b_forward          -               22     901       3     900       1     900    1482    +    7.9e-140  465.5  19.4  -
Lachnospiraceae_Stomatobaculum                   -          A1b_forward          -                4     814      69     899      66     900    1377    +      8e-140  465.7  19.4  -
Cryomorphaceae_Luteibaculum                      -          A1b_forward          -               11     904       4     900       2     900    1453    +    8.7e-140  465.5  18.6  -
Clostridiaceae_Peptoclostridium                  -          A1b_forward          -               31     913       4     899       2     900    1507    +    8.7e-140  465.3  19.2  -
Calditrichaeota_Calorithrix                      -          A1b_forward          -               23     933       3     900       1     900    1453    +    9.2e-140  465.4  18.8  -
Cryomorphaceae_Cryomorpha                        -          A1b_forward          -                1     891       4     900       4     900    1422    +    9.2e-140  465.3  19.0  -
Flavobacteriaceae_Aurantivirga                   -          A1b_forward          -               15     904       4     900       2     900    1456    +    9.4e-140  465.2  18.3  -
Flavobacteriaceae_Hwangdonia                     -          A1b_forward          -                4     897       4     900       2     900    1479    +    9.5e-140  465.1  18.9  -
Micromonosporaceae_Allocatelliglobosispora       -          A1b_forward          -               10     885       3     900       1     900    1424    +    9.5e-140  465.4  19.8  -
Propionibacteriaceae_Propionicicella             -          A1b_forward          -                2     872      11     900      10     900    1469    +      1e-139  465.3  19.5  -
Haliscomenobacteraceae_Haliscomenobacter         -          A1b_forward          -               24     906       4     899       2     900    1509    +    1.1e-139  465.4  18.6  -
Dermatophilaceae_Piscicoccus                     -          A1b_forward          -                3     880       3     900       1     900    1473    +    1.3e-139  464.8  20.1  -
Lachnospiraceae_Catonella                        -          A1b_forward          -                2     893       4     899       3     900    1467    +    1.5e-139  464.7  19.8  -
Clostridiaceae_Keratinibaculum                   -          A1b_forward          -               23     908       3     899       1     900    1491    +    1.8e-139  464.4  19.0  -
Flavobacteriaceae_Oceanihabitans                 -          A1b_forward          -               24     915       4     900       2     900    1514    +    1.8e-139  464.2  19.1  -
Intrasporangiaceae_Humibacillus                  -          A1b_forward          -                1     855      29     900      29     900    1480    +      2e-139  464.1  19.6  -
Lachnospiraceae_Moryella                         -          A1b_forward          -               50     860      69     899      49     900    1374    +    2.5e-139  464.0  19.4  -
Aerococcaceae_Abiotrophia                        -          A1b_forward          -               23     936       3     899       1     900    1411    +    2.8e-139  463.7  18.7  -
Intrasporangiaceae_Marihabitans                  -          A1b_forward          -               11     881      15     900       5     900    1435    +    2.9e-139  463.7  19.1  -
Nocardioidaceae_Thermasporomyces                 -          A1b_forward          -                3     883       3     900       1     900    1447    +    3.4e-139  463.6  19.5  -
Enterococcaceae_Bavariicoccus                    -          A1b_forward          -                2     920       3     899       2     900    1470    +    3.6e-139  463.2  18.8  -
Dermatophilaceae_Kineosphaera                    -          A1b_forward          -                6     880       7     900       3     900    1461    +    3.7e-139  463.3  19.8  -
Propionibacteriaceae_Aestuariimicrobium          -          A1b_forward          -                3     877       3     899       1     900    1472    +    3.9e-139  463.3  19.7  -
Bacillaceae_Microaerobacter                      -          A1b_forward          -                2     843      73     900      72     900    1440    +    4.1e-139  463.2  18.3  -
Thermoanaerobacteraceae_Thermacetogenium         -          A1b_forward          -                3     892       3     900       1     900    1462    +    4.1e-139  463.2  19.4  -
Salinibacteraceae_Salisaeta                      -          A1b_forward          -                2     890       6     900       5     900    1425    +    4.6e-139  463.0  18.5  -
Flavobacteriaceae_Aquaticitalea                  -          A1b_forward          -                4     889       4     900       2     900    1439    +    4.7e-139  463.0  18.9  -
Nocardiopsaceae_Salinactinospora                 -          A1b_forward          -               23     919       3     900       1     900    1486    +    4.8e-139  463.2  19.0  -
Flavobacteriaceae_Weeksella                      -          A1b_forward          -               24     912       4     900       2     900    1509    +    5.3e-139  462.8  19.6  -
Flavobacteriaceae_Lutaonella                     -          A1b_forward          -                4     904       4     900       2     900    1486    +    5.4e-139  462.8  19.3  -
Syntrophomonadaceae_Fervidicola                  -          A1b_forward          -               23     913       3     900       1     900    1528    +    6.1e-139  462.8  19.6  -
Bacillaceae_Polygonibacillus                     -          A1b_forward          -               19     880      53     900      34     900    1480    +    6.4e-139  462.3  18.5  -
Bacillaceae_Falsibacillus                        -          A1b_forward          -                1     884      28     900      28     900    1413    +    6.7e-139  462.4  18.5  -
Prolixibacteraceae_Mariniphaga                   -          A1b_forward          -                4     893       4     900       2     900    1443    +      7e-139  462.4  19.2  -
Eubacteriaceae_Aminicella                        -          A1b_forward          -               13     901       4     899       2     900    1465    +    7.5e-139  462.2  19.6  -
Ruminococcaceae_Anaerotruncus                    -          A1b_forward          -                1     884      10     900      10     900    1393    +    9.5e-139  461.8  19.4  -
Bacillaceae_Compostibacillus                     -          A1b_forward          -              155     996      72     900      52     900    1555    +      1e-138  461.8  18.6  -
Nannocystaceae_Plesiocystis                      -          A1b_forward          -               15     908       3     900       1     900    1484    +    1.1e-138  461.9  19.1  -
Aerococcaceae_Ignavigranum                       -          A1b_forward          -                4     911       3     899       1     900    1417    +    1.1e-138  461.6  18.6  -
Pseudonocardiaceae_Herbihabitans                 -          A1b_forward          -               16     897       3     900       1     900    1496    +    1.4e-138  461.3  19.2  -
Paenibacillaceae_Gorillibacterium                -          A1b_forward          -               23     926       3     899       1     900    1529    +    1.4e-138  461.5  19.3  -
Nocardiopsaceae_Murinocardiopsis                 -          A1b_forward          -                1     883      10     900      10     900    1418    +    1.5e-138  461.5  19.3  -
Peptostreptococcaceae_Anaerosphaera              -          A1b_forward          -               12     898       3     899       1     900    1472    +    1.5e-138  461.4  19.6  -
Clostridiales_Dethiosulfatibacter                -          A1b_forward          -               29     897       5     899       2     900    1479    +    1.5e-138  461.4  19.2  -
Carnobacteriaceae_Atopobacter                    -          A1b_forward          -               10     929       3     899       1     900    1511    +    1.5e-138  461.0  18.6  -
Corynebacteriaceae_Turicella                     -          A1b_forward          -                1     907       3     900       3     900    1461    +    1.6e-138  461.3  19.2  -
Flavobacteriaceae_Namhaeicola                    -          A1b_forward          -                4     894       4     900       2     900    1443    +    1.7e-138  461.1  18.9  -
Lachnospiraceae_Agathobacter                     -          A1b_forward          -               57     868      71     899      50     900    1434    +    1.7e-138  461.1  19.0  -
Bacillaceae_Tenuibacillus                        -          A1b_forward          -                3     922       6     900       4     900    1479    +    1.7e-138  461.0  19.3  -
Lachnospiraceae_Lachnotalea                      -          A1b_forward          -               41     760     142     899     121     900    1207    +    1.8e-138  461.3  15.4  -
Rhodothermaceae_Longibacter                      -          A1b_forward          -                3     894       3     900       1     900    1456    +      2e-138  460.8  19.1  -
Flavobacteriaceae_Sungkyunkwania                 -          A1b_forward          -                4     893       4     900       2     900    1442    +    2.5e-138  460.7  18.8  -
Opitutaceae_Alterococcus                         -          A1b_forward          -                2     922       3     900       2     900    1482    +    2.5e-138  460.5  18.8  -
Marinilabiliaceae_Alkalitalea                    -          A1b_forward          -               24     915       4     900       2     900    1486    +    2.6e-138  460.4  19.4  -
Schleiferiaceae_Schleiferia                      -          A1b_forward          -               23     914       4     900       2     900    1499    +    2.9e-138  460.6  19.3  -
Pseudonocardiaceae_Yuhushiella                   -          A1b_forward          -               23     908       3     900       1     900    1493    +      3e-138  460.4  19.3  -
Lachnospiraceae_Murimonas                        -          A1b_forward          -               48     861      66     899      45     900    1433    +    3.1e-138  460.3  19.1  -
Heliobacteriaceae_Hydrogenispora                 -          A1b_forward          -                3     884       3     900       1     900    1443    +    3.6e-138  460.0  18.8  -
Eubacteriaceae_Alkalibaculum                     -          A1b_forward          -               23     849      52     900      33     900    1517    +    3.7e-138  459.9  18.9  -
Flavobacteriaceae_Zhouia                         -          A1b_forward          -               11     907       4     900       2     900    1478    +    3.7e-138  460.1  19.5  -
Lachnospiraceae_Sellimonas                       -          A1b_forward          -               10     819      70     899      62     900    1345    +      4e-138  460.0  19.6  -
Deferribacteraceae_Flexistipes                   -          A1b_forward          -               31     937       3     900       1     900    1498    +    4.7e-138  459.6  18.6  -
Propionibacteriaceae_Auraticoccus                -          A1b_forward          -               24     902       3     900       1     900    1449    +    4.8e-138  459.8  19.3  -
Clostridiaceae_Anaerosolibacter                  -          A1b_forward          -                2     872      11     899      10     900    1412    +      5e-138  459.6  19.5  -
Acidobacteriaceae_Silvibacterium                 -          A1b_forward          -               25     882       5     900       2     900    1464    +    5.7e-138  459.4  19.7  -
Leptospiraceae_Turneriella                       -          A1b_forward          -                3     881       3     900       1     900    1440    +    5.7e-138  459.3  19.1  -
Bacillaceae_Halalkalibacillus                    -          A1b_forward          -                1     919       8     900       8     900    1492    +      6e-138  459.3  18.8  -
Flavobacteriaceae_Pibocella                      -          A1b_forward          -                1     898       4     900       4     900    1447    +    6.1e-138  459.2  19.2  -
Flammeovirgaceae_Fabivirga                       -          A1b_forward          -                1     863      29     899      29     900    1375    +    6.3e-138  459.4  18.8  -
Planctomycetaceae_Thermogutta                    -          A1b_forward          -                2     890       4     899       3     900    1487    +    6.6e-138  459.3  19.7  -
Sporolactobacillaceae_Terrilactibacillus         -          A1b_forward          -               37     878      69     900      49     900    1456    +    6.6e-138  459.2  18.5  -
Flavobacteriaceae_Aestuariibaculum               -          A1b_forward          -               24     911       4     900       2     900    1482    +    7.9e-138  458.8  19.0  -
Erysipelotrichaceae_Dielma                       -          A1b_forward          -               25     920       4     900       2     900    1499    +    8.3e-138  458.9  19.9  -
Acidobacteriaceae_Telmatobacter                  -          A1b_forward          -               25     882       5     900       2     900    1406    +    9.1e-138  458.7  19.3  -
Deferribacteraceae_Calditerrivibrio              -          A1b_forward          -               12     913       3     900       1     900    1487    +    9.2e-138  458.8  18.9  -
Crocinitomicaceae_Salinirepens                   -          A1b_forward          -                4     898       4     900       2     900    1450    +    9.4e-138  458.6  18.7  -
Enterococcaceae_Pilibacter                       -          A1b_forward          -                3     909       3     900       1     900    1432    +    9.4e-138  458.6  19.2  -
Blastocatellales_Chloracidobacterium             -          A1b_forward          -               25     879       5     899       2     900    1488    +    9.8e-138  458.6  19.7  -
Erysipelotrichaceae_Bulleidia                    -          A1b_forward          -                5     891       5     900       2     900    1479    +      1e-137  458.7  19.8  -
Jiangellaceae_Haloactinopolyspora                -          A1b_forward          -                9     861      27     900      18     900    1432    +      1e-137  458.6  18.5  -
Flavobacteriaceae_Citreitalea                    -          A1b_forward          -                4     891       4     900       2     900    1440    +      1e-137  458.4  19.2  -
Clostridiaceae_Caloranaerobacter                 -          A1b_forward          -               52     860      71     899      51     900    1443    +    1.2e-137  458.5  19.2  -
Clostridiaceae_Cellulosibacter                   -          A1b_forward          -              223    1035      74     900      54     900    1570    +    1.3e-137  458.1  18.7  -
Halanaerobiaceae_Halarsenatibacter               -          A1b_forward          -               23     947       3     900       1     900    1546    +    1.5e-137  458.0  19.2  -
Streptosporangiaceae_Thermopolyspora             -          A1b_forward          -                1     871      20     900      20     900    1493    +    1.5e-137  458.0  18.4  -
Chitinophagaceae_Hydrobacter                     -          A1b_forward          -               24     919       3     899       1     900    1348    +    1.5e-137  458.2  18.4  -
Bernardetiaceae_Hugenholtzia                     -          A1b_forward          -                4     879       4     899       2     900    1461    +    1.7e-137  457.8  18.9  -
Microscillaceae_Eisenibacter                     -          A1b_forward          -                4     879       4     899       2     900    1461    +    1.7e-137  457.8  18.9  -
Flavobacteriaceae_Gangjinia                      -          A1b_forward          -                3     902       4     900       2     900    1479    +    1.8e-137  457.5  19.0  -
Thermoanaerobacterales_Thermovorax               -          A1b_forward          -                8     898       3     900       1     900    1469    +    1.9e-137  457.9  19.7  -
Enterococcaceae_Catellicoccus                    -          A1b_forward          -                2     901      23     900      22     900    1480    +    2.3e-137  457.2  18.4  -
Peptostreptococcaceae_Peptoanaerobacter          -          A1b_forward          -               24     904       4     899       2     900    1517    +    2.4e-137  457.4  19.6  -
Clostridiaceae_Thermotalea                       -          A1b_forward          -              201    1013      67     899      50     900    1627    +    2.6e-137  457.2  19.6  -
Flavobacteriaceae_Frondibacter                   -          A1b_forward          -                4     891       4     900       2     900    1440    +    2.6e-137  457.1  19.3  -
Pseudonocardiaceae_Haloechinothrix               -          A1b_forward          -               15     893      21     900       6     900    1474    +    2.7e-137  457.0  19.2  -
Xenococcaceae_Foliisarcina                       -          A1b_forward          -                4     854       4     900       2     900    1418    +    2.8e-137  457.3  18.8  -
Clostridiaceae_Serpentinicella                   -          A1b_forward          -               42     861      54     900      32     900    1417    +    3.3e-137  456.8  19.0  -
Marinilabiliaceae_Alkaliflexus                   -          A1b_forward          -               31     920       4     900       2     900    1467    +    3.6e-137  456.8  19.1  -
Marinilabiliaceae_Natronoflexus                  -          A1b_forward          -                9     898       4     900       2     900    1467    +    3.7e-137  456.6  19.2  -
Peptostreptococcaceae_Sporacetigenium            -          A1b_forward          -               24     881       4     899       2     900    1495    +      4e-137  456.4  18.5  -
Nocardioidaceae_Flindersiella                    -          A1b_forward          -                3     862      19     900      17     900    1401    +    4.1e-137  456.6  19.3  -
Flavobacteriaceae_Postechiella                   -          A1b_forward          -                4     894       4     900       2     900    1443    +    4.6e-137  456.3  18.6  -
Ruminococcaceae_Subdoligranulum                  -          A1b_forward          -                2     869      30     900      29     900    1428    +    4.7e-137  456.4  18.7  -
Spirochaetales_Exilispira                        -          A1b_forward          -                4     890       4     900       2     900    1456    +    4.9e-137  456.2  19.1  -
Marinifilaceae_Ancylomarina                      -          A1b_forward          -                4     897       4     900       2     900    1450    +    5.3e-137  456.1  18.5  -
Flavobacteriaceae_Leptobacterium                 -          A1b_forward          -               17     910       4     900       2     900    1437    +    5.4e-137  456.1  19.1  -
Eubacteriaceae_Peptoclostridium                  -          A1b_forward          -               16     899       4     899       2     900    1508    +    5.4e-137  456.2  19.4  -
Hyphomicrobiaceae_Gemmiger                       -          A1b_forward          -               25     853      54     900      34     900    1426    +    5.5e-137  456.1  18.5  -
Crocinitomicaceae_Crocinitomix                   -          A1b_forward          -                4     895       4     900       2     900    1477    +    5.9e-137  455.9  18.7  -
Flavobacteriaceae_Ichthyenterobacterium          -          A1b_forward          -               24     919       4     900       2     900    1488    +    6.1e-137  455.9  18.7  -
Flavobacteriaceae_Marinirhabdus                  -          A1b_forward          -                5     897       4     900       2     900    1446    +    6.3e-137  456.0  18.7  -
