# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B05_045_2017_1 -               30     896      13     877       1     879    1526    +    8.3e-305 1012.3  22.4  -
Stigonematales_Iphinoe                           -          LKAP-GUTHK2_B05_045_2017_1 -               44     830      19     877       2     880    1446    +    1.9e-113  378.4  18.2  -
Rhodobacteraceae_Alkalimicrobium                 -          LKAP-GUTHK2_B05_045_2017_1 -               38     813      13     877       1     880    1411    +    1.9e-113  378.3  19.2  -
Flavobacteriaceae_Kordia                         -          LKAP-GUTHK2_B05_045_2017_1 -               24     861      15     876       4     878    1458    +      2e-113  377.8  21.0  -
Rhodobacteraceae_Oceanibulbus                    -          LKAP-GUTHK2_B05_045_2017_1 -               23     811      13     877       1     880    1379    +      2e-113  378.2  19.7  -
Bifidobacteriaceae_Neoscardovia                  -          LKAP-GUTHK2_B05_045_2017_1 -                5     780      78     877      72     880    1342    +    2.5e-113  377.9  17.1  -
Rhodobacteraceae_Sediminimonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               14     800      13     877       1     880    1368    +    2.8e-113  377.7  19.6  -
Acetobacteraceae_Rubritepida                     -          LKAP-GUTHK2_B05_045_2017_1 -               46     800      78     877      56     880    1429    +    5.4e-113  376.8  17.2  -
Flavobacteriaceae_Psychroflexus                  -          LKAP-GUTHK2_B05_045_2017_1 -               18     804      14     823       3     844    1448    +    1.1e-112  375.1  23.3  -
Victivallaceae_Victivallis                       -          LKAP-GUTHK2_B05_045_2017_1 -               36     841      15     876       2     880    1456    +    1.2e-112  375.6  18.6  -
Chitinophagaceae_Pseudoflavitalea                -          LKAP-GUTHK2_B05_045_2017_1 -               21     852      18     877       4     879    1409    +    1.2e-112  375.6  20.5  -
Chitinophagaceae_Niastella                       -          LKAP-GUTHK2_B05_045_2017_1 -               31     867      17     877       3     879    1469    +    1.4e-112  375.5  21.1  -
Ktedonobacteraceae_Ktedonobacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               13     813      13     877       3     880    1386    +    1.4e-112  375.5  19.7  -
Pseudonocardiaceae_Longimycelium                 -          LKAP-GUTHK2_B05_045_2017_1 -               42     801      16     877       1     880    1454    +    1.4e-112  375.4  20.1  -
Balneolaceae_Fodinibius                          -          LKAP-GUTHK2_B05_045_2017_1 -                4     846      11     877       7     881    1466    +    1.4e-112  375.3  20.0  -
Hymenobacteraceae_Nibribacter                    -          LKAP-GUTHK2_B05_045_2017_1 -                7     791      80     877      72     881    1350    +    1.5e-112  375.4  17.5  -
Isosphaeraceae_Singulisphaera                    -          LKAP-GUTHK2_B05_045_2017_1 -               70     851      80     876      59     878    1432    +    1.6e-112  374.9  18.4  -
Flavobacteriaceae_Seonamhaeicola                 -          LKAP-GUTHK2_B05_045_2017_1 -               19     852      14     877       3     881    1441    +    1.7e-112  374.7  20.6  -
Flavobacteriaceae_Muriicola                      -          LKAP-GUTHK2_B05_045_2017_1 -               36     879      12     877       2     881    1490    +    1.9e-112  374.7  20.0  -
Spartobacteria_Terrimicrobium                    -          LKAP-GUTHK2_B05_045_2017_1 -               14     846      11     877       2     880    1418    +    2.9e-112  374.3  20.2  -
Persicobacteraceae_Aureibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               43     875      17     877       2     881    1485    +    3.5e-112  374.1  20.2  -
Flavobacteriaceae_Empedobacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               36     871      11     877       2     881    1484    +    3.6e-112  373.5  20.5  -
Rhodobacteraceae_Pelagimonas                     -          LKAP-GUTHK2_B05_045_2017_1 -                4     785      21     877      18     880    1344    +    3.8e-112  374.0  17.2  -
Eggerthellaceae_Paraeggerthella                  -          LKAP-GUTHK2_B05_045_2017_1 -               18     835      13     877       1     880    1427    +    3.9e-112  373.9  20.6  -
Chitinophagaceae_Lacibacter                      -          LKAP-GUTHK2_B05_045_2017_1 -                3     841      16     877      14     879    1412    +    4.8e-112  373.6  18.6  -
Blastocatellaceae_Blastocatella                  -          LKAP-GUTHK2_B05_045_2017_1 -               17     842      12     877       2     880    1445    +    4.9e-112  373.4  20.1  -
Chromatiaceae_Isochromatium                      -          LKAP-GUTHK2_B05_045_2017_1 -                2     827      22     877      21     879    1450    +    5.1e-112  373.3  19.8  -
Blastocatellales_Chloracidobacterium             -          LKAP-GUTHK2_B05_045_2017_1 -               41     840      16     877       2     881    1488    +    5.4e-112  373.3  19.1  -
Anaerolineaceae_Pelolinea                        -          LKAP-GUTHK2_B05_045_2017_1 -               20     843      15     875       1     880    1432    +    6.3e-112  373.3  20.8  -
Pasteurellaceae_Mesocricetibacter                -          LKAP-GUTHK2_B05_045_2017_1 -               30     873      16     877       1     880    1339    +    6.3e-112  373.4  20.5  -
Pasteurellaceae_Phocoenobacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               21     864      16     877       1     880    1495    +    6.6e-112  373.1  20.8  -
Chitinophagaceae_Niabella                        -          LKAP-GUTHK2_B05_045_2017_1 -               40     829      78     877      58     879    1406    +    6.6e-112  373.1  18.7  -
Puniceicoccaceae_Coraliomargarita                -          LKAP-GUTHK2_B05_045_2017_1 -               27     884      10     873       1     879    1457    +    6.9e-112  373.0  21.4  -
Chitinophagaceae_Flaviaesturariibacter           -          LKAP-GUTHK2_B05_045_2017_1 -               42     880      17     877       2     879    1493    +    7.2e-112  372.9  20.6  -
Rhodocyclaceae_Quatrionicoccus                   -          LKAP-GUTHK2_B05_045_2017_1 -               38     878      14     877       2     880    1477    +    7.7e-112  373.1  21.2  -
Oscillatoriales_Crinalium                        -          LKAP-GUTHK2_B05_045_2017_1 -               24     812      19     877       2     880    1446    +    8.2e-112  372.9  18.4  -
Orbaceae_Gilliamella                             -          LKAP-GUTHK2_B05_045_2017_1 -               49     887      17     877       1     880    1538    +    1.3e-111  372.1  20.6  -
Thermonemataceae_Thermonema                      -          LKAP-GUTHK2_B05_045_2017_1 -               10     850      14     877       6     880    1465    +    1.6e-111  372.0  21.4  -
Flavobacteriaceae_Subsaxibacter                  -          LKAP-GUTHK2_B05_045_2017_1 -               39     871      14     877       2     880    1479    +    1.7e-111  371.4  21.4  -
Flavobacteriaceae_Psychroserpens                 -          LKAP-GUTHK2_B05_045_2017_1 -               22     859      14     877       3     879    1466    +    1.9e-111  371.2  21.2  -
Flavobacteriaceae_Siansivirga                    -          LKAP-GUTHK2_B05_045_2017_1 -               14     844      14     877       3     880    1449    +      2e-111  371.1  20.6  -
Pasteurellaceae_Necropsobacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               32     816      78     877      61     880    1272    +    2.2e-111  371.7  17.5  -
Balneolaceae_Rhodohalobacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               14     848       9     877       1     881    1456    +    2.4e-111  371.4  21.3  -
Alcaligenaceae_Brackiella                        -          LKAP-GUTHK2_B05_045_2017_1 -               10     847      16     877       7     880    1473    +    2.5e-111  371.2  19.9  -
Acetobacteraceae_Dankookia                       -          LKAP-GUTHK2_B05_045_2017_1 -               55     810      78     877      58     880    1411    +    2.6e-111  371.5  17.0  -
Pasteurellaceae_Frederiksenia                    -          LKAP-GUTHK2_B05_045_2017_1 -               21     862      16     877       1     880    1362    +    2.7e-111  371.4  20.6  -
Pseudomonadaceae_Azorhizophilus                  -          LKAP-GUTHK2_B05_045_2017_1 -                2     761     112     877     111     880    1384    +    2.8e-111  371.1  14.6  -
Nostocales_Phyllonema                            -          LKAP-GUTHK2_B05_045_2017_1 -               23     810      18     877       2     880    1414    +    3.9e-111  370.7  18.3  -
Flavobacteriaceae_Salinimicrobium                -          LKAP-GUTHK2_B05_045_2017_1 -               19     801      14     822       3     849    1467    +    4.2e-111  370.1  23.3  -
Salinibacteraceae_Salisaeta                      -          LKAP-GUTHK2_B05_045_2017_1 -               17     850      16     877       2     880    1425    +    4.5e-111  370.4  20.6  -
Soortiaceae_Soortia                              -          LKAP-GUTHK2_B05_045_2017_1 -               39     891      10     878       1     882    1516    +    4.5e-111  370.3  20.0  -
Pasteurellaceae_Vespertiliibacter                -          LKAP-GUTHK2_B05_045_2017_1 -               22     862      17     877       1     880    1462    +    4.9e-111  370.2  20.8  -
Sphingobacteriaceae_Anseongella                  -          LKAP-GUTHK2_B05_045_2017_1 -               30     861      16     877       2     880    1457    +    5.1e-111  370.3  20.8  -
Flavobacteriaceae_Flaviramulus                   -          LKAP-GUTHK2_B05_045_2017_1 -               27     863      14     877       2     881    1466    +    5.3e-111  369.6  20.0  -
Pasteurellaceae_Basfia                           -          LKAP-GUTHK2_B05_045_2017_1 -               21     864      16     877       1     880    1365    +    5.4e-111  370.3  20.6  -
Synergistaceae_Pyramidobacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               21     834      16     877       1     880    1445    +    5.9e-111  370.0  20.9  -
Orbaceae_Frischella                              -          LKAP-GUTHK2_B05_045_2017_1 -               49     883      17     877       1     880    1534    +    6.6e-111  369.7  20.5  -
Flavobacteriaceae_Tamlana                        -          LKAP-GUTHK2_B05_045_2017_1 -               18     852      14     877       3     881    1474    +    7.3e-111  369.3  20.3  -
Xenococcaceae_Foliisarcina                       -          LKAP-GUTHK2_B05_045_2017_1 -               21     814      16     877       2     880    1418    +    7.4e-111  369.9  18.6  -
Flavobacteriaceae_Salegentibacter                -          LKAP-GUTHK2_B05_045_2017_1 -               15     803      14     821       4     841    1471    +    8.5e-111  369.0  22.6  -
Flavobacteriaceae_Mesonia                        -          LKAP-GUTHK2_B05_045_2017_1 -               18     804      14     823       4     847    1449    +    1.2e-110  368.4  23.0  -
Rhodothermaceae_Longibacter                      -          LKAP-GUTHK2_B05_045_2017_1 -               21     854      16     877       1     880    1456    +    1.5e-110  368.5  20.8  -
Cytophagaceae_Nibrella                           -          LKAP-GUTHK2_B05_045_2017_1 -               14     818      53     877      39     879    1358    +    1.7e-110  368.2  18.8  -
Oscillatoriales_Alkalinema                       -          LKAP-GUTHK2_B05_045_2017_1 -               23     809      18     877       2     880    1456    +    1.8e-110  368.5  17.7  -
Nautiliaceae_Thioreductor                        -          LKAP-GUTHK2_B05_045_2017_1 -               21     820      16     877       2     880    1417    +    1.9e-110  368.5  20.4  -
Flavobacteriaceae_Lutimonas                      -          LKAP-GUTHK2_B05_045_2017_1 -               24     815      19     830       4     851    1449    +      2e-110  367.9  21.8  -
Planctomycetaceae_Rhodopirellula                 -          LKAP-GUTHK2_B05_045_2017_1 -               20     850      15     877       2     880    1457    +    2.1e-110  367.9  19.8  -
Clostridiales_Gallicola                          -          LKAP-GUTHK2_B05_045_2017_1 -               18     851      15     877       2     880    1357    +    2.8e-110  367.8  20.3  -
Flavobacteriaceae_Mesoflavibacter                -          LKAP-GUTHK2_B05_045_2017_1 -               16     855      12     875       2     878    1443    +    3.6e-110  367.2  21.2  -
Flavobacteriaceae_Hyunsoonleella                 -          LKAP-GUTHK2_B05_045_2017_1 -               17     855      13     877       2     881    1446    +      4e-110  366.9  20.6  -
Eggerthellaceae_Denitrobacterium                 -          LKAP-GUTHK2_B05_045_2017_1 -               12     828      13     877       3     880    1413    +    4.2e-110  367.3  20.3  -
Fimbriimonadaceae_Fimbriimonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               22     834      13     877       1     880    1443    +    4.8e-110  367.0  19.7  -
Verrucomicrobiales_Limisphaera                   -          LKAP-GUTHK2_B05_045_2017_1 -               33     851      70     877      50     880    1410    +    4.8e-110  367.3  18.8  -
Thermaceae_Rhabdothermus                         -          LKAP-GUTHK2_B05_045_2017_1 -               21     837      16     877       2     880    1472    +    4.8e-110  367.3  20.7  -
Moraxellaceae_Faucicola                          -          LKAP-GUTHK2_B05_045_2017_1 -                7     839      14     877       8     880    1430    +    5.1e-110  366.9  19.4  -
Cytophagales_Chryseolinea                        -          LKAP-GUTHK2_B05_045_2017_1 -               31     863      14     877       2     881    1472    +    5.2e-110  366.9  19.7  -
Opitutaceae_Alterococcus                         -          LKAP-GUTHK2_B05_045_2017_1 -               13     878       9     873       2     879    1482    +    5.5e-110  366.7  22.0  -
Pasteurellaceae_Muribacter                       -          LKAP-GUTHK2_B05_045_2017_1 -               21     856      16     877       1     880    1356    +      6e-110  366.8  20.7  -
Chromatiaceae_Thioalkalicoccus                   -          LKAP-GUTHK2_B05_045_2017_1 -                3     793      82     877      80     880    1325    +    6.2e-110  366.8  16.9  -
Parachlamydiaceae_Parachlamydia                  -          LKAP-GUTHK2_B05_045_2017_1 -               45     886      20     877       2     881    1541    +    6.4e-110  366.5  19.8  -
Sutterellaceae_Turicimonas                       -          LKAP-GUTHK2_B05_045_2017_1 -               42     889      17     877       2     880    1528    +    6.8e-110  366.5  20.2  -
Chitinophagaceae_Flavitalea                      -          LKAP-GUTHK2_B05_045_2017_1 -                5     841      18     877      14     879    1447    +    7.6e-110  366.3  19.4  -
Nautiliaceae_Lebetimonas                         -          LKAP-GUTHK2_B05_045_2017_1 -               23     830      18     877       2     880    1431    +    7.9e-110  366.6  19.9  -
Thiotrichales_Fangia                             -          LKAP-GUTHK2_B05_045_2017_1 -               44     879      18     875       2     880    1515    +    8.2e-110  366.2  20.1  -
Oscillatoriales_Pantanalinema                    -          LKAP-GUTHK2_B05_045_2017_1 -               24     810      19     877       2     880    1459    +    1.1e-109  365.8  18.1  -
Anaerolineaceae_Leptolinea                       -          LKAP-GUTHK2_B05_045_2017_1 -               21     835      16     875       1     879    1426    +    1.1e-109  365.9  20.3  -
Thermaceae_Vulcanithermus                        -          LKAP-GUTHK2_B05_045_2017_1 -               28     843      16     877       2     880    1481    +    1.2e-109  365.8  20.4  -
Microscillaceae_Microscilla                      -          LKAP-GUTHK2_B05_045_2017_1 -               19     837      14     877       2     880    1455    +    1.3e-109  365.5  19.6  -
Lentimicrobiaceae_Lentimicrobium                 -          LKAP-GUTHK2_B05_045_2017_1 -               21     855      16     877       2     880    1446    +    1.3e-109  365.5  22.1  -
Blastocatellaceae_Tellurimicrobium               -          LKAP-GUTHK2_B05_045_2017_1 -               37     863      12     877       2     880    1485    +    1.3e-109  365.5  20.3  -
Pasteurellaceae_Chelonobacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               41     831      77     877      57     880    1389    +    1.9e-109  365.2  17.8  -
Planctomycetaceae_Thermogutta                    -          LKAP-GUTHK2_B05_045_2017_1 -               14     851      11     877       2     880    1487    +    1.9e-109  364.9  21.5  -
Cytophagales_Luteivirga                          -          LKAP-GUTHK2_B05_045_2017_1 -               41     827      78     877      58     881    1297    +    2.1e-109  365.0  17.6  -
Odoribacteraceae_Butyricimonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               44     825      19     823       8     845    1486    +    2.6e-109  364.4  23.0  -
Flavobacteriaceae_Lacinutrix                     -          LKAP-GUTHK2_B05_045_2017_1 -               25     808      17     823       3     843    1464    +    3.7e-109  363.7  23.0  -
Mesoaciditogaceae_Athalassotoga                  -          LKAP-GUTHK2_B05_045_2017_1 -               20     861      13     877       2     880    1500    +    4.5e-109  364.0  21.4  -
Ventosimonadaceae_Ventosimonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               45     891      13     877       1     880    1489    +    4.7e-109  363.6  21.7  -
Cytophagaceae_Sporocytophaga                     -          LKAP-GUTHK2_B05_045_2017_1 -               29     865      14     877       2     880    1488    +    6.4e-109  363.3  20.7  -
Flavobacteriaceae_Ulvibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               17     852      14     877       4     881    1440    +    8.3e-109  362.5  20.0  -
Chroococcales_Chalicogloea                       -          LKAP-GUTHK2_B05_045_2017_1 -               35     822      18     877       2     880    1442    +    9.3e-109  362.6  18.6  -
Oscillatoriales_Planktothricoides                -          LKAP-GUTHK2_B05_045_2017_1 -               10     769      74     877      60     880    1369    +    1.3e-108  362.2  16.8  -
Flammeovirgaceae_Nafulsella                      -          LKAP-GUTHK2_B05_045_2017_1 -                3     832      17     877      14     880    1441    +    1.3e-108  362.2  18.3  -
Anaerolineaceae_Flexilinea                       -          LKAP-GUTHK2_B05_045_2017_1 -               17     829      12     877       1     880    1418    +    1.4e-108  362.6  20.0  -
Cardiobacteriaceae_Dichelobacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               32     862      19     877       2     880    1460    +    1.5e-108  362.3  19.6  -
Pasteurellaceae_Bibersteinia                     -          LKAP-GUTHK2_B05_045_2017_1 -               21     862      16     877       1     880    1362    +    1.8e-108  362.0  20.5  -
Flavobacteriaceae_Dokdonia                       -          LKAP-GUTHK2_B05_045_2017_1 -               24     857      19     877       4     880    1446    +    3.4e-108  360.4  19.7  -
Verrucomicrobiaceae_Brevifollis                  -          LKAP-GUTHK2_B05_045_2017_1 -               17     865      12     877       2     880    1469    +    3.5e-108  360.8  21.0  -
Cytophagaceae_Fluviimonas                        -          LKAP-GUTHK2_B05_045_2017_1 -               24     811      79     877      59     880    1401    +      7e-108  359.8  18.4  -
Rhodospirillaceae_Phaeovibrio                    -          LKAP-GUTHK2_B05_045_2017_1 -               11     810      10     877       2     880    1450    +    7.5e-108  359.8  19.0  -
Flavobacteriaceae_Flavivirga                     -          LKAP-GUTHK2_B05_045_2017_1 -               18     851      14     877       3     881    1439    +    7.8e-108  359.3  21.0  -
Gloeomargaritaceae_Gloeomargarita                -          LKAP-GUTHK2_B05_045_2017_1 -               43     830      18     877       1     880    1482    +    9.1e-108  359.5  19.2  -
Thorselliaceae_Coetzeea                          -          LKAP-GUTHK2_B05_045_2017_1 -               15     806      77     877      67     880    1391    +    9.3e-108  359.4  17.3  -
Flavobacteriaceae_Gramella                       -          LKAP-GUTHK2_B05_045_2017_1 -               19     805      15     820       3     830    1452    +    1.5e-107  358.2  22.8  -
Flavobacteriaceae_Pricia                         -          LKAP-GUTHK2_B05_045_2017_1 -               38     882      14     877       2     881    1493    +    1.9e-107  358.5  20.3  -
Pasteurellaceae_Otariodibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               19     810      77     877      67     880    1410    +    3.2e-107  357.6  17.5  -
Verrucomicrobiaceae_Persicirhabdus               -          LKAP-GUTHK2_B05_045_2017_1 -               28     871      12     877       1     880    1480    +    3.4e-107  357.7  20.8  -
Synergistaceae_Synergistes                       -          LKAP-GUTHK2_B05_045_2017_1 -               44     853      15     875       1     880    1355    +    3.5e-107  357.7  20.5  -
Flammeovirgaceae_Fabivirga                       -          LKAP-GUTHK2_B05_045_2017_1 -               38     824      78     877      36     881    1375    +    5.2e-107  357.1  18.2  -
Puniceicoccaceae_Puniceicoccus                   -          LKAP-GUTHK2_B05_045_2017_1 -               27     865      13     874       2     879    1480    +    5.3e-107  356.9  20.4  -
Cytophagaceae_Jiulongibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               41     874      16     877       2     881    1508    +    6.2e-107  356.7  19.6  -
Pasteurellaceae_Cricetibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               37     824      77     877      57     880    1295    +    7.4e-107  356.6  17.4  -
Synergistaceae_Jonquetella                       -          LKAP-GUTHK2_B05_045_2017_1 -               56     816      78     877      57     880    1394    +    8.9e-107  356.3  17.0  -
Flavobacteriaceae_Aureisphaera                   -          LKAP-GUTHK2_B05_045_2017_1 -               18     855      14     877       3     880    1444    +    1.1e-106  355.6  21.3  -
Moraxellaceae_Enhydrobacter                      -          LKAP-GUTHK2_B05_045_2017_1 -               21     855      16     877       1     880    1484    +    1.3e-106  355.6  20.5  -
Parachlamydiaceae_Neochlamydia                   -          LKAP-GUTHK2_B05_045_2017_1 -               37     880      19     877       2     880    1529    +    1.4e-106  355.6  19.9  -
Mooreiaceae_Mooreia                              -          LKAP-GUTHK2_B05_045_2017_1 -               49     841      78     877      57     879    1424    +    1.4e-106  355.6  18.3  -
Succinivibrionaceae_Succinatimonas               -          LKAP-GUTHK2_B05_045_2017_1 -               20     836      15     877       1     880    1469    +    1.4e-106  355.5  20.6  -
Flavobacteriaceae_Formosa                        -          LKAP-GUTHK2_B05_045_2017_1 -               18     850      16     877       3     879    1428    +    1.5e-106  355.0  21.3  -
Cyclobacteriaceae_Nitritalea                     -          LKAP-GUTHK2_B05_045_2017_1 -               23     858      14     877       2     881    1499    +    2.5e-106  354.6  20.1  -
Flavobacteriaceae_Subsaximicrobium               -          LKAP-GUTHK2_B05_045_2017_1 -               66     801      77     821      57     842    1419    +    2.9e-106  354.1  20.9  -
Cytophagaceae_Siphonobacter                      -          LKAP-GUTHK2_B05_045_2017_1 -               15     801      79     877      62     880    1351    +    3.7e-106  354.2  17.9  -
Deinococcaceae_Deinobacterium                    -          LKAP-GUTHK2_B05_045_2017_1 -               23     836      18     877       1     880    1461    +    3.9e-106  354.2  20.3  -
Flavobacteriaceae_Olleya                         -          LKAP-GUTHK2_B05_045_2017_1 -               24     802      19     823       4     843    1443    +    4.5e-106  353.6  22.8  -
Pasteurellaceae_Lonepinella                      -          LKAP-GUTHK2_B05_045_2017_1 -                8     845      19     877      13     880    1498    +    8.2e-106  352.9  18.3  -
Cryomorphaceae_Salibacter                        -          LKAP-GUTHK2_B05_045_2017_1 -               18     857      14     877       2     881    1448    +    8.8e-106  353.0  19.9  -
Porphyromonadaceae_Muribaculum                   -          LKAP-GUTHK2_B05_045_2017_1 -               31     826      79     877      59     881    1460    +    8.9e-106  353.1  17.9  -
Leptotrichiaceae_Sebaldella                      -          LKAP-GUTHK2_B05_045_2017_1 -               44     855      19     877       5     880    1502    +    9.3e-106  352.9  18.6  -
Eggerthellaceae_Cryptobacterium                  -          LKAP-GUTHK2_B05_045_2017_1 -               31     851      13     877       2     880    1429    +    1.1e-105  352.7  20.7  -
Flammeovirgaceae_Imperialibacter                 -          LKAP-GUTHK2_B05_045_2017_1 -                3     837      11     877       7     880    1420    +    1.5e-105  352.4  20.1  -
Haliscomenobacteraceae_Haliscomenobacter         -          LKAP-GUTHK2_B05_045_2017_1 -               36     866      11     876       2     881    1509    +    1.5e-105  352.4  20.6  -
Cytophagaceae_Taeseokella                        -          LKAP-GUTHK2_B05_045_2017_1 -               38     824      78     877      58     881    1385    +    1.6e-105  352.0  17.8  -
Marinilabiliaceae_Anaerophaga                    -          LKAP-GUTHK2_B05_045_2017_1 -               41     885      16     878       3     882    1524    +    1.6e-105  351.9  19.6  -
Pasteurellaceae_Histophilus                      -          LKAP-GUTHK2_B05_045_2017_1 -               13     804      77     877      68     880    1361    +    1.6e-105  352.2  17.6  -
Leptotrichiaceae_Hypnocyclicus                   -          LKAP-GUTHK2_B05_045_2017_1 -                1     745     105     877     105     880    1213    +      2e-105  351.8  14.1  -
Pasteurellaceae_Nicoletella                      -          LKAP-GUTHK2_B05_045_2017_1 -               21     864      16     877       1     880    1365    +    2.1e-105  351.7  20.6  -
Cryomorphaceae_Owenweeksia                       -          LKAP-GUTHK2_B05_045_2017_1 -               28     859      17     877       2     880    1482    +    2.5e-105  351.2  20.2  -
Cytophagaceae_Leadbetterella                     -          LKAP-GUTHK2_B05_045_2017_1 -               37     849      19     877       2     880    1457    +      3e-105  351.2  20.8  -
Puniceicoccaceae_Ruficoccus                      -          LKAP-GUTHK2_B05_045_2017_1 -               37     867      15     873       2     879    1471    +    3.3e-105  351.0  20.3  -
Bernardetiaceae_Hugenholtzia                     -          LKAP-GUTHK2_B05_045_2017_1 -               19     840      15     877       2     879    1461    +    7.6e-105  349.7  20.5  -
Microscillaceae_Eisenibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               19     840      15     877       2     879    1461    +    7.6e-105  349.7  20.5  -
Synergistaceae_Aminiphilus                       -          LKAP-GUTHK2_B05_045_2017_1 -               45     847      20     877       2     880    1416    +    8.8e-105  349.7  19.4  -
Succinivibrionaceae_Succinivibrio                -          LKAP-GUTHK2_B05_045_2017_1 -               28     836      13     877       1     880    1463    +    1.1e-104  349.3  20.4  -
Pasteurellaceae_Seminibacterium                  -          LKAP-GUTHK2_B05_045_2017_1 -               33     823      77     877      57     880    1405    +    2.1e-104  348.5  17.8  -
Flammeovirgaceae_Tunicatimonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               19     850      14     875       2     878    1457    +    2.2e-104  348.3  21.7  -
Aquificaceae_Aquifex                             -          LKAP-GUTHK2_B05_045_2017_1 -               45     911      12     877       1     880    1564    +    2.3e-104  348.5  21.7  -
Cytophagaceae_Rhodocytophaga                     -          LKAP-GUTHK2_B05_045_2017_1 -               22     810      79     877      59     881    1416    +    2.9e-104  347.9  17.9  -
Sphingobacteriaceae_Nubsella                     -          LKAP-GUTHK2_B05_045_2017_1 -               55     841      79     877      56     881    1422    +    3.6e-104  347.6  18.0  -
Sphingobacteriaceae_Pelobium                     -          LKAP-GUTHK2_B05_045_2017_1 -               40     871      15     877       3     881    1481    +    5.6e-104  347.1  20.1  -
Cyclobacteriaceae_Shivajiella                    -          LKAP-GUTHK2_B05_045_2017_1 -               37     818      78     872      57     879    1385    +    6.8e-104  346.8  18.8  -
Marinilabiliaceae_Natronoflexus                  -          LKAP-GUTHK2_B05_045_2017_1 -               26     859      16     878       3     882    1467    +      7e-104  346.5  19.6  -
Porphyromonadaceae_Macellibacteroides            -          LKAP-GUTHK2_B05_045_2017_1 -               35     870      18     877       3     881    1502    +    7.1e-104  346.7  19.4  -
Chitinophagaceae_Parasediminibacterium           -          LKAP-GUTHK2_B05_045_2017_1 -                2     832      16     877      15     881    1402    +    1.1e-103  346.1  18.3  -
Bifidobacteriaceae_Bombiscardovia                -          LKAP-GUTHK2_B05_045_2017_1 -               36     813      71     877      51     880    1420    +    1.1e-103  346.0  18.1  -
Flavobacteriaceae_Leeuwenhoekiella               -          LKAP-GUTHK2_B05_045_2017_1 -               18     804      14     820       3     834    1481    +    1.5e-103  345.1  23.3  -
Hydrogenothermaceae_Venenivibrio                 -          LKAP-GUTHK2_B05_045_2017_1 -               37     844      13     877       1     880    1506    +    1.5e-103  345.7  20.7  -
Cytophagaceae_Ekhidna                            -          LKAP-GUTHK2_B05_045_2017_1 -               54     840      78     877      58     880    1368    +    2.9e-103  344.7  18.4  -
Opitutaceae_Opitutus                             -          LKAP-GUTHK2_B05_045_2017_1 -               15     876      10     873       2     879    1480    +    5.4e-103  343.6  21.2  -
Leptotrichiaceae_Caviibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               92     862      82     877      56     881    1499    +    5.5e-103  343.7  16.9  -
Catalimonadaceae_Catalinimonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               52     840      77     877      35     880    1425    +    5.8e-103  343.6  18.9  -
Marinilabiliaceae_Mangroviflexus                 -          LKAP-GUTHK2_B05_045_2017_1 -               21     852      16     878       3     882    1440    +    5.9e-103  343.5  20.0  -
Cytophagaceae_Arcticibacterium                   -          LKAP-GUTHK2_B05_045_2017_1 -               22     851      17     877       2     881    1439    +    9.2e-103  342.8  19.9  -
Flammeovirgaceae_Rapidithrix                     -          LKAP-GUTHK2_B05_045_2017_1 -               10     862      26     877      16     880    1465    +    9.5e-103  342.8  19.2  -
Leptotrichiaceae_Oceanivirga                     -          LKAP-GUTHK2_B05_045_2017_1 -               93     861      82     877      62     881    1500    +      1e-102  342.7  16.6  -
Marinilabiliaceae_Alkalitalea                    -          LKAP-GUTHK2_B05_045_2017_1 -               41     876      16     878       3     882    1486    +    1.1e-102  342.5  19.8  -
Flavobacteriaceae_Namhaeicola                    -          LKAP-GUTHK2_B05_045_2017_1 -               22     854      17     877       2     880    1443    +    1.2e-102  342.5  20.7  -
Saprospiraceae_Membranicola                      -          LKAP-GUTHK2_B05_045_2017_1 -               37     774      77     822      56     847    1396    +    1.9e-102  341.8  21.6  -
