# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_E09_071_2018_2 -               19     843      14     835      10     835    1504    +           0 1040.8  21.4  -
Synergistaceae_Rarimicrobium                     -          LKAP-TSAKG2_E09_071_2018_2 -               47     750      58     805      38     825    1392    +    1.3e-105  352.3  23.1  -
Cytophagaceae_Leadbetterella                     -          LKAP-TSAKG2_E09_071_2018_2 -               65     799      61     808      40     822    1457    +    1.4e-105  352.2  23.0  -
Cytophagaceae_Lacihabitans                       -          LKAP-TSAKG2_E09_071_2018_2 -                3     739      63     811      61     828    1337    +    1.6e-105  351.9  23.3  -
Hydrogenothermaceae_Venenivibrio                 -          LKAP-TSAKG2_E09_071_2018_2 -               88     787      55     806      30     822    1506    +    1.6e-105  352.1  22.5  -
Prolixibacteraceae_Draconibacterium              -          LKAP-TSAKG2_E09_071_2018_2 -               49     820      22     807      10     822    1486    +    1.7e-105  351.6  21.7  -
Cytophagaceae_Pseudarcicella                     -          LKAP-TSAKG2_E09_071_2018_2 -               21     755      61     808      43     828    1345    +      2e-105  351.7  22.6  -
Porphyromonadaceae_Gabonibacter                  -          LKAP-TSAKG2_E09_071_2018_2 -               49     811      22     795       9     815    1487    +    2.3e-105  351.5  22.6  -
Flavobacteriaceae_Lutaonella                     -          LKAP-TSAKG2_E09_071_2018_2 -               28     810      21     810       8     828    1486    +    2.4e-105  351.4  22.1  -
Ichthyobacteriaceae_Ichthyobacterium             -          LKAP-TSAKG2_E09_071_2018_2 -               48     835      21     818       8     833    1521    +    2.7e-105  351.2  22.4  -
Flavobacteriaceae_Gilvibacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               36     812      21     807       8     820    1461    +    3.9e-105  350.6  22.5  -
Cytophagaceae_Persicitalea                       -          LKAP-TSAKG2_E09_071_2018_2 -               73     814      57     809      35     828    1464    +    5.3e-105  350.6  22.3  -
Leptotrichiaceae_Hypnocyclicus                   -          LKAP-TSAKG2_E09_071_2018_2 -                5     708      92     826      89     835    1213    +    5.4e-105  350.3  19.8  -
Saprospiraceae_Membranicola                      -          LKAP-TSAKG2_E09_071_2018_2 -                2     774      22     808      21     819    1396    +    6.8e-105  349.8  23.3  -
Chitinophagaceae_Panacibacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               29     797      22     800      11     820    1451    +    7.8e-105  349.5  22.3  -
Prolixibacteraceae_Roseimarinus                  -          LKAP-TSAKG2_E09_071_2018_2 -               29     798      22     807      12     819    1442    +    8.1e-105  349.6  22.1  -
Flavobacteriaceae_Aestuariibaculum               -          LKAP-TSAKG2_E09_071_2018_2 -               48     820      21     809       8     826    1482    +      1e-104  349.1  22.1  -
Flavobacteriaceae_Maripseudobacter               -          LKAP-TSAKG2_E09_071_2018_2 -               49     826      21     810       8     829    1489    +    1.3e-104  349.0  22.5  -
Flavobacteriaceae_Croceibacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               48     827      21     808       8     820    1521    +    1.3e-104  348.9  22.5  -
Prolixibacteraceae_Tangfeifania                  -          LKAP-TSAKG2_E09_071_2018_2 -               29     799      22     806      10     821    1446    +    1.5e-104  348.6  22.5  -
Spirochaetales_Exilispira                        -          LKAP-TSAKG2_E09_071_2018_2 -               71     794      52     808      31     827    1456    +    1.8e-104  348.4  23.1  -
Porphyromonadaceae_Muribaculum                   -          LKAP-TSAKG2_E09_071_2018_2 -               11     786      46     823      29     834    1460    +    2.1e-104  348.5  22.8  -
Flavobacteriaceae_Bergeyella                     -          LKAP-TSAKG2_E09_071_2018_2 -                4     776      22     801      19     820    1446    +    2.2e-104  348.0  22.6  -
Waddliaceae_Waddlia                              -          LKAP-TSAKG2_E09_071_2018_2 -               55     865      22     825      13     835    1557    +    2.3e-104  348.2  22.0  -
Sphingobacteriaceae_Pseudosphingobacterium       -          LKAP-TSAKG2_E09_071_2018_2 -               48     819      22     805      10     818    1481    +    2.4e-104  348.0  22.7  -
Flavobacteriaceae_Eudoraea                       -          LKAP-TSAKG2_E09_071_2018_2 -                1     778      22     808      22     829    1393    +    2.4e-104  348.0  22.2  -
Flavobacteriaceae_Cruoricaptor                   -          LKAP-TSAKG2_E09_071_2018_2 -               41     768      59     801      30     822    1535    +      3e-104  347.6  22.4  -
Leptotrichiaceae_Caviibacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               49     811      22     810      11     831    1499    +    3.1e-104  347.7  22.1  -
Chitinophagaceae_Heliimonas                      -          LKAP-TSAKG2_E09_071_2018_2 -               37     791      22     799       9     815    1456    +    5.8e-104  346.6  22.2  -
Flavobacteriaceae_Pibocella                      -          LKAP-TSAKG2_E09_071_2018_2 -               25     805      21     810       8     824    1447    +    6.5e-104  346.6  22.3  -
Flavobacteriaceae_Coenonia                       -          LKAP-TSAKG2_E09_071_2018_2 -               48     818      21     807       8     820    1606    +    6.9e-104  346.4  21.7  -
Flavobacteriaceae_Pseudozobellia                 -          LKAP-TSAKG2_E09_071_2018_2 -                7     786      22     811      17     829    1401    +    9.4e-104  346.1  22.6  -
Flavobacteriaceae_Arcticiflavibacter             -          LKAP-TSAKG2_E09_071_2018_2 -               48     824      21     809       8     823    1483    +    1.2e-103  345.6  22.0  -
Bernardetiaceae_Bernardetia                      -          LKAP-TSAKG2_E09_071_2018_2 -               29     804      22     807      12     825    1483    +    2.1e-103  344.8  22.4  -
Flavobacteriaceae_Joostella                      -          LKAP-TSAKG2_E09_071_2018_2 -               23     797      21     809       9     827    1427    +    2.3e-103  344.8  21.6  -
Rikenellaceae_Rikenella                          -          LKAP-TSAKG2_E09_071_2018_2 -               56     833      21     805       9     821    1472    +    2.6e-103  344.5  21.8  -
Chitinophagaceae_Hydrobacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               50     821      22     801      11     819    1348    +    3.3e-103  344.5  22.0  -
Flavobacteriaceae_Aurantivirga                   -          LKAP-TSAKG2_E09_071_2018_2 -               39     813      21     807       8     823    1456    +    3.4e-103  344.2  21.9  -
Eggerthellaceae_Senegalimassilia                 -          LKAP-TSAKG2_E09_071_2018_2 -                2     692     110     833     109     835    1341    +    3.4e-103  344.5  19.8  -
Flavobacteriaceae_Meridianimaribacter            -          LKAP-TSAKG2_E09_071_2018_2 -               36     816      21     809       8     826    1470    +    3.9e-103  343.9  22.2  -
Chitinophagaceae_Pseudobacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               36     801      22     799       9     819    1432    +    4.1e-103  344.0  21.9  -
Chitinophagaceae_Vibrionimonas                   -          LKAP-TSAKG2_E09_071_2018_2 -               43     774      58     801      37     819    1409    +    4.2e-103  344.0  22.2  -
Flavobacteriaceae_Namhaeicola                    -          LKAP-TSAKG2_E09_071_2018_2 -               29     804      22     809       8     825    1443    +    4.6e-103  343.8  21.6  -
Chitinophagaceae_Haoranjiania                    -          LKAP-TSAKG2_E09_071_2018_2 -               48     818      21     801       9     821    1489    +      5e-103  343.6  21.6  -
Flavobacteriaceae_Spongiimonas                   -          LKAP-TSAKG2_E09_071_2018_2 -               30     805      22     810      10     830    1426    +    8.1e-103  343.0  22.2  -
Flavobacteriaceae_Taeania                        -          LKAP-TSAKG2_E09_071_2018_2 -               29     822      22     825       8     834    1449    +    8.6e-103  342.9  22.0  -
Flavobacteriaceae_Citreitalea                    -          LKAP-TSAKG2_E09_071_2018_2 -               28     798      21     807       8     820    1440    +    9.2e-103  342.7  22.4  -
Chitinophagaceae_Dinghuibacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               49     812      22     799      10     820    1487    +    9.6e-103  342.7  22.0  -
Porphyromonadaceae_Microbacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               46     825      22     809       8     818    1488    +    9.9e-103  342.7  22.5  -
Flavobacteriaceae_Spongiimicrobium               -          LKAP-TSAKG2_E09_071_2018_2 -               28     805      21     810       8     828    1447    +    1.1e-102  342.6  22.0  -
Planctomycetaceae_Mariniblastus                  -          LKAP-TSAKG2_E09_071_2018_2 -               28     781      22     808      12     829    1439    +    1.3e-102  342.3  21.2  -
Schleiferiaceae_Schleiferia                      -          LKAP-TSAKG2_E09_071_2018_2 -               48     818      22     807       9     821    1499    +    2.2e-102  341.7  22.6  -
Flavobacteriaceae_Leptobacterium                 -          LKAP-TSAKG2_E09_071_2018_2 -               41     822      21     812       8     828    1437    +    2.5e-102  341.3  22.0  -
Chitinophagaceae_Cnuella                         -          LKAP-TSAKG2_E09_071_2018_2 -               50     825      23     806      11     826    1493    +    2.9e-102  341.4  21.8  -
Flavobacteriaceae_Costertonia                    -          LKAP-TSAKG2_E09_071_2018_2 -               26     804      21     809       8     827    1482    +    3.2e-102  341.1  22.1  -
Flavobacteriaceae_Kriegella                      -          LKAP-TSAKG2_E09_071_2018_2 -               17     768      45     808      30     827    1382    +    3.9e-102  340.7  22.6  -
Leptotrichiaceae_Sebaldella                      -          LKAP-TSAKG2_E09_071_2018_2 -               89     806      64     812      41     832    1502    +    3.9e-102  340.8  22.2  -
Flavobacteriaceae_Aureivirga                     -          LKAP-TSAKG2_E09_071_2018_2 -               18     771      45     809      30     829    1308    +      4e-102  340.8  22.4  -
Flavobacteriaceae_Vitellibacter                  -          LKAP-TSAKG2_E09_071_2018_2 -               44     818      21     808       8     822    1511    +    4.2e-102  340.6  22.6  -
Flavobacteriaceae_Ascidiimonas                   -          LKAP-TSAKG2_E09_071_2018_2 -               28     802      21     809       8     826    1442    +    4.5e-102  340.4  21.7  -
Chitinophagaceae_Parasediminibacterium           -          LKAP-TSAKG2_E09_071_2018_2 -               10     771      22     799      14     816    1402    +    4.5e-102  340.6  22.6  -
Flavobacteriaceae_Imtechella                     -          LKAP-TSAKG2_E09_071_2018_2 -               41     829      22     809       9     821    1435    +    5.7e-102  340.2  22.4  -
Flavobacteriaceae_Chishuiella                    -          LKAP-TSAKG2_E09_071_2018_2 -               85     817      62     807      32     826    1480    +    5.7e-102  340.0  22.2  -
Cytophagaceae_Rudanella                          -          LKAP-TSAKG2_E09_071_2018_2 -               10     769      22     809      14     827    1387    +    6.1e-102  340.2  23.1  -
Rikenellaceae_Mucinivorans                       -          LKAP-TSAKG2_E09_071_2018_2 -               50     816      22     805       8     820    1511    +    8.8e-102  339.5  21.9  -
Flavobacteriaceae_Xanthomarina                   -          LKAP-TSAKG2_E09_071_2018_2 -               39     815      21     809       8     822    1461    +      1e-101  339.3  22.4  -
Chitinophagaceae_Thermoflavifilum                -          LKAP-TSAKG2_E09_071_2018_2 -               40     764      63     799      43     819    1396    +    1.1e-101  339.2  23.0  -
Cyclobacteriaceae_Mongoliitalea                  -          LKAP-TSAKG2_E09_071_2018_2 -               33     767      60     807      35     824    1386    +    1.2e-101  339.2  22.4  -
Flavobacteriaceae_Antarcticimonas                -          LKAP-TSAKG2_E09_071_2018_2 -               39     824      21     822       8     833    1468    +    1.2e-101  338.9  23.0  -
Flavobacteriaceae_Confluentibacter               -          LKAP-TSAKG2_E09_071_2018_2 -               28     802      21     811       8     827    1438    +    1.5e-101  338.7  22.7  -
Flavobacteriaceae_Yeosuana                       -          LKAP-TSAKG2_E09_071_2018_2 -               28     803      21     811       8     827    1469    +    2.2e-101  338.2  22.4  -
Chitinophagaceae_Arvibacter                      -          LKAP-TSAKG2_E09_071_2018_2 -               32     801      22     799      10     815    1470    +    2.6e-101  338.2  21.4  -
Chitinophagaceae_Parafilimonas                   -          LKAP-TSAKG2_E09_071_2018_2 -               32     798      21     799       9     817    1461    +    2.7e-101  337.7  21.8  -
Planctomycetaceae_Gimesia                        -          LKAP-TSAKG2_E09_071_2018_2 -               34     820      22     820      13     834    1504    +    3.1e-101  337.6  22.3  -
Planctomycetaceae_Roseimaritima                  -          LKAP-TSAKG2_E09_071_2018_2 -               28     797      22     820      12     834    1449    +    3.9e-101  337.3  22.4  -
Chitinophagaceae_Niveitalea                      -          LKAP-TSAKG2_E09_071_2018_2 -               91     816      62     799      34     815    1494    +    6.4e-101  336.8  23.2  -
Flavobacteriaceae_Jejuia                         -          LKAP-TSAKG2_E09_071_2018_2 -               48     822      21     808       8     823    1480    +    6.9e-101  336.5  22.3  -
Flavobacteriaceae_Flavicella                     -          LKAP-TSAKG2_E09_071_2018_2 -                6     763      42     809      38     826    1375    +    7.1e-101  336.6  22.0  -
Flavobacteriaceae_Ichthyenterobacterium          -          LKAP-TSAKG2_E09_071_2018_2 -               48     826      21     807       8     820    1488    +    7.8e-101  336.3  22.5  -
Flavobacteriaceae_Corallibacter                  -          LKAP-TSAKG2_E09_071_2018_2 -               34     814      21     809       8     826    1463    +    8.5e-101  336.2  21.8  -
Flavobacteriaceae_Arenitalea                     -          LKAP-TSAKG2_E09_071_2018_2 -               48     826      21     809       8     822    1483    +      1e-100  335.9  22.1  -
Flavobacteriaceae_Frondibacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               28     800      21     809       8     826    1440    +    1.6e-100  335.3  22.3  -
Planctomycetaceae_Planctomicrobium               -          LKAP-TSAKG2_E09_071_2018_2 -               46     805      22     827      12     834    1426    +      2e-100  335.2  22.6  -
Chitinophagaceae_Crenotalea                      -          LKAP-TSAKG2_E09_071_2018_2 -               68     792      63     799      42     819    1447    +    2.1e-100  335.0  22.9  -
Flavobacteriaceae_Sabulilitoribacter             -          LKAP-TSAKG2_E09_071_2018_2 -               28     800      21     808       8     824    1439    +    2.5e-100  334.7  22.4  -
Cryomorphaceae_Luteibaculum                      -          LKAP-TSAKG2_E09_071_2018_2 -               35     812      21     808       8     824    1453    +    2.6e-100  334.8  21.8  -
Chlorobiaceae_Chloroherpeton                     -          LKAP-TSAKG2_E09_071_2018_2 -               59     770      48     808      27     826    1403    +    2.6e-100  334.7  21.9  -
Isosphaeraceae_Paludisphaera                     -          LKAP-TSAKG2_E09_071_2018_2 -               42     802      22     814      13     833    1503    +    4.6e-100  333.9  22.5  -
Balneicellaceae_Balneicella                      -          LKAP-TSAKG2_E09_071_2018_2 -               33     815      22     808       9     825    1505    +    4.9e-100  333.7  21.6  -
Flavobacteriaceae_Zhouia                         -          LKAP-TSAKG2_E09_071_2018_2 -               35     816      21     809       8     828    1478    +    6.6e-100  333.4  21.7  -
Flavobacteriaceae_Marixanthomonas                -          LKAP-TSAKG2_E09_071_2018_2 -                4     782      22     808      19     821    1397    +    7.1e-100  333.1  23.0  -
Flavobacteriaceae_Neptunitalea                   -          LKAP-TSAKG2_E09_071_2018_2 -               28     800      21     809       9     821    1438    +     1.3e-99  332.4  22.1  -
Flavobacteriaceae_Ornithobacterium               -          LKAP-TSAKG2_E09_071_2018_2 -               43     807      22     803      11     823    1462    +     1.7e-99  331.8  22.0  -
Flavobacteriaceae_Litoribaculum                  -          LKAP-TSAKG2_E09_071_2018_2 -               46     819      21     809       8     822    1447    +       2e-99  331.6  22.7  -
Flavobacteriaceae_Sediminibacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               30     803      23     809      11     826    1444    +     2.3e-99  331.5  22.3  -
Flavobacteriaceae_Mangrovimonas                  -          LKAP-TSAKG2_E09_071_2018_2 -               48     827      21     808       8     827    1487    +       3e-99  331.1  22.0  -
Flavobacteriaceae_Jejudonia                      -          LKAP-TSAKG2_E09_071_2018_2 -               28     805      21     809       8     824    1445    +     3.7e-99  330.8  22.5  -
Flavobacteriaceae_Aureitalea                     -          LKAP-TSAKG2_E09_071_2018_2 -               31     806      21     808       8     827    1392    +     3.8e-99  330.8  22.1  -
Planctomycetaceae_Planctopirus                   -          LKAP-TSAKG2_E09_071_2018_2 -               48     814      22     807      13     831    1528    +     4.7e-99  330.5  22.9  -
Cytophagaceae_Rhabdobacter                       -          LKAP-TSAKG2_E09_071_2018_2 -               55     789      61     806      41     824    1434    +     5.6e-99  330.4  22.8  -
Planctomycetaceae_Rubinisphaera                  -          LKAP-TSAKG2_E09_071_2018_2 -               49     804      22     826      11     834    1488    +     6.3e-99  330.2  22.3  -
Flavobacteriaceae_Algoriella                     -          LKAP-TSAKG2_E09_071_2018_2 -               49     819      22     809      11     827    1483    +     9.4e-99  329.5  22.0  -
Flavobacteriaceae_Maritimimonas                  -          LKAP-TSAKG2_E09_071_2018_2 -               17     794      22     809      11     827    1416    +     1.5e-98  328.8  22.1  -
Isosphaeraceae_Isosphaera                        -          LKAP-TSAKG2_E09_071_2018_2 -               70     810      59     813      37     831    1511    +     2.2e-98  328.6  22.7  -
Flavobacteriaceae_Pustulibacterium               -          LKAP-TSAKG2_E09_071_2018_2 -               20     773      42     809      22     822    1421    +     2.2e-98  328.2  22.2  -
Rikenellaceae_Acetobacteroides                   -          LKAP-TSAKG2_E09_071_2018_2 -               28     792      21     803       8     819    1440    +     2.4e-98  328.3  22.8  -
Flavobacteriaceae_Hwangdonia                     -          LKAP-TSAKG2_E09_071_2018_2 -               28     805      21     808       8     822    1479    +     3.1e-98  327.7  22.2  -
Flavobacteriaceae_Pseudotenacibaculum            -          LKAP-TSAKG2_E09_071_2018_2 -                2     776      23     807      22     821    1383    +     4.1e-98  327.5  22.3  -
Flavobacteriaceae_Geojedonia                     -          LKAP-TSAKG2_E09_071_2018_2 -               28     798      21     807       9     820    1440    +     5.2e-98  327.0  21.9  -
Flavobacteriaceae_Aquaticitalea                  -          LKAP-TSAKG2_E09_071_2018_2 -               29     801      22     810       8     820    1439    +     5.4e-98  327.1  22.9  -
Flavobacteriaceae_Marinirhabdus                  -          LKAP-TSAKG2_E09_071_2018_2 -               29     805      21     808       8     827    1446    +     5.9e-98  326.9  22.2  -
Flavobacteriaceae_Aurantiacicella                -          LKAP-TSAKG2_E09_071_2018_2 -               12     772      36     807      26     822    1381    +     8.1e-98  326.4  22.5  -
Flavobacteriaceae_Snuella                        -          LKAP-TSAKG2_E09_071_2018_2 -               26     802      21     809       9     826    1440    +     9.4e-98  326.2  22.2  -
Planctomycetaceae_Thermostilla                   -          LKAP-TSAKG2_E09_071_2018_2 -               46     805      22     813      12     831    1490    +     9.9e-98  326.3  22.6  -
Flavobacteriaceae_Weeksella                      -          LKAP-TSAKG2_E09_071_2018_2 -               49     821      22     810      10     830    1509    +     1.1e-97  325.9  21.7  -
Planctomycetaceae_Schlesneria                    -          LKAP-TSAKG2_E09_071_2018_2 -               45     829      22     824      13     834    1446    +     1.9e-97  325.3  22.4  -
Flavobacteriaceae_Postechiella                   -          LKAP-TSAKG2_E09_071_2018_2 -               28     803      21     810       8     828    1443    +     4.2e-97  324.0  21.7  -
Cytophagaceae_Fibrisoma                          -          LKAP-TSAKG2_E09_071_2018_2 -               51     810      22     809       9     828    1430    +     4.7e-97  324.0  22.6  -
Flavobacteriaceae_Spongiivirga                   -          LKAP-TSAKG2_E09_071_2018_2 -               28     800      21     807       8     820    1405    +     5.5e-97  323.7  22.8  -
Flavobacteriaceae_Gangjinia                      -          LKAP-TSAKG2_E09_071_2018_2 -               27     808      21     810       8     830    1479    +     6.7e-97  323.2  21.4  -
Flavobacteriaceae_Planktosalinus                 -          LKAP-TSAKG2_E09_071_2018_2 -               48     820      21     809       8     825    1479    +     8.2e-97  323.1  22.1  -
Flavobacteriaceae_Hoppeia                        -          LKAP-TSAKG2_E09_071_2018_2 -               37     810      22     808       9     819    1489    +     1.9e-96  321.7  22.2  -
Flavobacteriaceae_Spongiiferula                  -          LKAP-TSAKG2_E09_071_2018_2 -               28     803      21     810       8     825    1441    +     2.3e-96  321.6  22.1  -
Petrotogaceae_Defluviitoga                       -          LKAP-TSAKG2_E09_071_2018_2 -               41     824      16     829       7     834    1475    +     2.5e-96  321.7  23.1  -
Gemmataceae_Zavarzinella                         -          LKAP-TSAKG2_E09_071_2018_2 -               42     799      22     827      11     834    1426    +     3.1e-96  321.2  21.8  -
Cytophagaceae_Huanghella                         -          LKAP-TSAKG2_E09_071_2018_2 -                9     767      23     805      17     821    1425    +     3.6e-96  321.0  22.3  -
Gemmataceae_Fimbriiglobus                        -          LKAP-TSAKG2_E09_071_2018_2 -               38     775      22     808      12     828    1390    +     1.4e-95  319.3  22.5  -
Flavobacteriaceae_Fulvibacter                    -          LKAP-TSAKG2_E09_071_2018_2 -                8     761      43     809      37     827    1408    +     1.4e-95  318.9  22.2  -
Flavobacteriaceae_Gelatiniphilus                 -          LKAP-TSAKG2_E09_071_2018_2 -               47     824      21     808       8     822    1487    +       2e-95  318.3  22.1  -
Flavobacteriaceae_Hanstruepera                   -          LKAP-TSAKG2_E09_071_2018_2 -               33     813      21     809       9     824    1493    +       2e-95  318.5  22.1  -
Isosphaeraceae_Aquisphaera                       -          LKAP-TSAKG2_E09_071_2018_2 -               49     799      22     810      13     831    1480    +     3.1e-95  318.2  22.5  -
Flavobacteriaceae_Algitalea                      -          LKAP-TSAKG2_E09_071_2018_2 -               28     802      21     807       8     820    1444    +     4.6e-95  317.3  22.1  -
Filobacteriaceae_Filobacterium                   -          LKAP-TSAKG2_E09_071_2018_2 -               48     825      22     810      10     828    1521    +     2.9e-93  311.2  22.3  -
Cytophagaceae_Fibrella                           -          LKAP-TSAKG2_E09_071_2018_2 -               43     805      21     809       9     827    1319    +     3.8e-92  308.0  22.7  -
Phycisphaeraceae_Phycisphaera                    -          LKAP-TSAKG2_E09_071_2018_2 -               28     800      21     832       8     835    1461    +     4.1e-92  307.8  20.7  -
Flavobacteriaceae_Flagellimonas                  -          LKAP-TSAKG2_E09_071_2018_2 -               49     817      21     803       8     823    1484    +     4.5e-92  307.3  22.3  -
Rikenellaceae_Anaerocella                        -          LKAP-TSAKG2_E09_071_2018_2 -               37     809      22     804       9     818    1451    +     5.5e-92  307.0  22.0  -
Tepidisphaeraceae_Tepidisphaera                  -          LKAP-TSAKG2_E09_071_2018_2 -               72     785      57     802      33     822    1491    +     8.1e-92  306.8  22.3  -
Gemmataceae_Gemmata                              -          LKAP-TSAKG2_E09_071_2018_2 -               48     779      22     807      12     827    1491    +     9.2e-92  306.4  23.1  -
Planctomycetaceae_Rubripirellula                 -          LKAP-TSAKG2_E09_071_2018_2 -               34     812      22     816      12     834    1452    +     1.1e-91  306.0  21.7  -
Gemmataceae_Telmatocola                          -          LKAP-TSAKG2_E09_071_2018_2 -               37     786      22     807      11     828    1422    +     1.7e-91  305.5  22.4  -
Methanocaldococcaceae_Methanocaldococcus         -          LKAP-TSAKG2_E09_071_2018_2 -               46     777      25     806      15     823    1428    +     2.1e-91  305.5  22.9  -
Prevotellaceae_Hallella                          -          LKAP-TSAKG2_E09_071_2018_2 -               27     799      22     799       8     820    1463    +     4.9e-90  300.7  21.7  -
Sulfolobaceae_Sulfolobus                         -          LKAP-TSAKG2_E09_071_2018_2 -               82     797      64     810      44     832    1496    +     1.5e-89  298.8  23.8  -
Parvularculaceae_Amphiplicatus                   -          LKAP-TSAKG2_E09_071_2018_2 -               62     638      22     658       9     683    1284    +     1.1e-88  296.7  17.1  -
Methanococcaceae_Methanothermococcus             -          LKAP-TSAKG2_E09_071_2018_2 -               69     778      65     822      35     833    1392    +     4.9e-87  290.6  22.6  -
Thermococcaceae_Thermococcus                     -          LKAP-TSAKG2_E09_071_2018_2 -               32     769      25     810      14     830    1447    +       1e-86  289.7  23.3  -
Methanothermaceae_Methanothermus                 -          LKAP-TSAKG2_E09_071_2018_2 -               52     780      22     810      10     830    1482    +     1.6e-86  289.1  21.9  -
Bacteroidales_Phocaeicola                        -          LKAP-TSAKG2_E09_071_2018_2 -               51     827      22     805       9     821    1497    +     1.6e-86  289.1  21.8  -
Methanocaldococcaceae_Methanotorris              -          LKAP-TSAKG2_E09_071_2018_2 -               46     772      25     809      16     829    1476    +     1.7e-86  289.0  22.4  -
Methanococcaceae_Methanococcus                   -          LKAP-TSAKG2_E09_071_2018_2 -               45     747      57     807      33     820    1395    +     2.3e-86  288.3  22.3  -
Thermococcaceae_Palaeococcus                     -          LKAP-TSAKG2_E09_071_2018_2 -               31     762      25     811      15     832    1431    +     2.9e-84  281.5  23.3  -
Methanobacteriaceae_Methanobacterium             -          LKAP-TSAKG2_E09_071_2018_2 -               23     750      22     809      15     830    1401    +     3.7e-84  280.9  21.7  -
Acidilobaceae_Acidilobus                         -          LKAP-TSAKG2_E09_071_2018_2 -               79     798      64     812      44     832    1451    +     4.8e-84  280.6  23.6  -
Methanobacteriaceae_Methanothermobacter          -          LKAP-TSAKG2_E09_071_2018_2 -               41     769      22     809      14     829    1442    +       6e-83  277.1  21.8  -
Methanobacteriaceae_Methanobrevibacter           -          LKAP-TSAKG2_E09_071_2018_2 -               23     732      56     811      35     831    1306    +     4.1e-82  274.2  21.2  -
Archaeoglobaceae_Archaeoglobus                   -          LKAP-TSAKG2_E09_071_2018_2 -               43     787      27     809      15     830    1470    +     1.1e-81  272.7  21.5  -
Thermococcaceae_Pyrococcus                       -          LKAP-TSAKG2_E09_071_2018_2 -               43     789      25     809      14     828    1468    +       8e-81  270.3  22.9  -
Archaeoglobaceae_Geoglobus                       -          LKAP-TSAKG2_E09_071_2018_2 -               12     742      43     806      30     827    1417    +     9.1e-80  266.4  22.7  -
Thermofilaceae_Thermofilum                       -          LKAP-TSAKG2_E09_071_2018_2 -               95     815      65     814      45     832    1513    +     2.4e-79  265.1  23.2  -
Pyrodictiaceae_Pyrodictium                       -          LKAP-TSAKG2_E09_071_2018_2 -               82     819      64     829      43     834    1497    +     7.6e-79  263.5  24.2  -
Sulfolobaceae_Acidianus                          -          LKAP-TSAKG2_E09_071_2018_2 -               79     789      64     806      44     827    1476    +     1.2e-75  252.6  23.5  -
Methanoregulaceae_Methanolinea                   -          LKAP-TSAKG2_E09_071_2018_2 -               47     765      27     806      20     817    1433    +     3.3e-75  251.2  23.5  -
Desulfurococcaceae_Staphylothermus               -          LKAP-TSAKG2_E09_071_2018_2 -               47     804      37     814      22     834    1459    +     4.7e-75  250.9  23.6  -
Desulfurococcaceae_Desulfurococcus               -          LKAP-TSAKG2_E09_071_2018_2 -               82     801      64     813      44     833    1496    +     7.5e-75  250.2  23.6  -
Desulfurococcaceae_Aeropyrum                     -          LKAP-TSAKG2_E09_071_2018_2 -               79     811      64     817      44     834    1358    +     5.4e-74  247.9  23.9  -
Methanoregulaceae_Methanoregula                  -          LKAP-TSAKG2_E09_071_2018_2 -               28     745      28     806      20     817    1447    +     3.7e-73  244.4  23.5  -
Methanomicrobiaceae_Methanomicrobium             -          LKAP-TSAKG2_E09_071_2018_2 -               30     745      31     806      21     818    1397    +     5.6e-73  244.0  23.0  -
Methanomicrobiaceae_Methanofollis                -          LKAP-TSAKG2_E09_071_2018_2 -               25     745      26     806      16     819    1397    +     9.9e-73  243.2  22.9  -
Desulfurococcaceae_Ignicoccus                    -          LKAP-TSAKG2_E09_071_2018_2 -               64     805      65     832      62     834    1368    +     1.2e-71  239.9  23.5  -
Sulfolobaceae_Sulfodiicoccus                     -          LKAP-TSAKG2_E09_071_2018_2 -               23     784      26     816      11     834    1438    +     2.6e-71  238.9  22.3  -
Methanopyraceae_Methanopyrus                     -          LKAP-TSAKG2_E09_071_2018_2 -               52     817      22     815       7     833    1512    +     5.3e-71  238.0  22.1  -
Methanomicrobiaceae_Methanoculleus               -          LKAP-TSAKG2_E09_071_2018_2 -               27     746      26     806      19     815    1417    +     1.6e-70  236.0  23.0  -
Pyrodictiaceae_Hyperthermus                      -          LKAP-TSAKG2_E09_071_2018_2 -               32     802      38     829      18     834    1316    +     1.3e-69  233.6  22.8  -
Thermoproteaceae_Thermoproteus                   -          LKAP-TSAKG2_E09_071_2018_2 -               77     792      63     807      43     824    1500    +     4.3e-69  231.1  23.5  -
Desulfurococcaceae_Sulfophobococcus              -          LKAP-TSAKG2_E09_071_2018_2 -               26     785      33     813      15     833    1463    +     9.6e-69  230.5  22.0  -
