# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          B0306_LKAP-FHGF1_A06_048 -               24     950       6     927       2     933    1466    +           0 1057.0  17.5  -
Vibrionaceae_Photobacterium                      -          B0306_LKAP-FHGF1_A06_048 -               23     950       5     927       2     933    1487    +    1.1e-304 1011.8  17.4  -
Thermogemmatisporaceae_Thermogemmatispora        -          B0306_LKAP-FHGF1_A06_048 -               54     923      47     927      23     933    1443    +    3.9e-131  436.9  17.6  -
Dermatophilaceae_Kineosphaera                    -          B0306_LKAP-FHGF1_A06_048 -               23     917       6     928       2     934    1461    +      4e-131  436.7  17.2  -
Spirochaetaceae_Salinispira                      -          B0306_LKAP-FHGF1_A06_048 -               77     986       9     925       3     933    1501    +    4.1e-131  436.7  17.5  -
Micrococcaceae_Auritidibacter                    -          B0306_LKAP-FHGF1_A06_048 -               16     912       6     928       2     934    1466    +    4.1e-131  436.7  17.2  -
Victivallaceae_Victivallis                       -          B0306_LKAP-FHGF1_A06_048 -               61     917      43     926      23     933    1456    +    4.9e-131  436.5  16.6  -
Pseudonocardiaceae_Herbihabitans                 -          B0306_LKAP-FHGF1_A06_048 -               37     934       6     928       2     934    1496    +    5.2e-131  436.3  17.4  -
Ruminococcaceae_Subdoligranulum                  -          B0306_LKAP-FHGF1_A06_048 -               58     904      55     926      34     933    1428    +    5.4e-131  436.4  16.4  -
Synergistaceae_Aminivibrio                       -          B0306_LKAP-FHGF1_A06_048 -               24     906       6     929       2     934    1441    +    5.9e-131  436.2  17.9  -
Spirochaetaceae_Borreliella                      -          B0306_LKAP-FHGF1_A06_048 -               75     944      55     926      35     932    1484    +    6.6e-131  435.9  16.0  -
Planctomycetaceae_Rhodopirellula                 -          B0306_LKAP-FHGF1_A06_048 -               50     923      32     924      10     929    1457    +    6.7e-131  435.8  17.8  -
Odoribacteraceae_Butyricimonas                   -          B0306_LKAP-FHGF1_A06_048 -               44     950       6     925       2     930    1486    +    7.5e-131  435.8  17.6  -
Thermoactinomycetaceae_Shimazuella               -          B0306_LKAP-FHGF1_A06_048 -               26     900       8     926       3     933    1459    +    8.1e-131  435.7  17.0  -
Flammeovirgaceae_Flexithrix                      -          B0306_LKAP-FHGF1_A06_048 -               24     928       6     925       2     932    1478    +    9.2e-131  435.6  17.6  -
Clostridiaceae_Clostridiisalibacter              -          B0306_LKAP-FHGF1_A06_048 -               36     939       6     927       2     934    1434    +    9.2e-131  435.7  17.2  -
Dermabacteraceae_Helcobacillus                   -          B0306_LKAP-FHGF1_A06_048 -               24     924       6     928       2     934    1448    +      1e-130  435.4  17.2  -
Anaerolineaceae_Ornatilinea                      -          B0306_LKAP-FHGF1_A06_048 -               43     935       8     928       3     934    1462    +    1.1e-130  435.7  17.3  -
Actinomycetales_Bounagaea                        -          B0306_LKAP-FHGF1_A06_048 -               44     951       6     928       2     934    1497    +    1.1e-130  435.5  17.7  -
Carnobacteriaceae_Desemzia                       -          B0306_LKAP-FHGF1_A06_048 -               70     955      46     926      12     933    1505    +    1.1e-130  435.2  17.2  -
Thermoactinomycetaceae_Seinonella                -          B0306_LKAP-FHGF1_A06_048 -               25     943       7     926       2     933    1501    +    1.1e-130  435.4  17.3  -
Dermatophilaceae_Tonsilliphilus                  -          B0306_LKAP-FHGF1_A06_048 -               76     943      47     929      21     934    1534    +    1.1e-130  435.1  17.1  -
Nautiliaceae_Nitratiruptor                       -          B0306_LKAP-FHGF1_A06_048 -               24     918       6     924       2     931    1409    +    1.2e-130  435.4  17.5  -
Clostridiaceae_Thermotalea                       -          B0306_LKAP-FHGF1_A06_048 -              201    1049      50     926      30     933    1627    +    1.2e-130  435.1  17.1  -
Acidaminococcaceae_Succinispira                  -          B0306_LKAP-FHGF1_A06_048 -               31     952       6     927       2     934    1495    +    1.4e-130  434.9  16.1  -
Oscillatoriales_Crinalium                        -          B0306_LKAP-FHGF1_A06_048 -               24     889       6     928       2     934    1446    +    1.4e-130  435.1  16.2  -
Eubacteriaceae_Aminicella                        -          B0306_LKAP-FHGF1_A06_048 -               33     937       6     926       2     933    1465    +    1.5e-130  434.8  17.0  -
Halanaerobiaceae_Halarsenatibacter               -          B0306_LKAP-FHGF1_A06_048 -              100     984      51     928      31     934    1546    +    1.5e-130  434.8  16.9  -
Synergistaceae_Lactivibrio                       -          B0306_LKAP-FHGF1_A06_048 -               71     908      50     929      14     934    1443    +    1.6e-130  435.1  17.5  -
Chitinophagaceae_Segetibacter                    -          B0306_LKAP-FHGF1_A06_048 -               32     938       6     925       2     930    1480    +    1.9e-130  434.7  17.3  -
Ruminococcaceae_Faecalibacterium                 -          B0306_LKAP-FHGF1_A06_048 -               36     928       6     927       1     934    1462    +      2e-130  434.7  17.1  -
Flavobacteriaceae_Siansivirga                    -          B0306_LKAP-FHGF1_A06_048 -               17     918       4     925       2     930    1449    +    2.1e-130  434.1  16.3  -
Thermodesulfobacteriaceae_Thermosulfurimonas     -          B0306_LKAP-FHGF1_A06_048 -               43     975       6     927       2     933    1532    +    2.4e-130  434.4  17.2  -
Nocardioidaceae_Thermasporomyces                 -          B0306_LKAP-FHGF1_A06_048 -               24     918       6     926       2     933    1447    +    2.4e-130  434.3  17.9  -
Clostridiales_Howardella                         -          B0306_LKAP-FHGF1_A06_048 -              106     950      55     926      34     933    1531    +    2.9e-130  433.9  16.1  -
Micrococcaceae_Acaricomes                        -          B0306_LKAP-FHGF1_A06_048 -               37     941       6     928       2     934    1478    +    2.9e-130  434.0  17.1  -
Clostridiales_Crassaminicella                    -          B0306_LKAP-FHGF1_A06_048 -               37     892      41     926      25     933    1456    +      3e-130  433.9  17.1  -
Flavobacteriaceae_Zunongwangia                   -          B0306_LKAP-FHGF1_A06_048 -               44     953       6     925       2     930    1490    +    3.1e-130  433.5  17.1  -
Corynebacteriaceae_Turicella                     -          B0306_LKAP-FHGF1_A06_048 -               22     944       6     928       2     934    1461    +    3.2e-130  433.8  17.6  -
Rhodothermaceae_Longibacter                      -          B0306_LKAP-FHGF1_A06_048 -               42     931      32     928      11     934    1456    +    3.4e-130  433.6  17.0  -
Peptococcaceae_Cryptanaerobacter                 -          B0306_LKAP-FHGF1_A06_048 -               44     948       6     927       2     934    1529    +    3.6e-130  433.7  17.0  -
Ruminococcaceae_Pseudobacteroides                -          B0306_LKAP-FHGF1_A06_048 -               43     932       6     926       2     933    1506    +    3.7e-130  433.4  16.3  -
Ruminococcaceae_Ruthenibacterium                 -          B0306_LKAP-FHGF1_A06_048 -              106     951      55     926      34     933    1519    +    4.1e-130  433.4  16.2  -
Lachnospiraceae_Marvinbryantia                   -          B0306_LKAP-FHGF1_A06_048 -               16     919       7     926       2     933    1456    +    4.1e-130  433.6  17.4  -
Lachnospiraceae_Sporobacterium                   -          B0306_LKAP-FHGF1_A06_048 -              100     944      55     926      34     933    1511    +    4.1e-130  433.4  16.3  -
Clostridiales_Sporanaerobacter                   -          B0306_LKAP-FHGF1_A06_048 -               44     948       6     928       2     934    1523    +    4.5e-130  433.2  16.7  -
Sphingobacteriaceae_Arcticibacter                -          B0306_LKAP-FHGF1_A06_048 -               26     925       8     925       2     930    1441    +    4.7e-130  433.2  16.5  -
Thermoanaerobacteraceae_Gelria                   -          B0306_LKAP-FHGF1_A06_048 -              140     997      42     927      22     934    1725    +    5.3e-130  433.0  16.9  -
Thermoactinomycetaceae_Geothermomicrobium        -          B0306_LKAP-FHGF1_A06_048 -               78     928      48     926      25     933    1506    +    6.4e-130  433.0  17.2  -
Clostridiaceae_Caminicella                       -          B0306_LKAP-FHGF1_A06_048 -               97     939      55     926      33     933    1456    +    6.4e-130  432.8  16.8  -
Mycoplasmataceae_Ureaplasma                      -          B0306_LKAP-FHGF1_A06_048 -               76     946      55     922      35     929    1476    +    8.3e-130  432.4  16.2  -
Clostridiaceae_Cellulosibacter                   -          B0306_LKAP-FHGF1_A06_048 -              223    1070      57     926      37     933    1570    +    8.5e-130  432.3  16.7  -
Micromonosporaceae_Actinorhabdospora             -          B0306_LKAP-FHGF1_A06_048 -               10     896      15     928       7     934    1450    +    8.6e-130  432.6  17.1  -
Lachnospiraceae_Sellimonas                       -          B0306_LKAP-FHGF1_A06_048 -               11     855      54     926      45     933    1345    +      9e-130  432.4  17.2  -
Sporomusaceae_Thermosinus                        -          B0306_LKAP-FHGF1_A06_048 -               44     970       6     927       2     934    1554    +    9.8e-130  432.0  16.6  -
Acidimicrobiaceae_Ferrithrix                     -          B0306_LKAP-FHGF1_A06_048 -               44     940       6     928       2     935    1331    +      1e-129  432.4  17.3  -
Enterococcaceae_Catellicoccus                    -          B0306_LKAP-FHGF1_A06_048 -               55     936      49     926      27     933    1480    +      1e-129  431.9  16.8  -
Clostridiales_Soehngenia                         -          B0306_LKAP-FHGF1_A06_048 -               89     930      55     926      34     933    1494    +    1.1e-129  432.1  16.5  -
Clostridiales_Finegoldia                         -          B0306_LKAP-FHGF1_A06_048 -                4     901      10     928       7     934    1409    +    1.2e-129  432.0  16.5  -
Peptococcaceae_Dehalobacter                      -          B0306_LKAP-FHGF1_A06_048 -               44     979       6     927       2     934    1525    +    1.2e-129  432.0  17.0  -
Thermoanaerobacteraceae_Caloribacterium          -          B0306_LKAP-FHGF1_A06_048 -               66     910      53     926      30     933    1437    +    1.2e-129  431.9  16.8  -
Nautiliaceae_Thioreductor                        -          B0306_LKAP-FHGF1_A06_048 -               24     893       6     924       2     931    1417    +    1.5e-129  431.8  16.9  -
Clostridiales_Anaerovorax                        -          B0306_LKAP-FHGF1_A06_048 -               44     948       6     926       2     933    1500    +    1.5e-129  431.5  17.0  -
Peptococcaceae_Desulfurispora                    -          B0306_LKAP-FHGF1_A06_048 -              159    1010      51     927      30     934    1567    +    1.7e-129  431.3  16.9  -
Rubricoccaceae_Rubricoccus                       -          B0306_LKAP-FHGF1_A06_048 -               30     937       7     928       2     934    1443    +    1.8e-129  431.3  17.0  -
Selenomonadaceae_Centipeda                       -          B0306_LKAP-FHGF1_A06_048 -               19     952       6     926       2     933    1494    +    1.9e-129  431.1  17.4  -
Iamiaceae_Aquihabitans                           -          B0306_LKAP-FHGF1_A06_048 -               65     912      53     925      27     933    1439    +    2.2e-129  431.3  16.7  -
Clostridiales_Muricomes                          -          B0306_LKAP-FHGF1_A06_048 -               94     940      53     926      30     933    1431    +    2.7e-129  430.7  17.0  -
Thermoanaerobacteraceae_Thermacetogenium         -          B0306_LKAP-FHGF1_A06_048 -               25     929       7     928       2     934    1462    +    2.9e-129  430.7  17.8  -
Carnobacteriaceae_Atopostipes                    -          B0306_LKAP-FHGF1_A06_048 -               48     968       9     926       3     933    1546    +    3.2e-129  430.4  17.0  -
Flavobacteriaceae_Olleya                         -          B0306_LKAP-FHGF1_A06_048 -               24     927       6     925       2     930    1443    +    3.3e-129  430.4  16.8  -
Clostridiaceae_Anaeromicrobium                   -          B0306_LKAP-FHGF1_A06_048 -               70     915      50     926      28     933    1414    +    3.5e-129  430.5  16.7  -
Chloroflexaceae_Chloroflexus                     -          B0306_LKAP-FHGF1_A06_048 -               80     912      54     925      34     931    1473    +    3.6e-129  430.6  16.2  -
Pyrinomonadaceae_Pyrinomonas                     -          B0306_LKAP-FHGF1_A06_048 -               22     926      38     927      18     934    1432    +    4.1e-129  430.1  16.9  -
Clostridiaceae_Extibacter                        -          B0306_LKAP-FHGF1_A06_048 -               94     939      53     926      32     933    1436    +    4.2e-129  430.1  17.2  -
Bacillaceae_Aquisalibacillus                     -          B0306_LKAP-FHGF1_A06_048 -               48     982       7     927       2     934    1484    +    5.3e-129  429.7  17.0  -
Cytophagaceae_Flectobacillus                     -          B0306_LKAP-FHGF1_A06_048 -               26     884      55     925      43     930    1400    +    5.5e-129  429.6  16.6  -
Lachnospiraceae_Lachnotalea                      -          B0306_LKAP-FHGF1_A06_048 -                2     796     104     926     103     933    1207    +    5.7e-129  429.9  12.8  -
Chitinophagaceae_Lacibacter                      -          B0306_LKAP-FHGF1_A06_048 -                6     915       6     925       2     930    1412    +      6e-129  429.7  17.4  -
Ruminococcaceae_Fournierella                     -          B0306_LKAP-FHGF1_A06_048 -              105     951      54     926      31     933    1491    +    6.7e-129  429.5  16.9  -
Ignavibacteriaceae_Ignavibacterium               -          B0306_LKAP-FHGF1_A06_048 -               64     934      51     928      22     934    1461    +    7.4e-129  429.3  16.1  -
Ruminococcaceae_Hydrogenoanaerobacterium         -          B0306_LKAP-FHGF1_A06_048 -               43     943       6     926       2     933    1510    +    7.5e-129  429.3  17.4  -
Deferribacteraceae_Seleniivibrio                 -          B0306_LKAP-FHGF1_A06_048 -               23     912      42     928      24     934    1474    +    8.8e-129  428.8  16.5  -
Peptostreptococcaceae_Sporacetigenium            -          B0306_LKAP-FHGF1_A06_048 -               44     917       6     926       2     933    1495    +    9.8e-129  428.7  16.0  -
Ruminococcaceae_Ethanoligenens                   -          B0306_LKAP-FHGF1_A06_048 -               44     925       6     926       2     933    1499    +      1e-128  428.7  16.9  -
Micromonosporaceae_Rhizocola                     -          B0306_LKAP-FHGF1_A06_048 -               43     935       6     927       2     933    1451    +    1.1e-128  428.8  17.4  -
Stigonematales_Loriellopsis                      -          B0306_LKAP-FHGF1_A06_048 -               62     909      38     928      15     934    1449    +    1.4e-128  428.6  16.4  -
Streptosporangiaceae_Thermocatellispora          -          B0306_LKAP-FHGF1_A06_048 -               51     937       6     927       2     934    1526    +    1.4e-128  428.4  17.0  -
Cytophagaceae_Dyadobacter                        -          B0306_LKAP-FHGF1_A06_048 -               56     914      57     925      37     930    1416    +    1.4e-128  428.2  16.6  -
Fusobacteriaceae_Psychrilyobacter                -          B0306_LKAP-FHGF1_A06_048 -               19     867      52     927      37     934    1266    +    1.5e-128  428.4  16.4  -
Pseudonocardiaceae_Sciscionella                  -          B0306_LKAP-FHGF1_A06_048 -               48     915      40     928      18     934    1465    +    1.5e-128  428.4  17.1  -
Streptosporangiaceae_Thermoactinospora           -          B0306_LKAP-FHGF1_A06_048 -               51     939       6     927       2     934    1533    +    1.8e-128  428.0  18.2  -
Bacillales_Ammoniibacillus                       -          B0306_LKAP-FHGF1_A06_048 -               88     962      55     926      34     933    1523    +    1.9e-128  428.1  16.4  -
Thermoanaerobacteraceae_Desulfovirgula           -          B0306_LKAP-FHGF1_A06_048 -               24     931       6     927       2     934    1436    +      2e-128  428.0  18.0  -
Synergistaceae_Fretibacterium                    -          B0306_LKAP-FHGF1_A06_048 -               78     910      54     929      33     934    1440    +    2.3e-128  427.8  16.8  -
Eubacteriaceae_Anaerofustis                      -          B0306_LKAP-FHGF1_A06_048 -               69     911      49     926      14     933    1462    +    2.6e-128  427.6  17.4  -
Cyclobacteriaceae_Fontibacter                    -          B0306_LKAP-FHGF1_A06_048 -               48     949       7     925       2     930    1488    +    3.1e-128  427.2  16.3  -
Chitinophagaceae_Arachidicoccus                  -          B0306_LKAP-FHGF1_A06_048 -               28     937       6     925       2     930    1470    +    4.1e-128  426.6  17.2  -
Bacillaceae_Tenuibacillus                        -          B0306_LKAP-FHGF1_A06_048 -               22     957       7     926       2     933    1479    +    4.3e-128  426.6  17.3  -
Prochlorotrichaceae_Prochlorothrix               -          B0306_LKAP-FHGF1_A06_048 -               43     873      55     928      34     934    1448    +    4.5e-128  426.6  16.0  -
Paenibacillaceae_Marinicrinis                    -          B0306_LKAP-FHGF1_A06_048 -               24     949       6     926       2     933    1476    +    4.6e-128  426.7  17.4  -
Ruminococcaceae_Anaerotruncus                    -          B0306_LKAP-FHGF1_A06_048 -               74     919      54     926      33     933    1393    +    4.9e-128  426.5  16.5  -
Aquificaceae_Hydrogenobacter                     -          B0306_LKAP-FHGF1_A06_048 -               38     961       6     929       2     932    1524    +      5e-128  426.4  16.8  -
Enterococcaceae_Melissococcus                    -          B0306_LKAP-FHGF1_A06_048 -                2     861      71     926      70     933    1401    +    5.9e-128  426.3  14.4  -
Selenomonadaceae_Schwartzia                      -          B0306_LKAP-FHGF1_A06_048 -               26     953       6     927       2     934    1489    +      7e-128  426.0  17.5  -
Veillonellaceae_Allisonella                      -          B0306_LKAP-FHGF1_A06_048 -               45     986       6     927       2     934    1537    +    7.6e-128  425.8  17.2  -
Salinibacteraceae_Salisaeta                      -          B0306_LKAP-FHGF1_A06_048 -               61     927      53     928      24     934    1425    +    8.8e-128  425.7  16.3  -
Oscillatoriales_Halospirulina                    -          B0306_LKAP-FHGF1_A06_048 -               55     887      54     928      22     934    1388    +    1.2e-127  425.5  16.0  -
Ardenticatenia_Ardenticatena                     -          B0306_LKAP-FHGF1_A06_048 -               24     941       6     928       1     934    1453    +    1.2e-127  425.5  17.7  -
Carnobacteriaceae_Allofustis                     -          B0306_LKAP-FHGF1_A06_048 -               63     945      48     926      16     933    1500    +    1.2e-127  425.1  17.1  -
Actinomycetales_Halopolyspora                    -          B0306_LKAP-FHGF1_A06_048 -               44     933       6     928       2     934    1511    +    1.8e-127  424.7  17.7  -
Deferribacteraceae_Flexistipes                   -          B0306_LKAP-FHGF1_A06_048 -               96     974      55     928      14     934    1498    +      2e-127  424.5  16.5  -
Halanaerobiaceae_Halocella                       -          B0306_LKAP-FHGF1_A06_048 -               16     953       7     928       2     934    1475    +      2e-127  424.5  17.2  -
Clostridiales_Murdochiella                       -          B0306_LKAP-FHGF1_A06_048 -               45     885      53     926      33     933    1362    +    2.2e-127  424.5  16.7  -
Chrysiogenaceae_Desulfurispira                   -          B0306_LKAP-FHGF1_A06_048 -                6     906       2     920       1     933    1408    +    2.8e-127  424.0  17.0  -
Parachlamydiaceae_Parachlamydia                  -          B0306_LKAP-FHGF1_A06_048 -               78     963      55     928      34     934    1541    +      3e-127  423.9  16.1  -
Streptosporangineae_Allonocardiopsis             -          B0306_LKAP-FHGF1_A06_048 -               27     906      43     927      22     934    1476    +    3.1e-127  424.0  17.4  -
Flavobacteriaceae_Subsaximicrobium               -          B0306_LKAP-FHGF1_A06_048 -               22     928       5     925       1     930    1419    +    3.3e-127  423.6  16.1  -
Selenomonadaceae_Anaerovibrio                    -          B0306_LKAP-FHGF1_A06_048 -              132    1011      53     927      32     934    1587    +    3.8e-127  423.6  16.7  -
Nocardiopsaceae_Marinactinospora                 -          B0306_LKAP-FHGF1_A06_048 -               22     925       6     927       2     934    1443    +    4.7e-127  423.5  17.4  -
Pseudonocardiaceae_Thermobispora                 -          B0306_LKAP-FHGF1_A06_048 -               31     935       6     928       2     934    1469    +    4.8e-127  423.5  17.3  -
Prevotellaceae_Paraprevotella                    -          B0306_LKAP-FHGF1_A06_048 -               24     934       6     925       2     930    1481    +    5.2e-127  423.0  16.8  -
Melioribacteraceae_Melioribacter                 -          B0306_LKAP-FHGF1_A06_048 -               92     959      55     928      22     934    1539    +    5.2e-127  423.1  16.3  -
Streptosporangiaceae_Thermopolyspora             -          B0306_LKAP-FHGF1_A06_048 -                5     907       6     927       4     934    1493    +    7.4e-127  422.6  17.6  -
Flavobacteriaceae_Pricia                         -          B0306_LKAP-FHGF1_A06_048 -               44     956       6     925       2     932    1493    +    8.8e-127  422.5  17.4  -
Chroococcales_Chalicogloea                       -          B0306_LKAP-FHGF1_A06_048 -               76     899      62     928      38     934    1442    +    1.1e-126  422.0  15.5  -
Opitutaceae_Alterococcus                         -          B0306_LKAP-FHGF1_A06_048 -               34     959      16     928       2     934    1482    +    1.1e-126  422.1  17.4  -
Propionibacteriaceae_Granulicoccus               -          B0306_LKAP-FHGF1_A06_048 -                2     842      63     928      62     934    1315    +    1.2e-126  422.1  15.2  -
Streptococcaceae_Lactovum                        -          B0306_LKAP-FHGF1_A06_048 -               42     945      31     926       7     933    1456    +    1.2e-126  421.8  17.1  -
Mooreiaceae_Mooreia                              -          B0306_LKAP-FHGF1_A06_048 -               14     915       8     925       1     932    1424    +    1.4e-126  421.9  17.8  -
Anaerolineaceae_Levilinea                        -          B0306_LKAP-FHGF1_A06_048 -               25     908       7     926       2     933    1424    +    1.4e-126  421.9  17.0  -
Acetobacteraceae_Neoasaia                        -          B0306_LKAP-FHGF1_A06_048 -               46     747      45     784      23     803    1457    +    1.6e-126  421.8  16.7  -
Brachyspiraceae_Brachyspira                      -          B0306_LKAP-FHGF1_A06_048 -               25     900      14     925       4     930    1441    +    1.7e-126  421.4  17.1  -
Thermoactinomycetaceae_Baia                      -          B0306_LKAP-FHGF1_A06_048 -               46     923       8     926       2     933    1499    +    1.9e-126  421.3  16.6  -
Thermomicrobiaceae_Thermorudis                   -          B0306_LKAP-FHGF1_A06_048 -               27     883      56     925      36     933    1375    +    1.9e-126  421.8  18.1  -
Sporomusaceae_Anaeroarcus                        -          B0306_LKAP-FHGF1_A06_048 -               24     946       6     927       2     934    1506    +    2.1e-126  421.1  17.0  -
Sporolactobacillaceae_Sinobaca                   -          B0306_LKAP-FHGF1_A06_048 -               51    1004       8     927       2     934    1531    +    2.2e-126  421.1  17.6  -
Clostridiaceae_Keratinibaculum                   -          B0306_LKAP-FHGF1_A06_048 -              104     944      54     926      29     933    1491    +    2.3e-126  421.1  16.0  -
Nocardiopsaceae_Salinactinospora                 -          B0306_LKAP-FHGF1_A06_048 -               44     955       6     927       2     934    1486    +    2.3e-126  421.3  17.4  -
Thermoactinomycetaceae_Croceifilum               -          B0306_LKAP-FHGF1_A06_048 -               26     903       8     926       2     933    1428    +    2.3e-126  421.0  16.6  -
Chitinophagaceae_Flavitalea                      -          B0306_LKAP-FHGF1_A06_048 -                6     915       6     925       3     930    1447    +      3e-126  420.7  17.2  -
Mzabimycetaceae_Mzabimyces                       -          B0306_LKAP-FHGF1_A06_048 -               11     860      51     928      44     934    1357    +    3.1e-126  420.7  17.8  -
Clostridiaceae_Salimesophilobacter               -          B0306_LKAP-FHGF1_A06_048 -               42     937       6     926       2     933    1471    +    3.2e-126  420.5  17.2  -
Nocardiopsaceae_Lipingzhangella                  -          B0306_LKAP-FHGF1_A06_048 -               44     950       6     927       2     934    1528    +    3.2e-126  420.7  17.2  -
Propionibacteriaceae_Pseudopropionibacterium     -          B0306_LKAP-FHGF1_A06_048 -               28     922       6     928       2     934    1506    +    5.9e-126  419.6  17.2  -
Oscillatoriales_Planktothricoides                -          B0306_LKAP-FHGF1_A06_048 -               14     846      53     928      40     935    1369    +    6.1e-126  419.6  15.8  -
Catalimonadaceae_Catalinimonas                   -          B0306_LKAP-FHGF1_A06_048 -               14     914       8     925       2     932    1425    +    6.1e-126  419.7  17.6  -
Acidimicrobiaceae_Acidimicrobium                 -          B0306_LKAP-FHGF1_A06_048 -               75     924      52     927      32     934    1465    +    7.9e-126  419.5  16.9  -
Deferribacteraceae_Mucispirillum                 -          B0306_LKAP-FHGF1_A06_048 -               37     941      28     929       7     934    1471    +    9.3e-126  419.1  16.9  -
Halobacteroidaceae_Selenihalanaerobacter         -          B0306_LKAP-FHGF1_A06_048 -               76     967      45     926      12     933    1418    +    1.1e-125  418.6  16.9  -
Acidaminococcaceae_Succiniclasticum              -          B0306_LKAP-FHGF1_A06_048 -               36     964       6     927       2     934    1505    +    1.3e-125  418.5  16.8  -
Glycomycetaceae_Salininema                       -          B0306_LKAP-FHGF1_A06_048 -               44     947       6     928       2     934    1492    +    1.7e-125  418.3  17.1  -
Carnobacteriaceae_Atopococcus                    -          B0306_LKAP-FHGF1_A06_048 -               60     914      52     898      31     918    1500    +    1.7e-125  418.1  17.5  -
Sporomusaceae_Anaerospora                        -          B0306_LKAP-FHGF1_A06_048 -              119    1002      51     927      27     934    1517    +    2.1e-125  417.7  16.4  -
Thermaceae_Rhabdothermus                         -          B0306_LKAP-FHGF1_A06_048 -               25     912       7     926       2     933    1472    +    2.2e-125  418.1  17.9  -
Enterococcaceae_Pilibacter                       -          B0306_LKAP-FHGF1_A06_048 -               71     944      54     926      34     933    1432    +    2.4e-125  417.6  16.8  -
Nocardiopsaceae_Haloactinospora                  -          B0306_LKAP-FHGF1_A06_048 -               17     931       6     927       2     934    1475    +    2.8e-125  417.7  17.3  -
Iamiaceae_Iamia                                  -          B0306_LKAP-FHGF1_A06_048 -               68     916      53     925      33     933    1474    +    2.9e-125  417.6  16.6  -
Petrotogaceae_Geotoga                            -          B0306_LKAP-FHGF1_A06_048 -               54     942       6     924       1     931    1613    +    2.9e-125  417.2  16.7  -
Thermaceae_Marinithermus                         -          B0306_LKAP-FHGF1_A06_048 -               47     944       8     926       2     933    1493    +      3e-125  417.6  18.1  -
Erysipelotrichaceae_Allobaculum                  -          B0306_LKAP-FHGF1_A06_048 -               38     927      35     926      14     933    1479    +    3.5e-125  417.0  17.4  -
Sporomusaceae_Anaeromusa                         -          B0306_LKAP-FHGF1_A06_048 -               36     957       7     927       3     934    1530    +    3.8e-125  416.9  17.0  -
Carnobacteriaceae_Dolosigranulum                 -          B0306_LKAP-FHGF1_A06_048 -               81     956      50     926      28     933    1523    +    4.3e-125  416.9  16.4  -
Cytophagaceae_Larkinella                         -          B0306_LKAP-FHGF1_A06_048 -               32     926       7     925       2     930    1433    +    4.6e-125  416.6  16.8  -
Paenibacillaceae_Gorillibacterium                -          B0306_LKAP-FHGF1_A06_048 -               46     962       8     926       2     933    1529    +    4.7e-125  416.8  17.2  -
Flavobacteriaceae_Hanstruepera                   -          B0306_LKAP-FHGF1_A06_048 -               29     938       6     925       2     932    1493    +    4.7e-125  416.7  16.9  -
Balneolaceae_Fodinibius                          -          B0306_LKAP-FHGF1_A06_048 -               34     923      36     928      12     934    1466    +    5.6e-125  416.5  17.3  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          B0306_LKAP-FHGF1_A06_048 -                1     856      57     927      57     934    1427    +      6e-125  416.5  15.7  -
Planctomycetaceae_Thermogutta                    -          B0306_LKAP-FHGF1_A06_048 -               59     924      52     924      30     930    1487    +    6.1e-125  416.3  17.2  -
Actinospicaceae_Actinocrinis                     -          B0306_LKAP-FHGF1_A06_048 -               33     922      50     928      30     934    1433    +    6.8e-125  416.3  17.0  -
Flammeovirgaceae_Limibacter                      -          B0306_LKAP-FHGF1_A06_048 -               65     939      45     925      21     932    1467    +      8e-125  416.1  16.9  -
Acidimicrobiaceae_Ferrimicrobium                 -          B0306_LKAP-FHGF1_A06_048 -               44     942       6     928       2     935    1466    +    8.3e-125  415.8  17.1  -
Spirochaetaceae_Rectinema                        -          B0306_LKAP-FHGF1_A06_048 -               43     951       8     925       3     932    1501    +    1.3e-124  415.5  18.2  -
Ruminococcaceae_Acetanaerobacterium              -          B0306_LKAP-FHGF1_A06_048 -              120     965      54     926      32     933    1533    +    1.4e-124  415.0  16.2  -
Pseudonocardiaceae_Actinorectispora              -          B0306_LKAP-FHGF1_A06_048 -               22     900       9     928       2     934    1445    +      2e-124  414.7  17.6  -
Flavobacteriaceae_Aurantivirga                   -          B0306_LKAP-FHGF1_A06_048 -               35     938       6     925       2     932    1456    +    2.2e-124  414.4  17.2  -
Nocardiopsaceae_Murinocardiopsis                 -          B0306_LKAP-FHGF1_A06_048 -               15     919       6     927       2     934    1418    +    2.3e-124  414.6  17.3  -
Nocardiopsaceae_Actinorugispora                  -          B0306_LKAP-FHGF1_A06_048 -               53     956       6     927       2     934    1542    +    2.6e-124  414.4  17.2  -
Brevinemataceae_Brevinema                        -          B0306_LKAP-FHGF1_A06_048 -               46     947       9     928       3     933    1490    +    3.5e-124  413.8  17.2  -
Bryobacteraceae_Bryobacter                       -          B0306_LKAP-FHGF1_A06_048 -               21     893       6     927       1     934    1391    +    3.5e-124  413.8  16.9  -
Nocardiopsaceae_Allosalinactinospora             -          B0306_LKAP-FHGF1_A06_048 -               51     958       7     927       3     934    1485    +      4e-124  414.0  17.2  -
