# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_H06_034_2018_2 -               25     860      13     844       6     844    1492    +           0 1055.1  20.3  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               16     850      14     844       5     844    1485    +           0 1035.7  20.3  -
Bifidobacteriaceae_Neoscardovia                  -          LKAP-TSAKG2_H06_034_2018_2 -                7     757      65     842      60     844    1342    +    1.8e-120  401.4  22.0  -
Crocinitomicaceae_Brumimicrobium                 -          LKAP-TSAKG2_H06_034_2018_2 -               42     802      27     799       7     811    1484    +      2e-120  401.0  20.9  -
Burkholderiales_Piscinibacterium                 -          LKAP-TSAKG2_H06_034_2018_2 -               24     766      54     805      34     830    1415    +      2e-120  401.4  20.6  -
Neisseriaceae_Bergeriella                        -          LKAP-TSAKG2_H06_034_2018_2 -               37     863      13     842       4     844    1494    +    2.3e-120  401.0  20.2  -
Anaerolineaceae_Bellilinea                       -          LKAP-TSAKG2_H06_034_2018_2 -               16     815      14     842       4     844    1425    +    3.1e-120  400.9  22.4  -
Rhodobacteraceae_Litorimicrobium                 -          LKAP-TSAKG2_H06_034_2018_2 -               38     784      47     843      26     844    1386    +    3.1e-120  400.6  20.6  -
Pseudonocardiaceae_Longimycelium                 -          LKAP-TSAKG2_H06_034_2018_2 -               35     780      12     844       4     844    1454    +    3.1e-120  400.7  21.7  -
Nautiliaceae_Lebetimonas                         -          LKAP-TSAKG2_H06_034_2018_2 -               75     807      64     842      34     844    1431    +    3.2e-120  400.9  21.3  -
Rhodocyclaceae_Ferribacterium                    -          LKAP-TSAKG2_H06_034_2018_2 -               52     856      26     842       6     844    1530    +    3.4e-120  400.6  20.3  -
Hydrogenimonaceae_Hydrogenimonas                 -          LKAP-TSAKG2_H06_034_2018_2 -               82     834      60     843      39     844    1422    +    3.5e-120  400.5  20.8  -
Enterobacteriaceae_Izhakiella                    -          LKAP-TSAKG2_H06_034_2018_2 -               45     819      22     802       4     826    1502    +    3.8e-120  400.4  21.0  -
Acetobacteraceae_Humitalea                       -          LKAP-TSAKG2_H06_034_2018_2 -               72     804      63     842      43     844    1479    +    5.1e-120  400.2  21.5  -
Acetobacteraceae_Dankookia                       -          LKAP-TSAKG2_H06_034_2018_2 -               55     787      63     842      42     844    1411    +    5.2e-120  400.2  20.9  -
Flavobacteriaceae_Seonamhaeicola                 -          LKAP-TSAKG2_H06_034_2018_2 -               34     800      27     807       8     827    1441    +    5.6e-120  399.4  21.2  -
Balneolaceae_Fodinibius                          -          LKAP-TSAKG2_H06_034_2018_2 -               56     823      63     842      35     844    1466    +    5.9e-120  399.7  20.0  -
Oscillatoriales_Pantanalinema                    -          LKAP-TSAKG2_H06_034_2018_2 -               46     787      55     842      34     844    1459    +    6.5e-120  399.6  20.7  -
Rhodospirillaceae_Pelagibius                     -          LKAP-TSAKG2_H06_034_2018_2 -               69     796      66     842      45     844    1422    +    6.5e-120  399.8  21.0  -
Nevskiaceae_Sinimarinibacterium                  -          LKAP-TSAKG2_H06_034_2018_2 -               77     846      62     842      42     844    1493    +    6.7e-120  399.6  19.8  -
Chitinophagaceae_Parasegetibacter                -          LKAP-TSAKG2_H06_034_2018_2 -               28     800      20     797       4     809    1470    +    6.9e-120  399.6  20.4  -
Orbaceae_Gilliamella                             -          LKAP-TSAKG2_H06_034_2018_2 -               53     847      20     832       4     843    1538    +      7e-120  399.4  20.3  -
Rhodobacteraceae_Lentibacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               13     752      54     843      34     844    1375    +    7.8e-120  399.4  20.7  -
Alteromonadaceae_Lacimicrobium                   -          LKAP-TSAKG2_H06_034_2018_2 -               46     823      20     805       4     826    1499    +    7.8e-120  399.3  20.9  -
Rhodobacteraceae_Antarctobacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               29     762      48     842      27     844    1400    +    8.1e-120  399.4  20.6  -
Chromatiaceae_Thiolamprovum                      -          LKAP-TSAKG2_H06_034_2018_2 -               73     843      57     842      26     844    1459    +    8.3e-120  399.2  20.2  -
Flavobacteriaceae_Actibacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               27     824      21     829       4     841    1449    +      9e-120  398.8  20.8  -
Flavobacteriaceae_Aquimarina                     -          LKAP-TSAKG2_H06_034_2018_2 -               29     804      24     810       6     830    1453    +    9.1e-120  398.7  20.4  -
Oligoflexaceae_Oligoflexus                       -          LKAP-TSAKG2_H06_034_2018_2 -               25     831      24     840       4     844    1458    +    9.3e-120  399.1  20.7  -
Alcaligenaceae_Eoetvoesia                        -          LKAP-TSAKG2_H06_034_2018_2 -               32     834      26     842       6     844    1453    +    1.2e-119  398.8  20.2  -
Flavobacteriaceae_Robiginitalea                  -          LKAP-TSAKG2_H06_034_2018_2 -               56     832      27     810       8     830    1525    +    1.3e-119  398.5  21.1  -
Rhodobacteraceae_Aestuariihabitans               -          LKAP-TSAKG2_H06_034_2018_2 -               33     786      27     843       7     844    1389    +    1.3e-119  398.7  21.7  -
Burkholderiaceae_Paucimonas                      -          LKAP-TSAKG2_H06_034_2018_2 -               30     836      24     842       5     844    1488    +    1.4e-119  398.5  20.1  -
Propionibacteriaceae_Propioniferax               -          LKAP-TSAKG2_H06_034_2018_2 -               14     817      12     844       4     844    1465    +    1.4e-119  398.4  21.4  -
Nostocales_Phyllonema                            -          LKAP-TSAKG2_H06_034_2018_2 -               33     787      27     842       7     844    1414    +    1.5e-119  398.5  21.7  -
Alphaproteobacteria_Eilatimonas                  -          LKAP-TSAKG2_H06_034_2018_2 -               85     837      58     842      19     844    1494    +    1.6e-119  398.4  20.8  -
Flavobacteriaceae_Kordia                         -          LKAP-TSAKG2_H06_034_2018_2 -               36     812      26     811       8     831    1458    +    1.6e-119  397.9  20.9  -
Flavobacteriaceae_Muricauda                      -          LKAP-TSAKG2_H06_034_2018_2 -               29     810      24     815       7     830    1461    +    1.7e-119  398.0  21.3  -
Acetobacteraceae_Swaminathania                   -          LKAP-TSAKG2_H06_034_2018_2 -               61     805      52     842      29     844    1455    +    1.8e-119  398.4  20.9  -
Comamonadaceae_Corticibacter                     -          LKAP-TSAKG2_H06_034_2018_2 -                2     805      25     842      24     844    1418    +    2.6e-119  397.6  20.3  -
Comamonadaceae_Hylemonella                       -          LKAP-TSAKG2_H06_034_2018_2 -               49     843      27     842       7     844    1487    +    2.9e-119  397.4  20.8  -
Alphaproteobacteria_Breoghania                   -          LKAP-TSAKG2_H06_034_2018_2 -               65     803      56     843      33     844    1481    +    3.4e-119  397.3  20.7  -
Chromatiaceae_Thioalkalicoccus                   -          LKAP-TSAKG2_H06_034_2018_2 -                3     768      67     840      65     843    1325    +    3.5e-119  397.3  20.9  -
Rhodobacteraceae_Rubrimonas                      -          LKAP-TSAKG2_H06_034_2018_2 -               56     786      51     844      31     844    1318    +    3.6e-119  397.4  21.1  -
Rhodobacteraceae_Rubricella                      -          LKAP-TSAKG2_H06_034_2018_2 -               58     803      47     842      26     844    1416    +    4.2e-119  397.0  20.6  -
Comamonadaceae_Melaminivora                      -          LKAP-TSAKG2_H06_034_2018_2 -               18     825      19     842       5     844    1436    +    4.8e-119  396.6  20.5  -
Flavobacteriaceae_Gaetbulibacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               33     803      27     810       8     830    1450    +    5.2e-119  396.2  21.2  -
Eggerthellaceae_Paraeggerthella                  -          LKAP-TSAKG2_H06_034_2018_2 -               49     814      53     844       7     844    1427    +    5.7e-119  396.5  21.8  -
Xenococcaceae_Foliisarcina                       -          LKAP-TSAKG2_H06_034_2018_2 -               51     791      58     842      36     844    1418    +    7.3e-119  396.3  20.6  -
Flavobacteriaceae_Pseudofulvibacter              -          LKAP-TSAKG2_H06_034_2018_2 -               33     804      27     812       7     830    1442    +    9.2e-119  395.5  21.3  -
Rhodobacteraceae_Litorisediminivivens            -          LKAP-TSAKG2_H06_034_2018_2 -               41     784      52     843      32     844    1390    +    9.3e-119  395.8  20.8  -
Chitinophagaceae_Arachidicoccus                  -          LKAP-TSAKG2_H06_034_2018_2 -               23     802      13     800       3     812    1470    +    1.3e-118  395.0  21.4  -
Comamonadaceae_Pseudacidovorax                   -          LKAP-TSAKG2_H06_034_2018_2 -               39     838      27     842       7     844    1491    +    1.3e-118  395.1  20.6  -
Anaerolineaceae_Flexilinea                       -          LKAP-TSAKG2_H06_034_2018_2 -               55     806      62     842      36     844    1418    +    1.4e-118  395.6  21.2  -
Morganellaceae_Arsenophonus                      -          LKAP-TSAKG2_H06_034_2018_2 -               22     791      20     795       4     815    1511    +    1.9e-118  394.7  21.3  -
Roseiflexaceae_Roseiflexus                       -          LKAP-TSAKG2_H06_034_2018_2 -               42     777      21     806       4     831    1469    +    2.2e-118  394.9  22.6  -
Microscillaceae_Microscilla                      -          LKAP-TSAKG2_H06_034_2018_2 -               32     784      26     808       5     828    1455    +    2.4e-118  394.3  21.4  -
Comamonadaceae_Tibeticola                        -          LKAP-TSAKG2_H06_034_2018_2 -               59     861      26     842       6     844    1535    +    2.4e-118  394.3  20.3  -
Thermonemataceae_Thermonema                      -          LKAP-TSAKG2_H06_034_2018_2 -               64     799      64     809      40     831    1465    +    2.6e-118  394.4  21.0  -
Orbaceae_Frischella                              -          LKAP-TSAKG2_H06_034_2018_2 -               53     814      20     795       4     817    1534    +    2.7e-118  394.1  21.2  -
Verrucomicrobiales_Limisphaera                   -          LKAP-TSAKG2_H06_034_2018_2 -               42     828      64     842      42     844    1410    +    2.9e-118  394.5  19.8  -
Flavobacteriaceae_Elizabethkingia                -          LKAP-TSAKG2_H06_034_2018_2 -               39     795      27     800       7     819    1450    +    4.2e-118  393.3  21.4  -
Comamonadaceae_Alicycliphilus                    -          LKAP-TSAKG2_H06_034_2018_2 -               43     842      27     842       7     844    1502    +    4.6e-118  393.3  20.3  -
Hymenobacteraceae_Nibribacter                    -          LKAP-TSAKG2_H06_034_2018_2 -                6     735      64     805      59     826    1350    +    4.7e-118  393.6  21.6  -
Persicobacteraceae_Aureibacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               40     821      13     807       3     827    1485    +    4.7e-118  393.5  21.8  -
Persicobacteraceae_Fulvitalea                    -          LKAP-TSAKG2_H06_034_2018_2 -               11     742      64     807      54     827    1244    +    4.9e-118  393.5  21.4  -
Flavobacteriaceae_Leeuwenhoekiella               -          LKAP-TSAKG2_H06_034_2018_2 -               33     801      27     804       8     824    1481    +    5.7e-118  392.8  20.9  -
Corynebacteriaceae_Turicella                     -          LKAP-TSAKG2_H06_034_2018_2 -               12     842      12     840       4     844    1461    +    6.2e-118  393.0  21.5  -
Succinivibrionaceae_Succinatimonas               -          LKAP-TSAKG2_H06_034_2018_2 -               19     776      13     801       3     822    1469    +    6.4e-118  393.0  22.5  -
Flavobacteriaceae_Nonlabens                      -          LKAP-TSAKG2_H06_034_2018_2 -               32     803      26     809       6     828    1448    +    6.7e-118  392.6  21.2  -
Ktedonobacteraceae_Ktedonobacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               54     791      64     843      41     844    1386    +    7.1e-118  393.0  21.3  -
Temperatibacteraceae_Temperatibacter             -          LKAP-TSAKG2_H06_034_2018_2 -               29     762      59     842      38     844    1362    +    7.4e-118  392.8  20.5  -
Pasteurellaceae_Muribacter                       -          LKAP-TSAKG2_H06_034_2018_2 -               26     794      20     800       4     830    1356    +    7.5e-118  392.8  20.9  -
Flavobacteriaceae_Mariniflexile                  -          LKAP-TSAKG2_H06_034_2018_2 -               33     798      27     809       8     828    1437    +    7.7e-118  392.4  21.5  -
Flammeovirgaceae_Flexithrix                      -          LKAP-TSAKG2_H06_034_2018_2 -               21     799      15     806       3     826    1478    +      8e-118  392.7  21.7  -
Pasteurellaceae_Phocoenobacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               26     803      20     801       4     829    1495    +      8e-118  392.7  20.9  -
Comamonadaceae_Macromonas                        -          LKAP-TSAKG2_H06_034_2018_2 -               37     856      13     842       4     844    1461    +    1.1e-117  392.2  20.8  -
Moraxellaceae_Faucicola                          -          LKAP-TSAKG2_H06_034_2018_2 -               16     816      23     842       8     844    1430    +    1.1e-117  392.2  20.0  -
Comamonadaceae_Albidiferax                       -          LKAP-TSAKG2_H06_034_2018_2 -               52     856      26     842       6     844    1531    +    1.1e-117  392.1  20.2  -
Comamonadaceae_Tepidicella                       -          LKAP-TSAKG2_H06_034_2018_2 -               23     782      27     800       9     827    1480    +    1.3e-117  392.0  20.9  -
Flavobacteriaceae_Algibacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               32     806      26     813       7     833    1441    +    1.4e-117  391.5  21.3  -
Rhodobacteraceae_Nautella                        -          LKAP-TSAKG2_H06_034_2018_2 -               32     778      46     842      26     844    1426    +    1.7e-117  391.6  20.6  -
Oscillatoriales_Crinalium                        -          LKAP-TSAKG2_H06_034_2018_2 -               53     789      60     842      37     844    1446    +    1.7e-117  391.7  20.9  -
Parachlamydiaceae_Neochlamydia                   -          LKAP-TSAKG2_H06_034_2018_2 -               70     857      62     842      40     844    1529    +    1.7e-117  391.6  19.8  -
Comamonadaceae_Kinneretia                        -          LKAP-TSAKG2_H06_034_2018_2 -               28     798      61     842      39     844    1386    +    1.8e-117  391.7  20.1  -
Rubricoccaceae_Rubricoccus                       -          LKAP-TSAKG2_H06_034_2018_2 -               37     802      26     805       5     828    1443    +    1.8e-117  391.5  22.0  -
Rhodobacteraceae_Nereida                         -          LKAP-TSAKG2_H06_034_2018_2 -               61     802      52     841      32     844    1455    +    2.6e-117  391.1  20.8  -
Chitinophagaceae_Terrimonas                      -          LKAP-TSAKG2_H06_034_2018_2 -               61     779      66     795      45     806    1441    +    2.8e-117  390.9  21.1  -
Pasteurellaceae_Mesocricetibacter                -          LKAP-TSAKG2_H06_034_2018_2 -               35     827      20     816       4     838    1339    +      3e-117  391.0  21.2  -
Rhodobacteraceae_Pseudopelagicola                -          LKAP-TSAKG2_H06_034_2018_2 -               33     786      27     843       7     844    1392    +    3.1e-117  390.8  21.7  -
Rhodothermaceae_Longimonas                       -          LKAP-TSAKG2_H06_034_2018_2 -               59     792      57     801      36     821    1457    +    3.4e-117  390.4  20.8  -
Puniceicoccaceae_Coraliomargarita                -          LKAP-TSAKG2_H06_034_2018_2 -               45     865      27     842       7     844    1457    +    3.6e-117  390.4  20.0  -
Propionibacteriaceae_Propionimicrobium           -          LKAP-TSAKG2_H06_034_2018_2 -               18     823      12     844       4     844    1502    +    3.6e-117  390.4  21.1  -
Saprospiraceae_Aureispira                        -          LKAP-TSAKG2_H06_034_2018_2 -               54     815      26     803       6     813    1459    +    3.7e-117  390.7  21.6  -
Cardiobacteriaceae_Dichelobacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               39     839      25     842       5     844    1460    +    3.7e-117  390.7  20.6  -
Flavobacteriaceae_Gramella                       -          LKAP-TSAKG2_H06_034_2018_2 -               30     803      24     805       5     825    1452    +    3.8e-117  389.9  20.8  -
Flavobacteriaceae_Gelidibacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               53     821      27     811       7     831    1478    +    3.9e-117  390.0  20.9  -
Rhodobacteraceae_Pelagimonas                     -          LKAP-TSAKG2_H06_034_2018_2 -                7     763      24     843      19     844    1344    +      4e-117  390.3  21.3  -
Oscillatoriales_Alkalinema                       -          LKAP-TSAKG2_H06_034_2018_2 -               43     786      52     842      30     844    1456    +    4.6e-117  390.2  20.7  -
Pasteurellaceae_Necropsobacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               13     790      46     839      31     843    1272    +    4.7e-117  390.3  20.2  -
Coriobacteriaceae_Coriobacterium                 -          LKAP-TSAKG2_H06_034_2018_2 -               33     811      25     844       5     844    1435    +    4.9e-117  390.6  22.0  -
Burkholderiales_Xylophilus                       -          LKAP-TSAKG2_H06_034_2018_2 -               43     842      27     842       7     844    1550    +      5e-117  389.8  20.3  -
Cytophagales_Luteivirga                          -          LKAP-TSAKG2_H06_034_2018_2 -               30     777      54     811      34     831    1297    +    5.3e-117  390.0  20.7  -
Planctomycetaceae_Thermogutta                    -          LKAP-TSAKG2_H06_034_2018_2 -               57     787      60     801      40     821    1487    +    5.8e-117  389.8  21.7  -
Flammeovirgaceae_Tunicatimonas                   -          LKAP-TSAKG2_H06_034_2018_2 -               59     790      58     799      27     820    1457    +    5.8e-117  389.8  21.1  -
Isosphaeraceae_Singulisphaera                    -          LKAP-TSAKG2_H06_034_2018_2 -               69     799      64     815      44     830    1432    +    5.9e-117  389.6  22.5  -
Flavobacteriaceae_Psychroflexus                  -          LKAP-TSAKG2_H06_034_2018_2 -               30     802      24     808       6     819    1448    +      6e-117  389.2  21.1  -
Flavobacteriaceae_Zobellia                       -          LKAP-TSAKG2_H06_034_2018_2 -               30     802      24     807       5     828    1448    +    8.1e-117  389.0  21.2  -
Rhodobacteraceae_Epibacterium                    -          LKAP-TSAKG2_H06_034_2018_2 -                7     754      46     843      26     844    1326    +      9e-117  389.3  20.5  -
Flavobacteriaceae_Winogradskyella                -          LKAP-TSAKG2_H06_034_2018_2 -               28     808      22     810       5     830    1448    +      1e-116  388.5  20.6  -
Verrucomicrobiaceae_Brevifollis                  -          LKAP-TSAKG2_H06_034_2018_2 -               32     842      26     842       6     844    1469    +    1.1e-116  388.9  20.0  -
Rhodocyclaceae_Quatrionicoccus                   -          LKAP-TSAKG2_H06_034_2018_2 -               51     854      26     841       6     844    1477    +    1.2e-116  389.0  20.3  -
Flavobacteriaceae_Gillisia                       -          LKAP-TSAKG2_H06_034_2018_2 -               28     801      24     810       6     828    1435    +    1.2e-116  388.4  21.5  -
Salinibacteraceae_Salisaeta                      -          LKAP-TSAKG2_H06_034_2018_2 -               37     789      46     802      25     823    1425    +    1.2e-116  388.7  20.9  -
Victivallaceae_Victivallis                       -          LKAP-TSAKG2_H06_034_2018_2 -               63     794      56     816      34     836    1456    +    1.5e-116  388.4  21.2  -
Parachlamydiaceae_Parachlamydia                  -          LKAP-TSAKG2_H06_034_2018_2 -               73     863      60     842      38     844    1541    +    1.6e-116  388.3  19.7  -
Flavobacteriaceae_Apibacter                      -          LKAP-TSAKG2_H06_034_2018_2 -               61     833      27     814       8     834    1528    +      2e-116  387.5  21.3  -
Flavobacteriaceae_Zeaxanthinibacter              -          LKAP-TSAKG2_H06_034_2018_2 -               30     813      25     817       7     827    1451    +    2.4e-116  387.4  21.1  -
Anaerolineaceae_Longilinea                       -          LKAP-TSAKG2_H06_034_2018_2 -               16     812      14     842       4     844    1422    +    2.4e-116  388.0  22.4  -
Flavobacteriaceae_Empedobacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               76     826      52     819       9     834    1484    +    2.5e-116  387.2  20.4  -
Flavobacteriaceae_Mesoflavibacter                -          LKAP-TSAKG2_H06_034_2018_2 -               30     810      25     816       5     831    1443    +    2.5e-116  387.5  21.1  -
Flavobacteriaceae_Cloacibacterium                -          LKAP-TSAKG2_H06_034_2018_2 -               33     783      27     794       7     822    1439    +    2.8e-116  387.1  20.1  -
Pasteurellaceae_Testudinibacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               93     905      19     841       4     844    1412    +    3.2e-116  387.4  20.8  -
Chitinophagaceae_Flavisolibacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               81     802      65     797      44     805    1465    +    3.2e-116  387.2  20.8  -
Flavobacteriaceae_Formosa                        -          LKAP-TSAKG2_H06_034_2018_2 -               27     797      25     808       7     828    1428    +    4.9e-116  386.4  20.7  -
Thermaceae_Rhabdothermus                         -          LKAP-TSAKG2_H06_034_2018_2 -               32     810      26     838       6     844    1472    +      5e-116  387.0  21.6  -
Sutterellaceae_Turicimonas                       -          LKAP-TSAKG2_H06_034_2018_2 -               52     866      26     842       6     844    1528    +    5.5e-116  386.6  20.3  -
Pasteurellaceae_Frederiksenia                    -          LKAP-TSAKG2_H06_034_2018_2 -               26     816      20     816       4     838    1362    +    5.8e-116  386.7  21.2  -
Flavobacteriaceae_Flaviramulus                   -          LKAP-TSAKG2_H06_034_2018_2 -               36     811      22     809       5     829    1466    +    6.3e-116  385.9  21.2  -
Neisseriaceae_Simonsiella                        -          LKAP-TSAKG2_H06_034_2018_2 -               33     843      27     842       7     844    1465    +    6.4e-116  386.4  20.2  -
Flavobacteriaceae_Aureisphaera                   -          LKAP-TSAKG2_H06_034_2018_2 -               33     799      27     805       7     825    1444    +    6.7e-116  386.1  21.3  -
Clostridiales_Gallicola                          -          LKAP-TSAKG2_H06_034_2018_2 -               79     828      60     842      39     844    1357    +    7.6e-116  386.1  21.0  -
Synergistaceae_Aminiphilus                       -          LKAP-TSAKG2_H06_034_2018_2 -               71     824      43     842      23     844    1416    +      8e-116  386.2  21.1  -
Rhodospirillaceae_Phaeovibrio                    -          LKAP-TSAKG2_H06_034_2018_2 -               36     785      51     841      31     844    1450    +    8.5e-116  386.0  20.2  -
Aquificaceae_Aquifex                             -          LKAP-TSAKG2_H06_034_2018_2 -               63     887      29     841       8     844    1564    +    8.8e-116  386.2  20.6  -
Chitinophagaceae_Flavihumibacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               35     758      66     800      56     808    1417    +    9.3e-116  385.7  21.2  -
Leptospiraceae_Leptonema                         -          LKAP-TSAKG2_H06_034_2018_2 -               23     810      19     843       4     844    1428    +    1.1e-115  385.7  21.7  -
Chitinophagaceae_Pseudoflavitalea                -          LKAP-TSAKG2_H06_034_2018_2 -               69     788      66     797      44     808    1409    +    1.1e-115  385.7  20.8  -
Chitinophagaceae_Niastella                       -          LKAP-TSAKG2_H06_034_2018_2 -               82     803      66     797      44     806    1469    +    1.1e-115  385.7  20.2  -
Synergistaceae_Synergistes                       -          LKAP-TSAKG2_H06_034_2018_2 -               55     832      24     842       4     844    1355    +    1.3e-115  385.6  21.4  -
Verrucomicrobiaceae_Persicirhabdus               -          LKAP-TSAKG2_H06_034_2018_2 -               42     848      25     842       5     844    1480    +    1.4e-115  385.3  20.2  -
Flammeovirgaceae_Fabivirga                       -          LKAP-TSAKG2_H06_034_2018_2 -               39     768      64     805      43     826    1375    +    1.6e-115  385.2  21.0  -
Neisseriaceae_Eikenella                          -          LKAP-TSAKG2_H06_034_2018_2 -               35     862      13     842       4     844    1503    +    1.7e-115  384.9  20.2  -
Pasteurellaceae_Chelonobacter                    -          LKAP-TSAKG2_H06_034_2018_2 -                2     776      26     806      25     835    1389    +    1.8e-115  385.0  21.2  -
Flavobacteriaceae_Lutimonas                      -          LKAP-TSAKG2_H06_034_2018_2 -               33     824      27     829       8     835    1449    +    1.9e-115  384.5  20.8  -
Fusobacteriaceae_Psychrilyobacter                -          LKAP-TSAKG2_H06_034_2018_2 -               21     768      64     842      44     844    1266    +    2.1e-115  384.7  21.8  -
Pasteurellaceae_Lonepinella                      -          LKAP-TSAKG2_H06_034_2018_2 -               11     780      21     797      11     825    1498    +    2.2e-115  384.5  20.5  -
Pasteurellaceae_Basfia                           -          LKAP-TSAKG2_H06_034_2018_2 -               26     803      20     801       4     830    1365    +    2.2e-115  384.7  21.1  -
Blastocatellaceae_Tellurimicrobium               -          LKAP-TSAKG2_H06_034_2018_2 -               53     838      32     840      10     844    1485    +    3.4e-115  383.9  21.4  -
Flavobacteriaceae_Wenyingzhuangia                -          LKAP-TSAKG2_H06_034_2018_2 -               18     803      12     807       4     827    1444    +    3.4e-115  383.6  21.3  -
Blastocatellaceae_Blastocatella                  -          LKAP-TSAKG2_H06_034_2018_2 -               68     818      63     841      42     844    1445    +    3.8e-115  383.6  21.2  -
Opitutaceae_Alterococcus                         -          LKAP-TSAKG2_H06_034_2018_2 -               72     859      63     842      42     844    1482    +    4.1e-115  383.6  20.1  -
Anaerolineaceae_Levilinea                        -          LKAP-TSAKG2_H06_034_2018_2 -               25     810      19     842       4     844    1424    +    4.1e-115  383.8  22.1  -
Chitinophagaceae_Lacibacter                      -          LKAP-TSAKG2_H06_034_2018_2 -               57     779      66     800      44     820    1412    +    5.1e-115  383.4  20.6  -
Neisseriaceae_Stenoxybacter                      -          LKAP-TSAKG2_H06_034_2018_2 -               15     843      13     842       4     844    1484    +    5.1e-115  383.4  20.2  -
Chitinophagaceae_Hydrotalea                      -          LKAP-TSAKG2_H06_034_2018_2 -               97     822      66     800      45     812    1531    +    5.5e-115  383.0  21.4  -
Chitinophagaceae_Niabella                        -          LKAP-TSAKG2_H06_034_2018_2 -               20     764      42     796      22     808    1406    +    6.6e-115  383.0  20.4  -
Flavobacteriaceae_Croceitalea                    -          LKAP-TSAKG2_H06_034_2018_2 -               32     801      26     805       6     825    1494    +      7e-115  382.5  20.7  -
Rhodothermaceae_Longibacter                      -          LKAP-TSAKG2_H06_034_2018_2 -               38     796      43     805      23     826    1456    +    9.1e-115  382.4  20.5  -
Eggerthellaceae_Denitrobacterium                 -          LKAP-TSAKG2_H06_034_2018_2 -               59     807      62     844      37     844    1413    +    1.4e-114  382.1  20.9  -
Bernardetiaceae_Hugenholtzia                     -          LKAP-TSAKG2_H06_034_2018_2 -               53     784      62     805      42     825    1461    +    1.6e-114  381.7  20.8  -
Microscillaceae_Eisenibacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               53     784      62     805      42     825    1461    +    1.6e-114  381.7  20.8  -
Flavobacteriaceae_Salinimicrobium                -          LKAP-TSAKG2_H06_034_2018_2 -               33     801      27     809       7     829    1467    +    1.8e-114  381.2  20.7  -
Comamonadaceae_Extensimonas                      -          LKAP-TSAKG2_H06_034_2018_2 -               32     833      26     840       6     844    1454    +    1.9e-114  381.4  20.7  -
Flavobacteriaceae_Spongiibacterium               -          LKAP-TSAKG2_H06_034_2018_2 -               48     821      23     805       4     825    1485    +    1.9e-114  381.2  21.5  -
Blastocatellales_Chloracidobacterium             -          LKAP-TSAKG2_H06_034_2018_2 -               79     817      59     842      37     844    1488    +    2.5e-114  381.0  20.3  -
Gloeomargaritaceae_Gloeomargarita                -          LKAP-TSAKG2_H06_034_2018_2 -               74     767      63     802      42     826    1482    +    2.7e-114  381.1  21.7  -
Bernardetiaceae_Garritya                         -          LKAP-TSAKG2_H06_034_2018_2 -               14     802       8     807       3     828    1481    +    2.8e-114  381.1  21.3  -
Propionibacteriaceae_Granulicoccus               -          LKAP-TSAKG2_H06_034_2018_2 -                2     744      73     844      72     844    1315    +    2.8e-114  381.1  20.3  -
Flavobacteriaceae_Psychroserpens                 -          LKAP-TSAKG2_H06_034_2018_2 -               37     807      27     809       8     829    1466    +      3e-114  380.5  20.6  -
Nautiliaceae_Thioreductor                        -          LKAP-TSAKG2_H06_034_2018_2 -               69     795      58     840      37     843    1417    +    3.1e-114  380.9  20.5  -
Mesoaciditogaceae_Athalassotoga                  -          LKAP-TSAKG2_H06_034_2018_2 -               74     838      61     842      38     844    1500    +    3.6e-114  380.8  20.1  -
Thiotrichales_Fangia                             -          LKAP-TSAKG2_H06_034_2018_2 -               52     858      25     842       5     844    1515    +    4.4e-114  380.3  19.7  -
Moraxellaceae_Enhydrobacter                      -          LKAP-TSAKG2_H06_034_2018_2 -               30     832      24     842       4     844    1484    +    5.9e-114  379.9  20.2  -
Pasteurellaceae_Cricetibacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               18     778      47     816      31     838    1295    +    7.6e-114  379.7  20.2  -
Flavobacteriaceae_Siansivirga                    -          LKAP-TSAKG2_H06_034_2018_2 -               24     794      24     809       8     820    1449    +    7.6e-114  379.1  21.7  -
Flavobacteriaceae_Tamlana                        -          LKAP-TSAKG2_H06_034_2018_2 -               33     802      27     809       7     829    1474    +    7.8e-114  379.0  20.9  -
