# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_reverse         -              501    1442     960      20     960       7    1491    -           0 1087.1   5.1  -
Moraxellaceae_Moraxella                          -          A1d2_reverse         -              487    1426     960      19     960       5    1446    -           0 1025.1   5.1  -
Rhodospirillaceae_Tistlia                        -          A1d2_reverse         -              459    1297     959     123     960     121    1299    -    2.4e-147  490.9   8.0  -
Micrococcaceae_Auritidibacter                    -          A1d2_reverse         -              482    1388     952      47     960      36    1466    -    2.8e-147  490.3   5.8  -
Beutenbergiaceae_Salana                          -          A1d2_reverse         -              483    1381     952      56     960      37    1447    -    3.2e-147  490.1   5.7  -
Rhodobacteraceae_Marinovum                       -          A1d2_reverse         -              447    1321     959      55     960      35    1348    -    3.3e-147  490.1   5.1  -
Clostridiaceae_Asaccharospora                    -          A1d2_reverse         -              499    1398     952      46     960      26    1495    -    3.4e-147  489.9   5.4  -
Acidimicrobiaceae_Ferrithrix                     -          A1d2_reverse         -              509    1325     952     137     959     127    1331    -    3.4e-147  490.2   7.6  -
Pseudonocardiaceae_Herbihabitans                 -          A1d2_reverse         -              504    1401     952      55     960      37    1496    -    3.6e-147  489.8   5.8  -
Halobacteroidaceae_Acetohalobium                 -          A1d2_reverse         -              541    1440     952      54     960      39    1525    -    3.7e-147  489.7   5.4  -
Spirochaetaceae_Rectinema                        -          A1d2_reverse         -              528    1410     952      68     960      46    1501    -    3.9e-147  490.1   6.2  -
Peptococcaceae_Cryptanaerobacter                 -          A1d2_reverse         -              519    1402     952      75     960      52    1529    -    3.9e-147  489.8   6.1  -
Aquificales_Thermosulfidibacter                  -          A1d2_reverse         -              528    1435     949      56     960      42    1450    -    4.5e-147  489.8   5.8  -
Micromonosporaceae_Mangrovihabitans              -          A1d2_reverse         -              509    1409     952      52     959      35    1484    -    5.1e-147  489.5   5.8  -
Brevibacteriaceae_Sediminivirga                  -          A1d2_reverse         -              519    1426     952      46     960      33    1498    -    5.2e-147  489.5   5.6  -
Rhodobacteraceae_Dinoroseobacter                 -          A1d2_reverse         -              392    1262     959      70     960      70    1262    -    5.4e-147  489.4   5.8  -
Crocinitomicaceae_Wandonia                       -          A1d2_reverse         -              526    1409     958      68     960      47    1485    -    5.5e-147  489.2   6.0  -
Rhodobiaceae_Roseospirillum                      -          A1d2_reverse         -              407    1303     954      52     960      45    1310    -    5.8e-147  489.4   5.8  -
Peptostreptococcaceae_Paramaledivibacter         -          A1d2_reverse         -              597    1481     952      69     960      49    1577    -    7.1e-147  488.9   6.0  -
Propionibacteriaceae_Auraticoccus                -          A1d2_reverse         -              508    1409     952      52     959      35    1449    -    7.7e-147  489.0   5.5  -
Synergistaceae_Aminivibrio                       -          A1d2_reverse         -              477    1395     954      43     960      28    1441    -    8.1e-147  488.8   5.6  -
Micrococcaceae_Renibacterium                     -          A1d2_reverse         -              530    1438     952      46     960      32    1471    -    8.1e-147  488.7   5.6  -
Microbacteriaceae_Lysinibacter                   -          A1d2_reverse         -              510    1407     952      55     960      35    1482    -    8.5e-147  488.7   5.6  -
Sanguibacteraceae_Timonella                      -          A1d2_reverse         -              513    1421     952      44     960      30    1508    -    9.3e-147  488.6   5.6  -
Dermatophilaceae_Mobilicoccus                    -          A1d2_reverse         -              487    1388     952      51     960      36    1474    -    9.7e-147  488.5   5.7  -
Victivallaceae_Victivallis                       -          A1d2_reverse         -              491    1383     951      56     960      36    1456    -    9.8e-147  488.5   5.7  -
Synergistaceae_Fretibacterium                    -          A1d2_reverse         -              482    1380     952      59     960      37    1440    -    9.9e-147  488.6   6.0  -
Halobacteroidaceae_Halonatronum                  -          A1d2_reverse         -              490    1386     950      54     960      34    1414    -    1.3e-146  488.0   5.5  -
Gloeomargaritaceae_Gloeomargarita                -          A1d2_reverse         -              473    1375     957      55     960      35    1482    -    1.5e-146  488.0   5.7  -
Dermabacteraceae_Helcobacillus                   -          A1d2_reverse         -              493    1388     952      56     960      36    1448    -      2e-146  487.3   5.6  -
Synergistaceae_Pyramidobacter                    -          A1d2_reverse         -              484    1401     952      43     960      23    1445    -    2.1e-146  487.3   5.8  -
Intrasporangiaceae_Terracoccus                   -          A1d2_reverse         -              490    1393     952      54     960      34    1479    -    2.3e-146  487.2   5.8  -
Saprospiraceae_Membranicola                      -          A1d2_reverse         -              472    1371     958      60     960      41    1396    -      3e-146  486.8   5.8  -
Erysipelotrichaceae_Solobacterium                -          A1d2_reverse         -              532    1407     950      60     960      40    1487    -    3.2e-146  486.9   5.7  -
Dermatophilaceae_Dermatophilus                   -          A1d2_reverse         -              498    1405     952      46     960      35    1464    -    3.5e-146  486.7   5.6  -
Pseudonocardiaceae_Haloechinothrix               -          A1d2_reverse         -              500    1405     952      46     960      35    1474    -    3.6e-146  486.5   5.6  -
Eubacteriaceae_Peptoclostridium                  -          A1d2_reverse         -              512    1400     952      60     960      39    1508    -    3.7e-146  486.7   5.8  -
Acidaminococcaceae_Succiniclasticum              -          A1d2_reverse         -              537    1431     951      55     960      35    1505    -    3.8e-146  486.5   5.6  -
Clostridiaceae_Serpentinicella                   -          A1d2_reverse         -              473    1365     952      57     960      37    1417    -    4.3e-146  486.3   5.8  -
Propionibacteriaceae_Micropruina                 -          A1d2_reverse         -              484    1381     952      55     959      35    1438    -    5.1e-146  486.3   5.7  -
Nocardiaceae_Micropolyspora                      -          A1d2_reverse         -              496    1404     952      45     960      31    1461    -    5.1e-146  486.2   5.6  -
Acidobacteriaceae_Telmatobacter                  -          A1d2_reverse         -              487    1386     954      55     960      38    1406    -    6.1e-146  485.8   5.6  -
Actinomycetales_Bounagaea                        -          A1d2_reverse         -              522    1417     952      54     960      34    1497    -    6.4e-146  485.9   5.7  -
Pseudonocardiaceae_Sciscionella                  -          A1d2_reverse         -              485    1382     952      54     960      36    1465    -    6.8e-146  485.8   5.6  -
Intrasporangiaceae_Ornithinibacter               -          A1d2_reverse         -              486    1390     952      55     960      36    1441    -    7.1e-146  485.7   5.7  -
Streptosporangiaceae_Thermocatellispora          -          A1d2_reverse         -              508    1406     952      60     960      40    1526    -    7.6e-146  485.5   5.7  -
Mycoplasmataceae_Ureaplasma                      -          A1d2_reverse         -              518    1403     960      53     960      35    1476    -    8.4e-146  485.4   5.1  -
Thermoanaerobacteraceae_Tepidanaerobacter        -          A1d2_reverse         -              500    1407     952      55     960      35    1451    -    9.4e-146  485.1   5.8  -
Thermoanaerobacterales_Caldanaerovirga           -          A1d2_reverse         -              483    1391     952      55     960      37    1418    -    9.7e-146  485.4   5.9  -
Sphingobacteriaceae_Anseongella                  -          A1d2_reverse         -              507    1392     958      68     960      48    1457    -    1.1e-145  485.2   6.1  -
Rhodobacteraceae_Hwanghaeicola                   -          A1d2_reverse         -              434    1317     959      56     960      36    1350    -    1.1e-145  485.2   5.3  -
Oscillatoriales_Pantanalinema                    -          A1d2_reverse         -              452    1354     958      54     960      34    1459    -    1.2e-145  484.9   5.5  -
Dermacoccaceae_Rudaeicoccus                      -          A1d2_reverse         -              461    1360     952      52     960      35    1394    -    1.3e-145  484.7   5.6  -
Microbacteriaceae_Cnuibacter                     -          A1d2_reverse         -              510    1421     953      46     960      32    1490    -    1.3e-145  484.8   5.7  -
Propionibacteriaceae_Propioniferax               -          A1d2_reverse         -              484    1380     952      55     959      35    1465    -    1.4e-145  484.7   5.6  -
Pseudonocardiaceae_Yuhushiella                   -          A1d2_reverse         -              514    1411     952      55     960      35    1493    -    1.6e-145  484.5   5.7  -
Halobacteroidaceae_Sporohalobacter               -          A1d2_reverse         -              538    1438     952      54     960      38    1527    -    1.6e-145  484.4   5.5  -
Lachnospiraceae_Johnsonella                      -          A1d2_reverse         -              498    1382     952      65     960      44    1478    -    1.7e-145  484.7   6.2  -
Syntrophomonadaceae_Fervidicola                  -          A1d2_reverse         -              520    1432     952      53     960      35    1528    -    1.9e-145  484.5   5.9  -
Leptospiraceae_Turneriella                       -          A1d2_reverse         -              490    1386     950      52     960      35    1440    -    1.9e-145  484.1   5.4  -
Pseudonocardiaceae_Tamaricihabitans              -          A1d2_reverse         -              489    1385     952      54     960      36    1445    -    2.1e-145  484.1   5.6  -
Peptostreptococcaceae_Peptoanaerobacter          -          A1d2_reverse         -              519    1417     952      55     960      35    1517    -    2.1e-145  484.1   6.1  -
Dermacoccaceae_Demetria                          -          A1d2_reverse         -              484    1391     952      46     960      28    1457    -    2.4e-145  483.8   5.5  -
Rhodobacteraceae_Yangia                          -          A1d2_reverse         -              436    1316     959      55     960      35    1351    -    2.4e-145  484.0   5.3  -
Eggerthellaceae_Parvibacter                      -          A1d2_reverse         -              492    1381     952      54     960      37    1442    -    2.5e-145  484.0   5.5  -
Rhodobacteraceae_Paenirhodobacter                -          A1d2_reverse         -              469    1352     959      54     960      33    1428    -    2.5e-145  483.9   5.2  -
Intrasporangiaceae_Fodinibacter                  -          A1d2_reverse         -              469    1375     952      55     960      36    1444    -    3.1e-145  483.5   5.9  -
Bernardetiaceae_Hugenholtzia                     -          A1d2_reverse         -              491    1383     952      55     960      35    1461    -    3.1e-145  483.5   5.9  -
Microscillaceae_Eisenibacter                     -          A1d2_reverse         -              491    1383     952      55     960      35    1461    -    3.1e-145  483.5   5.9  -
Rhodobacteraceae_Alkalimicrobium                 -          A1d2_reverse         -              456    1330     959      60     960      40    1411    -    3.3e-145  483.5   5.4  -
Thermomicrobiaceae_Thermomicrobium               -          A1d2_reverse         -              466    1268     951     141     960     136    1275    -    3.6e-145  483.8   7.7  -
Cytophagaceae_Nibrella                           -          A1d2_reverse         -              461    1351     960      69     960      55    1358    -    4.7e-145  482.9   6.5  -
Rhodobacteraceae_Antarctobacter                  -          A1d2_reverse         -              428    1302     959      61     960      40    1400    -    5.2e-145  482.9   5.1  -
Thermoanaerobacterales_Thermovorax               -          A1d2_reverse         -              506    1415     952      54     960      34    1469    -    5.8e-145  482.9   5.9  -
Clostridiaceae_Anaeromicrobium                   -          A1d2_reverse         -              492    1375     952      63     960      42    1414    -    5.8e-145  482.7   6.1  -
Verrucomicrobiaceae_Brevifollis                  -          A1d2_reverse         -              506    1415     959      53     960      33    1469    -    6.1e-145  482.6   5.7  -
Persicobacteraceae_Aureibacter                   -          A1d2_reverse         -              521    1404     958      68     960      47    1485    -    6.7e-145  482.5   6.0  -
Flavobacteriaceae_Chishuiella                    -          A1d2_reverse         -              516    1400     958      67     960      46    1480    -    7.5e-145  482.1   5.9  -
Peptoniphilaceae_Ezakiella                       -          A1d2_reverse         -              501    1362     950      97     960      92    1367    -    7.6e-145  482.2   6.7  -
Acidimicrobiaceae_Acidimicrobium                 -          A1d2_reverse         -              495    1390     952      52     959      36    1465    -    7.8e-145  482.4   5.7  -
Haliscomenobacteraceae_Haliscomenobacter         -          A1d2_reverse         -              513    1410     958      54     960      34    1509    -    7.8e-145  482.5   5.4  -
Beutenbergiaceae_Beutenbergia                    -          A1d2_reverse         -              504    1402     952      55     960      36    1485    -      8e-145  482.2   5.7  -
Herpetosiphonaceae_Herpetosiphon                 -          A1d2_reverse         -              478    1355     959      68     960      48    1475    -    8.3e-145  482.1   5.6  -
Puniceicoccaceae_Cerasicoccus                    -          A1d2_reverse         -              516    1401     947      60     960      40    1469    -      9e-145  481.9   5.3  -
Kineosporiaceae_Thalassiella                     -          A1d2_reverse         -              497    1395     952      54     960      36    1466    -    9.6e-145  482.1   5.8  -
Dermatophilaceae_Piscicoccus                     -          A1d2_reverse         -              486    1387     952      51     960      36    1473    -      1e-144  481.8   5.6  -
Micrococcaceae_Psychromicrobium                  -          A1d2_reverse         -              462    1359     952      57     960      48    1368    -    1.1e-144  481.8   5.8  -
Puniceicoccaceae_Puniceicoccus                   -          A1d2_reverse         -              520    1412     948      57     960      36    1480    -    1.3e-144  481.5   5.5  -
Sphingobacteriaceae_Nubsella                     -          A1d2_reverse         -              487    1384     958      56     960      36    1422    -    1.4e-144  481.4   5.9  -
Sporomusaceae_Dendrosporobacter                  -          A1d2_reverse         -              518    1410     951      60     960      40    1506    -    1.5e-144  481.2   5.8  -
Dermatophilaceae_Austwickia                      -          A1d2_reverse         -              494    1394     952      51     960      36    1495    -    1.6e-144  481.3   5.6  -
Clostridiales_Crassaminicella                    -          A1d2_reverse         -              468    1358     952      57     960      36    1456    -    1.9e-144  480.8   5.9  -
Rhodobacteraceae_Rubrimonas                      -          A1d2_reverse         -              450    1317     959      70     960      69    1318    -      2e-144  481.0   5.7  -
Blastocatellaceae_Tellurimicrobium               -          A1d2_reverse         -              509    1411     952      52     960      32    1485    -    2.4e-144  480.5   5.8  -
Ruminococcaceae_Acetanaerobacterium              -          A1d2_reverse         -              540    1426     951      55     960      34    1533    -    2.5e-144  480.5   5.5  -
Mzabimycetaceae_Mzabimyces                       -          A1d2_reverse         -              431    1326     952      56     960      38    1357    -    2.5e-144  480.6   5.7  -
Clostridiales_Murdochiella                       -          A1d2_reverse         -              462    1350     952      60     960      49    1362    -    2.6e-144  480.5   5.6  -
Flavobacteriaceae_Maritimimonas                  -          A1d2_reverse         -              491    1374     958      67     960      46    1416    -    2.6e-144  480.3   5.9  -
Ruminococcaceae_Faecalibacterium                 -          A1d2_reverse         -              501    1376     951      68     959      46    1462    -    2.9e-144  480.5   5.6  -
Flammeovirgaceae_Limibacter                      -          A1d2_reverse         -              511    1417     958      46     960      26    1467    -    3.3e-144  480.3   5.6  -
Petrotogaceae_Geotoga                            -          A1d2_reverse         -              521    1430     951      48     960      39    1613    -    3.4e-144  480.0   6.2  -
Crocinitomicaceae_Salinirepens                   -          A1d2_reverse         -              503    1388     958      67     960      46    1450    -    3.9e-144  479.8   6.0  -
Rhodobacteraceae_Rubribacterium                  -          A1d2_reverse         -              436    1324     959      50     960      26    1380    -    4.1e-144  480.1   5.0  -
Carnobacteriaceae_Atopococcus                    -          A1d2_reverse         -              512    1447     951      56     960      36    1500    -    4.1e-144  479.7   5.6  -
Sporomusaceae_Anaerosinus                        -          A1d2_reverse         -              523    1422     951      55     960      34    1511    -    4.8e-144  479.3   5.8  -
Peptostreptococcaceae_Maledivibacter             -          A1d2_reverse         -              528    1411     952      69     960      49    1480    -    5.3e-144  479.4   6.1  -
Opitutaceae_Alterococcus                         -          A1d2_reverse         -              530    1430     951      53     960      33    1482    -    5.4e-144  479.4   5.3  -
Chitinophagaceae_Vibrionimonas                   -          A1d2_reverse         -              479    1383     958      52     960      35    1409    -    5.9e-144  479.4   6.0  -
Fimbriimonadaceae_Fimbriimonas                   -          A1d2_reverse         -              481    1381     952      55     959      35    1443    -    6.9e-144  479.1   5.8  -
Bifidobacteriaceae_Aeriscardovia                 -          A1d2_reverse         -              492    1389     952      57     960      36    1422    -      7e-144  479.3   5.7  -
Flavobacteriaceae_Hanstruepera                   -          A1d2_reverse         -              511    1394     957      67     960      46    1493    -      1e-143  478.5   6.2  -
Chrysiogenaceae_Desulfurispira                   -          A1d2_reverse         -              486    1383     951      51     960      34    1408    -    1.1e-143  478.3   5.5  -
Nocardiopsaceae_Spinactinospora                  -          A1d2_reverse         -              477    1369     952      62     960      41    1452    -    1.2e-143  478.5   5.8  -
Nocardiopsaceae_Lipingzhangella                  -          A1d2_reverse         -              521    1419     952      56     960      36    1528    -    1.2e-143  478.4   5.7  -
Sporomusaceae_Anaerosporomusa                    -          A1d2_reverse         -              540    1437     951      55     960      35    1509    -    1.2e-143  478.2   5.8  -
Microbacteriaceae_Rhodoluna                      -          A1d2_reverse         -              477    1379     952      50     960      32    1423    -    1.6e-143  478.0   5.6  -
Armatimonadaceae_Armatimonas                     -          A1d2_reverse         -              480    1383     952      52     960      31    1438    -    1.7e-143  477.8   5.6  -
Eubacteriaceae_Holdemanella                      -          A1d2_reverse         -              546    1431     951      55     960      34    1487    -    1.7e-143  477.7   5.5  -
Cytophagales_Luteivirga                          -          A1d2_reverse         -              473    1290     958     134     960     127    1297    -    1.9e-143  477.7   7.8  -
Caldilineaceae_Litorilinea                       -          A1d2_reverse         -              509    1394     951      55     960      35    1543    -    1.9e-143  477.6   5.4  -
Brevibacteriaceae_Spelaeicoccus                  -          A1d2_reverse         -              484    1382     952      56     960      42    1397    -      2e-143  477.6   5.9  -
Actinopolysporaceae_Haloactinomyces              -          A1d2_reverse         -              505    1406     952      54     960      34    1518    -    2.3e-143  477.3   5.7  -
Sporomusaceae_Anaerospora                        -          A1d2_reverse         -              580    1474     951      55     960      37    1517    -    2.6e-143  476.9   5.7  -
Corynebacteriaceae_Turicella                     -          A1d2_reverse         -              514    1428     952      39     960      27    1461    -    2.6e-143  477.1   5.5  -
Eggerthellaceae_Adlercreutzia                    -          A1d2_reverse         -              504    1394     952      53     960      35    1469    -    2.6e-143  477.4   5.5  -
Eggerthellaceae_Asaccharobacter                  -          A1d2_reverse         -              504    1392     952      55     960      35    1428    -    3.1e-143  477.1   5.5  -
Flavobacteriaceae_Ichthyenterobacterium          -          A1d2_reverse         -              525    1409     958      67     960      47    1488    -    3.2e-143  476.8   6.1  -
Aquificaceae_Thermocrinis                        -          A1d2_reverse         -              524    1413     946      61     960      41    1482    -    3.2e-143  476.8   5.3  -
Nocardiopsaceae_Haloactinospora                  -          A1d2_reverse         -              502    1396     952      60     960      39    1475    -    3.3e-143  477.0   5.8  -
Flammeovirgaceae_Perexilibacter                  -          A1d2_reverse         -              521    1422     958      52     960      34    1477    -    3.5e-143  476.7   5.7  -
Chitinophagaceae_Asinibacterium                  -          A1d2_reverse         -              500    1404     958      52     960      32    1441    -    3.6e-143  476.8   5.9  -
Synergistaceae_Jonquetella                       -          A1d2_reverse         -              464    1367     952      58     960      38    1394    -    3.7e-143  476.8   5.8  -
Marinilabiliaceae_Thermophagus                   -          A1d2_reverse         -              523    1414     958      63     960      41    1488    -      4e-143  476.5   5.9  -
Kineosporiaceae_Quadrisphaera                    -          A1d2_reverse         -              503    1409     952      49     960      35    1483    -    4.1e-143  476.7   5.8  -
Nocardiopsaceae_Marinactinospora                 -          A1d2_reverse         -              496    1384     952      66     960      43    1443    -    4.1e-143  476.7   5.9  -
Clostridiales_Marinisporobacter                  -          A1d2_reverse         -              491    1383     952      55     960      35    1435    -    4.2e-143  476.4   6.0  -
Desulfurobacteriaceae_Phorcysia                  -          A1d2_reverse         -              457    1338     949      87     960      76    1349    -    4.8e-143  476.8   5.9  -
Persicobacteraceae_Fulvitalea                    -          A1d2_reverse         -              442    1244     958     148     960     148    1244    -    5.9e-143  476.1   7.9  -
Thermonemataceae_Thermonema                      -          A1d2_reverse         -              497    1401     958      48     960      33    1465    -    6.5e-143  476.0   5.7  -
Flavobacteriaceae_Mangrovimonas                  -          A1d2_reverse         -              525    1409     958      67     960      47    1487    -    7.5e-143  475.5   6.3  -
Flammeovirgaceae_Flexithrix                      -          A1d2_reverse         -              500    1399     958      52     960      32    1478    -    8.1e-143  475.6   5.8  -
Mesoaciditogaceae_Mesoaciditoga                  -          A1d2_reverse         -              525    1423     952      55     960      34    1462    -    8.8e-143  475.5   5.8  -
Leptotrichiaceae_Sebaldella                      -          A1d2_reverse         -              508    1399     949      54     960      34    1502    -    8.8e-143  475.5   5.5  -
Flavobacteriaceae_Weeksella                      -          A1d2_reverse         -              517    1402     958      67     960      47    1509    -      9e-143  475.3   6.1  -
Oscillatoriales_Halospirulina                    -          A1d2_reverse         -              451    1349     959      60     960      38    1388    -    1.2e-142  475.0   5.7  -
Eubacteriaceae_Aminicella                        -          A1d2_reverse         -              512    1393     952      68     960      47    1465    -    1.3e-142  474.7   5.9  -
Streptosporangiaceae_Thermopolyspora             -          A1d2_reverse         -              478    1376     950      62     960      41    1493    -    1.5e-142  474.6   5.7  -
Chitinophagaceae_Thermoflavifilum                -          A1d2_reverse         -              471    1372     958      55     960      38    1396    -    1.7e-142  474.4   6.0  -
Cyclobacteriaceae_Nitritalea                     -          A1d2_reverse         -              502    1407     958      50     960      31    1499    -    2.1e-142  474.1   5.9  -
Flavobacteriaceae_Antarcticimonas                -          A1d2_reverse         -              512    1393     957      69     960      48    1468    -    2.3e-142  473.8   6.1  -
Pseudonocardiaceae_Thermobispora                 -          A1d2_reverse         -              505    1410     952      56     960      37    1469    -    2.3e-142  474.2   5.9  -
Flavobacteriaceae_Flavimarina                    -          A1d2_reverse         -              501    1389     958      67     960      46    1448    -    2.3e-142  473.8   6.2  -
Micrococcaceae_Garicola                          -          A1d2_reverse         -              498    1406     952      47     960      31    1459    -    2.4e-142  474.0   5.7  -
Thermogemmatisporaceae_Thermogemmatispora        -          A1d2_reverse         -              494    1366     951      66     960      45    1443    -    2.4e-142  474.0   6.2  -
Flavobacteriaceae_Arcticiflavibacter             -          A1d2_reverse         -              521    1405     958      67     960      47    1483    -    2.4e-142  473.8   6.3  -
Actinomycetales_Halopolyspora                    -          A1d2_reverse         -              504    1401     952      55     960      36    1511    -    2.5e-142  473.9   5.7  -
Tepidisphaeraceae_Tepidisphaera                  -          A1d2_reverse         -              488    1386     959      68     960      47    1491    -    3.4e-142  473.6   6.2  -
Flavobacteriaceae_Aureivirga                     -          A1d2_reverse         -              468    1287     958     132     960     114    1308    -    3.5e-142  473.4   8.0  -
Nocardiopsaceae_Murinocardiopsis                 -          A1d2_reverse         -              490    1381     952      62     960      41    1418    -    3.7e-142  473.5   5.8  -
Aquificaceae_Hydrogenobacter                     -          A1d2_reverse         -              542    1429     946      61     960      43    1524    -      4e-142  473.2   5.2  -
Flavobacteriaceae_Algoriella                     -          A1d2_reverse         -              516    1400     958      67     960      47    1483    -    4.1e-142  473.1   6.0  -
Flavobacteriaceae_Geojedonia                     -          A1d2_reverse         -              497    1381     958      67     960      46    1440    -    5.6e-142  472.7   6.1  -
Erysipelotrichaceae_Longibaculum                 -          A1d2_reverse         -              515    1410     951      46     960      31    1465    -      6e-142  472.8   5.6  -
Glycomycetaceae_Salininema                       -          A1d2_reverse         -              518    1414     952      55     959      35    1492    -    6.4e-142  472.7   5.5  -
Glycomycetaceae_Haloglycomyces                   -          A1d2_reverse         -              463    1359     952      55     959      35    1421    -    6.5e-142  472.7   5.4  -
Propionibacteriaceae_Pseudopropionibacterium     -          A1d2_reverse         -              490    1403     952      45     959      35    1506    -    6.7e-142  472.4   5.9  -
Parachlamydiaceae_Neochlamydia                   -          A1d2_reverse         -              522    1420     958      58     960      38    1529    -    6.8e-142  472.5   5.4  -
Nocardiopsaceae_Salinactinospora                 -          A1d2_reverse         -              526    1424     952      56     960      37    1486    -    8.3e-142  472.5   5.8  -
Erysipelotrichaceae_Coprobacillus                -          A1d2_reverse         -              518    1412     959      53     960      33    1485    -    8.7e-142  472.1   5.6  -
Sporomusaceae_Thermosinus                        -          A1d2_reverse         -              543    1445     951      57     960      40    1554    -    1.3e-141  471.3   5.9  -
Cytophagaceae_Ekhidna                            -          A1d2_reverse         -              486    1367     958      71     960      70    1368    -    1.4e-141  471.5   6.1  -
Intrasporangiaceae_Humibacillus                  -          A1d2_reverse         -              462    1365     952      55     960      37    1480    -    1.5e-141  471.3   5.7  -
Dermatophilaceae_Kineosphaera                    -          A1d2_reverse         -              486    1387     952      51     960      36    1461    -    1.6e-141  471.2   5.7  -
Flavobacteriaceae_Sediminibacter                 -          A1d2_reverse         -              501    1383     957      69     960      48    1444    -    1.6e-141  471.2   6.1  -
Flavobacteriaceae_Xanthomarina                   -          A1d2_reverse         -              512    1394     958      67     960      46    1461    -    1.9e-141  471.0   5.9  -
Cytophagaceae_Telluribacter                      -          A1d2_reverse         -              493    1398     958      50     960      30    1451    -    2.5e-141  470.7   5.8  -
Leptotrichiaceae_Oceanivirga                     -          A1d2_reverse         -              514    1407     949      52     960      33    1500    -    2.9e-141  470.4   5.4  -
Blastocatellaceae_Blastocatella                  -          A1d2_reverse         -              489    1387     952      55     960      35    1445    -    3.4e-141  470.0   5.7  -
Schleiferiaceae_Schleiferia                      -          A1d2_reverse         -              517    1405     958      67     960      46    1499    -    3.5e-141  470.3   6.1  -
Sporomusaceae_Sporolituus                        -          A1d2_reverse         -              412    1316     951      55     960      35    1410    -    3.7e-141  469.9   5.8  -
Flavobacteriaceae_Aquibacter                     -          A1d2_reverse         -              505    1389     958      67     960      47    1481    -    4.5e-141  469.7   6.0  -
Chitinophagaceae_Crenotalea                      -          A1d2_reverse         -              499    1400     958      55     960      36    1447    -    5.6e-141  469.4   5.9  -
Cyclobacteriaceae_Shivajiella                    -          A1d2_reverse         -              469    1366     958      56     960      43    1385    -    5.8e-141  469.5   5.9  -
Prolixibacteraceae_Tangfeifania                  -          A1d2_reverse         -              499    1385     958      67     960      47    1446    -    6.8e-141  469.0   6.1  -
Rikenellaceae_Rikenella                          -          A1d2_reverse         -              541    1418     950      69     960      49    1472    -    7.1e-141  469.0   5.8  -
Bifidobacteriaceae_Bombiscardovia                -          A1d2_reverse         -              466    1364     951      49     960      32    1420    -    7.2e-141  469.2   5.6  -
Erysipelotrichaceae_Dubosiella                   -          A1d2_reverse         -              510    1385     951      65     960      44    1460    -      9e-141  468.8   6.3  -
Anaerolineaceae_Thermomarinilinea                -          A1d2_reverse         -              493    1381     951      51     960      35    1435    -      1e-140  468.9   5.7  -
Nocardiopsaceae_Allosalinactinospora             -          A1d2_reverse         -              529    1425     952      57     960      37    1485    -    1.2e-140  468.7   5.8  -
Flavobacteriaceae_Aestuariibaculum               -          A1d2_reverse         -              517    1401     958      67     960      46    1482    -    1.4e-140  468.0   6.0  -
Flammeovirgaceae_Nafulsella                      -          A1d2_reverse         -              477    1367     958      64     960      40    1441    -    1.4e-140  468.0   5.8  -
Cyclobacteriaceae_Indibacter                     -          A1d2_reverse         -              519    1418     958      55     960      35    1502    -    1.5e-140  468.1   5.8  -
Cryomorphaceae_Luteibaculum                      -          A1d2_reverse         -              510    1393     958      67     960      46    1453    -    1.7e-140  467.9   5.9  -
Nocardiopsaceae_Actinorugispora                  -          A1d2_reverse         -              527    1415     952      66     960      45    1542    -    1.9e-140  467.8   5.9  -
Flavobacteriaceae_Corallibacter                  -          A1d2_reverse         -              511    1395     958      67     960      46    1463    -    2.2e-140  467.4   6.1  -
Oligosphaeraceae_Oligosphaera                    -          A1d2_reverse         -              479    1376     952      55     959      36    1434    -    2.2e-140  467.4   5.5  -
Cyclobacteriaceae_Mongoliibacter                 -          A1d2_reverse         -              517    1416     958      55     960      35    1511    -    2.2e-140  467.6   5.8  -
Crocinitomicaceae_Crocinitomix                   -          A1d2_reverse         -              501    1384     958      68     960      47    1477    -    2.4e-140  467.2   5.9  -
Chitinophagaceae_Parasediminibacterium           -          A1d2_reverse         -              478    1381     958      53     960      37    1402    -    2.6e-140  467.3   5.9  -
Chitinophagaceae_Niveitalea                      -          A1d2_reverse         -              523    1432     958      47     960      34    1494    -    2.7e-140  467.3   6.0  -
Flavobacteriaceae_Gelatiniphilus                 -          A1d2_reverse         -              522    1406     958      67     960      46    1487    -    2.8e-140  466.9   6.1  -
Flavobacteriaceae_Oceanihabitans                 -          A1d2_reverse         -              521    1405     958      67     960      46    1514    -      3e-140  466.9   6.1  -
Cytophagaceae_Pseudarcicella                     -          A1d2_reverse         -              453    1332     958      73     960      62    1345    -      3e-140  467.1   5.9  -
Leptotrichiaceae_Caviibacter                     -          A1d2_reverse         -              516    1403     948      57     959      37    1499    -    3.3e-140  467.0   5.4  -
Eggerthellaceae_Paraeggerthella                  -          A1d2_reverse         -              485    1376     952      53     960      36    1427    -    3.4e-140  466.9   5.7  -
Bdellovibrionaceae_Vampirovibrio                 -          A1d2_reverse         -              490    1388     951      59     959      39    1446    -    3.4e-140  466.9   5.7  -
