# target name                                    accession  query name              accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------    -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP.g-Gut1_B06_046.seq -               24     908       5     900       2     901    1466    +    8.8e-304 1008.7  18.1  -
Acidimicrobiales_Aciditerrimonas                 -          LKAP.g-Gut1_B06_046.seq -               26     883       5     899       2     901    1483    +    4.8e-120  400.3  16.8  -
Clostridiaceae_Eisenbergiella                    -          LKAP.g-Gut1_B06_046.seq -               11     813      63     899      51     901    1390    +    4.8e-120  400.1  16.3  -
Nannocystaceae_Pseudenhygromyxa                  -          LKAP.g-Gut1_B06_046.seq -               44     909       6     899       2     901    1494    +      5e-120  400.2  17.5  -
Aerococcaceae_Abiotrophia                        -          LKAP.g-Gut1_B06_046.seq -               94     930      61     899      39     901    1411    +    5.1e-120  400.0  17.5  -
Micropepsaceae_Micropepsis                       -          LKAP.g-Gut1_B06_046.seq -               72     859      62     899      42     901    1455    +    5.3e-120  399.9  16.0  -
Intrasporangiaceae_Marihabitans                  -          LKAP.g-Gut1_B06_046.seq -               65     874      62     899      39     901    1435    +    5.4e-120  399.9  16.5  -
Cytophagaceae_Flectobacillus                     -          LKAP.g-Gut1_B06_046.seq -               26     749      63     792      44     812    1400    +    5.6e-120  399.7  20.4  -
Sporomusaceae_Acetonema                          -          LKAP.g-Gut1_B06_046.seq -               55     906      56     899      29     901    1510    +    6.7e-120  399.5  17.1  -
Flavobacteriaceae_Sinomicrobium                  -          LKAP.g-Gut1_B06_046.seq -               44     905       5     899       2     900    1485    +    7.1e-120  399.4  16.6  -
Flavobacteriaceae_Flavivirga                     -          LKAP.g-Gut1_B06_046.seq -               24     792       5     792       2     813    1439    +    7.1e-120  399.3  20.4  -
Lachnospiraceae_Syntrophococcus                  -          LKAP.g-Gut1_B06_046.seq -               44     900       5     899       2     901    1535    +    7.3e-120  399.4  17.0  -
Kosmotogaceae_Mesotoga                           -          LKAP.g-Gut1_B06_046.seq -               32     849       5     859       2     882    1478    +    7.7e-120  399.6  18.7  -
Rhodothermaceae_Longibacter                      -          LKAP.g-Gut1_B06_046.seq -               25     887       6     899       2     901    1456    +    7.7e-120  399.3  17.0  -
Bacillaceae_Halalkalibacillus                    -          LKAP.g-Gut1_B06_046.seq -               18     911       6     898       2     901    1492    +    7.9e-120  399.3  18.3  -
Acidobacteriaceae_Bryocella                      -          LKAP.g-Gut1_B06_046.seq -               44     874       6     899       2     901    1416    +    8.1e-120  399.2  16.3  -
Oscillatoriales_Alkalinema                       -          LKAP.g-Gut1_B06_046.seq -               56     807      63     860      41     883    1456    +    8.2e-120  399.4  16.2  -
Dermatophilaceae_Dermatophilus                   -          LKAP.g-Gut1_B06_046.seq -               36     885       7     899       2     901    1464    +    8.8e-120  399.2  16.9  -
Syntrophomonadaceae_Thermohydrogenium            -          LKAP.g-Gut1_B06_046.seq -               41     885       5     899       2     901    1508    +      9e-120  399.1  17.1  -
Rhodobacteraceae_Yangia                          -          LKAP.g-Gut1_B06_046.seq -               37     827      57     899      17     901    1351    +    9.4e-120  399.3  15.9  -
Iamiaceae_Aquihabitans                           -          LKAP.g-Gut1_B06_046.seq -               24     871       5     899       2     901    1439    +    9.6e-120  399.3  16.7  -
Sphingobacteriaceae_Arcticibacter                -          LKAP.g-Gut1_B06_046.seq -               24     831       5     840       2     860    1441    +    9.6e-120  399.0  18.4  -
Ruminococcaceae_Anaerobacterium                  -          LKAP.g-Gut1_B06_046.seq -               24     886       5     899       2     901    1451    +    9.7e-120  398.9  16.7  -
Saprospiraceae_Aureispira                        -          LKAP.g-Gut1_B06_046.seq -               46     816       5     792       2     812    1459    +    9.9e-120  399.3  20.8  -
Pseudonocardiaceae_Actinocrispum                 -          LKAP.g-Gut1_B06_046.seq -               26     873       5     899       2     901    1480    +      1e-119  399.1  17.7  -
Chitinophagaceae_Parasegetibacter                -          LKAP.g-Gut1_B06_046.seq -               28     880       5     879       2     899    1470    +      1e-119  399.1  17.5  -
Promicromonosporaceae_Xylanibacterium            -          LKAP.g-Gut1_B06_046.seq -               46     891       6     899       2     901    1513    +    1.1e-119  399.1  16.9  -
Acidaminococcaceae_Succinispira                  -          LKAP.g-Gut1_B06_046.seq -               68     897      62     882      40     900    1495    +    1.1e-119  398.7  17.3  -
Haloplasmataceae_Haloplasma                      -          LKAP.g-Gut1_B06_046.seq -               55     883      61     899      40     901    1345    +    1.2e-119  399.0  17.6  -
Rhodobacteraceae_Youngimonas                     -          LKAP.g-Gut1_B06_046.seq -               56     841      60     899      39     901    1423    +    1.2e-119  398.9  15.8  -
Chitinophagaceae_Hydrotalea                      -          LKAP.g-Gut1_B06_046.seq -               84     897      51     877      30     899    1531    +    1.2e-119  398.5  16.7  -
Thermogemmatisporaceae_Thermogemmatispora        -          LKAP.g-Gut1_B06_046.seq -               61     881      62     900      42     901    1443    +    1.3e-119  398.6  17.3  -
Thermoactinomycetaceae_Lihuaxuella               -          LKAP.g-Gut1_B06_046.seq -               52     878       6     880       2     900    1516    +    1.4e-119  398.6  17.1  -
Odoribacteraceae_Odoribacter                     -          LKAP.g-Gut1_B06_046.seq -               23     795       4     792       2     810    1478    +    1.4e-119  398.2  21.4  -
Carnobacteriaceae_Alloiococcus                   -          LKAP.g-Gut1_B06_046.seq -               87     911      59     886      33     900    1525    +    1.4e-119  398.5  17.6  -
Thermoactinomycetaceae_Salinithrix               -          LKAP.g-Gut1_B06_046.seq -               91     870      62     828      41     898    1509    +    1.6e-119  398.5  18.2  -
Kineosporiaceae_Thalassiella                     -          LKAP.g-Gut1_B06_046.seq -               32     884       6     899       2     901    1466    +    1.6e-119  398.5  17.3  -
Microbacteriaceae_Schumannella                   -          LKAP.g-Gut1_B06_046.seq -               37     889       6     899       2     901    1466    +    1.7e-119  398.3  17.0  -
Rhodobacteraceae_Alkalimicrobium                 -          LKAP.g-Gut1_B06_046.seq -               72     846      61     899      40     901    1411    +    1.7e-119  398.4  16.2  -
Aquificaceae_Hydrogenivirga                      -          LKAP.g-Gut1_B06_046.seq -               24     864       5     842       2     862    1503    +    1.7e-119  398.3  19.4  -
Longimicrobiaceae_Longimicrobium                 -          LKAP.g-Gut1_B06_046.seq -                9     853      55     898      44     901    1413    +    1.8e-119  398.4  18.0  -
Bacillaceae_Vulcanibacillus                      -          LKAP.g-Gut1_B06_046.seq -               37     919       8     899       3     901    1526    +    1.9e-119  398.0  17.2  -
Clostridiaceae_Haloimpatiens                     -          LKAP.g-Gut1_B06_046.seq -               44     888       5     899       2     901    1476    +    2.3e-119  397.8  16.6  -
Lachnospiraceae_Murimonas                        -          LKAP.g-Gut1_B06_046.seq -                1     855      10     899      10     901    1433    +    2.3e-119  397.8  17.7  -
Clostridiales_Crassaminicella                    -          LKAP.g-Gut1_B06_046.seq -                3     850      16     899      14     901    1456    +    2.4e-119  397.7  17.6  -
Cytophagaceae_Dyadobacter                        -          LKAP.g-Gut1_B06_046.seq -               56     779      65     792      45     812    1416    +    2.7e-119  397.4  20.5  -
Dermacoccaceae_Demetria                          -          LKAP.g-Gut1_B06_046.seq -               52     871      55     899      31     901    1457    +    2.7e-119  397.5  17.0  -
Carnobacteriaceae_Allofustis                     -          LKAP.g-Gut1_B06_046.seq -               64     902      57     898      16     901    1500    +    2.7e-119  397.4  17.9  -
Clostridiales_Finegoldia                         -          LKAP.g-Gut1_B06_046.seq -                2     808       7     844       6     883    1409    +    3.1e-119  397.4  18.3  -
Clostridiales_Soehngenia                         -          LKAP.g-Gut1_B06_046.seq -               26     867       5     875       2     899    1494    +    3.3e-119  397.4  17.5  -
Clostridiales_Sporanaerobacter                   -          LKAP.g-Gut1_B06_046.seq -               44     884       5     876       2     899    1523    +    3.7e-119  397.0  17.3  -
Microbacteriaceae_Canibacter                     -          LKAP.g-Gut1_B06_046.seq -               13     863       6     899       2     901    1486    +    4.1e-119  397.0  16.6  -
Bacillaceae_Aureibacillus                        -          LKAP.g-Gut1_B06_046.seq -               90     930      59     898      34     901    1517    +    4.1e-119  397.1  17.5  -
Flavobacteriaceae_Croceitalea                    -          LKAP.g-Gut1_B06_046.seq -               24     889       5     898       2     900    1494    +    4.2e-119  396.6  17.6  -
Eubacteriaceae_Anaerofustis                      -          LKAP.g-Gut1_B06_046.seq -               15     869       5     899       2     901    1462    +    4.6e-119  396.9  17.2  -
Acidimicrobiaceae_Acidimicrobium                 -          LKAP.g-Gut1_B06_046.seq -               73     882      58     899      38     901    1465    +    4.6e-119  397.0  16.5  -
Bacillales_Thermicanus                           -          LKAP.g-Gut1_B06_046.seq -               88     897      63     881      43     900    1426    +    4.7e-119  396.8  18.1  -
Beutenbergiaceae_Beutenbergia                    -          LKAP.g-Gut1_B06_046.seq -               78     891      60     899      36     901    1485    +    4.7e-119  396.8  16.8  -
Fusobacteriaceae_Psychrilyobacter                -          LKAP.g-Gut1_B06_046.seq -               23     803      64     875      44     899    1266    +      5e-119  396.8  16.8  -
Prevotellaceae_Alloprevotella                    -          LKAP.g-Gut1_B06_046.seq -               24     842       5     839       2     857    1455    +    5.1e-119  396.5  19.2  -
Lachnospiraceae_Faecalimonas                     -          LKAP.g-Gut1_B06_046.seq -               44     906       5     899       2     901    1492    +    5.3e-119  396.5  17.2  -
Lachnospiraceae_Robinsoniella                    -          LKAP.g-Gut1_B06_046.seq -               45     907       5     899       2     901    1525    +    5.7e-119  396.5  17.2  -
Nocardioidaceae_Flindersiella                    -          LKAP.g-Gut1_B06_046.seq -                8     855       5     899       2     901    1401    +    5.8e-119  396.6  17.6  -
Propionibacteriaceae_Auraticoccus                -          LKAP.g-Gut1_B06_046.seq -               45     895       5     899       2     901    1449    +    5.9e-119  396.6  17.2  -
Lachnospiraceae_Moryella                         -          LKAP.g-Gut1_B06_046.seq -               49     854      59     899      30     901    1374    +    5.9e-119  396.6  16.5  -
Bogoriellaceae_Bogoriella                        -          LKAP.g-Gut1_B06_046.seq -               60     873      62     899      39     901    1476    +      6e-119  396.6  16.6  -
Acidobacteriaceae_Silvibacterium                 -          LKAP.g-Gut1_B06_046.seq -               45     875       6     899       2     901    1464    +    6.2e-119  396.4  16.4  -
Lachnospiraceae_Marvinbryantia                   -          LKAP.g-Gut1_B06_046.seq -               15     877       5     899       2     901    1456    +    6.2e-119  396.6  17.3  -
Peptococcaceae_Syntrophobotulus                  -          LKAP.g-Gut1_B06_046.seq -               44     938       5     899       2     901    1554    +    6.3e-119  396.3  17.8  -
Clostridiales_Anaerovorax                        -          LKAP.g-Gut1_B06_046.seq -               44     871       5     860       2     895    1500    +    6.5e-119  396.3  17.8  -
Bacillaceae_Texcoconibacillus                    -          LKAP.g-Gut1_B06_046.seq -                7     865      41     898      34     901    1374    +    6.7e-119  396.2  17.7  -
Actinomycetales_Bounagaea                        -          LKAP.g-Gut1_B06_046.seq -               44     907       5     899       2     901    1497    +    7.4e-119  396.3  17.3  -
Cyclobacteriaceae_Fontibacter                    -          LKAP.g-Gut1_B06_046.seq -               48     814       6     792       2     812    1488    +    7.8e-119  396.0  19.7  -
Microbacteriaceae_Cnuibacter                     -          LKAP.g-Gut1_B06_046.seq -               90     900      63     899      41     901    1490    +    7.9e-119  396.1  16.5  -
Carnobacteriaceae_Lacticigenium                  -          LKAP.g-Gut1_B06_046.seq -               72     908      60     898      36     901    1446    +    8.8e-119  395.9  17.3  -
Clostridiaceae_Anaerosolibacter                  -          LKAP.g-Gut1_B06_046.seq -               12     866       3     899       1     901    1412    +    9.4e-119  395.8  16.9  -
Dermabacteraceae_Devriesea                       -          LKAP.g-Gut1_B06_046.seq -               44     893       6     899       2     901    1476    +    9.7e-119  395.6  16.8  -
Beutenbergiaceae_Salana                          -          LKAP.g-Gut1_B06_046.seq -               15     870       4     899       2     901    1447    +    9.9e-119  395.8  16.6  -
Lachnospiraceae_Stomatobaculum                   -          LKAP.g-Gut1_B06_046.seq -                4     808      60     899      57     901    1377    +      1e-118  395.9  16.4  -
Micromonosporaceae_Allocatelliglobosispora       -          LKAP.g-Gut1_B06_046.seq -               31     878       5     899       2     901    1424    +      1e-118  395.8  17.4  -
Clostridiales_Caproiciproducens                  -          LKAP.g-Gut1_B06_046.seq -               25     881       6     899       2     901    1445    +    1.1e-118  395.6  16.3  -
Anaerolineaceae_Ornatilinea                      -          LKAP.g-Gut1_B06_046.seq -               43     891       7     899       2     901    1462    +    1.1e-118  395.8  17.1  -
Dermatophilaceae_Mobilicoccus                    -          LKAP.g-Gut1_B06_046.seq -               25     874       6     899       2     901    1474    +    1.2e-118  395.5  17.0  -
Spirochaetaceae_Borrelia                         -          LKAP.g-Gut1_B06_046.seq -               49     881      59     900      38     901    1376    +    1.2e-118  395.3  16.8  -
Cellulomonadaceae_Sediminihabitans               -          LKAP.g-Gut1_B06_046.seq -               67     876      62     899      39     901    1475    +    1.3e-118  395.3  16.5  -
Brachyspiraceae_Brachyspira                      -          LKAP.g-Gut1_B06_046.seq -               19     860       8     900       3     901    1441    +    1.4e-118  395.1  17.1  -
Ruaniaceae_Ruania                                -          LKAP.g-Gut1_B06_046.seq -               25     885       6     899       2     901    1454    +    1.4e-118  395.2  17.0  -
Chitinophagaceae_Flavisolibacter                 -          LKAP.g-Gut1_B06_046.seq -               76     805      58     792      36     813    1465    +    1.4e-118  395.1  19.7  -
Dermacoccaceae_Rudaeicoccus                      -          LKAP.g-Gut1_B06_046.seq -               15     848      28     899       9     901    1394    +    1.6e-118  394.9  16.7  -
Nannocystaceae_Plesiocystis                      -          LKAP.g-Gut1_B06_046.seq -               37     901       6     899       2     901    1484    +    1.7e-118  395.0  17.4  -
Chitinophagaceae_Filimonas                       -          LKAP.g-Gut1_B06_046.seq -               43     816       4     792       2     813    1493    +    1.8e-118  394.7  20.0  -
Clostridiaceae_Clostridiisalibacter              -          LKAP.g-Gut1_B06_046.seq -               36     896       5     899       2     901    1434    +    1.8e-118  395.0  17.5  -
Oscillatoriales_Pantanalinema                    -          LKAP.g-Gut1_B06_046.seq -               55     809      62     861      42     896    1459    +    1.9e-118  394.8  16.8  -
Clostridiaceae_Asaccharospora                    -          LKAP.g-Gut1_B06_046.seq -               75     880      57     899      35     901    1495    +    1.9e-118  394.7  16.5  -
Flavobacteriaceae_Olleya                         -          LKAP.g-Gut1_B06_046.seq -               24     793       5     793       2     899    1443    +    2.2e-118  394.5  17.7  -
Jonesiaceae_Populibacterium                      -          LKAP.g-Gut1_B06_046.seq -               48     868      63     899      41     901    1411    +    2.3e-118  394.6  16.8  -
Clostridiaceae_Keratinibaculum                   -          LKAP.g-Gut1_B06_046.seq -               44     902       5     899       2     901    1491    +    2.3e-118  394.6  16.7  -
Ruminococcaceae_Hydrogenoanaerobacterium         -          LKAP.g-Gut1_B06_046.seq -               43     901       5     899       2     901    1510    +    2.4e-118  394.5  17.0  -
Clostridiales_Murdochiella                       -          LKAP.g-Gut1_B06_046.seq -               12     752      28     795      17     861    1362    +    2.4e-118  394.5  19.2  -
Ignavibacteriaceae_Ignavibacterium               -          LKAP.g-Gut1_B06_046.seq -               60     890      55     899      29     901    1461    +    2.6e-118  394.4  16.7  -
Flavobacteriaceae_Actibacter                     -          LKAP.g-Gut1_B06_046.seq -               25     894       6     900       2     901    1449    +    2.6e-118  394.0  17.0  -
Salinibacteraceae_Salisaeta                      -          LKAP.g-Gut1_B06_046.seq -               21     883       6     899       2     901    1425    +    2.9e-118  394.2  17.1  -
Corynebacteriaceae_Turicella                     -          LKAP.g-Gut1_B06_046.seq -               22     900       5     899       2     901    1461    +    2.9e-118  394.2  17.8  -
Chloroflexaceae_Chloroflexus                     -          LKAP.g-Gut1_B06_046.seq -               80     872      62     900      41     901    1473    +      3e-118  394.3  16.6  -
Peptostreptococcaceae_Paramaledivibacter         -          LKAP.g-Gut1_B06_046.seq -              178     982      61     899      41     901    1577    +    3.3e-118  394.0  16.7  -
Pseudonocardiaceae_Tamaricihabitans              -          LKAP.g-Gut1_B06_046.seq -               54     875      39     899      13     901    1445    +    3.5e-118  393.9  17.3  -
Chitinophagaceae_Lacibacter                      -          LKAP.g-Gut1_B06_046.seq -               15     856      13     878       3     899    1412    +    3.9e-118  393.8  17.4  -
Halanaerobiaceae_Halocella                       -          LKAP.g-Gut1_B06_046.seq -               15     909       5     899       2     901    1475    +    4.1e-118  393.6  17.8  -
Lachnospiraceae_Shuttleworthia                   -          LKAP.g-Gut1_B06_046.seq -               24     889       5     899       2     901    1456    +    4.2e-118  393.6  17.0  -
Acidobacteriaceae_Telmatobacter                  -          LKAP.g-Gut1_B06_046.seq -               45     875       6     899       2     901    1406    +    4.8e-118  393.5  16.7  -
Nocardiaceae_Micropolyspora                      -          LKAP.g-Gut1_B06_046.seq -               72     883      59     899      19     901    1461    +    6.1e-118  393.2  17.4  -
Clostridiaceae_Lactonifactor                     -          LKAP.g-Gut1_B06_046.seq -              103     907      60     899      23     901    1438    +    6.2e-118  393.0  16.5  -
Flavobacteriaceae_Apibacter                      -          LKAP.g-Gut1_B06_046.seq -               95     820      62     793      42     814    1528    +    6.5e-118  392.5  19.9  -
Porphyromonadaceae_Barnesiella                   -          LKAP.g-Gut1_B06_046.seq -               28     806       5     792       2     807    1488    +    6.7e-118  393.2  20.8  -
Flavobacteriaceae_Mesonia                        -          LKAP.g-Gut1_B06_046.seq -               24     893       5     900       2     901    1449    +    7.3e-118  392.3  17.5  -
Carnobacteriaceae_Atopobacter                    -          LKAP.g-Gut1_B06_046.seq -               88     922      61     898      40     901    1511    +    7.6e-118  392.6  17.4  -
Dermatophilaceae_Tonsilliphilus                  -          LKAP.g-Gut1_B06_046.seq -               42     898       5     899       2     901    1534    +      8e-118  392.6  17.0  -
Micrococcaceae_Haematomicrobium                  -          LKAP.g-Gut1_B06_046.seq -               26     881       6     899       2     901    1452    +    8.4e-118  392.8  16.7  -
Nocardioidaceae_Thermasporomyces                 -          LKAP.g-Gut1_B06_046.seq -               24     876       5     899       2     901    1447    +    8.7e-118  392.8  17.7  -
Marinilabiliaceae_Labilibacter                   -          LKAP.g-Gut1_B06_046.seq -               46     861       5     842       2     864    1470    +    8.9e-118  392.1  18.8  -
Chitinophagaceae_Flavihumibacter                 -          LKAP.g-Gut1_B06_046.seq -               27     853      56     900      36     901    1417    +    9.3e-118  392.4  16.7  -
Flavobacteriaceae_Muriicola                      -          LKAP.g-Gut1_B06_046.seq -               44     834       5     806       3     899    1490    +    9.4e-118  392.3  17.7  -
Synergistaceae_Fretibacterium                    -          LKAP.g-Gut1_B06_046.seq -               77     865      61     899      36     901    1440    +      1e-117  392.5  17.0  -
Gloeomargaritaceae_Gloeomargarita                -          LKAP.g-Gut1_B06_046.seq -               72     831      59     863      37     898    1482    +      1e-117  392.4  15.9  -
Ruminococcaceae_Sporobacter                      -          LKAP.g-Gut1_B06_046.seq -               45     892       6     899       2     901    1506    +    1.1e-117  392.3  16.5  -
Aquificales_Thermosulfidibacter                  -          LKAP.g-Gut1_B06_046.seq -               14     909       5     898       2     901    1450    +    1.2e-117  392.3  18.2  -
Dermatophilaceae_Kineosphaera                    -          LKAP.g-Gut1_B06_046.seq -               66     873      62     899      41     901    1461    +    1.2e-117  392.0  16.7  -
Enterococcaceae_Bavariicoccus                    -          LKAP.g-Gut1_B06_046.seq -               75     913      58     898      37     901    1470    +    1.4e-117  391.8  17.6  -
Bacillaceae_Microaerobacter                      -          LKAP.g-Gut1_B06_046.seq -                2     821      64     881      63     900    1440    +    1.4e-117  392.0  17.2  -
Eggerthellaceae_Gordonibacter                    -          LKAP.g-Gut1_B06_046.seq -               30     874       5     900       3     901    1437    +    1.4e-117  391.7  17.2  -
Clostridiaceae_Thermotalea                       -          LKAP.g-Gut1_B06_046.seq -              204    1007      61     899      39     901    1627    +    1.5e-117  391.8  17.0  -
Spirochaetaceae_Salinispira                      -          LKAP.g-Gut1_B06_046.seq -               84     945      14     899       3     901    1501    +    1.5e-117  391.7  17.4  -
Carnobacteriaceae_Desemzia                       -          LKAP.g-Gut1_B06_046.seq -               76     912      60     898      39     901    1505    +    1.6e-117  391.6  17.7  -
Actinopolysporaceae_Haloactinomyces              -          LKAP.g-Gut1_B06_046.seq -               87     893      60     899      38     901    1518    +    1.6e-117  391.7  17.1  -
Clostridiaceae_Geosporobacter                    -          LKAP.g-Gut1_B06_046.seq -              239    1039      63     899      43     901    1627    +    1.8e-117  391.4  17.0  -
Lachnospiraceae_Cuneatibacter                    -          LKAP.g-Gut1_B06_046.seq -               44     908       5     899       2     901    1485    +    1.9e-117  391.6  17.1  -
Flavobacteriaceae_Flaviramulus                   -          LKAP.g-Gut1_B06_046.seq -               32     802       5     792       2     813    1466    +      2e-117  390.9  20.5  -
Leptospiraceae_Turneriella                       -          LKAP.g-Gut1_B06_046.seq -               58     875      61     900      39     901    1440    +    2.1e-117  391.3  16.9  -
Ruminococcaceae_Anaerotruncus                    -          LKAP.g-Gut1_B06_046.seq -               15     877       5     899       2     901    1393    +    2.2e-117  391.2  16.9  -
Sanguibacteraceae_Timonella                      -          LKAP.g-Gut1_B06_046.seq -               92     900      63     899      42     901    1508    +    2.2e-117  391.3  16.6  -
Aerococcaceae_Ignavigranum                       -          LKAP.g-Gut1_B06_046.seq -               72     904      62     898      41     901    1417    +    2.3e-117  391.1  17.5  -
Veillonellaceae_Allisonella                      -          LKAP.g-Gut1_B06_046.seq -               45     943       5     899       2     901    1537    +    2.3e-117  391.1  17.3  -
Heliobacteriaceae_Hydrogenispora                 -          LKAP.g-Gut1_B06_046.seq -               75     877      61     899      39     901    1443    +    2.4e-117  391.1  16.1  -
Pseudonocardiaceae_Yuhushiella                   -          LKAP.g-Gut1_B06_046.seq -               81     901      58     899      17     901    1493    +      3e-117  390.9  17.5  -
Flammeovirgaceae_Flexithrix                      -          LKAP.g-Gut1_B06_046.seq -               57     887      50     899      28     901    1478    +    3.1e-117  390.8  17.1  -
Chitinophagaceae_Pseudoflavitalea                -          LKAP.g-Gut1_B06_046.seq -               55     870      51     881      21     900    1409    +    3.1e-117  390.8  17.5  -
Cellulomonadaceae_Tropicihabitans                -          LKAP.g-Gut1_B06_046.seq -               67     875      62     899      39     901    1475    +    3.1e-117  390.8  16.5  -
Rhodothermaceae_Longimonas                       -          LKAP.g-Gut1_B06_046.seq -               35     875      20     883       2     900    1457    +    3.5e-117  390.4  17.6  -
Cytophagaceae_Larkinella                         -          LKAP.g-Gut1_B06_046.seq -               32     839       6     847       3     864    1433    +    4.1e-117  390.2  18.1  -
Carnobacteriaceae_Atopostipes                    -          LKAP.g-Gut1_B06_046.seq -               89     925      59     898      37     901    1546    +    4.2e-117  390.3  17.4  -
Xenococcaceae_Foliisarcina                       -          LKAP.g-Gut1_B06_046.seq -               57     814      62     862      41     897    1418    +    4.5e-117  390.5  16.5  -
Micromonosporaceae_Catelliglobosispora           -          LKAP.g-Gut1_B06_046.seq -               44     892       5     899       2     901    1510    +    4.6e-117  390.3  17.7  -
Thermoactinomycetaceae_Seinonella                -          LKAP.g-Gut1_B06_046.seq -               65     900      60     898      18     901    1501    +    4.6e-117  390.3  17.6  -
Mooreiaceae_Mooreia                              -          LKAP.g-Gut1_B06_046.seq -               14     838       7     859       2     895    1424    +    4.6e-117  390.3  18.4  -
Thermoanaerobacteraceae_Caloribacterium          -          LKAP.g-Gut1_B06_046.seq -               54     868      49     899      27     901    1437    +    4.9e-117  390.2  17.0  -
Kineosporiaceae_Quadrisphaera                    -          LKAP.g-Gut1_B06_046.seq -               45     890       5     899       2     901    1483    +      5e-117  390.3  17.1  -
Micrococcaceae_Garicola                          -          LKAP.g-Gut1_B06_046.seq -               72     886      62     899      39     901    1459    +      5e-117  390.1  17.0  -
Flavobacteriaceae_Galbibacter                    -          LKAP.g-Gut1_B06_046.seq -               44     906       5     899       2     900    1484    +    5.5e-117  389.6  17.3  -
Dermatophilaceae_Piscicoccus                     -          LKAP.g-Gut1_B06_046.seq -               25     873       6     899       2     901    1473    +    5.6e-117  389.9  17.3  -
Verrucomicrobiaceae_Roseimicrobium               -          LKAP.g-Gut1_B06_046.seq -               34     888      19     900       3     901    1457    +    5.9e-117  389.9  17.8  -
Enterococcaceae_Catellicoccus                    -          LKAP.g-Gut1_B06_046.seq -                5     893       7     898       4     901    1480    +      6e-117  389.6  17.9  -
Flammeovirgaceae_Perexilibacter                  -          LKAP.g-Gut1_B06_046.seq -               86     817      58     795      33     827    1477    +    6.1e-117  389.8  20.4  -
Thermodesulfobacteriaceae_Thermosulfurimonas     -          LKAP.g-Gut1_B06_046.seq -               85     931      58     898      35     901    1532    +    6.1e-117  390.0  17.8  -
Ardenticatenia_Ardenticatena                     -          LKAP.g-Gut1_B06_046.seq -               24     897       5     899       2     901    1453    +    7.1e-117  389.8  17.1  -
Flavobacteriaceae_Subsaximicrobium               -          LKAP.g-Gut1_B06_046.seq -               61     887      55     899      32     901    1419    +    7.2e-117  389.3  16.7  -
Eubacteriaceae_Aminicella                        -          LKAP.g-Gut1_B06_046.seq -               33     860       5     860       2     895    1465    +    7.4e-117  389.4  17.6  -
Pyrinomonadaceae_Pyrinomonas                     -          LKAP.g-Gut1_B06_046.seq -               31     883      57     899      37     901    1432    +    8.7e-117  389.3  17.2  -
Lachnospiraceae_Acetatifactor                    -          LKAP.g-Gut1_B06_046.seq -                2     844      11     899      10     901    1376    +    8.9e-117  389.4  17.5  -
Lactobacillaceae_Paralactobacillus               -          LKAP.g-Gut1_B06_046.seq -               79     913      61     899      36     901    1495    +    9.8e-117  389.0  17.5  -
Propionibacteriaceae_Propioniferax               -          LKAP.g-Gut1_B06_046.seq -               24     871       5     899       2     901    1465    +    1.2e-116  388.8  17.1  -
Clostridiaceae_Fusicatenibacter                  -          LKAP.g-Gut1_B06_046.seq -               32     892       5     899       2     901    1423    +    1.3e-116  388.7  16.9  -
Lachnospiraceae_Lachnotalea                      -          LKAP.g-Gut1_B06_046.seq -                2     754     112     899     111     901    1207    +    1.4e-116  388.9  12.8  -
Ruaniaceae_Haloactinobacterium                   -          LKAP.g-Gut1_B06_046.seq -               89     902      60     899      34     901    1524    +    1.4e-116  388.6  16.7  -
Micrococcaceae_Auritidibacter                    -          LKAP.g-Gut1_B06_046.seq -               17     868       6     899       2     901    1466    +    1.5e-116  388.5  16.7  -
Propionibacteriaceae_Micropruina                 -          LKAP.g-Gut1_B06_046.seq -               68     871      63     899      41     901    1438    +    1.5e-116  388.7  16.4  -
Oscillatoriales_Crinalium                        -          LKAP.g-Gut1_B06_046.seq -               58     812      63     862      42     897    1446    +    1.6e-116  388.5  16.2  -
Selenomonadaceae_Anaerovibrio                    -          LKAP.g-Gut1_B06_046.seq -              123     968      52     899      31     901    1587    +    1.9e-116  388.1  17.6  -
Nocardiopsaceae_Marinactinospora                 -          LKAP.g-Gut1_B06_046.seq -               22     882       5     899       2     901    1443    +    2.1e-116  388.2  17.4  -
Carnobacteriaceae_Atopococcus                    -          LKAP.g-Gut1_B06_046.seq -               56     898      56     898      34     901    1500    +    2.7e-116  387.6  17.4  -
Synergistaceae_Aminivibrio                       -          LKAP.g-Gut1_B06_046.seq -               24     861       5     899       2     901    1441    +    2.7e-116  387.7  17.7  -
Thermoanaerobacterales_Mahella                   -          LKAP.g-Gut1_B06_046.seq -               46     906       7     899       3     901    1531    +    2.8e-116  387.8  17.3  -
Desulfurobacteriaceae_Balnearium                 -          LKAP.g-Gut1_B06_046.seq -               25     904       5     880       2     900    1481    +    3.3e-116  387.7  18.4  -
Paenibacillaceae_Marinicrinis                    -          LKAP.g-Gut1_B06_046.seq -               74     907      63     899      40     901    1476    +    3.3e-116  387.4  16.9  -
