# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     845      26     838      19     838    1491    +    2.2e-307 1020.7  16.6  -
Flavobacteriaceae_Sungkyunkwania                 -          LKAP-TSAKG2_G08_052_2018_2 -               33     807      26     804       9     820    1442    +    6.7e-116  386.4  16.5  -
Lactobacillaceae_Paralactobacillus               -          LKAP-TSAKG2_G08_052_2018_2 -               39     864      27     837       8     838    1495    +    6.9e-116  386.1  17.0  -
Bacillaceae_Halalkalibacillus                    -          LKAP-TSAKG2_G08_052_2018_2 -               74     862      62     836      42     838    1492    +    7.4e-116  386.1  16.3  -
Aerococcaceae_Eremococcus                        -          LKAP-TSAKG2_G08_052_2018_2 -               61     846      63     836      41     838    1385    +    8.1e-116  385.9  16.2  -
Microbacteriaceae_Glaciibacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               52     838      47     837      26     838    1498    +    8.2e-116  385.9  16.0  -
Aerococcaceae_Abiotrophia                        -          LKAP-TSAKG2_G08_052_2018_2 -               88     880      57     836      33     838    1411    +    8.3e-116  385.9  16.4  -
Clostridiaceae_Keratinibaculum                   -          LKAP-TSAKG2_G08_052_2018_2 -               96     818      56     799      35     819    1491    +    8.3e-116  386.0  16.4  -
Thermoanaerobacterales_Mahella                   -          LKAP-TSAKG2_G08_052_2018_2 -               54     816      27     797      11     818    1531    +    8.8e-116  386.0  17.2  -
Clostridiales_Crassaminicella                    -          LKAP-TSAKG2_G08_052_2018_2 -               45     765      59     799      38     821    1456    +    8.9e-116  385.8  17.1  -
Micromonosporaceae_Polymorphospora               -          LKAP-TSAKG2_G08_052_2018_2 -               33     819      26     835       9     838    1471    +    9.4e-116  385.9  17.2  -
Thermoactinomycetaceae_Lihuaxuella               -          LKAP-TSAKG2_G08_052_2018_2 -               60     845      26     837       8     838    1516    +    9.8e-116  385.8  16.0  -
Euzebyaceae_Euzebya                              -          LKAP-TSAKG2_G08_052_2018_2 -               63     784      60     796      35     817    1476    +    9.8e-116  385.8  17.6  -
Peptostreptococcaceae_Peptoanaerobacter          -          LKAP-TSAKG2_G08_052_2018_2 -               70     848      41     836      20     838    1517    +      1e-115  385.7  16.8  -
Nocardiaceae_Skermania                           -          LKAP-TSAKG2_G08_052_2018_2 -               33     817      26     830       9     837    1477    +    1.1e-115  385.7  16.8  -
Flavobacteriaceae_Maritimimonas                  -          LKAP-TSAKG2_G08_052_2018_2 -               21     796      26     801      12     821    1416    +    1.1e-115  385.4  16.5  -
Beutenbergiaceae_Salana                          -          LKAP-TSAKG2_G08_052_2018_2 -               26     787      27     805      10     826    1447    +    1.1e-115  385.6  16.4  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP-TSAKG2_G08_052_2018_2 -               90     876      64     837      42     838    1418    +    1.2e-115  385.3  16.3  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          LKAP-TSAKG2_G08_052_2018_2 -                1     724      67     799      67     819    1427    +    1.2e-115  385.6  16.6  -
Clostridiales_Dethiosulfatibacter                -          LKAP-TSAKG2_G08_052_2018_2 -               57     805      26     797       9     819    1479    +    1.2e-115  385.5  16.9  -
Flavobacteriaceae_Gilvibacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               41     816      26     801       9     822    1461    +    1.3e-115  385.2  16.7  -
Calditrichaeota_Calorithrix                      -          LKAP-TSAKG2_G08_052_2018_2 -               88     876      65     836      44     838    1453    +    1.4e-115  385.3  16.4  -
Flavobacteriaceae_Leptobacterium                 -          LKAP-TSAKG2_G08_052_2018_2 -               46     819      26     799      12     819    1437    +    1.4e-115  385.1  16.6  -
Streptosporangiaceae_Thermopolyspora             -          LKAP-TSAKG2_G08_052_2018_2 -               14     780      26     805      18     834    1493    +    1.4e-115  385.1  16.7  -
Ruminococcaceae_Harryflintia                     -          LKAP-TSAKG2_G08_052_2018_2 -                9     782      46     836      38     838    1363    +    1.5e-115  385.0  16.3  -
Acidobacteriaceae_Terracidiphilus                -          LKAP-TSAKG2_G08_052_2018_2 -               87     788      65     798      44     819    1464    +    1.5e-115  385.2  16.8  -
Enterococcaceae_Catellicoccus                    -          LKAP-TSAKG2_G08_052_2018_2 -               52     843      56     835      27     838    1480    +    1.5e-115  384.9  16.3  -
Chitinophagaceae_Parasediminibacterium           -          LKAP-TSAKG2_G08_052_2018_2 -               14     776      26     794      17     815    1402    +    1.6e-115  385.1  16.8  -
Propionibacteriaceae_Propionicicella             -          LKAP-TSAKG2_G08_052_2018_2 -               23     814      26     835       9     838    1469    +    1.7e-115  385.1  16.7  -
Pseudonocardiaceae_Tamaricihabitans              -          LKAP-TSAKG2_G08_052_2018_2 -               63     823      59     834      38     837    1445    +    1.8e-115  384.8  16.5  -
Flavobacteriaceae_Oceanihabitans                 -          LKAP-TSAKG2_G08_052_2018_2 -               53     825      26     800       8     821    1514    +    1.8e-115  384.7  16.9  -
Flavobacteriaceae_Lutaonella                     -          LKAP-TSAKG2_G08_052_2018_2 -               33     834      26     823       9     838    1486    +      2e-115  384.7  16.8  -
Microbacteriaceae_Glaciihabitans                 -          LKAP-TSAKG2_G08_052_2018_2 -               70     843      46     836      25     838    1480    +    2.1e-115  384.6  17.0  -
Peptococcaceae_Dehalobacter                      -          LKAP-TSAKG2_G08_052_2018_2 -               53     847      26     798      10     829    1525    +    2.3e-115  384.6  16.6  -
Aerococcaceae_Ignavigranum                       -          LKAP-TSAKG2_G08_052_2018_2 -               69     854      61     835      26     838    1417    +    2.4e-115  384.4  16.2  -
Flammeovirgaceae_Perexilibacter                  -          LKAP-TSAKG2_G08_052_2018_2 -               53     826      25     801       6     821    1477    +    2.5e-115  384.4  17.2  -
Bacillaceae_Tenuibacillus                        -          LKAP-TSAKG2_G08_052_2018_2 -               78     866      62     837      42     838    1479    +    2.9e-115  384.1  16.6  -
Flavobacteriaceae_Aquaticitalea                  -          LKAP-TSAKG2_G08_052_2018_2 -               33     802      26     801       8     821    1439    +    2.9e-115  384.2  16.8  -
Thermomicrobiaceae_Thermorudis                   -          LKAP-TSAKG2_G08_052_2018_2 -               19     742      60     787      47     825    1375    +      3e-115  384.5  17.5  -
Carnobacteriaceae_Pisciglobus                    -          LKAP-TSAKG2_G08_052_2018_2 -               45     834      60     835      37     838    1501    +      3e-115  384.0  16.4  -
Cytophagaceae_Rhodonellum                        -          LKAP-TSAKG2_G08_052_2018_2 -                2     743      67     809      66     824    1350    +    3.2e-115  384.1  15.9  -
Marinilabiliaceae_Alkalitalea                    -          LKAP-TSAKG2_G08_052_2018_2 -               53     822      26     797      12     817    1486    +    3.3e-115  383.9  17.0  -
Nocardiaceae_Smaragdicoccus                      -          LKAP-TSAKG2_G08_052_2018_2 -               52     832      26     830       9     837    1478    +    3.5e-115  383.9  17.2  -
Enterococcaceae_Bavariicoccus                    -          LKAP-TSAKG2_G08_052_2018_2 -               76     863      61     835      41     838    1470    +    3.5e-115  383.8  16.3  -
Flavobacteriaceae_Marixanthomonas                -          LKAP-TSAKG2_G08_052_2018_2 -                8     794      26     810      20     830    1397    +    3.5e-115  383.7  16.1  -
Actinomycetaceae_Varibaculum                     -          LKAP-TSAKG2_G08_052_2018_2 -               77     809      64     799      44     818    1511    +    3.5e-115  383.6  16.0  -
Brevibacteriaceae_Spelaeicoccus                  -          LKAP-TSAKG2_G08_052_2018_2 -               16     782      26     799      17     830    1397    +    4.3e-115  383.7  16.2  -
Thermogemmatisporaceae_Thermogemmatispora        -          LKAP-TSAKG2_G08_052_2018_2 -               61     786      64     794      44     810    1443    +    4.8e-115  383.4  17.5  -
Flavobacteriaceae_Pseudotenacibaculum            -          LKAP-TSAKG2_G08_052_2018_2 -                5     787      26     808      23     828    1383    +    4.8e-115  383.5  16.4  -
Prolixibacteraceae_Mariniphaga                   -          LKAP-TSAKG2_G08_052_2018_2 -               31     799      25     796       5     816    1443    +    5.1e-115  383.4  17.0  -
Ruminococcaceae_Fastidiosipila                   -          LKAP-TSAKG2_G08_052_2018_2 -               43     803      63     837      42     838    1389    +    5.3e-115  383.2  16.4  -
Staphylococcaceae_Corticicoccus                  -          LKAP-TSAKG2_G08_052_2018_2 -               72     858      62     836      41     838    1465    +    5.3e-115  383.3  16.3  -
Chitinophagaceae_Hydrobacter                     -          LKAP-TSAKG2_G08_052_2018_2 -               54     825      26     795       8     815    1348    +    5.9e-115  383.4  16.3  -
Acidobacteriaceae_Silvibacterium                 -          LKAP-TSAKG2_G08_052_2018_2 -               87     781      65     793      44     813    1464    +      6e-115  383.1  17.1  -
Flammeovirgaceae_Limibacter                      -          LKAP-TSAKG2_G08_052_2018_2 -               44     812      26     797       9     817    1467    +    6.2e-115  383.2  16.7  -
Flammeovirgaceae_Tunicatimonas                   -          LKAP-TSAKG2_G08_052_2018_2 -               34     795      27     793      10     812    1457    +    7.5e-115  382.8  16.8  -
Micromonosporaceae_Jishengella                   -          LKAP-TSAKG2_G08_052_2018_2 -               53     839      26     835       9     838    1508    +      8e-115  382.7  17.2  -
Micromonosporaceae_Mangrovihabitans              -          LKAP-TSAKG2_G08_052_2018_2 -               53     845      26     835       9     838    1484    +    8.5e-115  382.7  17.1  -
Deferribacteraceae_Denitrovibrio                 -          LKAP-TSAKG2_G08_052_2018_2 -               75     854      67     836      45     838    1516    +    8.7e-115  382.4  16.6  -
Micromonosporaceae_Xiangella                     -          LKAP-TSAKG2_G08_052_2018_2 -               54     841      26     835       9     838    1512    +    9.3e-115  382.6  17.2  -
Pseudonocardiaceae_Thermobispora                 -          LKAP-TSAKG2_G08_052_2018_2 -               40     805      26     801       9     821    1469    +      1e-114  382.5  17.2  -
Promicromonosporaceae_Xylanibacterium            -          LKAP-TSAKG2_G08_052_2018_2 -               80     809      60     806      35     838    1513    +    1.1e-114  382.4  16.9  -
Erysipelotrichaceae_Dielma                       -          LKAP-TSAKG2_G08_052_2018_2 -               71     864      44     837      24     838    1499    +    1.1e-114  382.3  17.4  -
Intrasporangiaceae_Marihabitans                  -          LKAP-TSAKG2_G08_052_2018_2 -               31     787      28     801      13     832    1435    +    1.1e-114  382.2  16.5  -
Flavobacteriaceae_Pibocella                      -          LKAP-TSAKG2_G08_052_2018_2 -               30     817      26     812       9     833    1447    +    1.3e-114  382.0  16.3  -
Aerococcaceae_Globicatella                       -          LKAP-TSAKG2_G08_052_2018_2 -               62     845      64     836      43     838    1490    +    1.4e-114  381.7  16.3  -
Longimicrobiaceae_Longimicrobium                 -          LKAP-TSAKG2_G08_052_2018_2 -               14     765      62     798      50     818    1413    +    1.4e-114  382.1  16.8  -
Thermoanaerobacteraceae_Desulfovirgula           -          LKAP-TSAKG2_G08_052_2018_2 -               74     838      63     836      42     838    1436    +    1.4e-114  382.0  16.8  -
Flavobacteriaceae_Aestuariibaculum               -          LKAP-TSAKG2_G08_052_2018_2 -               53     821      26     800       9     821    1482    +    1.6e-114  381.6  16.4  -
Eubacteriaceae_Aminicella                        -          LKAP-TSAKG2_G08_052_2018_2 -               90     846      62     837      39     838    1465    +    1.6e-114  381.6  17.0  -
Peptostreptococcaceae_Anaerosphaera              -          LKAP-TSAKG2_G08_052_2018_2 -               42     810      26     799       9     819    1472    +    1.6e-114  381.8  17.0  -
Carnobacteriaceae_Dolosigranulum                 -          LKAP-TSAKG2_G08_052_2018_2 -               49     863      26     834      10     838    1523    +    1.7e-114  381.6  16.3  -
Flavobacteriaceae_Aurantivirga                   -          LKAP-TSAKG2_G08_052_2018_2 -               44     820      26     804       8     824    1456    +    1.8e-114  381.5  16.4  -
Halanaerobiaceae_Halarsenatibacter               -          LKAP-TSAKG2_G08_052_2018_2 -               91     888      55     835      35     838    1546    +    1.9e-114  381.4  17.0  -
Crocinitomicaceae_Salinirepens                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     802      26     795       9     815    1450    +      2e-114  381.3  16.4  -
Clostridiales_Kallipyga                          -          LKAP-TSAKG2_G08_052_2018_2 -               93     808      64     800      44     820    1474    +    2.1e-114  381.4  17.1  -
Actinomycetales_Bounagaea                        -          LKAP-TSAKG2_G08_052_2018_2 -               76     856      55     835      28     837    1497    +    2.1e-114  381.4  16.8  -
Dermacoccaceae_Demetria                          -          LKAP-TSAKG2_G08_052_2018_2 -               56     784      61     801      40     823    1457    +    2.2e-114  381.2  16.8  -
Flammeovirgaceae_Nafulsella                      -          LKAP-TSAKG2_G08_052_2018_2 -               14     779      26     798      17     818    1441    +    2.2e-114  381.2  16.3  -
Crocinitomicaceae_Crocinitomix                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     800      26     795       8     815    1477    +    2.6e-114  380.9  16.4  -
Petrotogaceae_Geotoga                            -          LKAP-TSAKG2_G08_052_2018_2 -               64     817      27     798      21     818    1613    +    3.2e-114  380.5  17.7  -
Clostridiaceae_Peptoclostridium                  -          LKAP-TSAKG2_G08_052_2018_2 -              110     823      64     799      43     821    1507    +    3.5e-114  380.5  16.7  -
Marinilabiliaceae_Natronoflexus                  -          LKAP-TSAKG2_G08_052_2018_2 -               38     805      26     797      13     817    1467    +    3.5e-114  380.5  16.7  -
Micromonosporaceae_Spirilliplanes                -          LKAP-TSAKG2_G08_052_2018_2 -               33     818      26     835       9     837    1470    +    3.6e-114  380.7  17.3  -
Flavobacteriaceae_Zhouia                         -          LKAP-TSAKG2_G08_052_2018_2 -               40     844      26     830       9     838    1478    +    3.6e-114  380.6  17.0  -
Marinifilaceae_Ancylomarina                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     801      26     794      12     814    1450    +    3.7e-114  380.4  16.2  -
Egibacteraceae_Egibacter                         -          LKAP-TSAKG2_G08_052_2018_2 -               87     810      64     801      42     823    1516    +    3.7e-114  380.7  17.1  -
Jonesiaceae_Populibacterium                      -          LKAP-TSAKG2_G08_052_2018_2 -                6     784      23     804      19     825    1411    +    3.7e-114  380.5  16.7  -
Ruaniaceae_Haloactinobacterium                   -          LKAP-TSAKG2_G08_052_2018_2 -               87     853      60     837      38     838    1524    +    3.9e-114  380.4  16.6  -
Peptococcaceae_Syntrophobotulus                  -          LKAP-TSAKG2_G08_052_2018_2 -               53     849      26     798      10     829    1554    +    3.9e-114  380.4  16.5  -
Clostridiaceae_Anaeromicrobium                   -          LKAP-TSAKG2_G08_052_2018_2 -               66     789      56     799      34     821    1414    +    4.2e-114  380.5  16.6  -
Streptosporangiaceae_Thermoactinospora           -          LKAP-TSAKG2_G08_052_2018_2 -               60     808      26     799       9     819    1533    +    4.7e-114  380.2  17.4  -
Flavobacteriaceae_Frondibacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     801      26     800       9     821    1440    +    4.8e-114  380.0  16.7  -
Salinibacteraceae_Salisaeta                      -          LKAP-TSAKG2_G08_052_2018_2 -               62     795      64     797      41     828    1425    +    4.9e-114  380.1  16.0  -
Leptospiraceae_Leptonema                         -          LKAP-TSAKG2_G08_052_2018_2 -               33     780      26     802       8     824    1428    +    4.9e-114  380.1  17.2  -
Heliobacteriaceae_Heliobacillus                  -          LKAP-TSAKG2_G08_052_2018_2 -               85     844      61     836      26     838    1482    +    5.5e-114  379.9  16.8  -
Actinomycetaceae_Mobiluncus                      -          LKAP-TSAKG2_G08_052_2018_2 -               50     802      45     799      25     819    1477    +    5.8e-114  379.4  17.0  -
Erysipelotrichaceae_Longicatena                  -          LKAP-TSAKG2_G08_052_2018_2 -               20     814      46     837      28     838    1433    +    6.2e-114  379.8  16.6  -
Nocardiopsaceae_Haloactinospora                  -          LKAP-TSAKG2_G08_052_2018_2 -               27     836      27     834      11     837    1475    +    6.3e-114  379.9  16.6  -
Nocardioidaceae_Pimelobacter                     -          LKAP-TSAKG2_G08_052_2018_2 -               33     823      26     836       9     838    1474    +    6.6e-114  379.8  16.9  -
Actinomycetales_Halopolyspora                    -          LKAP-TSAKG2_G08_052_2018_2 -               78     839      55     836      29     838    1511    +    6.8e-114  379.6  17.3  -
Flavobacteriaceae_Postechiella                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     805      26     802       8     822    1443    +    6.9e-114  379.5  16.5  -
Spartobacteria_Terrimicrobium                    -          LKAP-TSAKG2_G08_052_2018_2 -               31     780      26     789      10     809    1418    +    7.2e-114  379.6  17.3  -
Spirochaetales_Exilispira                        -          LKAP-TSAKG2_G08_052_2018_2 -               65     833      51     836      24     838    1456    +    7.4e-114  379.4  16.3  -
Saprospiraceae_Membranicola                      -          LKAP-TSAKG2_G08_052_2018_2 -                6     779      26     803      22     823    1396    +    7.5e-114  379.4  17.0  -
Nannocystaceae_Plesiocystis                      -          LKAP-TSAKG2_G08_052_2018_2 -               70     814      61     798      40     818    1484    +    7.8e-114  379.5  16.8  -
Chitinophagaceae_Thermoflavifilum                -          LKAP-TSAKG2_G08_052_2018_2 -                1     773      23     798      23     818    1396    +    7.9e-114  379.4  16.2  -
Pseudonocardiaceae_Haloechinothrix               -          LKAP-TSAKG2_G08_052_2018_2 -               57     796      60     797      38     819    1474    +    7.9e-114  379.3  16.9  -
Flavobacteriaceae_Namhaeicola                    -          LKAP-TSAKG2_G08_052_2018_2 -               33     806      26     801       9     821    1443    +    8.2e-114  379.3  16.8  -
Deferribacteraceae_Calditerrivibrio              -          LKAP-TSAKG2_G08_052_2018_2 -               75     817      67     798      46     818    1487    +    8.4e-114  379.4  17.1  -
Flavobacteriaceae_Ichthyenterobacterium          -          LKAP-TSAKG2_G08_052_2018_2 -               53     828      26     799       9     820    1488    +    8.6e-114  379.2  16.4  -
Micrococcaceae_Haematomicrobium                  -          LKAP-TSAKG2_G08_052_2018_2 -               66     796      60     803      38     825    1452    +    8.9e-114  379.3  16.7  -
Gloeomargaritaceae_Gloeomargarita                -          LKAP-TSAKG2_G08_052_2018_2 -               71     771      60     795      39     817    1482    +    1.1e-113  379.0  16.6  -
Peptococcaceae_Cryptanaerobacter                 -          LKAP-TSAKG2_G08_052_2018_2 -               97     855      64     836      30     838    1529    +    1.1e-113  378.9  17.4  -
Blastocatellales_Chloracidobacterium             -          LKAP-TSAKG2_G08_052_2018_2 -               84     824      64     837      42     838    1488    +    1.2e-113  378.8  16.9  -
Crocinitomicaceae_Wandonia                       -          LKAP-TSAKG2_G08_052_2018_2 -               53     826      26     796       9     817    1485    +    1.2e-113  378.7  16.6  -
Puniceicoccaceae_Puniceicoccus                   -          LKAP-TSAKG2_G08_052_2018_2 -               56     817      42     799      22     820    1480    +    1.3e-113  378.6  16.2  -
Mzabimycetaceae_Mzabimyces                       -          LKAP-TSAKG2_G08_052_2018_2 -               10     766      60     836      52     838    1357    +    1.5e-113  378.5  17.6  -
Flavobacteriaceae_Citreitalea                    -          LKAP-TSAKG2_G08_052_2018_2 -               33     802      26     801       8     822    1440    +    1.7e-113  378.2  16.7  -
Chitinophagaceae_Asinibacterium                  -          LKAP-TSAKG2_G08_052_2018_2 -               27     799      26     795      11     815    1441    +    1.8e-113  378.4  16.2  -
Cytophagaceae_Sporocytophaga                     -          LKAP-TSAKG2_G08_052_2018_2 -               43     811      26     796       8     817    1488    +    1.8e-113  378.3  17.2  -
Cytophagaceae_Rhodocytophaga                     -          LKAP-TSAKG2_G08_052_2018_2 -               21     759      60     799      40     819    1416    +    2.2e-113  378.0  16.9  -
Bernardetiaceae_Garritya                         -          LKAP-TSAKG2_G08_052_2018_2 -               32     800      25     794       6     814    1481    +    2.5e-113  377.9  16.7  -
Sanguibacteraceae_Timonella                      -          LKAP-TSAKG2_G08_052_2018_2 -               53     816      26     804       9     825    1508    +    2.5e-113  377.8  17.2  -
Dermatophilaceae_Tonsilliphilus                  -          LKAP-TSAKG2_G08_052_2018_2 -               83     845      60     833      37     837    1534    +    2.6e-113  377.5  16.8  -
Enterococcaceae_Melissococcus                    -          LKAP-TSAKG2_G08_052_2018_2 -                2     735      81     800      80     823    1401    +    2.7e-113  377.6  14.4  -
Puniceicoccaceae_Ruficoccus                      -          LKAP-TSAKG2_G08_052_2018_2 -               71     811      55     794      28     829    1471    +    2.8e-113  377.6  16.0  -
Peptostreptococcaceae_Sporacetigenium            -          LKAP-TSAKG2_G08_052_2018_2 -               54     825      27     836      12     838    1495    +    2.8e-113  377.4  16.0  -
Flavobacteriaceae_Gangjinia                      -          LKAP-TSAKG2_G08_052_2018_2 -               32     839      26     830       8     838    1479    +    3.1e-113  377.2  16.6  -
Thermoanaerobacteraceae_Thermacetogenium         -          LKAP-TSAKG2_G08_052_2018_2 -               57     835      42     836      21     838    1462    +    3.3e-113  377.4  16.5  -
Nocardioidaceae_Flindersiella                    -          LKAP-TSAKG2_G08_052_2018_2 -               17     765      26     798      17     822    1401    +    3.5e-113  377.4  17.4  -
Dermatophilaceae_Austwickia                      -          LKAP-TSAKG2_G08_052_2018_2 -               38     794      26     801      10     824    1495    +    3.6e-113  377.4  17.4  -
Flavobacteriaceae_Robertkochia                   -          LKAP-TSAKG2_G08_052_2018_2 -               35     805      26     800       9     820    1480    +    3.6e-113  377.2  17.2  -
Flavobacteriaceae_Marinirhabdus                  -          LKAP-TSAKG2_G08_052_2018_2 -               34     810      26     803       9     823    1446    +    3.6e-113  377.2  16.5  -
Bacteroidaceae_Anaerorhabdus                     -          LKAP-TSAKG2_G08_052_2018_2 -               60     844      46     837      26     838    1471    +    3.7e-113  377.3  16.1  -
Acidobacteriaceae_Telmatobacter                  -          LKAP-TSAKG2_G08_052_2018_2 -               87     788      65     798      44     819    1406    +    3.7e-113  377.2  16.8  -
Marinilabiliaceae_Geofilum                       -          LKAP-TSAKG2_G08_052_2018_2 -               33     797      26     796      13     816    1440    +    4.1e-113  377.1  16.9  -
Nocardiaceae_Micropolyspora                      -          LKAP-TSAKG2_G08_052_2018_2 -               69     795      58     800      35     821    1461    +    4.4e-113  377.0  17.4  -
Spirochaetaceae_Rectinema                        -          LKAP-TSAKG2_G08_052_2018_2 -               80     829      64     802      43     822    1501    +    4.8e-113  377.1  16.8  -
Nocardiopsaceae_Actinorugispora                  -          LKAP-TSAKG2_G08_052_2018_2 -               62     863      26     836       8     838    1542    +    4.9e-113  376.9  17.0  -
Flavobacteriaceae_Aureivirga                     -          LKAP-TSAKG2_G08_052_2018_2 -                2     788      30     819      29     837    1308    +    5.1e-113  376.8  16.6  -
Cytophagaceae_Rhabdobacter                       -          LKAP-TSAKG2_G08_052_2018_2 -               58     798      66     806      45     822    1434    +    5.4e-113  376.8  16.6  -
Carnobacteriaceae_Atopobacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               88     872      63     835      41     838    1511    +    5.7e-113  376.3  16.3  -
Verrucomicrobiaceae_Persicirhabdus               -          LKAP-TSAKG2_G08_052_2018_2 -               44     815      26     798       9     821    1480    +    5.7e-113  376.7  17.0  -
Cytophagaceae_Persicitalea                       -          LKAP-TSAKG2_G08_052_2018_2 -               79     823      65     808      45     828    1464    +    5.9e-113  376.9  16.7  -
Veillonellaceae_Negativicoccus                   -          LKAP-TSAKG2_G08_052_2018_2 -               11     843      27     837      20     838    1401    +    6.5e-113  376.2  16.3  -
Flavobacteriaceae_Joostella                      -          LKAP-TSAKG2_G08_052_2018_2 -               28     817      26     822       9     838    1427    +    6.8e-113  376.3  16.8  -
Bacillaceae_Natribacillus                        -          LKAP-TSAKG2_G08_052_2018_2 -              148     934      65     836      44     838    1557    +    7.2e-113  376.3  16.2  -
Actinopolysporaceae_Haloactinomyces              -          LKAP-TSAKG2_G08_052_2018_2 -               54     806      27     802      10     825    1518    +    7.3e-113  376.2  16.4  -
Dermabacteraceae_Helcobacillus                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     796      26     804      10     825    1448    +    7.6e-113  376.1  16.6  -
Deferribacteraceae_Flexistipes                   -          LKAP-TSAKG2_G08_052_2018_2 -               96     841      65     798      40     819    1498    +    7.6e-113  376.1  16.1  -
Flammeovirgaceae_Flexithrix                      -          LKAP-TSAKG2_G08_052_2018_2 -               64     798      59     794      37     814    1478    +    7.7e-113  376.2  16.5  -
Nocardiopsaceae_Spinactinospora                  -          LKAP-TSAKG2_G08_052_2018_2 -               11     813      26     836      19     838    1452    +    7.8e-113  376.3  16.9  -
Flavobacteriaceae_Croceibacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               55     830      28     801      13     821    1521    +    8.7e-113  376.0  16.3  -
Flavobacteriaceae_Yeosuana                       -          LKAP-TSAKG2_G08_052_2018_2 -               33     811      26     807       9     827    1469    +    9.5e-113  375.8  16.8  -
Marinilabiliaceae_Alkaliflexus                   -          LKAP-TSAKG2_G08_052_2018_2 -               60     827      26     797       8     818    1467    +      1e-112  375.7  17.0  -
Flavobacteriaceae_Chishuiella                    -          LKAP-TSAKG2_G08_052_2018_2 -               53     819      26     799       6     820    1480    +    1.1e-112  375.5  16.8  -
Syntrophomonadaceae_Fervidicola                  -          LKAP-TSAKG2_G08_052_2018_2 -               95     856      64     836      31     838    1528    +    1.2e-112  375.7  17.0  -
Nocardiopsaceae_Murinocardiopsis                 -          LKAP-TSAKG2_G08_052_2018_2 -               24     824      26     834      10     837    1418    +    1.3e-112  375.6  16.7  -
Flavobacteriaceae_Planktosalinus                 -          LKAP-TSAKG2_G08_052_2018_2 -               53     824      26     803       9     824    1479    +    1.4e-112  375.3  16.4  -
Coriobacteriaceae_Enorma                         -          LKAP-TSAKG2_G08_052_2018_2 -               46     794      26     801      20     821    1465    +    1.4e-112  375.6  16.9  -
Heliobacteriaceae_Hydrogenispora                 -          LKAP-TSAKG2_G08_052_2018_2 -               72     788      60     798      28     821    1443    +    1.4e-112  375.2  16.4  -
Flavobacteriaceae_Corallibacter                  -          LKAP-TSAKG2_G08_052_2018_2 -               39     815      26     800       8     820    1463    +    1.8e-112  374.9  17.1  -
Chitinophagaceae_Heliimonas                      -          LKAP-TSAKG2_G08_052_2018_2 -               50     795      49     793      29     810    1456    +    1.9e-112  374.7  16.5  -
Xenococcaceae_Foliisarcina                       -          LKAP-TSAKG2_G08_052_2018_2 -               57     760      64     800      43     820    1418    +    2.1e-112  375.0  16.4  -
Eubacteriaceae_Peptoclostridium                  -          LKAP-TSAKG2_G08_052_2018_2 -               94     809      63     799      43     821    1508    +    2.1e-112  374.8  16.7  -
Synergistaceae_Thermovirga                       -          LKAP-TSAKG2_G08_052_2018_2 -               37     793      53     836      32     838    1427    +    2.3e-112  374.6  17.6  -
Thermodesulfobacteriaceae_Thermosulfurimonas     -          LKAP-TSAKG2_G08_052_2018_2 -               90     845      65     797      45     818    1532    +    2.4e-112  374.7  16.8  -
Synergistaceae_Aminivibrio                       -          LKAP-TSAKG2_G08_052_2018_2 -               33     810      26     835       9     838    1441    +    2.6e-112  374.4  17.4  -
Enterococcaceae_Pilibacter                       -          LKAP-TSAKG2_G08_052_2018_2 -               54     818      47     800      22     823    1432    +    2.8e-112  374.3  16.9  -
Rhodothermaceae_Longibacter                      -          LKAP-TSAKG2_G08_052_2018_2 -               62     836      60     835      33     838    1456    +      3e-112  374.1  16.4  -
Flavobacteriaceae_Confluentibacter               -          LKAP-TSAKG2_G08_052_2018_2 -               33     810      26     807       9     827    1438    +    3.3e-112  374.0  16.7  -
Deferribacteraceae_Mucispirillum                 -          LKAP-TSAKG2_G08_052_2018_2 -               58     814      59     801      38     823    1471    +    3.4e-112  374.0  16.8  -
Flavobacteriaceae_Gelatiniphilus                 -          LKAP-TSAKG2_G08_052_2018_2 -               52     827      26     801       9     821    1487    +    3.8e-112  373.6  16.4  -
Dermatophilaceae_Kineosphaera                    -          LKAP-TSAKG2_G08_052_2018_2 -               33     788      27     803      10     827    1461    +    3.8e-112  373.8  17.1  -
