# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_H09_065_2018_2 -               18     877      14     872       7     872    1504    +           0 1083.1  18.5  -
Planococcaceae_Paenisporosarcina                 -          LKAP-TSAKG2_H09_065_2018_2 -               10     872      15     872       8     872    1481    +    3.8e-305 1013.2  18.5  -
Flavobacteriaceae_Aquibacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               23     862      17     869       7     872    1481    +      3e-111  370.9  18.6  -
Flavobacteriaceae_Coenonia                       -          LKAP-TSAKG2_H09_065_2018_2 -               41     874      17     869       6     872    1606    +    4.5e-111  370.2  17.7  -
Chitinophagaceae_Haoranjiania                    -          LKAP-TSAKG2_H09_065_2018_2 -               43     880      18     869       6     872    1489    +    4.6e-111  370.3  18.4  -
Chitinophagaceae_Dinghuibacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               43     877      18     869       6     872    1487    +    6.4e-111  369.8  18.8  -
Chitinophagaceae_Panacibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               23     862      18     871       6     872    1451    +    6.5e-111  369.7  18.8  -
Synergistaceae_Rarimicrobium                     -          LKAP-TSAKG2_H09_065_2018_2 -               50     812      63     871      42     872    1392    +    8.5e-111  369.5  18.8  -
Flavobacteriaceae_Citreitalea                    -          LKAP-TSAKG2_H09_065_2018_2 -               23     854      18     869       7     872    1440    +    1.7e-110  368.3  18.7  -
Flavobacteriaceae_Spongiimicrobium               -          LKAP-TSAKG2_H09_065_2018_2 -               21     861      17     869       7     872    1447    +    1.9e-110  368.4  18.8  -
Flavobacteriaceae_Pseudozobellia                 -          LKAP-TSAKG2_H09_065_2018_2 -                2     841      19     869      18     872    1401    +    2.2e-110  368.1  19.2  -
Leptotrichiaceae_Caviibacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               44     865      19     869       7     872    1499    +    2.3e-110  368.1  18.2  -
Flavobacteriaceae_Aureicoccus                    -          LKAP-TSAKG2_H09_065_2018_2 -               41     878      17     869       6     872    1477    +    2.5e-110  367.9  18.6  -
Flavobacteriaceae_Ascidiimonas                   -          LKAP-TSAKG2_H09_065_2018_2 -               21     856      17     869       7     872    1442    +    2.6e-110  367.8  18.0  -
Chitinophagaceae_Hydrobacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               44     885      18     871       6     872    1348    +    2.7e-110  368.0  18.6  -
Flavobacteriaceae_Cruoricaptor                   -          LKAP-TSAKG2_H09_065_2018_2 -                8     831      18     870      12     872    1535    +    3.4e-110  367.4  18.8  -
Cytophagaceae_Rudanella                          -          LKAP-TSAKG2_H09_065_2018_2 -                1     823      15     869      15     872    1387    +    3.5e-110  367.5  18.4  -
Waddliaceae_Waddlia                              -          LKAP-TSAKG2_H09_065_2018_2 -               50     910      19     871       8     872    1557    +    3.9e-110  367.4  18.3  -
Flavobacteriaceae_Meridianimaribacter            -          LKAP-TSAKG2_H09_065_2018_2 -               29     870      17     869       6     872    1470    +    6.6e-110  366.4  18.4  -
Haliscomenobacteraceae_Portibacter               -          LKAP-TSAKG2_H09_065_2018_2 -               43     878      18     869       6     872    1478    +    7.1e-110  366.9  18.9  -
Eggerthellaceae_Senegalimassilia                 -          LKAP-TSAKG2_H09_065_2018_2 -                2     728     112     872     111     872    1341    +    8.4e-110  366.4  16.4  -
Chitinophagaceae_Parasediminibacterium           -          LKAP-TSAKG2_H09_065_2018_2 -                2     837      16     871      15     872    1402    +      1e-109  366.0  18.7  -
Planctomycetaceae_Mariniblastus                  -          LKAP-TSAKG2_H09_065_2018_2 -               21     841      17     870       7     872    1439    +    1.2e-109  365.7  18.3  -
Cyclobacteriaceae_Shivajiella                    -          LKAP-TSAKG2_H09_065_2018_2 -               30     826      59     868      38     871    1385    +    1.3e-109  365.7  18.7  -
Bernardetiaceae_Bernardetia                      -          LKAP-TSAKG2_H09_065_2018_2 -               23     860      18     869       7     871    1483    +    1.5e-109  365.1  18.0  -
Rikenellaceae_Rikenella                          -          LKAP-TSAKG2_H09_065_2018_2 -               49     893      17     871       6     872    1472    +    1.6e-109  365.2  18.7  -
Cytophagaceae_Persicitalea                       -          LKAP-TSAKG2_H09_065_2018_2 -               43     869      17     869       6     872    1464    +    1.9e-109  365.3  18.4  -
Prolixibacteraceae_Roseimarinus                  -          LKAP-TSAKG2_H09_065_2018_2 -               23     854      18     869       6     872    1442    +    2.3e-109  364.7  18.3  -
Flavobacteriaceae_Aestuariibaculum               -          LKAP-TSAKG2_H09_065_2018_2 -               41     874      17     869       6     872    1482    +    2.3e-109  364.6  18.7  -
Leptotrichiaceae_Sebaldella                      -          LKAP-TSAKG2_H09_065_2018_2 -               44     861      19     872       7     872    1502    +    2.7e-109  364.5  18.2  -
Flavobacteriaceae_Bergeyella                     -          LKAP-TSAKG2_H09_065_2018_2 -                1     839      21     869      21     872    1446    +    2.8e-109  364.3  19.7  -
Porphyromonadaceae_Tannerella                    -          LKAP-TSAKG2_H09_065_2018_2 -               48     884      19     869       8     872    1466    +    3.4e-109  364.1  19.0  -
Rikenellaceae_Mucinivorans                       -          LKAP-TSAKG2_H09_065_2018_2 -               44     876      18     871       6     872    1511    +    3.4e-109  364.1  18.3  -
Flavobacteriaceae_Maripseudobacter               -          LKAP-TSAKG2_H09_065_2018_2 -               42     882      17     869       6     872    1489    +    3.5e-109  364.1  19.1  -
Flavobacteriaceae_Arcticiflavibacter             -          LKAP-TSAKG2_H09_065_2018_2 -               41     878      17     869       6     872    1483    +    3.7e-109  363.9  18.6  -
Cyclobacteriaceae_Mongoliitalea                  -          LKAP-TSAKG2_H09_065_2018_2 -                3     824      32     869      24     872    1386    +    4.3e-109  363.9  19.0  -
Flavobacteriaceae_Chishuiella                    -          LKAP-TSAKG2_H09_065_2018_2 -               40     873      16     869       5     872    1480    +    7.2e-109  362.9  17.5  -
Chitinophagaceae_Parafilimonas                   -          LKAP-TSAKG2_H09_065_2018_2 -               27     864      18     871       6     872    1461    +    8.4e-109  362.7  18.6  -
Flavobacteriaceae_Joostella                      -          LKAP-TSAKG2_H09_065_2018_2 -               16     851      17     869       7     872    1427    +    1.1e-108  362.4  18.1  -
Prolixibacteraceae_Tangfeifania                  -          LKAP-TSAKG2_H09_065_2018_2 -               23     856      18     869       6     872    1446    +    1.2e-108  362.2  18.8  -
Flavobacteriaceae_Aurantivirga                   -          LKAP-TSAKG2_H09_065_2018_2 -               34     869      18     871       6     872    1456    +    1.5e-108  362.0  18.6  -
Planctomycetaceae_Pirellula                      -          LKAP-TSAKG2_H09_065_2018_2 -               43     863      18     870       7     872    1510    +    1.7e-108  362.0  19.8  -
Chitinophagaceae_Vibrionimonas                   -          LKAP-TSAKG2_H09_065_2018_2 -               48     838      65     871      45     872    1409    +    1.8e-108  361.8  18.4  -
Flavobacteriaceae_Zhouia                         -          LKAP-TSAKG2_H09_065_2018_2 -               28     870      17     869       6     872    1478    +    1.9e-108  361.7  18.3  -
Flavobacteriaceae_Pibocella                      -          LKAP-TSAKG2_H09_065_2018_2 -               18     861      17     869       7     872    1447    +      2e-108  361.6  18.7  -
Cryomorphaceae_Luteibaculum                      -          LKAP-TSAKG2_H09_065_2018_2 -               28     869      17     871       6     872    1453    +    2.6e-108  361.3  19.0  -
Prolixibacteraceae_Draconibacterium              -          LKAP-TSAKG2_H09_065_2018_2 -               40     876      16     869       5     872    1486    +    2.6e-108  361.0  18.0  -
Flavobacteriaceae_Gilvibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               29     868      17     869       6     872    1461    +    5.7e-108  360.1  18.3  -
Chitinophagaceae_Pseudobacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               30     867      18     871       6     872    1432    +    5.8e-108  360.2  18.6  -
Flavobacteriaceae_Croceibacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               41     882      17     869       6     872    1521    +      6e-108  360.0  19.3  -
Chitinophagaceae_Crenotalea                      -          LKAP-TSAKG2_H09_065_2018_2 -               22     858      17     871       6     872    1447    +    6.4e-108  359.9  18.4  -
Porphyromonadaceae_Gabonibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               44     812      19     798       8     822    1487    +    8.5e-108  359.7  21.8  -
Chitinophagaceae_Heliimonas                      -          LKAP-TSAKG2_H09_065_2018_2 -               31     857      18     871       6     872    1456    +    9.3e-108  359.2  18.9  -
Flavobacteriaceae_Spongiimonas                   -          LKAP-TSAKG2_H09_065_2018_2 -               25     861      19     869       7     872    1426    +    9.9e-108  359.3  18.8  -
Planctomycetaceae_Gimesia                        -          LKAP-TSAKG2_H09_065_2018_2 -               27     866      17     870       7     872    1504    +    1.2e-107  358.9  18.3  -
Schleiferiaceae_Schleiferia                      -          LKAP-TSAKG2_H09_065_2018_2 -               40     880      17     872       6     872    1499    +    1.2e-107  359.2  18.7  -
Saprospiraceae_Membranicola                      -          LKAP-TSAKG2_H09_065_2018_2 -                1     830      23     869      23     872    1396    +    1.5e-107  358.6  20.0  -
Flavobacteriaceae_Jejudonia                      -          LKAP-TSAKG2_H09_065_2018_2 -               21     859      17     869       7     872    1445    +    1.6e-107  358.5  18.8  -
Flavobacteriaceae_Ichthyenterobacterium          -          LKAP-TSAKG2_H09_065_2018_2 -               41     882      17     869       6     872    1488    +    1.7e-107  358.5  18.8  -
Cytophagaceae_Rhabdobacter                       -          LKAP-TSAKG2_H09_065_2018_2 -               25     847      17     869       6     872    1434    +      2e-107  358.4  18.7  -
Flavobacteriaceae_Weeksella                      -          LKAP-TSAKG2_H09_065_2018_2 -               40     874      16     869       5     872    1509    +    2.2e-107  358.1  17.7  -
Chlorobiaceae_Chloroherpeton                     -          LKAP-TSAKG2_H09_065_2018_2 -               35     822      15     869       6     872    1403    +    3.1e-107  357.6  17.5  -
Chitinophagaceae_Thermoflavifilum                -          LKAP-TSAKG2_H09_065_2018_2 -               38     830      63     871      43     872    1396    +    5.9e-107  356.7  18.4  -
Chitinophagaceae_Niveitalea                      -          LKAP-TSAKG2_H09_065_2018_2 -               43     882      18     871       6     872    1494    +    6.8e-107  356.6  19.3  -
Flavobacteriaceae_Confluentibacter               -          LKAP-TSAKG2_H09_065_2018_2 -               21     853      17     870       7     872    1438    +    9.1e-107  356.1  18.8  -
Porphyromonadaceae_Microbacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               41     881      19     871       8     872    1488    +    9.3e-107  356.1  18.5  -
Flavobacteriaceae_Oceanihabitans                 -          LKAP-TSAKG2_H09_065_2018_2 -               43     878      18     869       6     872    1514    +      1e-106  355.8  18.5  -
Flavobacteriaceae_Antarcticimonas                -          LKAP-TSAKG2_H09_065_2018_2 -               32     868      17     869       6     872    1468    +    1.1e-106  355.6  19.5  -
Flavobacteriaceae_Leptobacterium                 -          LKAP-TSAKG2_H09_065_2018_2 -               34     873      17     869       6     872    1437    +    1.2e-106  355.7  19.0  -
Flavobacteriaceae_Imtechella                     -          LKAP-TSAKG2_H09_065_2018_2 -               33     881      17     869       6     872    1435    +    1.2e-106  355.7  18.6  -
Planctomycetaceae_Roseimaritima                  -          LKAP-TSAKG2_H09_065_2018_2 -               21     847      17     870       7     872    1449    +    1.5e-106  355.3  18.6  -
Flavobacteriaceae_Taeania                        -          LKAP-TSAKG2_H09_065_2018_2 -               23     863      18     869       7     872    1449    +    1.7e-106  355.3  19.0  -
Balneicellaceae_Balneicella                      -          LKAP-TSAKG2_H09_065_2018_2 -               28     870      19     869       8     871    1505    +    1.9e-106  355.0  18.6  -
Flavobacteriaceae_Aureitalea                     -          LKAP-TSAKG2_H09_065_2018_2 -               24     861      17     869       7     872    1392    +      2e-106  355.0  18.5  -
Flavobacteriaceae_Frondibacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               21     854      17     869       7     872    1440    +    2.3e-106  354.7  18.2  -
Flavobacteriaceae_Arenitalea                     -          LKAP-TSAKG2_H09_065_2018_2 -               41     878      17     869       6     872    1483    +    3.3e-106  354.2  18.8  -
Flavobacteriaceae_Namhaeicola                    -          LKAP-TSAKG2_H09_065_2018_2 -               23     857      18     869       7     872    1443    +    3.7e-106  354.0  18.6  -
Chitinophagaceae_Arvibacter                      -          LKAP-TSAKG2_H09_065_2018_2 -               26     867      18     871       6     872    1470    +    5.5e-106  353.7  18.4  -
Flavobacteriaceae_Xanthomarina                   -          LKAP-TSAKG2_H09_065_2018_2 -               34     867      18     869       6     872    1461    +    5.8e-106  353.4  19.0  -
Flavobacteriaceae_Vitellibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               37     879      17     869       6     872    1511    +    5.9e-106  353.4  18.9  -
Chitinophagaceae_Cnuella                         -          LKAP-TSAKG2_H09_065_2018_2 -               43     885      18     871       6     872    1493    +    1.4e-105  352.4  18.6  -
Flavobacteriaceae_Eudoraea                       -          LKAP-TSAKG2_H09_065_2018_2 -                1     836      24     869      24     872    1393    +    1.9e-105  351.7  19.2  -
Flavobacteriaceae_Aquaticitalea                  -          LKAP-TSAKG2_H09_065_2018_2 -               23     852      18     869       7     872    1439    +    2.7e-105  351.3  19.2  -
Flavobacteriaceae_Sabulilitoribacter             -          LKAP-TSAKG2_H09_065_2018_2 -               21     853      17     869       7     872    1439    +    3.1e-105  351.0  18.9  -
Flavobacteriaceae_Hwangdonia                     -          LKAP-TSAKG2_H09_065_2018_2 -               21     860      17     869       7     872    1479    +    4.3e-105  350.4  18.5  -
Flavobacteriaceae_Pustulibacterium               -          LKAP-TSAKG2_H09_065_2018_2 -                7     827      29     869      22     872    1421    +    4.5e-105  350.4  18.6  -
Flavobacteriaceae_Snuella                        -          LKAP-TSAKG2_H09_065_2018_2 -               19     854      17     869       7     872    1440    +    5.8e-105  350.1  18.5  -
Flavobacteriaceae_Neptunitalea                   -          LKAP-TSAKG2_H09_065_2018_2 -               21     852      17     869       7     872    1438    +    7.6e-105  349.8  18.6  -
Flavobacteriaceae_Kriegella                      -          LKAP-TSAKG2_H09_065_2018_2 -               14     826      44     869      31     872    1382    +    1.2e-104  349.0  18.7  -
Petrotogaceae_Defluviitoga                       -          LKAP-TSAKG2_H09_065_2018_2 -               39     863      15     871       5     872    1475    +    1.6e-104  348.8  19.4  -
Flavobacteriaceae_Algoriella                     -          LKAP-TSAKG2_H09_065_2018_2 -               44     873      19     869       6     872    1483    +      2e-104  348.3  18.1  -
Flavobacteriaceae_Ornithobacterium               -          LKAP-TSAKG2_H09_065_2018_2 -               38     867      19     869       6     872    1462    +    2.1e-104  348.1  18.7  -
Flavobacteriaceae_Corallibacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               29     868      18     869       6     872    1463    +    2.3e-104  348.1  18.3  -
Flavobacteriaceae_Gangjinia                      -          LKAP-TSAKG2_H09_065_2018_2 -               22     867      18     871       7     872    1479    +    2.8e-104  347.6  18.3  -
Flavobacteriaceae_Geojedonia                     -          LKAP-TSAKG2_H09_065_2018_2 -               21     854      17     869       7     872    1440    +    2.9e-104  347.8  18.5  -
Flavobacteriaceae_Litoribaculum                  -          LKAP-TSAKG2_H09_065_2018_2 -               39     871      17     869       6     872    1447    +      3e-104  347.7  19.3  -
Flavobacteriaceae_Aureivirga                     -          LKAP-TSAKG2_H09_065_2018_2 -               15     825      44     869      31     872    1308    +    3.3e-104  347.7  18.4  -
Rikenellaceae_Acetobacteroides                   -          LKAP-TSAKG2_H09_065_2018_2 -               21     852      17     869       7     872    1440    +    5.2e-104  347.2  19.1  -
Flavobacteriaceae_Gelatiniphilus                 -          LKAP-TSAKG2_H09_065_2018_2 -               40     879      17     869       6     872    1487    +    6.4e-104  346.5  18.5  -
Planctomycetaceae_Planctopirus                   -          LKAP-TSAKG2_H09_065_2018_2 -               42     873      18     870       7     872    1528    +    6.4e-104  346.7  19.2  -
Flavobacteriaceae_Costertonia                    -          LKAP-TSAKG2_H09_065_2018_2 -               19     858      17     869       7     872    1482    +    9.8e-104  346.2  18.9  -
Isosphaeraceae_Paludisphaera                     -          LKAP-TSAKG2_H09_065_2018_2 -               35     859      17     870       7     872    1503    +    1.1e-103  346.0  18.9  -
Flavobacteriaceae_Yeosuana                       -          LKAP-TSAKG2_H09_065_2018_2 -               21     853      17     869       7     872    1469    +    1.3e-103  345.6  19.0  -
Flavobacteriaceae_Sediminibacter                 -          LKAP-TSAKG2_H09_065_2018_2 -               23     858      18     869       7     872    1444    +    1.5e-103  345.5  18.8  -
Planctomycetaceae_Thermostilla                   -          LKAP-TSAKG2_H09_065_2018_2 -               39     862      17     870       7     872    1490    +    2.4e-103  345.0  18.8  -
Flavobacteriaceae_Spongiivirga                   -          LKAP-TSAKG2_H09_065_2018_2 -               23     858      18     871       7     872    1405    +    2.5e-103  344.7  18.9  -
Flavobacteriaceae_Mangrovimonas                  -          LKAP-TSAKG2_H09_065_2018_2 -               41     882      17     869       6     872    1487    +    3.1e-103  344.3  18.9  -
Flavobacteriaceae_Hanstruepera                   -          LKAP-TSAKG2_H09_065_2018_2 -               26     867      17     869       6     872    1493    +    5.9e-103  343.5  18.4  -
Planctomycetaceae_Planctomicrobium               -          LKAP-TSAKG2_H09_065_2018_2 -               40     845      18     870       8     872    1426    +    1.3e-102  342.5  18.9  -
Flavobacteriaceae_Maritimimonas                  -          LKAP-TSAKG2_H09_065_2018_2 -               12     846      19     869      10     872    1416    +    1.4e-102  342.2  18.9  -
Flavobacteriaceae_Postechiella                   -          LKAP-TSAKG2_H09_065_2018_2 -               23     857      18     869       7     872    1443    +    1.5e-102  342.1  18.7  -
Flavobacteriaceae_Planktosalinus                 -          LKAP-TSAKG2_H09_065_2018_2 -               41     874      17     869       6     872    1479    +    1.7e-102  341.9  18.5  -
Planctomycetaceae_Rubinisphaera                  -          LKAP-TSAKG2_H09_065_2018_2 -               42     845      17     870       7     872    1488    +    3.2e-102  341.2  18.6  -
Flavobacteriaceae_Marinirhabdus                  -          LKAP-TSAKG2_H09_065_2018_2 -               22     860      17     869       7     872    1446    +    3.4e-102  341.0  18.2  -
Flavobacteriaceae_Marixanthomonas                -          LKAP-TSAKG2_H09_065_2018_2 -                1     839      21     869      21     872    1397    +    4.5e-102  340.4  19.4  -
Planctomycetaceae_Schlesneria                    -          LKAP-TSAKG2_H09_065_2018_2 -               38     872      17     870       7     872    1446    +    1.2e-101  339.2  18.9  -
Flavobacteriaceae_Spongiiferula                  -          LKAP-TSAKG2_H09_065_2018_2 -               23     856      18     871       7     872    1441    +    1.4e-101  338.9  19.0  -
Isosphaeraceae_Isosphaera                        -          LKAP-TSAKG2_H09_065_2018_2 -               42     868      17     870       7     872    1511    +    2.3e-101  338.5  19.4  -
Phycisphaeraceae_Phycisphaera                    -          LKAP-TSAKG2_H09_065_2018_2 -               20     836      15     871       6     872    1461    +    6.2e-101  337.1  18.0  -
Flavobacteriaceae_Jejuia                         -          LKAP-TSAKG2_H09_065_2018_2 -               41     875      17     869       6     872    1480    +    6.4e-101  336.6  18.7  -
Flavobacteriaceae_Pseudotenacibaculum            -          LKAP-TSAKG2_H09_065_2018_2 -                1     828      24     869      24     872    1383    +    6.6e-101  336.8  19.5  -
Flavobacteriaceae_Hoppeia                        -          LKAP-TSAKG2_H09_065_2018_2 -               29     865      17     869       6     872    1489    +    6.9e-101  336.5  19.1  -
Cytophagaceae_Huanghella                         -          LKAP-TSAKG2_H09_065_2018_2 -                3     825      19     869      17     872    1425    +    2.8e-100  334.7  18.6  -
Cytophagaceae_Fibrella                           -          LKAP-TSAKG2_H09_065_2018_2 -               37     859      17     869       6     872    1319    +    2.9e-100  334.9  18.9  -
Flavobacteriaceae_Aurantiacicella                -          LKAP-TSAKG2_H09_065_2018_2 -               33     828      59     869      31     872    1381    +    4.8e-100  333.8  18.5  -
Flavobacteriaceae_Flavicella                     -          LKAP-TSAKG2_H09_065_2018_2 -                9     817      47     871      38     872    1375    +    7.2e-100  333.4  18.2  -
Filobacteriaceae_Filobacterium                   -          LKAP-TSAKG2_H09_065_2018_2 -               40     878      17     869       6     872    1521    +     2.3e-99  331.5  18.7  -
Cytophagaceae_Fibrisoma                          -          LKAP-TSAKG2_H09_065_2018_2 -               44     864      17     869       6     872    1430    +       3e-99  331.4  18.7  -
Gemmataceae_Fimbriiglobus                        -          LKAP-TSAKG2_H09_065_2018_2 -               32     834      18     870       7     872    1390    +     3.5e-99  331.3  19.1  -
Isosphaeraceae_Aquisphaera                       -          LKAP-TSAKG2_H09_065_2018_2 -               42     861      17     870       7     872    1480    +     7.5e-99  330.3  19.4  -
Planctomycetaceae_Rubripirellula                 -          LKAP-TSAKG2_H09_065_2018_2 -               27     864      17     870       7     872    1452    +     9.9e-99  329.4  18.6  -
Flavobacteriaceae_Fulvibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               11     815      48     869      39     872    1408    +     2.4e-98  328.1  17.9  -
Gemmataceae_Zavarzinella                         -          LKAP-TSAKG2_H09_065_2018_2 -               36     839      18     870       7     872    1426    +     4.6e-98  327.3  18.8  -
Flavobacteriaceae_Algitalea                      -          LKAP-TSAKG2_H09_065_2018_2 -               23     858      18     869       7     872    1444    +     1.5e-97  325.5  18.6  -
Tepidisphaeraceae_Tepidisphaera                  -          LKAP-TSAKG2_H09_065_2018_2 -               40     851      15     871       6     872    1491    +     7.3e-97  323.5  19.5  -
Prevotellaceae_Hallella                          -          LKAP-TSAKG2_H09_065_2018_2 -               22     866      19     869       7     872    1463    +     3.6e-96  321.1  18.4  -
Rikenellaceae_Anaerocella                        -          LKAP-TSAKG2_H09_065_2018_2 -               31     868      18     869       6     872    1451    +       2e-95  318.4  18.9  -
Gemmataceae_Gemmata                              -          LKAP-TSAKG2_H09_065_2018_2 -               42     840      18     870       8     872    1491    +       3e-95  318.0  19.4  -
Flavobacteriaceae_Flagellimonas                  -          LKAP-TSAKG2_H09_065_2018_2 -               42     877      17     869       6     872    1484    +     1.4e-94  315.6  19.3  -
Sulfolobaceae_Sulfolobus                         -          LKAP-TSAKG2_H09_065_2018_2 -               82     860      66     872      59     872    1496    +     4.6e-94  313.9  18.9  -
Gemmataceae_Telmatocola                          -          LKAP-TSAKG2_H09_065_2018_2 -               31     845      18     870       8     872    1422    +       5e-94  314.0  18.9  -
Methanocaldococcaceae_Methanocaldococcus         -          LKAP-TSAKG2_H09_065_2018_2 -               50     843      22     871      12     872    1428    +     1.3e-93  312.8  18.3  -
Bacteroidales_Phocaeicola                        -          LKAP-TSAKG2_H09_065_2018_2 -               46     885      19     869       7     872    1497    +     2.5e-91  305.1  18.8  -
Thermococcaceae_Thermococcus                     -          LKAP-TSAKG2_H09_065_2018_2 -               36     832      22     872      13     872    1447    +     7.9e-91  303.3  18.7  -
Methanococcaceae_Methanothermococcus             -          LKAP-TSAKG2_H09_065_2018_2 -               69     827      67     871      49     872    1392    +     8.8e-91  303.1  18.2  -
Parvularculaceae_Amphiplicatus                   -          LKAP-TSAKG2_H09_065_2018_2 -               56     634      18     656       6     676    1284    +     9.7e-91  303.5  14.8  -
Methanococcaceae_Methanococcus                   -          LKAP-TSAKG2_H09_065_2018_2 -               51     812      65     871      43     872    1395    +     1.1e-89  299.3  18.0  -
Thermococcaceae_Palaeococcus                     -          LKAP-TSAKG2_H09_065_2018_2 -               35     824      22     872      12     872    1431    +     4.5e-89  297.5  19.1  -
Methanothermaceae_Methanothermus                 -          LKAP-TSAKG2_H09_065_2018_2 -               49     843      21     872      12     872    1482    +     9.8e-89  296.5  18.4  -
Methanobacteriaceae_Methanothermobacter          -          LKAP-TSAKG2_H09_065_2018_2 -               39     833      22     872      14     872    1442    +     1.2e-87  292.8  17.8  -
Methanocaldococcaceae_Methanotorris              -          LKAP-TSAKG2_H09_065_2018_2 -               78     835      68     871      47     872    1476    +     2.2e-87  291.9  18.2  -
Acidilobaceae_Acidilobus                         -          LKAP-TSAKG2_H09_065_2018_2 -               80     860      67     872      46     872    1451    +     2.4e-87  291.6  18.9  -
Methanobacteriaceae_Methanobacterium             -          LKAP-TSAKG2_H09_065_2018_2 -               21     813      22     871      15     872    1401    +     2.7e-87  291.4  17.6  -
Archaeoglobaceae_Archaeoglobus                   -          LKAP-TSAKG2_H09_065_2018_2 -               45     851      22     872      12     872    1470    +     1.3e-86  289.2  16.9  -
Methanobacteriaceae_Methanobrevibacter           -          LKAP-TSAKG2_H09_065_2018_2 -               24     793      59     871      37     872    1306    +     3.4e-86  287.8  16.9  -
Thermococcaceae_Pyrococcus                       -          LKAP-TSAKG2_H09_065_2018_2 -               47     853      22     872      12     872    1468    +     2.7e-85  285.2  18.2  -
Thermofilaceae_Thermofilum                       -          LKAP-TSAKG2_H09_065_2018_2 -               95     873      67     872      47     872    1513    +     4.1e-85  284.2  18.6  -
Pyrodictiaceae_Pyrodictium                       -          LKAP-TSAKG2_H09_065_2018_2 -               82     859      66     872      46     872    1497    +       1e-84  283.0  19.6  -
Archaeoglobaceae_Geoglobus                       -          LKAP-TSAKG2_H09_065_2018_2 -               41     809      65     872      45     872    1417    +     1.1e-82  276.2  18.3  -
Desulfurococcaceae_Desulfurococcus               -          LKAP-TSAKG2_H09_065_2018_2 -               82     861      66     872      52     872    1496    +     1.5e-82  275.8  18.9  -
Desulfurococcaceae_Staphylothermus               -          LKAP-TSAKG2_H09_065_2018_2 -               81     862      66     872      46     872    1459    +     3.1e-81  271.5  18.8  -
Desulfurococcaceae_Aeropyrum                     -          LKAP-TSAKG2_H09_065_2018_2 -               79     866      66     872      46     872    1358    +     4.8e-81  271.3  18.9  -
Methanoregulaceae_Methanolinea                   -          LKAP-TSAKG2_H09_065_2018_2 -               49     831      22     871      16     872    1433    +     1.7e-78  262.2  19.2  -
Sulfolobaceae_Acidianus                          -          LKAP-TSAKG2_H09_065_2018_2 -               79     855      66     871      46     872    1476    +     5.2e-78  260.5  18.6  -
Desulfurococcaceae_Ignicoccus                    -          LKAP-TSAKG2_H09_065_2018_2 -               64     842      67     872      62     872    1368    +     1.4e-77  259.6  18.5  -
Methanomicrobiaceae_Methanomicrobium             -          LKAP-TSAKG2_H09_065_2018_2 -               28     811      22     871      15     872    1397    +     7.2e-77  256.9  19.4  -
Methanopyraceae_Methanopyrus                     -          LKAP-TSAKG2_H09_065_2018_2 -               47     874      19     872       7     872    1512    +       8e-76  254.0  18.1  -
Desulfurococcaceae_Stetteria                     -          LKAP-TSAKG2_H09_065_2018_2 -               28     818      56     872      35     872    1316    +       2e-75  252.9  18.2  -
Methanomicrobiaceae_Methanofollis                -          LKAP-TSAKG2_H09_065_2018_2 -               26     811      20     871      10     872    1397    +     2.4e-75  251.9  18.8  -
Methanoregulaceae_Methanoregula                  -          LKAP-TSAKG2_H09_065_2018_2 -               29     811      22     871      17     872    1447    +     1.1e-74  249.5  19.2  -
Pyrodictiaceae_Hyperthermus                      -          LKAP-TSAKG2_H09_065_2018_2 -               64     842      65     872      35     872    1316    +     1.3e-74  250.3  18.8  -
Thermoproteaceae_Vulcanisaeta                    -          LKAP-TSAKG2_H09_065_2018_2 -               64     843      67     872      46     872    1476    +     9.5e-74  246.5  19.3  -
Desulfurococcaceae_Sulfophobococcus              -          LKAP-TSAKG2_H09_065_2018_2 -               59     845      61     872      37     872    1463    +     1.2e-73  246.9  17.6  -
Methanomicrobiaceae_Methanoculleus               -          LKAP-TSAKG2_H09_065_2018_2 -               30     812      22     871      15     872    1417    +     1.7e-73  245.9  18.2  -
Desulfurococcaceae_Thermogladius                 -          LKAP-TSAKG2_H09_065_2018_2 -               83     863      66     872      46     872    1499    +     4.1e-72  241.7  18.3  -
Archaeoglobaceae_Ferroglobus                     -          LKAP-TSAKG2_H09_065_2018_2 -               30     856      20     872       8     872    1471    +     5.4e-72  241.3  17.9  -
